bill_number,term,action_date,action,chamber,order
HB1016,2023-2024,2023-12-07,Prefiled for introduction.,H,1
HB1016,2023-2024,2023-01-09,"First reading, referred to Regulated Substances & Gaming.",H,2
HB1016,2023-2024,2023-01-09,Public hearing in the House Committee on Regulated Substances & Gaming at 1:30 PM.,H,3
HB1016,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,4
HB1017,2023-2024,2023-12-07,Prefiled for introduction.,H,1
HB1017,2023-2024,2023-01-09,"First reading, referred to Consumer Protection & Business.",H,2
HB1017,2023-2024,2023-01-13,Public hearing in the House Committee on Consumer Protection & Business at 8:00 AM.,H,3
HB1017,2023-2024,2023-01-17,Executive action taken in the House Committee on Consumer Protection & Business at 1:30 PM.,H,4
HB1017,2023-2024,2023-01-17,CPB - Majority; do pass.,H,5
HB1017,2023-2024,2023-01-19,Referred to Rules 2 Review.,H,6
HB1017,2023-2024,2023-01-24,Rules Committee relieved of further consideration.,H,7
HB1017,2023-2024,2023-01-24,Placed on second reading suspension calendar.,H,8
HB1017,2023-2024,2023-01-25,Rules suspended.  Placed on Third Reading.,H,9
HB1017,2023-2024,2023-01-25,"Third reading, passed; yeas, 96; nays, 0; absent, 0; excused, 2.",H,10
HB1017,2023-2024,2023-01-27,"First reading, referred to Labor & Commerce.",S,11
HB1017,2023-2024,2023-03-13,Public hearing in the Senate Committee on Labor & Commerce at 10:30 AM.,S,12
HB1017,2023-2024,2023-03-14,Executive action taken in the Senate Committee on Labor & Commerce at 10:30 AM.,S,13
HB1017,2023-2024,2023-03-14,LC - Majority; do pass.,S,14
HB1017,2023-2024,2023-03-15,Passed to Rules Committee for second reading.,S,15
HB1017,2023-2024,2023-03-28,Placed on second reading consent calendar.,S,16
HB1017,2023-2024,2023-03-31,Rules suspended.  Placed on Third Reading.,S,17
HB1017,2023-2024,2023-03-31,"Third reading, passed; yeas, 48; nays, 0; absent, 0; excused, 1.",S,18
HB1017,2023-2024,2023-04-03,Speaker signed.,H,19
HB1017,2023-2024,2023-04-04,President signed.,S,20
HB1017,2023-2024,2023-04-07,Delivered to Governor.,O,21
HB1017,2023-2024,2023-04-13,Governor signed.,O,22
HB1017,2023-2024,2023-04-13,"Chapter 55, 2023 Laws.",O,23
HB1017,2023-2024,2023-04-13,Effective date 7/23/2023.,O,24
HB1018,2023-2024,2023-12-07,Prefiled for introduction.,H,1
HB1018,2023-2024,2023-01-09,"First reading, referred to Finance.",H,2
HB1018,2023-2024,2023-01-10,Work session and public hearing in the House Committee on Finance at 8:00 AM.,H,3
HB1018,2023-2024,2023-01-19,Executive action taken in the House Committee on Finance at 1:30 PM.,H,4
HB1018,2023-2024,2023-01-19,FIN - Majority; do pass.,H,5
HB1018,2023-2024,2023-01-23,Referred to Rules 2 Review.,H,6
HB1018,2023-2024,2023-03-15,Rules Committee relieved of further consideration.  Placed on second reading.,H,7
HB1018,2023-2024,2023-03-16,Rules suspended.  Placed on Third Reading.,H,8
HB1018,2023-2024,2023-03-16,"Third reading, passed; yeas, 96; nays, 0; absent, 0; excused, 2.",H,9
HB1018,2023-2024,2023-03-20,"First reading, referred to Ways & Means.",S,10
HB1018,2023-2024,2023-03-23,Public hearing in the Senate Committee on Ways & Means at 4:00 PM.,S,11
HB1018,2023-2024,2023-04-04,Executive action taken in the Senate Committee on Ways & Means at 10:00 AM.,S,12
HB1018,2023-2024,2023-04-04,WM - Majority; do pass.,S,13
HB1018,2023-2024,2023-04-04,Minority; without recommendation.,S,14
HB1018,2023-2024,2023-04-04,Passed to Rules Committee for second reading.,S,15
HB1018,2023-2024,2023-04-17,Placed on second reading by Rules Committee.,S,16
HB1018,2023-2024,2023-04-19,Rules suspended.  Placed on Third Reading.,S,17
HB1018,2023-2024,2023-04-19,"Third reading, passed; yeas, 37; nays, 12; absent, 0; excused, 0.",S,18
HB1018,2023-2024,2023-04-20,Speaker signed.,H,19
HB1018,2023-2024,2023-04-21,President signed.,S,20
HB1018,2023-2024,2023-04-22,Delivered to Governor.,O,21
HB1018,2023-2024,2023-05-09,Governor signed.,O,22
HB1018,2023-2024,2023-05-09,"Chapter 341, 2023 Laws.",O,23
HB1018,2023-2024,2023-05-09,Effective date 7/23/2023.,O,24
HB1019,2023-2024,2023-12-08,Prefiled for introduction.,H,1
HB1019,2023-2024,2023-01-09,"First reading, referred to Agriculture and Natural Resources.",H,2
HB1019,2023-2024,2023-01-13,Public hearing in the House Committee on Agriculture & Natural Resources at 10:30 AM.,H,3
HB1019,2023-2024,2023-01-27,Executive action taken in the House Committee on Agriculture & Natural Resources at 10:30 AM.,H,4
HB1019,2023-2024,2023-01-27,"AGNR - Majority; 1st substitute bill be substituted, do pass.",H,5
HB1019,2023-2024,2023-01-31,Referred to Rules 2 Review.,H,6
HB1019,2023-2024,2023-03-02,Rules Committee relieved of further consideration.  Placed on second reading.,H,7
HB1019,2023-2024,2023-03-07,1st substitute bill substituted .,H,8
HB1019,2023-2024,2023-03-07,Floor amendment adopted.,H,9
HB1019,2023-2024,2023-03-07,Rules suspended.  Placed on Third Reading.,H,10
HB1019,2023-2024,2023-03-07,"Third reading, passed; yeas, 95; nays, 0; absent, 0; excused, 3.",H,11
HB1019,2023-2024,2023-03-09,"First reading, referred to Agriculture, Water, Natural Resources & Parks.",S,12
HB1019,2023-2024,2023-03-23,"Public hearing in the Senate Committee on Agriculture, Water, Natural Resources & Parks at 1:30 PM.",S,13
HB1019,2023-2024,2023-03-27,"Executive action taken in the Senate Committee on Agriculture, Water, Natural Resources & Parks at 1:30 PM.",S,14
HB1019,2023-2024,2023-03-27,AWNP - Majority; do pass with amendment.,S,15
HB1019,2023-2024,2023-03-27,Minority; do not pass.,S,16
HB1019,2023-2024,2023-03-28,Passed to Rules Committee for second reading.,S,17
HB1019,2023-2024,2023-03-30,Placed on second reading by Rules Committee.,S,18
HB1019,2023-2024,2023-04-10,Committee amendment adopted with no other amendments.,S,19
HB1019,2023-2024,2023-04-10,Rules suspended.  Placed on Third Reading.,S,20
HB1019,2023-2024,2023-04-10,"Third reading, passed; yeas, 33; nays, 16; absent, 0; excused, 0.",S,21
HB1019,2023-2024,2023-04-14,House concurred in Senate amendments.,H,22
HB1019,2023-2024,2023-04-14,"Passed final passage; yeas, 96; nays, 0; absent, 0; excused, 2.",H,23
HB1019,2023-2024,2023-04-14,Speaker signed.,H,24
HB1019,2023-2024,2023-04-17,President signed.,S,25
HB1019,2023-2024,2023-04-18,Delivered to Governor.,O,26
HB1019,2023-2024,2023-05-09,Governor signed.,O,27
HB1019,2023-2024,2023-05-09,"Chapter 378, 2023 Laws.",O,28
HB1019,2023-2024,2023-05-09,Effective date 7/23/2023.,O,29
HB1020,2023-2024,2023-12-08,Prefiled for introduction.,H,1
HB1020,2023-2024,2023-01-09,"First reading, referred to State Government & Tribal Relations.",H,2
HB1020,2023-2024,2023-01-10,Public hearing in the House Committee on State Government & Tribal Relations at 1:30 PM.,H,3
HB1020,2023-2024,2023-01-17,Executive action taken in the House Committee on State Government & Tribal Relations at 1:30 PM.,H,4
HB1020,2023-2024,2023-01-17,SGOV - Majority; do pass.,H,5
HB1020,2023-2024,2023-01-19,Referred to Rules 2 Review.,H,6
HB1020,2023-2024,2023-02-03,Placed on second reading by Rules Committee.,H,7
HB1020,2023-2024,2023-02-20,"Third reading, passed; yeas, 88; nays, 5; absent, 0; excused, 5.",H,8
HB1020,2023-2024,2023-02-21,"First reading, referred to State Government & Elections.",S,9
HB1020,2023-2024,2023-03-17,Public hearing in the Senate Committee on State Government & Elections at 8:00 AM.,S,10
HB1020,2023-2024,2023-03-24,Executive action taken in the Senate Committee on State Government & Elections at 8:00 AM.,S,11
HB1020,2023-2024,2023-03-24,SGE - Majority; do pass with amendment.,S,12
HB1020,2023-2024,2023-03-24,Minority; do not pass.,S,13
HB1020,2023-2024,2023-03-24,Minority; without recommendation.,S,14
HB1020,2023-2024,2023-03-27,Passed to Rules Committee for second reading.,S,15
HB1020,2023-2024,2023-04-10,Placed on second reading by Rules Committee.,S,16
HB1020,2023-2024,2023-04-12,Committee amendment adopted with no other amendments.,S,17
HB1020,2023-2024,2023-04-12,Rules suspended.  Placed on Third Reading.,S,18
HB1020,2023-2024,2023-04-12,Committee amendment adopted with no other amendments.,S,19
HB1020,2023-2024,2023-04-12,Rules suspended.  Placed on Third Reading.,S,20
HB1020,2023-2024,2023-04-12,"Third reading, passed; yeas, 39; nays, 10; absent, 0; excused, 0.",S,21
HB1020,2023-2024,2023-04-17,House concurred in Senate amendments.,H,22
HB1020,2023-2024,2023-04-17,"Passed final passage; yeas, 87; nays, 9; absent, 0; excused, 2.",H,23
HB1020,2023-2024,2023-04-18,Speaker signed.,H,24
HB1020,2023-2024,2023-04-19,President signed.,S,25
HB1020,2023-2024,2023-04-20,Delivered to Governor.,O,26
HB1020,2023-2024,2023-05-04,Governor signed.,O,27
HB1020,2023-2024,2023-05-04,"Chapter 330, 2023 Laws.",O,28
HB1020,2023-2024,2023-05-04,Effective date 7/23/2023.,O,29
HB1021,2023-2024,2023-12-08,Prefiled for introduction.,H,1
HB1021,2023-2024,2023-01-09,"First reading, referred to Postsecondary Education & Workforce.",H,2
HB1021,2023-2024,2023-01-13,Public hearing in the House Committee on Postsecondary Education & Workforce at 8:00 AM.,H,3
HB1021,2023-2024,2023-01-20,Executive action taken in the House Committee on Postsecondary Education & Workforce at 8:00 AM.,H,4
HB1021,2023-2024,2023-01-20,PEW - Majority; do pass.,H,5
HB1021,2023-2024,2023-01-24,Referred to Rules 2 Review.,H,6
HB1021,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,7
HB1021,2023-2024,2024-01-08,"House Rules ""X"" file.",H,8
HB1022,2023-2024,2023-12-08,Prefiled for introduction.,H,1
HB1022,2023-2024,2023-01-09,"First reading, referred to Local Government.",H,2
HB1022,2023-2024,2023-01-18,Public hearing in the House Committee on Local Government at 8:00 AM.,H,3
HB1022,2023-2024,2023-01-20,Executive action taken in the House Committee on Local Government at 10:30 AM.,H,4
HB1022,2023-2024,2023-01-20,LG - Majority; do pass.,H,5
HB1022,2023-2024,2023-01-20,Minority; do not pass.,H,6
HB1022,2023-2024,2023-01-24,Referred to Finance.,H,7
HB1022,2023-2024,2023-02-02,Public hearing in the House Committee on Finance at 1:30 PM.,H,8
HB1022,2023-2024,2023-02-16,Executive action taken in the House Committee on Finance at 1:30 PM.,H,9
HB1022,2023-2024,2023-02-16,FIN - Majority; do pass.,H,10
HB1022,2023-2024,2023-02-16,Minority; do not pass.,H,11
HB1022,2023-2024,2023-02-17,Referred to Rules 2 Review.,H,12
HB1022,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,13
HB1022,2023-2024,2024-02-20,"House Rules ""X"" file.",H,14
HB1023,2023-2024,2023-12-08,Prefiled for introduction.,H,1
HB1023,2023-2024,2023-01-09,"First reading, referred to Civil Rights & Judiciary.",H,2
HB1023,2023-2024,2023-01-10,Public hearing in the House Committee on Civil Rights & Judiciary at 10:30 AM.,H,3
HB1023,2023-2024,2023-01-13,Executive action taken in the House Committee on Civil Rights & Judiciary at 10:30 AM.,H,4
HB1023,2023-2024,2023-01-13,CRJ - Majority; do pass.,H,5
HB1023,2023-2024,2023-01-17,Referred to Rules 2 Review.,H,6
HB1023,2023-2024,2023-02-22,Placed on second reading by Rules Committee.,H,7
HB1023,2023-2024,2023-03-07,Rules suspended.  Placed on Third Reading.,H,8
HB1023,2023-2024,2023-03-07,"Third reading, passed; yeas, 90; nays, 5; absent, 0; excused, 3.",H,9
HB1023,2023-2024,2023-03-09,"First reading, referred to Law & Justice.",S,10
HB1023,2023-2024,2023-03-21,Public hearing in the Senate Committee on Law & Justice at 10:30 AM.,S,11
HB1023,2023-2024,2023-03-22,Executive action taken in the Senate Committee on Law & Justice at 6:00 PM.,S,12
HB1023,2023-2024,2023-03-22,LAW - Majority; do pass.,S,13
HB1023,2023-2024,2023-03-24,Passed to Rules Committee for second reading.,S,14
HB1023,2023-2024,2023-03-30,Placed on second reading by Rules Committee.,S,15
HB1023,2023-2024,2023-04-05,Rules suspended.  Placed on Third Reading.,S,16
HB1023,2023-2024,2023-04-05,"Third reading, passed; yeas, 48; nays, 0; absent, 0; excused, 1.",S,17
HB1023,2023-2024,2023-04-06,Speaker signed.,H,18
HB1023,2023-2024,2023-04-07,President signed.,S,19
HB1023,2023-2024,2023-04-14,Delivered to Governor.,O,20
HB1023,2023-2024,2023-04-20,Governor signed.,O,21
HB1023,2023-2024,2023-04-20,"Chapter 129, 2023 Laws.",O,22
HB1023,2023-2024,2023-04-20,Effective date 7/23/2023.,O,23
HB1024,2023-2024,2023-12-09,Prefiled for introduction.,H,1
HB1024,2023-2024,2023-01-09,"First reading, referred to Community Safety, Justice, & Reentry.",H,2
HB1024,2023-2024,2023-01-10,"Public hearing in the House Committee on Community Safety, Justice, & Reentry at 4:00 PM.",H,3
HB1024,2023-2024,2023-01-19,"Executive action taken in the House Committee on Community Safety, Justice, & Reentry at 8:00 AM.",H,4
HB1024,2023-2024,2023-01-19,CSJR - Majority; do pass.,H,5
HB1024,2023-2024,2023-01-19,Minority; do not pass.,H,6
HB1024,2023-2024,2023-01-20,Referred to Appropriations.,H,7
HB1024,2023-2024,2023-01-30,Public hearing in the House Committee on Appropriations at 4:00 PM.,H,8
HB1024,2023-2024,2023-02-13,Executive action taken in the House Committee on Appropriations at 4:00 PM.,H,9
HB1024,2023-2024,2023-02-13,"APP - Majority; 1st substitute bill be substituted, do pass.",H,10
HB1024,2023-2024,2023-02-13,Minority; do not pass.,H,11
HB1024,2023-2024,2023-02-16,Referred to Transportation.,H,12
HB1024,2023-2024,2023-02-21,Committee relieved of further consideration.,H,13
HB1024,2023-2024,2023-02-21,Referred to Rules 2 Review.,H,14
HB1024,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,15
HB1024,2023-2024,2024-01-08,"House Rules ""X"" file.",H,16
HB1025,2023-2024,2023-12-09,Prefiled for introduction.,H,1
HB1025,2023-2024,2023-01-09,"First reading, referred to Civil Rights & Judiciary.",H,2
HB1025,2023-2024,2023-01-25,Public hearing in the House Committee on Civil Rights & Judiciary at 8:00 AM.,H,3
HB1025,2023-2024,2023-02-03,"Executive session scheduled, but no action was taken in the House Committee on Civil Rights & Judiciary at 10:30 AM.",H,4
HB1025,2023-2024,2023-02-10,Executive action taken in the House Committee on Civil Rights & Judiciary at 10:30 AM.,H,5
HB1025,2023-2024,2023-02-10,"CRJ - Majority; 1st substitute bill be substituted, do pass.",H,6
HB1025,2023-2024,2023-02-10,Minority; do not pass.,H,7
HB1025,2023-2024,2023-02-14,Referred to Appropriations.,H,8
HB1025,2023-2024,2023-02-21,Public hearing in the House Committee on Appropriations at 1:30 PM.,H,9
HB1025,2023-2024,2023-02-23,Executive action taken in the House Committee on Appropriations at 9:00 AM.,H,10
HB1025,2023-2024,2023-02-23,"APP - Majority; 2nd substitute bill be substituted, do pass.",H,11
HB1025,2023-2024,2023-02-23,Minority; do not pass.,H,12
HB1025,2023-2024,2023-02-25,Referred to Rules 2 Review.,H,13
HB1025,2023-2024,2023-02-28,Rules Committee relieved of further consideration.  Placed on second reading.,H,14
HB1025,2023-2024,2023-03-13,Referred to Rules 2 Consideration.,H,15
HB1025,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,16
HB1025,2023-2024,2024-01-08,Rules Committee relieved of further consideration.,H,17
HB1025,2023-2024,2024-01-08,Referred to Civil Rights & Judiciary.,H,18
HB1026,2023-2024,2023-12-12,Prefiled for introduction.,H,1
HB1026,2023-2024,2023-01-09,"First reading, referred to Housing.",H,2
HB1026,2023-2024,2023-01-10,Public hearing in the House Committee on Housing at 4:00 PM.,H,3
HB1026,2023-2024,2023-01-16,"Executive session scheduled, but no action was taken in the House Committee on Housing at 1:30 PM.",H,4
HB1026,2023-2024,2023-01-19,Executive action taken in the House Committee on Housing at 8:00 AM.,H,5
HB1026,2023-2024,2023-01-19,"HOUS - Majority; 1st substitute bill be substituted, do pass.",H,6
HB1026,2023-2024,2023-01-23,Referred to Rules 2 Review.,H,7
HB1026,2023-2024,2023-01-24,Rules Committee relieved of further consideration.  Placed on second reading.,H,8
HB1026,2023-2024,2023-03-13,Referred to Rules 2 Consideration.,H,9
HB1026,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,10
HB1026,2023-2024,2024-01-08,Rules Committee relieved of further consideration.,H,11
HB1026,2023-2024,2024-01-08,Referred to Housing.,H,12
HB1027,2023-2024,2023-12-12,Prefiled for introduction.,H,1
HB1027,2023-2024,2023-01-09,"First reading, referred to Health Care & Wellness.",H,2
HB1027,2023-2024,2023-01-11,Public hearing in the House Committee on Health Care & Wellness at 1:30 PM.,H,3
HB1027,2023-2024,2023-01-13,Executive action taken in the House Committee on Health Care & Wellness at 8:00 AM.,H,4
HB1027,2023-2024,2023-01-13,HCW - Majority; do pass.,H,5
HB1027,2023-2024,2023-01-17,Referred to Rules 2 Review.,H,6
HB1027,2023-2024,2023-01-24,Rules Committee relieved of further consideration.  Placed on second reading.,H,7
HB1027,2023-2024,2023-03-13,Referred to Rules 2 Consideration.,H,8
HB1027,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,9
HB1027,2023-2024,2024-01-08,"House Rules ""X"" file.",H,10
HB1028,2023-2024,2023-12-12,Prefiled for introduction.,H,1
HB1028,2023-2024,2023-01-09,"First reading, referred to Community Safety, Justice, & Reentry.",H,2
HB1028,2023-2024,2023-01-09,"Public hearing in the House Committee on Community Safety, Justice, & Reentry at 1:30 PM.",H,3
