bill_number,session_num,session,bill_id_num,title,intro_sponsor,primary_sponsors,cosponsors,keywords,summary,bill_json
HB2811,127,2023_2024_First_Regular,79689,amusements; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; ADG (SEE ALSO: DEPARTMENT OF GAMING); AMUSEMENTS; DEPARTMENT OF GAMING (ADG); DEPARTMENT OF GAMING REGULATORY ASSESSMENT; EVENT WAGER OPERATING LICENSE; EXPOSITION AND STATE FAIR BOARD PERMANENT REVOLVING FUND,HB2811 - amusements; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2811&sessionId=127
HB2812,127,2023_2024_First_Regular,79690,capital outlay; appropriations; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; ADOA (SEE ALSO: DEPARTMENT OF ADMINISTRATION); ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); APPROPRIATION; CAPITAL OUTLAY; DEPARTMENT OF ADMINISTRATION (ADOA); DEPARTMENT OF TRANSPORTATION (ADOT); DEPARTMENTS; HIGHWAY CONSTRUCTION; LIMIT; STATE INSTITUTIONS; STATE MATCH ADVANTAGE; TRIBAL CAPITAL PROJECTS,HB2812 - capital outlay; appropriations; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2812&sessionId=127
HB2813,127,2023_2024_First_Regular,79691,commerce; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; ACA (SEE ALSO: ARIZONA COMMERCE AUTHORITY); APPROPRIATING MONIES; ARIZONA COMMERCE AUTHORITY (ACA); COMMERCE; JOB CREATION WITHHOLDINGS CLEARING ACCOUNT; MICROBUSINESS LOAN PROGRAM; RURAL BROADBAND ACCELERATED MATCH FUNDS; TAXATION OF INCOME - TITLE 43; WATER INFRASTRUCTURE AND COMMERCE GRANT FUND,HB2813 - commerce; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2813&sessionId=127
HB2814,127,2023_2024_First_Regular,79692,criminal justice; 2023-2024,,LIVINGSTON,CHAPLIK,"2023-2024; ANTIHUMAN TRAFFICKING GRANT FUND; ARIZONA STATE NONPROFIT SECURITY GRANT PROGRAM; CONSUMER RESTITUTION AND REMEDIATION REVOLVING FUND; CRIMINAL JUSTICE; FENTANYL PROSECUTION, DIVERSION AND TESTING FUND; STATE GOVERNMENT - TITLE 41; SUPREME COURT; TRADE AND COMMERCE - TITLE 44",HB2814 - criminal justice; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2814&sessionId=127
HB2815,127,2023_2024_First_Regular,79693,environment; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; ADEQ (SEE ALSO: DEPARTMENT OF ENVIRONMENTAL QUALITY); AGRICULTURAL FEES; APPROPRIATING MONIES; APPROPRIATION LIMIT; ARIZONA WATER BANKING FUND; ARIZONA WATER PROTECTION FUND; DELAYED REPEAL; DEPARTMENT OF ENVIRONMENTAL QUALITY (ADEQ); ENVIRONMENT; FIRE INCIDENT MANAGEMENT FUND; HAZARD MITIGATION REVOLVING FUND; MILITARY AFFAIRS AND EMERGENCY MANAGEMENT - TITLE 26; UNDERGROUND STORAGE TANK REVOLVING FUND,HB2815 - environment; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2815&sessionId=127
HB2816,127,2023_2024_First_Regular,79694,health care; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; ADOA (SEE ALSO: DEPARTMENT OF ADMINISTRATION); AHCCCS (SEE ALSO: ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM); ALTCS (SEE ALSO: ARIZONA LONG-TERM CARE SYSTEM); ALZHEIMER'S DISEASE STATE PLAN; APPROPRIATING MONIES; ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM (AHCCCS); ARIZONA LONG-TERM CARE SYSTEM (ALTCS); ARIZONA STATE BOARD OF NURSING; COLLABORATIVE CARE UPTAKE FUND; COUNTY CONTRIBUTIONS; DEMENTIA SERVICES PROGRAM; DEPARTMENT OF ADMINISTRATION (ADOA); DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); HEALTH CARE; HOSPITAL INTERCONNECTIVITY; LEGISLATIVE INTENT; PROFESSIONS AND OCCUPATIONS - TITLE 32; PSILOCYBIN RESEARCH GRANTS; PUBLIC HEALTH AND SAFETY - TITLE 36; RAPID WHOLE GENOME SEQUENCING; STUDENT REGISTERED NURSE ANESTHETIST; TECHNICAL ASSISTANCE GRANTS; TECHNOLOGY SOLUTION,HB2816 - health care; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2816&sessionId=127
HB2817,127,2023_2024_First_Regular,79695,higher education; 2023-2024,,LIVINGSTON,CHAPLIK,"2023-2024; APPROPRIATING MONIES; ARIZONA AREA HEALTH EDUCATION SYSTEM; ARIZONA VETERINARY LOAN ASSISTANCE FUND; COMMUNITY COLLEGE DISTRICTS; DELAYED REPEAL; FINANCIAL AID TRUST FUND; HIGHER EDUCATION; RETROACTIVITY; SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS (STEM); SPOUSES AND DEPENDENTS OF LAW ENFORCEMENT OFFICERS TUITION SCHOLARSHIP FUND; SPOUSES OF MILITARY VETERANS TUITION SCHOLARSHIP FUND; STEM (SEE ALSO: SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS)",HB2817 - higher education; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2817&sessionId=127
HB2818,127,2023_2024_First_Regular,79706,human services; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; ANNUAL REPORT; DELAYED REPEAL; DEPARTMENT OF ECONOMIC SECURITY (DES); DES (SEE ALSO: DEPARTMENT OF ECONOMIC SECURITY); DRUG TESTING; EXTENDED FOSTER CARE COMPREHENSIVE SERVICE MODEL FUND; HOMELESS SHELTER AND SERVICES FUND; HUMAN SERVICES; TANF (SEE ALSO: TEMPORARY ASSISTANCE FOR NEEDY FAMILIES); TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,HB2818 - human services; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2818&sessionId=127
HB2819,127,2023_2024_First_Regular,79697,K-12 education; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; ADE (SEE ALSO: DEPARTMENT OF EDUCATION); ADOA (SEE ALSO: DEPARTMENT OF ADMINISTRATION); APPROPRIATING MONIES; ARIZONA CIVICS EDUCATION AND LEADERSHIP DEVELOPMENT PROGRAM; ARIZONA EMPOWERMENT SCHOLARSHIP ACCOUNTS; BASE SUPPORT LEVEL; CHARTER SCHOOLS; COUNTY JAILS; DEPARTMENT OF ADMINISTRATION (ADOA); DEPARTMENT OF EDUCATION (ADE); DISTRICT ADDITIONAL ASSISTANCE; DUAL ENROLLMENT; DUAL ENROLLMENT STUDENT DEVELOPMENT FUND; DUAL ENROLLMENT TEACHER DEVELOPMENT FUND; EDUCATION - TITLE 15; EDUCATION AND CAREER ACTION PLANS; EDUCATION PROGRAMS; FAILING SCHOOLS TUTORING FUND; GENERAL BUDGET LIMIT INCREASE; K-12; REPEAL; STATE GOVERNMENT - TITLE 41; TRANSPORTATION SUPPORT LEVEL; TRUTH IN TAXATION,HB2819 - K-12 education; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2819&sessionId=127
HB2820,127,2023_2024_First_Regular,79698,local government; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; APPROPRIATING MONIES; COUNTY FISCAL OBLIGATIONS; LOCAL GOVERNMENT; REPORT,HB2820 - local government; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2820&sessionId=127
HB2821,127,2023_2024_First_Regular,79699,secretary of state; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; DELAYED IMPLEMENTATION; ELECTION SYSTEMS IMPROVEMENT FUND; PROFESSIONAL EMPLOYER ORGANIZATION REGISTRATION; PURPOSE; RETROACTIVITY; SECRETARY OF STATE; STATE GOVERNMENT - TITLE 41,HB2821 - secretary of state; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2821&sessionId=127
HB2822,127,2023_2024_First_Regular,79700,state budget implementation; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; APPROPRIATING MONIES; BUDGET STABILIZATION FUND; ESSENTIAL GOVERNMENT SERVICES; IMPLEMENTATION OF BUDGETARY FUND REVISIONS; RETROACTIVITY; STATE BUDGET IMPLEMENTATION; UNRESTRICTED FEDERAL MONIES,HB2822 - state budget implementation; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2822&sessionId=127
HB2823,127,2023_2024_First_Regular,79701,state buildings; management; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; MANAGEMENT OF STATE BUILDINGS; RENTAL RATES; STATE BUILDINGS; STATE-OWNED BUILDINGS,HB2823 - state buildings; management; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2823&sessionId=127
HB2824,127,2023_2024_First_Regular,79702,taxation; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; ADOPTION EXPENSES; DELAYED REPEAL; ELIGIBILITY; ENTITY-LEVEL TAX ELECTION; INDIVIDUAL INCOME TAX GENERAL WELFARE REBATE; INDIVIDUAL INCOME TAX SUBTRACTION; LEGISLATIVE FINDINGS; LEGISLATIVE INTENT; PARTNERSHIPS; RETROACTIVITY; S CORPORATIONS; TAXATION; TAXATION OF INCOME - TITLE 43,HB2824 - taxation; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2824&sessionId=127
HB2825,127,2023_2024_First_Regular,79704,transportation; 2023-2024,,LIVINGSTON,CHAPLIK,2023-2024; ALLOCATION OF MONIES; STATE MATCH ADVANTAGE; TRANSPORTATION; TRANSPORTATION - TITLE 28,HB2825 - transportation; 2023-2024,https://apps.azleg.gov/api/Bill/?billNumber=HB2825&sessionId=127
HB2826,127,2023_2024_First_Regular,79705,health boards; AHCCCS; continuation.,,LIVINGSTON,CHAPLIK,AHCCCS (SEE ALSO: ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM); ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM (AHCCCS); BOARD OF MASSAGE THERAPY; CONTINUATION; HEALTH BOARDS; NATUROPATHIC PHYSICIANS MEDICAL BOARD; PURPOSE; REPEAL; RETROACTIVITY; STATE AGENCIES; STATE BOARD OF DENTAL EXAMINERS; STATE BOARD OF OPTOMETRY; STATE GOVERNMENT - TITLE 41; TERMINATION,HB2826 - health boards; AHCCCS; continuation.,https://apps.azleg.gov/api/Bill/?billNumber=HB2826&sessionId=127
SCM1001,127,2023_2024_First_Regular,78999,national infrastructure bank; urging Congress,,MENDEZ,GABALDÓN; HERNANDEZ; TERÁN; SALMAN,CONCURRENT MEMORIAL; NATIONAL INFRASTRUCTURE BANK; URGING CONGRESS,SCM1001 - national infrastructure bank; urging Congress,https://apps.azleg.gov/api/Bill/?billNumber=SCM1001&sessionId=127
SCM1002,127,2023_2024_First_Regular,79229,energy rules; urging adoption,,SUNDARESHAN,ALSTON; BURCH; EPSTEIN; GABALDÓN; HERNANDEZ; MENDEZ; TERÁN,CONCURRENT MEMORIAL; CORPORATION COMMISSION; ENERGY RULES; URGING ADOPTION,SCM1002 - energy rules; urging adoption,https://apps.azleg.gov/api/Bill/?billNumber=SCM1002&sessionId=127
SCR1001,127,2023_2024_First_Regular,78053,violent crime; evidence-based strategies,,KAVANAGH,,CONCURRENT RESOLUTION; EFFECTIVE LAW ENFORCEMENT; EVIDENCE-BASED REFORMS; EVIDENCE-BASED STRATEGIES; FOCUSED DETERRENCE; LAW ENFORCEMENT (H); MENTAL HEALTH; REDUCE VIOLENT CRIME; SUBSTANCE ABUSE; VIOLENT CRIME,SCR1001 - violent crime; evidence-based strategies,https://apps.azleg.gov/api/Bill/?billNumber=SCR1001&sessionId=127
SCR1002,127,2023_2024_First_Regular,78080,constitutional amendments; sixty percent approval,,KERN,,CONCURRENT RESOLUTION; CONSTITUTION OF ARIZONA; CONSTITUTIONAL AMENDMENT; CONSTITUTIONAL AMENDMENTS (ARIZONA); ELECTION; GENERAL ELECTION; INITIATIVE AND REFERENDUM; INITIATIVE PETITIONS; LEGISLATIVE AUTHORITY; SIXTY PERCENT APPROVAL,SCR1002 - constitutional amendments; sixty percent approval,https://apps.azleg.gov/api/Bill/?billNumber=SCR1002&sessionId=127
SCR1003,127,2023_2024_First_Regular,78151,school districts; expenditure limitation; repeal,,MARSH,ALSTON; BURCH; DIAZ; EPSTEIN; FERNANDEZ; GABALDÓN; GONZALES; HERNANDEZ; MIRANDA; SUNDARESHAN; TERÁN; AGUILAR; BLATTMAN; BRAVO; HERNANDEZ A; HERNANDEZ C; HERNANDEZ M; ORTIZ; PAWLIK; SCHWIEBERT; SEAMAN; STAHL HAMILTON; TERECH,AMENDMENT; APPLICABILITY; COMMUNITY COLLEGE DISTRICTS; CONCURRENT RESOLUTION; CONSTITUTION OF ARIZONA; CONSTITUTIONAL AMENDMENTS (ARIZONA); DEFINITIONS; EXPENDITURE LIMITATION; EXPENDITURE LIMITATIONS; GENERAL ELECTION; REPEAL; SCHOOL DISTRICTS,SCR1003 - school districts; expenditure limitation; repeal,https://apps.azleg.gov/api/Bill/?billNumber=SCR1003&sessionId=127
SCR1004,127,2023_2024_First_Regular,78152,aggregate expenditure limitation; school districts,,MARSH,ALSTON; BURCH; DIAZ; EPSTEIN; FERNANDEZ; GABALDÓN; GONZALES; MIRANDA; TERÁN; AGUILAR; BRAVO; HERNANDEZ C; HERNANDEZ M; ORTIZ; PAWLIK; SCHWIEBERT; SEAMAN; STAHL HAMILTON; TERECH; HERNANDEZ A,AGGREGATE EXPENDITURE LIMITATION; APPLICABILITY; COMMUNITY COLLEGE DISTRICTS; CONCURRENT RESOLUTION; CONSTITUTION OF ARIZONA; EXPENDITURE LIMITATIONS; FULL-TIME STUDENTS; GENERAL ELECTION; SCHOOL DISTRICTS; WEIGHTED STUDENT COUNT,SCR1004 - aggregate expenditure limitation; school districts,https://apps.azleg.gov/api/Bill/?billNumber=SCR1004&sessionId=127
SCR1005,127,2023_2024_First_Regular,78156,school districts; expenditure limit; authorization,,MARSH,ALSTON; BURCH; DIAZ; EPSTEIN; FERNANDEZ; GABALDÓN; GONZALES; HERNANDEZ; MIRANDA; SUNDARESHAN; TERÁN; AGUILAR; BLATTMAN; BRAVO; HERNANDEZ A; HERNANDEZ C; HERNANDEZ M; ORTIZ; PAWLIK; SCHWIEBERT; SEAMAN; STAHL HAMILTON; TERECH,AUTHORIZATION; CONCURRENT RESOLUTION; CONSTITUTIONAL EXPENDITURE LIMITATION; EXCESS; EXPENDITURE LIMIT; FISCAL YEAR 2022-2023; LOCAL REVENUES; SCHOOL DISTRICTS; TWO-THIRDS VOTE,SCR1005 - school districts; expenditure limit; authorization,https://apps.azleg.gov/api/Bill/?billNumber=SCR1005&sessionId=127
SCR1006,127,2023_2024_First_Regular,78636,death benefit; assault; first responders.,,GOWAN,,AGGRAVATED ASSAULT; ASSAULT; BACK THE BLUE ACT; CLASSIFICATION; CONCURRENT RESOLUTION; CONSTITUTION OF ARIZONA; CONTINUOUS APPROPRIATION; DEATH BENEFIT; DEFINITIONS; DELAYED REPEAL; DEPARTMENT OF PUBLIC SAFETY FORENSICS FUND; FINDING; FIRST RESPONDERS; FUND DEPOSITS; GENERAL ELECTION; INTENT; PENALTY FEE; PURPOSE; REFERENDUM; REMITTANCE REPORTS; SECRETARY OF STATE; SEVERABILITY; STATE DEATH BENEFIT; STATE SUPPLEMENTAL BENEFIT FUND; STATE TREASURER; SURCHARGES,SCR1006 - death benefit; assault; first responders.,https://apps.azleg.gov/api/Bill/?billNumber=SCR1006&sessionId=127
SCR1007,127,2023_2024_First_Regular,78703,property tax exemption; virtual currency,,ROGERS,BORRELLI; WADSACK,AMENDMENT; CONCURRENT RESOLUTION; CONSTITUTION OF ARIZONA; CONSTITUTIONAL AMENDMENTS (ARIZONA); GENERAL ELECTION; PROPERTY TAX EXEMPTION; PROPERTY TAX EXEMPTIONS; SECRETARY OF STATE; VIRTUAL CURRENCY,SCR1007 - property tax exemption; virtual currency,https://apps.azleg.gov/api/Bill/?billNumber=SCR1007&sessionId=127
SCR1008,127,2023_2024_First_Regular,78783,Assyrian New Year; recognizing.,,KERN,,ASSYRIAN NEW YEAR; ASSYRIANS; CONCURRENT RESOLUTION; RECOGNIZING,SCR1008 - Assyrian New Year; recognizing.,https://apps.azleg.gov/api/Bill/?billNumber=SCR1008&sessionId=127
SCR1009,127,2023_2024_First_Regular,78801,school district expenditures; authorization..,,BENNETT,ALSTON; GONZALES; KAISER; MARSH; MESNARD; MIRANDA; SHOPE,AUTHORIZATION; CONCURRENT RESOLUTION; CONSTITUTIONAL EXPENDITURE LIMITATION; FISCAL YEAR 2022-2023; LOCAL REVENUES; SCHOOL DISTRICT EXPENDITURES; SCHOOL DISTRICTS; TWO-THIRDS VOTE,SCR1009 - school district expenditures; authorization..,https://apps.azleg.gov/api/Bill/?billNumber=SCR1009&sessionId=127
SCR1010,127,2023_2024_First_Regular,78817,school board members; term limits,,KAISER,,ALTERNATIVE EDUCATION SYSTEM; APPLICABILITY; CONCURRENT RESOLUTION; DELAYED REPEAL; ELECTION OF GOVERNING BOARD MEMBERS; ENACTING; FOUR-YEAR TERMS; GOVERNING BOARD MEMBERS; ORDERING; POWERS AND DUTIES; QUALIFICATIONS; REDUCTION OF MEMBERSHIP; SCHOOL BOARD MEMBERS; SCHOOL DISTRICT GOVERNING BOARD ELECTIONS; SECRETARY OF STATE; SINGLE-MEMBER DISTRICT; STATEMENT OF CONTRIBUTIONS AND EXPENDITURES; SUBMISSION; TERM LIMITS; TERMS; UNION HIGH SCHOOL DISTRICTS,SCR1010 - school board members; term limits,https://apps.azleg.gov/api/Bill/?billNumber=SCR1010&sessionId=127
SCR1011,127,2023_2024_First_Regular,78823,homelessness; facilities; housing,,KAISER,,ANNUAL REPORT; CIVIL ACTIONS; CLASSIFICATION; CONCURRENT RESOLUTION; CONSTITUTION OF ARIZONA; FACILITIES; GENERAL ELECTION; HOMELESSNESS; HOUSING; HOUSING TRUST FUND; PURPOSE; REFERENDUM; RULES; SECRETARY OF STATE; SEVERABILITY; VIOLATION,SCR1011 - homelessness; facilities; housing,https://apps.azleg.gov/api/Bill/?billNumber=SCR1011&sessionId=127
SCR1012,127,2023_2024_First_Regular,78824,Employment First; disabilities,,KAISER,,CONCURRENT RESOLUTION; DISABILITIES; EMPLOYMENT FIRST; EMPLOYMENT OPPORTUNITIES; PERSONS WITH DISABILITIES; PROVISION OF SERVICES; SUPPORT,SCR1012 - Employment First; disabilities,https://apps.azleg.gov/api/Bill/?billNumber=SCR1012&sessionId=127
SCR1013,127,2023_2024_First_Regular,78855,legislature; sixty house districts,,SHOPE,,AMENDMENT; CITIZEN COMMISSIONS; CONCURRENT RESOLUTION; CONGRESSIONAL BOUNDARIES; CONSTITUTION OF ARIZONA; GENERAL ELECTION; LEGISLATIVE BOUNDARIES; LEGISLATIVE DISTRICTS; MEMBERS; REDISTRICTING; SECRETARY OF STATE; SPECIAL SESSION,SCR1013 - legislature; sixty house districts,https://apps.azleg.gov/api/Bill/?billNumber=SCR1013&sessionId=127
SCR1014,127,2023_2024_First_Regular,78856,article V; fiscal responsibility,,KERN,,AMENDMENT; APPLYING; ARTICLE V; ARTICLE V CONVENTION; CONCURRENT RESOLUTION; CONSTITUTION OF THE UNITED STATES; CONSTITUTIONAL AMENDMENTS (UNITED STATES); CONVENTION; FISCAL RESPONSIBILITY; UNITED STATES CONGRESS,SCR1014 - article V; fiscal responsibility,https://apps.azleg.gov/api/Bill/?billNumber=SCR1014&sessionId=127
SCR1015,127,2023_2024_First_Regular,78857,initiative; referendum; signatures; legislative districts,,MESNARD,BENNETT; KAISER; KERR; PETERSEN; DUNN; GRANTHAM; TOMA,AMENDMENT; CONCURRENT RESOLUTION; CONSTITUTION OF ARIZONA; CONSTITUTIONAL AMENDMENTS (ARIZONA); GENERAL ELECTION; INITIATIVE; INITIATIVES AND REFERENDA; LEGISLATIVE AUTHORITY; LEGISLATIVE DISTRICTS; REFERENDUM; SECRETARY OF STATE; SELF-EXECUTING; SIGNATURES,SCR1015 - initiative; referendum; signatures; legislative districts,https://apps.azleg.gov/api/Bill/?billNumber=SCR1015&sessionId=127
SCR1016,127,2023_2024_First_Regular,78938,article V convention; term limits.,,MESNARD,KAISER; MIRANDA; BLISS; BRAVO; COOK; HERNANDEZ A; HERNANDEZ C; HERNANDEZ L; LIVINGSTON; SEAMAN,ARTICLE V CONVENTION; CONCURRENT RESOLUTION; CONGRESSIONAL TERM LIMITS; CONSTITUTIONAL AMENDMENTS (UNITED STATES); LIMIT; TERM LIMITS,SCR1016 - article V convention; term limits.,https://apps.azleg.gov/api/Bill/?billNumber=SCR1016&sessionId=127
SCR1017,127,2023_2024_First_Regular,78947,ratification; equal rights amendment,,ALSTON,BURCH; DIAZ; EPSTEIN; FERNANDEZ; GABALDÓN; GONZALES; HATATHLIE; HERNANDEZ; MARSH; MENDEZ; MIRANDA; SUNDARESHAN; TERÁN; GUTIERREZ; PAWLIK; SCHWIEBERT; SUN,CONCURRENT RESOLUTION; CONSTITUTIONAL AMENDMENTS (UNITED STATES); EQUAL RIGHTS; EQUAL RIGHTS AMENDMENT (ERA); ERA (SEE ALSO: EQUAL RIGHTS AMENDMENT); RATIFICATION,SCR1017 - ratification; equal rights amendment,https://apps.azleg.gov/api/Bill/?billNumber=SCR1017&sessionId=127
SCR1018,127,2023_2024_First_Regular,78954,prohibit tax; monitoring; vehicle mileage,,HOFFMAN,,AMENDMENT; CONCURRENT RESOLUTION; CONSTITUTION OF ARIZONA; CONSTITUTIONAL AMENDMENTS (ARIZONA); GENERAL ELECTION; MONITORING; MONITORING PROHIBITED; PROHIBIT TAX; SECRETARY OF STATE; TAXATION; TAXING PROHIBITED; VEHICLE MILEAGE; VEHICLE MILES TRAVELED,SCR1018 - prohibit tax; monitoring; vehicle mileage,https://apps.azleg.gov/api/Bill/?billNumber=SCR1018&sessionId=127
SCR1019,127,2023_2024_First_Regular,78975,schools; English language learners; requirements.,,DIAZ,ALSTON; FERNANDEZ; GABALDÓN; GONZALES; HATATHLIE; HERNANDEZ; MARSH; MENDEZ; MIRANDA; SUNDARESHAN; TERÁN,BUDGET REQUESTS; CHILDREN; CONCURRENT RESOLUTION; CONFORMING LEGISLATION; CONSTITUTION OF ARIZONA; DEFINITIONS; DUAL-LANGUAGE IMMERSION PROGRAMS; DUTY OF SCHOOLS; EDUCATION - TITLE 15; ENFORCEMENT; ENGLISH IMMERSION; ENGLISH LANGUAGE EDUCATION; ENGLISH LANGUAGE LEARNERS; EVIDENCE-BASED; GENERAL ELECTION; IDENTIFICATION; PUBLIC SCHOOLS; REPEAL; REQUIREMENTS; RESEARCH-BASED; SBE (SEE ALSO: STATE BOARD OF EDUCATION); SCHOOLS; SECRETARY OF STATE; STATE BOARD OF EDUCATION (SBE),SCR1019 - schools; English language learners; requirements.,https://apps.azleg.gov/api/Bill/?billNumber=SCR1019&sessionId=127
SCR1020,127,2023_2024_First_Regular,78976,James Henderson; death resolution,,HATATHLIE,BORRELLI; DIAZ; EPSTEIN; FERNANDEZ; GABALDÓN; GONZALES; HERNANDEZ; KAVANAGH; MARSH; MENDEZ; MIRANDA; ROGERS; TERÁN; PESHLAKAI; TSOSIE,CONCURRENT RESOLUTION; DEATH RESOLUTION; JAMES HENDERSON; JAMES HENDERSON DEATH RESOLUTION (H),SCR1020 - James Henderson; death resolution,https://apps.azleg.gov/api/Bill/?billNumber=SCR1020&sessionId=127
SCR1021,127,2023_2024_First_Regular,79042,United States; Taiwan; trade partnership,,KAVANAGH,ALSTON; BENNETT; BORRELLI; BURCH; CARROLL; DIAZ; EPSTEIN; FARNSWORTH; FERNANDEZ; GABALDÓN; GONZALES; GOWAN; HATATHLIE; HERNANDEZ; KAISER; KERN; KERR; MARSH; MENDEZ; MESNARD; MIRANDA; PETERSEN; SHAMP; SHOPE; SUNDARESHAN; TERÁN; WADSACK; BIASIUCCI; BLISS; CONTRERAS L; COOK; DUNN; GILLETTE; GRANTHAM; GRIFFIN; HARRIS; JONES; LIVINGSTON; MARSHALL; MARTINEZ; NGUYEN; PAYNE; PEÑA; QUIÑONEZ; SMITH; TOMA; TRAVERS; WILMETH,CONCURRENT RESOLUTION; TAIWAN; TRADE PARTNERSHIP; UNITED STATES,SCR1021 - United States; Taiwan; trade partnership,https://apps.azleg.gov/api/Bill/?billNumber=SCR1021&sessionId=127
SCR1022,127,2023_2024_First_Regular,79057,marijuana; unincorporated areas; reservations; prohibition,,HATATHLIE,DIAZ; FERNANDEZ; GABALDÓN; TERÁN; PESHLAKAI; TSOSIE,CONCURRENT RESOLUTION; GENERAL ELECTION; MARIJUANA; PROHIBITION; RESERVATIONS; UNINCORPORATED AREAS,SCR1022 - marijuana; unincorporated areas; reservations; prohibition,https://apps.azleg.gov/api/Bill/?billNumber=SCR1022&sessionId=127
SCR1023,127,2023_2024_First_Regular,79096,charter cities; repeal,,WADSACK,JONES,CHARTER CITIES; CONCURRENT RESOLUTION; CONSTITUTIONAL AMENDMENTS (ARIZONA); GENERAL ELECTION; REPEAL,SCR1023 - charter cities; repeal,https://apps.azleg.gov/api/Bill/?billNumber=SCR1023&sessionId=127
SCR1024,127,2023_2024_First_Regular,79097,initiative; referendum; signatures; legislative districts..,,WADSACK,JONES,CONCURRENT RESOLUTION; CONSTITUTION OF ARIZONA; CONSTITUTIONAL AMENDMENTS (ARIZONA); DEFINITION; DISCRIMINATION; EXCEPTIONS; GENERAL ELECTION; INITIATIVE; INITIATIVES AND REFERENDA; LEGISLATIVE DISTRICTS; PREFERENTIAL TREATMENT; PROHIBITED; REFERENDUM; SIGNATURES; STRIKE EVERYTHING AMENDMENT,SCR1024 - (NOW: preferential treatment; discrimination; prohibited),https://apps.azleg.gov/api/Bill/?billNumber=SCR1024&sessionId=127
SCR1025,127,2023_2024_First_Regular,79098,parents' bill of rights,,WADSACK,HEAP; JONES,CONCURRENT RESOLUTION; CONSTITUTIONAL AMENDMENTS (ARIZONA); GENERAL ELECTION; GOVERNMENTAL INTERFERENCE RESTRICTED (H); PARENTAL RIGHTS; PARENTS' BILL OF RIGHTS,SCR1025 - parents' bill of rights,https://apps.azleg.gov/api/Bill/?billNumber=SCR1025&sessionId=127
SCR1026,127,2023_2024_First_Regular,79099,appointment commissions; membership,,WADSACK,,APPOINTMENT COMMISSIONS; CONCURRENT RESOLUTION; CONSTITUTIONAL AMENDMENTS (ARIZONA); GENERAL ELECTION; JUDICIAL DEPARTMENT; MEMBERSHIP,SCR1026 - appointment commissions; membership,https://apps.azleg.gov/api/Bill/?billNumber=SCR1026&sessionId=127
SCR1027,127,2023_2024_First_Regular,79100,cities; towns; elections,,WADSACK,,CITIES; CONCURRENT RESOLUTION; CONSTITUTIONAL AMENDMENTS (ARIZONA); ELECTIONS; GENERAL ELECTION; MUNICIPAL CORPORATION; TOWNS,SCR1027 - cities; towns; elections,https://apps.azleg.gov/api/Bill/?billNumber=SCR1027&sessionId=127
SCR1028,127,2023_2024_First_Regular,79166,racism; public health crisis,,MENDEZ,DIAZ; GONZALES; HATATHLIE; HERNANDEZ; SUNDARESHAN; SALMAN,CONCURRENT RESOLUTION; PUBLIC HEALTH CRISIS; RACISM,SCR1028 - racism; public health crisis,https://apps.azleg.gov/api/Bill/?billNumber=SCR1028&sessionId=127
