bill_number,session_num,session,bill_id_num,title,intro_sponsor,primary_sponsors,cosponsors,keywords,summary,bill_json
SB1137,128,2023_2024_Second_Regular,80588,schools; immunization rate; website posting,,MENDEZ,ALSTON; GONZALES; MIRANDA,EDUCATION - TITLE 15; IMMUNIZATION RATE; SCHOOL INFORMATION; SCHOOLS; WEBSITE POSTING,SB1137 - schools; immunization rate; website posting,https://apps.azleg.gov/api/Bill/?billNumber=SB1137&sessionId=128
SB1138,128,2023_2024_Second_Regular,80591,tourism; sports authority; technical correction,,GONZALES,,AMUSEMENTS AND SPORTS - TITLE 5; GENERAL FUND; INVESTMENTS; SPORTS AUTHORITY; TECHNICAL CORRECTION; TOURISM; TOURISM AND SPORTS AUTHORITY,SB1138 - tourism; sports authority; technical correction,https://apps.azleg.gov/api/Bill/?billNumber=SB1138&sessionId=128
SB1139,128,2023_2024_Second_Regular,80592,director; gaming; technical correction,,GONZALES,,ADG (SEE ALSO: DEPARTMENT OF GAMING); AMUSEMENTS AND SPORTS - TITLE 5; CONFLICT OF INTEREST; DEPARTMENT OF GAMING (ADG); DIRECTOR; GAMING; GROUNDS FOR DISMISSAL; QUALIFICATIONS; TECHNICAL CORRECTION; TERM,SB1139 - director; gaming; technical correction,https://apps.azleg.gov/api/Bill/?billNumber=SB1139&sessionId=128
SB1140,128,2023_2024_Second_Regular,80593,technical correction; Arbor day,,GONZALES,,ARBOR DAY; GENERAL PROVISIONS - TITLE 1; PROCLAMATION; STATE HOLIDAYS; TECHNICAL CORRECTION,SB1140 - technical correction; Arbor day,https://apps.azleg.gov/api/Bill/?billNumber=SB1140&sessionId=128
SB1141,128,2023_2024_Second_Regular,80594,public offices; holidays; technical correction,,GONZALES,,CLOSING OF OFFICES AND COURTS; GENERAL PROVISIONS - TITLE 1; HOLIDAYS; PUBLIC OFFICES; TECHNICAL CORRECTION; TRANSACTION OF CERTAIN JUDICIAL BUSINESS,SB1141 - public offices; holidays; technical correction,https://apps.azleg.gov/api/Bill/?billNumber=SB1141&sessionId=128
SB1142,128,2023_2024_Second_Regular,80595,technical correction; department of gaming,,GONZALES,,ADG (SEE ALSO: DEPARTMENT OF GAMING); AMUSEMENTS AND SPORTS - TITLE 5; CIVIL PENALTIES; DEPARTMENT OF GAMING (ADG); GAMING; RULES; TECHNICAL CORRECTION,SB1142 - technical correction; department of gaming,https://apps.azleg.gov/api/Bill/?billNumber=SB1142&sessionId=128
SB1143,128,2023_2024_Second_Regular,80599,school superintendents; in-state work requirements,,KERN,HOFFMAN; ROGERS; WADSACK; HEAP; HENDRIX; JONES; KOLODIN,APPLICABILITY; CONTRACT DELIVERY; EDUCATION - TITLE 15; EVALUATION; EXISTING CONTRACTS; HEAD TEACHERS; IN-STATE WORK REQUIREMENTS; NONRETENTION NOTICE; PRINCIPALS; SCHOOL EMPLOYEES; SCHOOL PSYCHOLOGISTS; SCHOOL SUPERINTENDENTS; SUPERINTENDENTS; TERM OF EMPLOYMENT,SB1143 - school superintendents; in-state work requirements,https://apps.azleg.gov/api/Bill/?billNumber=SB1143&sessionId=128
SB1144,128,2023_2024_Second_Regular,80600,false reporting; public alarm; classification.,,KERN,HEAP; HENDRIX; JONES,CLASSIFICATION; CRIMINAL CODE - TITLE 13; DEFINITIONS; EMERGENCY RESPONSE; EMERGENCY RESPONSE COSTS; FALSE REPORTING; OFFENSES AGAINST PUBLIC ORDER; PUBLIC ALARM; SERIOUS OFFENSE,SB1144 - false reporting; public alarm; classification.,https://apps.azleg.gov/api/Bill/?billNumber=SB1144&sessionId=128
SB1145,128,2023_2024_Second_Regular,80601,attorney discipline; revocation; prohibited basis,,KERN,HOFFMAN; ROGERS; WADSACK; HENDRIX; JONES,ATTORNEY DISCIPLINE; CIVIL PENALTY; COURTS AND CIVIL PROCEEDINGS - TITLE 12; LEGISLATIVE INTENT; LICENSE REVOCATION; PROHIBITED BASIS; REVOCATION; SUPREME COURT,SB1145 - attorney discipline; revocation; prohibited basis,https://apps.azleg.gov/api/Bill/?billNumber=SB1145&sessionId=128
SB1146,128,2023_2024_Second_Regular,80602,disclosure; agricultural vaccinations; prohibition,,KERN,ROGERS; WADSACK; HEAP; HENDRIX; JONES; MCGARR,AGRICULTURAL VACCINATIONS; AGRICULTURE; AGRICULTURE - TITLE 3; CENTRAL INVESTIGATION GROUP; CIVIL PENALTIES; DEFINITIONS; DISCLOSURE; GENERAL POWERS AND DUTIES; LABELING (H); ORGANIC LABELING; PROHIBITION; SELF-INSPECTION PROGRAM,SB1146 - disclosure; agricultural vaccinations; prohibition,https://apps.azleg.gov/api/Bill/?billNumber=SB1146&sessionId=128
SB1147,128,2023_2024_Second_Regular,80603,livestock compensation; appropriation,,KERN,WADSACK; HEAP,APPROPRIATING MONIES; APPROPRIATION; LIVESTOCK COMPENSATION; LIVESTOCK COMPENSATION FUND,SB1147 - livestock compensation; appropriation,https://apps.azleg.gov/api/Bill/?billNumber=SB1147&sessionId=128
SB1148,128,2023_2024_Second_Regular,80604,income tax; rebate; seniors,,KERN,HOFFMAN; MESNARD; ROGERS; WADSACK; CHAPLIK; HEAP; HENDRIX; JONES; MCGARR; PINGERELLI; SMITH,APPEAL; CLAIM APPLICATION; DEFINITIONS; DELAYED REPEAL; ELIGIBILITY; INCOME TAX; INDIVIDUAL INCOME TAX GENERAL WELFARE REBATE; LEGISLATIVE FINDINGS; PROVIDING; REBATE; REPORT; SENIORS; SUBTRACTION FROM ARIZONA GROSS INCOME,SB1148 - income tax; rebate; seniors,https://apps.azleg.gov/api/Bill/?billNumber=SB1148&sessionId=128
SB1149,128,2023_2024_Second_Regular,80605,public safety investment fund; appropriation,,KERN,,APPROPRIATING MONIES; APPROPRIATION; EXEMPTION; PUBLIC SAFETY INVESTMENT FUND; STATE GOVERNMENT - TITLE 41; STATE TREASURER,SB1149 - public safety investment fund; appropriation,https://apps.azleg.gov/api/Bill/?billNumber=SB1149&sessionId=128
SB1150,128,2023_2024_Second_Regular,80606,student activity fees; conscience exemption.,,KERN,HOFFMAN; ROGERS; WADSACK; HEAP; HENDRIX; JONES; KOLODIN; SMITH,ABOR (SEE ALSO: ARIZONA BOARD OF REGENTS); ARIZONA BOARD OF REGENTS (ABOR); CAMPUS; CONSCIENCE EXEMPTION; DEFINITION; EDUCATION - TITLE 15; FINANCIAL HARDSHIP; GENERAL ADMINISTRATIVE POWERS AND DUTIES OF THE BOARD; PUBLIC UNIVERSITY; RECENTLY MARRIED; REQUIREMENTS; STUDENT ACTIVITY FEES; STUDENT ORGANIZATIONS; VETERAN; VIOLATE,SB1150 - student activity fees; conscience exemption.,https://apps.azleg.gov/api/Bill/?billNumber=SB1150&sessionId=128
SB1151,128,2023_2024_Second_Regular,80607,school classrooms; ten commandments; posting,,KERN,HOFFMAN; ROGERS; WADSACK; CHAPLIK; HEAP; HENDRIX; JONES; KOLODIN; SMITH,AMERICAN HISTORY AND HERITAGE; EDUCATION - TITLE 15; POSTING; SCHOOL CLASSROOMS; SCHOOL CURRICULA; TEN COMMANDMENTS,SB1151 - school classrooms; ten commandments; posting,https://apps.azleg.gov/api/Bill/?billNumber=SB1151&sessionId=128
SB1152,128,2023_2024_Second_Regular,80608,Arizona state university; appropriation reduction,,KERN,HEAP; HENDRIX; JONES; KOLODIN; SMITH,APPROPRIATING MONIES; APPROPRIATION REDUCTIONS; ARIZONA STATE UNIVERSITY (ASU); ASU (SEE ALSO: ARIZONA STATE UNIVERSITY); REDUCED APPROPRIATION; STATE GENERAL FUND; TRANSFER OF MONIES,SB1152 - Arizona state university; appropriation reduction,https://apps.azleg.gov/api/Bill/?billNumber=SB1152&sessionId=128
SB1153,128,2023_2024_Second_Regular,80609,regulatory costs; rulemaking; legislative ratification,,KERN,HOFFMAN; ROGERS; WADSACK; HENDRIX; JONES; KOLODIN; SMITH,APPLICABILITY; LEGISLATIVE RATIFICATION; OFFICE OF ECONOMIC OPPORTUNITY; PROPOSED RULEMAKING; REGULATORY COSTS; RULEMAKING; STATE GOVERNMENT - TITLE 41,SB1153 - regulatory costs; rulemaking; legislative ratification,https://apps.azleg.gov/api/Bill/?billNumber=SB1153&sessionId=128
SB1154,128,2023_2024_Second_Regular,80611,dental board; dental hygienists,,SHAMP,,DENTAL BOARD; DENTAL HYGIENISTS; PROFESSIONS AND OCCUPATIONS; PROFESSIONS AND OCCUPATIONS - TITLE 32 (H); QUALIFICATIONS OF MEMBERS; STATE BOARD OF DENTAL EXAMINERS; TERMS,SB1154 - dental board; dental hygienists,https://apps.azleg.gov/api/Bill/?billNumber=SB1154&sessionId=128
SB1155,128,2023_2024_Second_Regular,80612,lifetime probation; sexual offenses; termination,,SHAMP,CARROLL; GOWAN; SMITH,APPLICABILITY; CLASS 2 FELONY; CLASS 3 FELONY; CRIMINAL CODE - TITLE 13; CRIMINAL RECORDS CHECK; FELONY SEXUAL OFFENSE; LIFETIME PROBATION; MODIFICATION OF LIFETIME PROBATION; PENDING CRIMINAL CHARGES; PROBATION; PROBATION MODIFICATION; PROBATION TERMINATION; SEXUAL OFFENSES; TERMINATION,SB1155 - lifetime probation; sexual offenses; termination,https://apps.azleg.gov/api/Bill/?billNumber=SB1155&sessionId=128
SB1156,128,2023_2024_Second_Regular,80613,concealed weapons; notice; repeal,,SHAMP,CARROLL; GOWAN; SMITH,ALCOHOLIC BEVERAGES - TITLE 4; APPLICABILITY; APPLICATION; CIVIL PENALTY; CLASSIFICATION; CONCEALED HANDGUNS; CONCEALED WEAPONS; CONSUMPTION OF SPIRITUOUS LIQUOR; CRIMINAL CODE - TITLE 13; DEFINITION; FINE; NOTICE; PERMIT; PERMIT TO CARRY; QUALIFICATION; REPEAL; REPORT; UNLAWFUL ACTS; VIOLATION,SB1156 - concealed weapons; notice; repeal,https://apps.azleg.gov/api/Bill/?billNumber=SB1156&sessionId=128
SB1157,128,2023_2024_Second_Regular,80614,influenza response plan; updates; review,,SHAMP,CARROLL; GOWAN; MONTENEGRO,DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); INFLUENZA RESPONSE PLAN; LEGISLATIVE REVIEW; PANDEMIC INFLUENZA RESPONSE PLAN; PUBLIC HEALTH AND SAFETY - TITLE 36; REVIEW; UPDATES,SB1157 - influenza response plan; updates; review,https://apps.azleg.gov/api/Bill/?billNumber=SB1157&sessionId=128
SB1158,128,2023_2024_Second_Regular,80615,presidential candidates; qualification; no exclusion,,SHAMP,BORRELLI; CARROLL; GOWAN; MONTENEGRO; SMITH,CANDIDATE; CANDIDATES FOR PRESIDENT; ELECTION OF PRESIDENTIAL ELECTORS; ELECTIONS AND ELECTORS - TITLE 16; ELECTORAL COLLEGE VOTES; GENERAL ELECTION BALLOT; INDEPENDENT CANDIDATE; NATIONAL CONVENTION OF DELEGATES; NO EXCLUSION; PRESIDENT; PRESIDENTIAL CANDIDATES; QUALIFICATION; QUALIFICATIONS (H); REPLACEMENT; VACANCY; WRITE-IN CANDIDATE,SB1158 - presidential candidates; qualification; no exclusion,https://apps.azleg.gov/api/Bill/?billNumber=SB1158&sessionId=128
SB1159,128,2023_2024_Second_Regular,80616,technical correction; home health agencies,,SHAMP,,APPLICATION; CONTINUING EDUCATION; DEFINITION; DEFINITIONS; DENTISTRY; DENTISTS; EXCEPTION; FEE; FINGERPRINT CLEARANCE CARD; HEALTH CARE INSTITUTIONS; HOME HEALTH AGENCIES; ISSUANCE OF RESTRICTED PERMIT; LICENSURE; PERSONS NOT REQUIRED TO BE LICENSED; PRACTICE UNDER RESTRICTED PERMIT; PROFESSIONS AND OCCUPATIONS - TITLE 32 (H); PUBLIC HEALTH AND SAFETY - TITLE 36; QUALIFICATIONS OF APPLICANT; RESTRICTED PERMIT; RESTRICTED PERMITS; STRIKE EVERYTHING AMENDMENT; TECHNICAL CORRECTION,SB1159 - (NOW: dentists; restricted permits; continuing education),https://apps.azleg.gov/api/Bill/?billNumber=SB1159&sessionId=128
SB1160,128,2023_2024_Second_Regular,80617,technical correction; health professionals,,SHAMP,,DENTISTRY; HEALTH PROFESSIONALS; ISSUANCE OF RESTRICTED PERMIT; PROFESSIONS AND OCCUPATIONS - TITLE 32; TECHNICAL CORRECTION,SB1160 - technical correction; health professionals,https://apps.azleg.gov/api/Bill/?billNumber=SB1160&sessionId=128
SB1161,128,2023_2024_Second_Regular,80618,technical correction; health services; fees,,SHAMP,,DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); FEES; HEALTH SERVICES; PUBLIC HEALTH AND SAFETY - TITLE 36; TECHNICAL CORRECTION,SB1161 - technical correction; health services; fees,https://apps.azleg.gov/api/Bill/?billNumber=SB1161&sessionId=128
SB1162,128,2023_2024_Second_Regular,80619,telecommunications fund; report; posting,,SHAMP,,ASSESSMENT (H); CITIES AND TOWNS - TITLE 9 (H); EXEMPTION; HEARINGS (H); HOUSING (H); MUNICIPALITIES (H); POSTING; REPORT; RESIDENTIAL ZONING (H); STATE GOVERNMENT - TITLE 41; TELECOMMUNICATIONS FUNCTIONS; TELECOMMUNICATIONS FUND,SB1162 - (NOW: residential zoning; housing; assessment; hearings),https://apps.azleg.gov/api/Bill/?billNumber=SB1162&sessionId=128
SB1163,128,2023_2024_Second_Regular,80620,homeopathic medicine; integrated medicine; qualifications,,SHAMP,BURCH,BOARD MEETINGS; BOARD OF HOMEOPATHIC AND INTEGRATED MEDICINE EXAMINERS; CLASSIFICATION; DEFINITIONS; DIRECTORY; DUTIES; EXAMINATION; EXECUTIVE DIRECTOR; FEES; HOMEOPATHIC MEDICINE; INTEGRATED MEDICINE; LICENSURE; POWERS AND DUTIES; PROFESSIONS AND OCCUPATIONS - TITLE 32; QUALIFICATIONS; REEXAMINATION; VIOLATIONS,SB1163 - (NOW: homeopathic medicine; qualifications),https://apps.azleg.gov/api/Bill/?billNumber=SB1163&sessionId=128
SB1164,128,2023_2024_Second_Regular,80621,pharmacy benefits; coverage; exemptions,,SHAMP,BURCH,APPLICABILITY; COVERAGE; COVERAGE EXEMPTION DETERMINATION PROCESS; DEFINITIONS; ENFORCEMENT; INSURANCE - TITLE 20; PHARMACY BENEFIT MANAGERS; PHARMACY BENEFITS; PRESCRIBING; STRIKE EVERYTHING AMENDMENT,SB1164 - (NOW: pharmacy benefits; coverage),https://apps.azleg.gov/api/Bill/?billNumber=SB1164&sessionId=128
SB1165,128,2023_2024_Second_Regular,80622,pharmacy audit; procedures; prohibition,,SHAMP,BURCH; GOWAN,AFFILIATED PHARMACIES; AUDIT PROCEDURES; CLAIM PAYMENT REDUCTION; DEFINITION; INSURANCE - TITLE 20; INTEREST PROHIBITION; PHARMACY AUDIT; PHARMACY BENEFITS; PROCEDURES; PROHIBITION; REIMBURSEMENT,SB1165 - pharmacy audit; procedures; prohibition,https://apps.azleg.gov/api/Bill/?billNumber=SB1165&sessionId=128
SB1166,128,2023_2024_Second_Regular,80623,pronouns; names; sex; school policies,,KAVANAGH,,BIOLOGICAL SEX; DEFINITION; EDUCATION - TITLE 15; FIRST NAME; NAMES; PARENTAL NOTIFICATION; POLICIES; PROHIBITION; PRONOUNS; PUBLIC SCHOOLS; SCHOOL POLICIES; SEVERABILITY; SEX,SB1166 - pronouns; names; sex; school policies,https://apps.azleg.gov/api/Bill/?billNumber=SB1166&sessionId=128
SB1167,128,2023_2024_Second_Regular,80624,social credit; discrimination; financial services,,KAVANAGH,,ATTORNEY GENERAL; BANKS AND FINANCIAL INSTITUTIONS - TITLE 6; CIVIL PENALTY; DEFINITIONS; DISCRIMINATION; ENFORCEMENT; EQUALITY IN FINANCIAL SERVICES ACT; FINANCIAL INSTITUTIONS; FINANCIAL SERVICES; REMEDIES; SHORT TITLE (H); SOCIAL CREDIT; SOCIAL CREDIT SCORE,SB1167 - social credit; discrimination; financial services,https://apps.azleg.gov/api/Bill/?billNumber=SB1167&sessionId=128
SB1168,128,2023_2024_Second_Regular,80625,HOV lanes; degradation; technical correction,,FARNSWORTH,,ABANDONED VEHICLE ADMINISTRATION; ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); APPROPRIATING MONIES; DEGRADATION; DEPARTMENT OF TRANSPORTATION (ADOT); DEPOSIT; FEES; HIGH OCCUPANCY VEHICLE LANE; HOV LANES; LAND DEGRADATION; MONIES; PRIORITY USE; REIMBURSEMENT; REPEAL; REPEALING; SOURCES; STATE HIGHWAY FUND; STRIKE EVERYTHING AMENDMENT; TECHNICAL CORRECTION; TRANSFER OF MONIES; TRANSPORTATION - TITLE 28,SB1168 - (NOW: ADOT; reimbursement),https://apps.azleg.gov/api/Bill/?billNumber=SB1168&sessionId=128
SB1169,128,2023_2024_Second_Regular,80626,technical correction; vehicle accident report,,FARNSWORTH,,ACCIDENT REPORT FORMS; ACCIDENTS; TECHNICAL CORRECTION; TRANSPORTATION - TITLE 28; VEHICLE ACCIDENT REPORT,SB1169 - technical correction; vehicle accident report,https://apps.azleg.gov/api/Bill/?billNumber=SB1169&sessionId=128
SB1170,128,2023_2024_Second_Regular,80627,government anti-identification procedures; technical correction,,FARNSWORTH,,"ANTI-IDENTIFICATION PROCEDURES; ANTIFRAUD PAPER; BALLOT; CONDUCT OF ELECTIONS; DATABASE; DESIGNATION OF ELECTION PRECINCTS; DESIGNATION OF POLLING PLACES; EARLY VOTING; ELECTIONEERING; ELECTIONS AND ELECTORS - TITLE 16; GOVERNMENT ANTI-IDENTIFICATION PROCEDURES; GOVERNMENT NETWORK SECURITY; IDENTIFICATION; INFORMATION TECHNOLOGY - TITLE 18; PRECINCT VOTING; PROCEDURE FOR OBTAINING BALLOT BY ELECTOR; REPEAL; REPEALING; REQUIREMENTS FOR ENACTMENT; REQUIREMENTS FOR ENACTMENT, INITIATIVE OR REFERENDUM (RFEIR); REQUIREMENTS FOR ENACTMENT; THREE-FOURTHS VOTE; RFEIR (SEE ALSO: REQUIREMENTS FOR ENACTMENT, INITIATIVE OR REFERENDUM); STATEMENTS OF TALLY; STRIKE EVERYTHING AMENDMENT; TALLY; TECHNICAL CORRECTION; THREADS; THREE-FOURTHS VOTE; WAIT TIMES",SB1170 - (NOW: precinct voting; tally; identification; ballot),https://apps.azleg.gov/api/Bill/?billNumber=SB1170&sessionId=128
SB1171,128,2023_2024_Second_Regular,80630,real estate department; licensing; administration,,SHOPE,,ADDRESS OF RECORD; ADMINISTRATION; ANNUAL EVALUATION; APPOINTMENT; BROKER LICENSEE RENEWAL; CHAIRPERSON; COMPENSATION; DEFINITION; DEFINITIONS; DISTANCE LEARNING; DUTIES; EDUCATION REQUIREMENTS; FINGERPRINT CLEARANCE CARDS; LICENSE APPLICANTS; LICENSING; MEMBERS; PROFESSIONS AND OCCUPATIONS - TITLE 32; QUALIFICATIONS; REAL ESTATE; REAL ESTATE ADVISORY BOARD; REAL ESTATE BROKER; REAL ESTATE COMMISSIONER; REAL ESTATE DEPARTMENT; RENEWAL OF LICENSES; RETENTION OF MEMBERS (H); SALESPERSON LICENSEE; TERMS,SB1171 - real estate department; licensing; administration,https://apps.azleg.gov/api/Bill/?billNumber=SB1171&sessionId=128
SB1172,128,2023_2024_Second_Regular,80631,physical availability credits; water supply,,SHOPE,,ASSURED WATER SUPPLY; COUNTIES - TITLE 11 (H); DEFINITION; EXEMPTIONS; GROUNDWATER; LAND DIVISION (H); PERMANENT RETIREMENT; PHYSICAL AVAILABILITY CREDITS; PROFESSIONS AND OCCUPATIONS - TITLE 32 (H); PROPERTY - TITLE 33 (H); TRANSPORTATION (H); TURF (H); WATER (H); WATER SUPPLY; WATERS - TITLE 45,SB1172 - (NOW: land division; water; transportation; turf),https://apps.azleg.gov/api/Bill/?billNumber=SB1172&sessionId=128
SB1173,128,2023_2024_Second_Regular,80634,licensed professional counselors; compact,,GOWAN,BENNETT; BORRELLI; BRAVO; BURCH; CARROLL; KERR; MESNARD; MIRANDA; SHAMP; SHOPE; CARBONE; DIAZ; GILLETTE; GRESS; GRIFFIN; HERNANDEZ A; HERNANDEZ L; LIVINGSTON; MARTINEZ; MONTENEGRO; NGUYEN; QUIÑONEZ; SHAH,ACTIVE DUTY MILITARY PERSONNEL; ADVERSE ACTIONS; BINDING EFFECT; COMPACT; DATA SYSTEM; DATE OF IMPLEMENTATION; DEFINITIONS; ENFORCEMENT; ESTABLISHMENT; LICENSED PROFESSIONAL COUNSELORS; LICENSURE COMPACT; OBTAINING A NEW HOME STATE LICENSE; OVERSIGHT; PRIVILEGE TO PRACTICE; PROFESSIONS AND OCCUPATIONS - TITLE 32; PURPOSE; RULEMAKING; SEVERABILITY; STATE PARTICIPATION; TELEHEALTH,SB1173 - licensed professional counselors; compact,https://apps.azleg.gov/api/Bill/?billNumber=SB1173&sessionId=128
SB1174,128,2023_2024_Second_Regular,80635,tuition; family; posttraumatic stress; suicide,,GOWAN,BENNETT; BORRELLI; BRAVO; BURCH; CARROLL; FERNANDEZ; KAVANAGH; KERN; KERR; MARSH; MESNARD; SHAMP; SHOPE; CARBONE; DIAZ; GILLETTE; GRESS; GRIFFIN; HERNANDEZ A; HERNANDEZ L; LIVINGSTON; MARTINEZ; MONTENEGRO; NGUYEN; QUIÑONEZ; SHAH,ABOR (SEE ALSO: ARIZONA BOARD OF REGENTS) (H); ADVS (SEE ALSO: DEPARTMENT OF VETERANS' SERVICES) (H); ARIZONA BOARD OF REGENTS (ABOR) (H); ARIZONA FALLEN FIREFIGHTER MEMORIAL COMMITTEE (H); ARIZONA PEACE OFFICERS MEMORIAL BOARD (H); DEFINITIONS; DELAYED REPEAL; DEPARTMENT OF VETERANS' SERVICES (ADVS) (H); EDUCATION - TITLE 15; ELIGIBILITY; FAMILY; POSTSECONDARY INSTITUTIONS; POSTTRAUMATIC STRESS; REIMBURSEMENT; RETROACTIVITY; SUICIDE; TUITION; TUITION WAIVER SCHOLARSHIP,SB1174 - tuition; family; posttraumatic stress; suicide,https://apps.azleg.gov/api/Bill/?billNumber=SB1174&sessionId=128
SB1175,128,2023_2024_Second_Regular,80636,appropriation; DPS; stand-by pay,,GOWAN,DIAZ,APPROPRIATION; DEPARTMENT OF PUBLIC SAFETY (DPS); DPS (SEE ALSO: DEPARTMENT OF PUBLIC SAFETY); STAND-BY PAY,SB1175 - appropriation; DPS; stand-by pay,https://apps.azleg.gov/api/Bill/?billNumber=SB1175&sessionId=128
SB1176,128,2023_2024_Second_Regular,80637,appropriation; Arizona trail fund,,GOWAN,DIAZ,APPROPRIATION; ARIZONA TRAIL FUND; EXEMPTION,SB1176 - appropriation; Arizona trail fund,https://apps.azleg.gov/api/Bill/?billNumber=SB1176&sessionId=128
SB1177,128,2023_2024_Second_Regular,80638,court-ordered treatment; evaluations; physicians,,GOWAN,,CONDUCT OF HEARINGS; COURT-ORDERED TREATMENT; EVALUATIONS; MENTAL HEALTH SERVICES; PETITION FOR TREATMENT; PHYSICIANS; PUBLIC HEALTH AND SAFETY - TITLE 36; RECORD; TRANSCRIPTS,SB1177 - court-ordered treatment; evaluations; physicians,https://apps.azleg.gov/api/Bill/?billNumber=SB1177&sessionId=128
SB1178,128,2023_2024_Second_Regular,80639,hospital interconnectivity; appropriation,,GOWAN,,ADOA (SEE ALSO: DEPARTMENT OF ADMINISTRATION); ANNUAL REPORT; APPROPRIATION; COMPETITIVE GRANT PROGRAM; DEFINITIONS; DEPARTMENT OF ADMINISTRATION (ADOA); EXEMPTION; HOSPITAL INTERCONNECTIVITY; REPEAL; RURAL HOSPITALS; STATE GOVERNMENT - TITLE 41; TECHNOLOGY SOLUTION,SB1178 - hospital interconnectivity; appropriation,https://apps.azleg.gov/api/Bill/?billNumber=SB1178&sessionId=128
SB1179,128,2023_2024_Second_Regular,80640,building permits; hoophouses; exemption,,BENNETT,,BUILDING PERMITS; CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; DEFINITION; EXEMPTION; HOOPHOUSES,SB1179 - building permits; hoophouses; exemption,https://apps.azleg.gov/api/Bill/?billNumber=SB1179&sessionId=128
SB1180,128,2023_2024_Second_Regular,80644,roadable aircraft; registration; license plates,,FARNSWORTH,,DEFINITIONS; EFFECTIVE DATE (H); LICENSE PLATES; REGISTRATION; ROADABLE AIRCRAFT; TRANSPORTATION - TITLE 28; VEHICLE REGISTRATION,SB1180 - roadable aircraft; registration; license plates,https://apps.azleg.gov/api/Bill/?billNumber=SB1180&sessionId=128
SB1181,128,2023_2024_Second_Regular,80648,groundwater replenishment; member lands; areas,,PETERSEN,,ADWR (SEE ALSO: DEPARTMENT OF WATER RESOURCES); ANNUAL ASSESSMENT; ANNUAL REPLENISHMENT TAX; APPLICABILITY; AREAS; CONTRACT REPLENISHMENT TAX; DEPARTMENT OF WATER RESOURCES (ADWR); EXCEPTION; EXTINGUISHMENT CREDITS; GENERAL REVENUE LAW; GROUNDWATER ALLOWANCE; GROUNDWATER REPLENISHMENT; MEMBER LAND; MEMBER LANDS; MEMBER SERVICE AREA; MULTI-COUNTY WATER CONSERVATION DISTRICTS; QUALIFICATION; REPLENISHMENT LOCATIONS; REPLENISHMENT OBLIGATIONS; REPORTS; RULES; SPECIAL TAXING DISTRICTS - TITLE 48; TERMINATION,SB1181 - groundwater replenishment; member lands; areas,https://apps.azleg.gov/api/Bill/?billNumber=SB1181&sessionId=128
SB1182,128,2023_2024_Second_Regular,80649,public schools; showers; reasonable accommodations,,KAVANAGH,,ARIZONA ACCOMMODATIONS FOR ALL CHILDREN ACT; CAUSE OF ACTION; DEFINITIONS; EDUCATION - TITLE 15; PUBLIC SCHOOLS; REASONABLE ACCOMMODATIONS; SEVERABILITY; SHORT TITLE (H); SHOWER ROOMS; SHOWERS,SB1182 - public schools; showers; reasonable accommodations,https://apps.azleg.gov/api/Bill/?billNumber=SB1182&sessionId=128
SB1183,128,2023_2024_Second_Regular,80650,voting locations; peace officers,,KAVANAGH,,CONDUCT OF ELECTIONS; ELECTIONS AND ELECTORS - TITLE 16; HARASSMENT; PEACE OFFICERS; VOTING LOCATIONS,SB1183 - voting locations; peace officers,https://apps.azleg.gov/api/Bill/?billNumber=SB1183&sessionId=128
SB1184,128,2023_2024_Second_Regular,80653,continuation; department of transportation,,FARNSWORTH,,ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); CONTINUATION; DEPARTMENT OF TRANSPORTATION (ADOT); DEPARTMENT PROHIBITIONS; PROHIBITION (H); PROHIBITIONS; PUBLIC MONIES; PUBLIC RESOURCES; PURPOSE; REPEAL; RETROACTIVITY; STATE GOVERNMENT - TITLE 41; TERMINATION; TRANSPORTATION - TITLE 28; TRANSPORTATION DEPARTMENT,SB1184 - (NOW: transportation department; continuation; prohibitions),https://apps.azleg.gov/api/Bill/?billNumber=SB1184&sessionId=128
SB1185,128,2023_2024_Second_Regular,80655,catalytic converter; unlawful use; classification,,KAVANAGH,,CATALYTIC CONVERTERS; CLASSIFICATION; CRIMINAL CODE - TITLE 13; DEFINITION; UNLAWFUL POSSESSION; UNLAWFUL PURCHASE; UNLAWFUL USE,SB1185 - catalytic converter; unlawful use; classification,https://apps.azleg.gov/api/Bill/?billNumber=SB1185&sessionId=128
