bill_id,term,session,title,session_orig,commem
HB3039,2023_2024,2024-RS,Law library fees; transfers; Law Library Fund; surplus; board of trustees; civil court fees; effective date.,2024-RS,0
HB3040,2023_2024,2024-RS,Oklahoma Health Care Authority; policy; budget requirements; methods; effective date.,2024-RS,0
HB3041,2023_2024,2024-RS,Stem cell research; reports to the Governor and Legislature; exception to the filing requirement; effective date.,2024-RS,0
HB3042,2023_2024,2024-RS,Professions and occupations; Oklahoma Professions and Occupations Reform Act of 2024; effective date.,2024-RS,0
HB3043,2023_2024,2024-RS,Courts; Oklahoma Courts Act of 2024; effective date.,2024-RS,0
HB3044,2023_2024,2024-RS,Eminent domain; Oklahoma Eminent Domain Act of 2024; effective date.,2024-RS,0
HB3045,2023_2024,2024-RS,Transportation; creating the Transportation Modernization Act of 2024; effective date.,2024-RS,0
HB3046,2023_2024,2024-RS,Public health and safety; Oklahoma Public Health and Safety Reform Act of 2024; effective date.,2024-RS,0
HB3047,2023_2024,2024-RS,Alcoholic beverages; Oklahoma Alcoholic Beverages Act of 2024; effective date.,2024-RS,0
HB3048,2023_2024,2024-RS,Schools; Education Open Transfer Act; modifying criteria for appeals process; effective date.,2024-RS,0
HB3049,2023_2024,2024-RS,Water; promulgating standards for municipal sanitary sewer systems; prohibiting right of personal injury recovery for certain sanitary sewer overflow when standards are met; effective date.,2024-RS,0
HB3050,2023_2024,2024-RS,Petroleum storage tanks; modifying time frame for appeal; removing certain statutory references; effective date.,2024-RS,0
HB3051,2023_2024,2024-RS,Revenue and taxation; clean-burning motor vehicles; tax credits; fiscal year caps; effective date.,2024-RS,0
HB3052,2023_2024,2024-RS,Revenue and taxation; definition; exemption; effective date; emergency.,2024-RS,0
HB3053,2023_2024,2024-RS,Energy; directing Corporation Commission to evaluate relationship between Southwest Power Pool and the state; requiring report; establishing deadline; distribution; emergency.,2024-RS,0
HB3054,2023_2024,2024-RS,Gross production tax; ad valorem taxation exemptions; flowlines; gathering lines; effective date.,2024-RS,0
HB3055,2023_2024,2024-RS,Revenue and taxation; Level Playing Field Quality Jobs Incentive Act; five-year incentive payment to qualified establishments; fund; rules; penalty; report; effective date; emergency.,2024-RS,0
HB3056,2023_2024,2024-RS,Firearms; possession of firearms on school property; authorizing transport and storage; effective date.,2024-RS,0
HB3057,2023_2024,2024-RS,Public finance; requiring all purchases of the Chief Information Officer be subject to certain acts; effective date.,2024-RS,0
HB3058,2023_2024,2024-RS,Revenue and taxation; individual income tax; rates; effective date.,2024-RS,0
HB3059,2023_2024,2024-RS,Administrative Procedures Act; emergency rules; Oklahoma Emergency Management Act of 2003; Catastrophic Health Emergency Powers Act; timing provisions; emergency.,2024-RS,0
HB3060,2023_2024,2024-RS,Soldiers and sailors; Oklahoma Veterans Commission; member requirements; appointing authorities; audit requirements; member voting; records; newly appointed members; terms for current members; appointment timing provisions; effective date; emergency.,2024-RS,0
HB3061,2023_2024,2024-RS,Public health and safety; powers and duties; Oklahoma Department of Emergency Management; scope of authority; emergency powers; Governor; proclamations; Legislature; effective date.,2024-RS,0,"also dealing with emergency powers
HB3062,2023_2024,2024-RS,Schools; allowing school district board of education to sell advertising space on school buses; effective date.,2024-RS,0
HB3063,2023_2024,2024-RS,Victim services; clarifying procedures for serving Stalking Warning Letters; effective date.,2024-RS,0
HB3064,2023_2024,2024-RS,Geographic literacy; appropriation; State Department of Education; effective date; emergency.,2024-RS,0
HB3065,2023_2024,2024-RS,Motor vehicles; modifying types of vehicles requiring certain approach; modifying name of offense; effective date.,2024-RS,0
HB3066,2023_2024,2024-RS,Motor vehicles; creating the Tyler Bolding Act of 2024; effective date.,2024-RS,0
HB3067,2023_2024,2024-RS,State government; prohibiting state contracts with certain companies; requiring certification for certain companies; providing penalties; effective date.,2024-RS,0
HB3068,2023_2024,2024-RS,State government; prohibiting purchase of small unmanned aircraft systems manufactured by certain foreign entities; providing exceptions; codification; effective date.,2024-RS,0
HB3069,2023_2024,2024-RS,Mental health; Oklahoma Mental Health Reform Act of 2024; effective date.,2024-RS,0
HB3070,2023_2024,2024-RS,Public safety; creating the Public Safety Act of 2024; effective date.,2024-RS,0
HB3071,2023_2024,2024-RS,Public finance; state revenues; illegal presence in state or in United States; political subdivisions; legal entities; support; sanctuary status; effective date; emergency.,2024-RS,0
HB3072,2023_2024,2024-RS,Motor vehicles; modifying actions a driver shall take upon approach of certain vehicles; effective date.,2024-RS,0
HB3073,2023_2024,2024-RS,Crimes and punishments; dissemination and publication; digitization; misdemeanor; felony; disclosure; misdemeanor; effective date; emergency.,2024-RS,0
HB3074,2023_2024,2024-RS,Teacher compensation; creating the Teacher Compensation Review and Adjustment Act; effective date; emergency.,2024-RS,0
HB3075,2023_2024,2024-RS,Alcoholic beverages; beer distributor licenses; economic hardship exemptions; effective date.,2024-RS,0
HB3076,2023_2024,2024-RS,Alcoholic beverages; retail spirits license; permitting sampling of alcoholic beverages under certain circumstances; brand labels; prohibited acts; employee sampling training; emergency.,2024-RS,0
HB3077,2023_2024,2024-RS,Property; prohibiting foreign ownership of real property and agricultural land; effective date.,2024-RS,0
HB3078,2023_2024,2024-RS,Revenue and taxation; motor vehicle excise tax; sales tax; motor vehicles; effective date; emergency.,2024-RS,0
HB3079,2023_2024,2024-RS,Property; limiting ownership of counties; recording instruments; effective date.,2024-RS,0
HB3080,2023_2024,2024-RS,Definitions and general provisions; General Elections; holiday; effective date.,2024-RS,0
HB3081,2023_2024,2024-RS,Insurance; rates; penalties; hearing; due diligence search; filings; surplus lines licensee; broker; unfair settlement; third-party administrator; insurance commissioner; effective date.,2024-RS,0
HB3082,2023_2024,2024-RS,Prisons and reformatories; granting elected state officials the right to access facilities operated by the Department of Corrections without prior notification; codification; effective date.,2024-RS,0
HB3083,2023_2024,2024-RS,Revenue and taxation; motor vehicle excise tax; sales tax; emergency.,2024-RS,0
HB3084,2023_2024,2024-RS,Schools; prohibiting certain students from participating in school curriculum or activities; effective date.,2024-RS,0
HB3085,2023_2024,2024-RS,Fireworks; prohibition of certain fireworks; explosive devices; certain exception for sale and use of skyrockets with sticks; effective date.,2024-RS,0
HB3086,2023_2024,2024-RS,Education governing boards; requiring certain governing board candidates and members to be citizens of the United States; effective date; emergency.,2024-RS,0
HB3087,2023_2024,2024-RS,Motor vehicles; modifying source establishing certain rates; removing various rates and fees; effective date.,2024-RS,0
HB3088,2023_2024,2024-RS,Child custody; definitions; parenting time; temporary custody agreements; custody hearings; visitation rights; domestic abuse exceptions; armed forces; noncustodial parental visitation rights; motions to modify; Uniform Child Custody Jurisdiction Act; exceptions; attorney fees; restraining orders; child support; effective date.,2024-RS,0
HB3089,2023_2024,2024-RS,Insurance; Strengthen Oklahoma Homes Act; retrofitting; program; Department of Insurance; grant; contractor; evaluator; revolving fund; Insurance Commissioner; effective date.,2024-RS,0
HB3090,2023_2024,2024-RS,Insurance; reorganization; mutual insurer; stock insurer; Insurance Commissioner; mutual holding company; plan; foreign mutual insurance companies; effective date.,2024-RS,0
HB3091,2023_2024,2024-RS,Insurance; rates; penalties; hearing; due diligence search; filings; surplus lines licensee; broker; unfair settlement; third-party administrator; Insurance Commissioner; effective date.,2024-RS,0
HB3092,2023_2024,2024-RS,Insurance; homeowner's policy; terminations; premium; renewal; underwriting; at-fault motor vehicle claims; effective date.,2024-RS,0
HB3093,2023_2024,2024-RS,Insurance; motor vehicle policies; traffic record; rates; cancellation; renewal; first claim; hearing; effective date.,2024-RS,0
HB3094,2023_2024,2024-RS,Insurance; limiting certain compensation; prohibiting public adjusters from certain awards; effective date.,2024-RS,0
HB3095,2023_2024,2024-RS,Landlord tenant; preemption; retaliation; effective date.,2024-RS,0
HB3096,2023_2024,2024-RS,School employee organizations; prohibiting school districts from requiring employees to meet or interact with employee organization; effective date; emergency.,2024-RS,0
HB3097,2023_2024,2024-RS,Crimes and punishments; making commercial entities liable for publishing or distributing obscene material; internet and cell phones; codification; effective date.,2024-RS,0
HB3098,2023_2024,2024-RS,Crimes and punishments; unlawful spread of infectious disease; specifying additional infectious diseases; effective date.,2024-RS,0
HB3099,2023_2024,2024-RS,Crimes and punishments; making certain acts unlawful; codification; effective date.,2024-RS,0
HB3100,2023_2024,2024-RS,Loan forgiveness; Oklahoma Nurse Educators Loan Forgiveness Act of 2024; effective date.,2024-RS,0
HB3101,2023_2024,2024-RS,Public health and safety; Long-term Care Facility Advisory Board; increasing membership; effective date.,2024-RS,0
HB3102,2023_2024,2024-RS,Child sexual abuse material; changing name of certain criminal offense; effective date.,2024-RS,0
HB3103,2023_2024,2024-RS,Revenue and taxation; sales tax exemption; nonprofit entities; limitation on gross revenues; exception for alcohol and tobacco; effective date; emergency.,2024-RS,0
HB3104,2023_2024,2024-RS,Franchise auto dealers; license; manufacturers; vehicle distribution; facilities; purchase of terminated franchise procedures; effective date.,2024-RS,0
HB3105,2023_2024,2024-RS,Motor vehicles; regulations; powersport vehicles; effective date.,2024-RS,0
HB3106,2023_2024,2024-RS,Conservation; Terry Peach North Canadian Watershed Restoration Act; modifying name; pilot program to remove harmful woody species; modifying name; fund; effective date.,2024-RS,0
HB3107,2023_2024,2024-RS,Franchises; employer and employee relationships; franchise definition; effective date.,2024-RS,0
HB3108,2023_2024,2024-RS,Property; Oklahoma Real Estate Wholesale Act of 2024; effective date.,2024-RS,0
HB3109,2023_2024,2024-RS,Motor vehicles; creating the Motorist Expectation of Privacy Act of 2024; deleting requirement that collected data may be used for other legal purposes; effective date.,2024-RS,0
HB3110,2023_2024,2024-RS,Public finance; general appropriations measure; three-day period; computation; procedures; effective date.,2024-RS,0
HB3111,2023_2024,2024-RS,Vaccination mandates; definitions; condition of employment; adverse action; remedies; complaint requirements; Attorney General; fines; effective date.,2024-RS,0
HB3112,2023_2024,2024-RS,Schools; Oklahoma Cost Accounting System; prohibiting schools from receiving financial donations or gifts from certain countries; effective date; emergency.,2024-RS,0
HB3113,2023_2024,2024-RS,Public finance; budget work programs; requiring executive officer to certify agency compliance with certain requirements; effective date.,2024-RS,0
HB3114,2023_2024,2024-RS,Public finance; Oklahoma Welfare for Corporations Act; definitions; procedures; legislative measures; analysis; report; effective date.,2024-RS,0
HB3115,2023_2024,2024-RS,Public libraries; Opposition to Marxism and Defense of Oklahoma Children Act of 2024; associations; Department of Libraries Board; required credentials; effective date.,2024-RS,0
HB3116,2023_2024,2024-RS,Revenue and taxation; Large-scale Economic Activity and Development Act of 2022; repealer; effective date; emergency.,2024-RS,0
HB3117,2023_2024,2024-RS,Public finance; agreements; disclosures; exceptions; effective date.,2024-RS,0
HB3118,2023_2024,2024-RS,Public finance; Local Development Act; blight; approval process; conflict of interest; review committees; effective date.,2024-RS,0
HB3119,2023_2024,2024-RS,State-Tribal relations; Indian tribes; Governor; offer; federally recognized Indian tribal government; requirements; effective date.,2024-RS,0
HB3120,2023_2024,2024-RS,Sex education; Parents' Bill of Rights; providing for parental opt in for child to participate in sex education; effective date; emergency.,2024-RS,0
HB3121,2023_2024,2024-RS,Schools; creating the Sex Education Act of 2024; effective date.,2024-RS,0
HB3122,2023_2024,2024-RS,Religious expression in schools; creating the Oklahoma Freedom of Religious Expression Act; effective date; emergency.,2024-RS,0
HB3123,2023_2024,2024-RS,Student discipline; School Safety and Bullying Prevention Act; allowing teacher or bus driver to exclude students for certain conduct; effective date; emergency.,2024-RS,0
HB3124,2023_2024,2024-RS,Schools; requiring a parent or guardian to provide proof of student's citizenship or legal immigration status upon school enrollment; effective date; emergency.,2024-RS,0
HB3125,2023_2024,2024-RS,Property; prohibiting foreign ownership of real property and agricultural land; effective date.,2024-RS,0
HB3126,2023_2024,2024-RS,State government; creating the Office of Management and Enterprise Services Reformation Act of 2024; effective date.,2024-RS,0
HB3127,2023_2024,2024-RS,State Government; creating the Department of Central Services; making Division a separate and distinct agency; modifying references; effective date.,2024-RS,0
HB3128,2023_2024,2024-RS,State government; creating the Department of Central Services Modernization Act of 2024; effective date.,2024-RS,0
HB3129,2023_2024,2024-RS,State government; Oklahoma Central Purchasing Act; modifying powers and duties of Director; prohibiting certain contracts; modifying sole source acquisition; effective date.,2024-RS,0
HB3130,2023_2024,2024-RS,State government; creating the Central Purchasing Act of 2024; effective date.,2024-RS,0
HB3131,2023_2024,2024-RS,Fees; Fines Assessed and Imposed Reasonably (FAIR) Act; fines; modifications; repealers; effective date.,2024-RS,0
HB3132,2023_2024,2024-RS,Crimes and punishments; increasing penalties; effective date.,2024-RS,0
HB3133,2023_2024,2024-RS,Crimes and punishments; Antiterrorism Act; modifying scope of definition of terrorism; effective date.,2024-RS,0
HB3134,2023_2024,2024-RS,Higher education; prohibiting segregation of students in any state educational institution; emergency.,2024-RS,0
HB3135,2023_2024,2024-RS,"Education funding; prohibiting public funds from being used to promote, encourage, or provide certain instruction; effective date; emergency.",2024-RS,0
HB3136,2023_2024,2024-RS,Crimes and punishments; authorizing chairs of committees to issue certain subpoenas; effective date.,2024-RS,0
HB3137,2023_2024,2024-RS,Contracts; tip and gratuity; express consent; effective date.,2024-RS,0
HB3138,2023_2024,2024-RS,Death penalty; creating the Death Penalty Moratorium Act; creating the Death Penalty Reform Task Force; emergency.,2024-RS,0
HB3139,2023_2024,2024-RS,"Administrative law; Administrative Hearings Reform Act; individual proceedings; administrative law judges; hearing examiners; district courts; evidentiary procedures; final orders; rehearing, reopening, and reconsideration; repeal; effective date.",2024-RS,0
HB3140,2023_2024,2024-RS,Petroleum storage tanks; modifying list of allowable expenditures; effective date.,2024-RS,0
HB3141,2023_2024,2024-RS,Appropriation and budget process; state governmental entities; illegal aliens; costs; reporting; effective date; emergency.,2024-RS,0
HB3142,2023_2024,2024-RS,Human trafficking; creating the Oklahoma Human Trafficking Act of 2024; effective date.,2024-RS,0
HB3143,2023_2024,2024-RS,Dangerous drugs; creating the Oklahoma Fentanyl Act of 2024; effective date.,2024-RS,0
HB3144,2023_2024,2024-RS,Sex offenders; creating the Oklahoma Sex Offenders Act of 2024; effective date.,2024-RS,0
HB3145,2023_2024,2024-RS,Department of Corrections; providing a permanent hazardous duty pay increase to certain employees of the Department of Corrections; effective date; emergency.,2024-RS,0
HB3146,2023_2024,2024-RS,Criminal procedure; creating the Freedom from Unwarranted Surveillance Act; prohibiting certain agencies and persons from using drones to gather evidence or record images; codification; effective date.,2024-RS,0
HB3147,2023_2024,2024-RS,Oklahoma State Bureau of Investigation; authorizing members of the Legislature to request investigations; effective date.,2024-RS,0
HB3148,2023_2024,2024-RS,Elected officials; creating the Anti-Terrorism Elected Official Accountability Act; prohibiting elected officials from supporting terrorist groups; codification; effective date.,2024-RS,0
HB3149,2023_2024,2024-RS,Game and Fish; Oklahoma Wildlife Act of 2024; effective date.,2024-RS,0
HB3150,2023_2024,2024-RS,Game and Fish; Oklahoma Wildlife Act of 2024; effective date.,2024-RS,0
HB3151,2023_2024,2024-RS,Turnpikes; Oklahoma Turnpike Authority; intent and powers; effective date.,2024-RS,0
HB3152,2023_2024,2024-RS,Declaratory judgment; Declaratory Judgment for Protection of the Border Act of 2024; effective date.,2024-RS,0
HB3153,2023_2024,2024-RS,Property; limiting land ownership by state and federal government; limiting easement time period; effective date,2024-RS,0
HB3154,2023_2024,2024-RS,Revenue and taxation; motor fuel tax; Oklahoma ambulance districts; effective date.,2024-RS,0
HB3155,2023_2024,2024-RS,Motor vehicles; requiring Service Oklahoma issue license plates to certain governmental entities; effective date.,2024-RS,0
HB3156,2023_2024,2024-RS,Elections; prohibiting the use of ranked choice voting; defining terms; authorizing certain entities to bring civil action; effective date.,2024-RS,0
HB3157,2023_2024,2024-RS,Prostitution; specifying penalties and fine amounts for certain offenses; effective date.,2024-RS,0
HB3158,2023_2024,2024-RS,Professions and occupations; licensing tax-exempt schools for cosmetology and barber training within state correctional facilities; effective date.,2024-RS,0
HB3159,2023_2024,2024-RS,Eminent domain; Landowner's Bill of Rights; right of first refusal or first offer; effective date.,2024-RS,0
HB3160,2023_2024,2024-RS,Attorney General; expanding scope of duties of the Attorney General; effective date.,2024-RS,0
HB3161,2023_2024,2024-RS,State government; creating the Competitive Bidding Modernization Act of 2024; effective date.,2024-RS,0
HB3162,2023_2024,2024-RS,Domestic abuse; creating the Oklahoma Domestic Abuse Act of 2024; effective date.,2024-RS,0
HB3163,2023_2024,2024-RS,Dangerous drugs; creating the Oklahoma Dangerous Drugs Act of 2024; effective date.,2024-RS,0
HB3164,2023_2024,2024-RS,State government; Oklahoma Emergency Powers Act of 2024; effective date.,2024-RS,0
HB3165,2023_2024,2024-RS,License plates; creating the License Plate Modification Act of 2024; effective date.,2024-RS,0
HB3166,2023_2024,2024-RS,Cities and towns; definitions; written requests for representation; Attorney General; annual report; effective date; emergency.,2024-RS,0
HB3167,2023_2024,2024-RS,State government; creating the Accessibility of Government Services Task Force; emergency.,2024-RS,0
HB3168,2023_2024,2024-RS,Insurance; motor vehicle damage; claim; estimate; personal inspection; effective date.,2024-RS,0
HB3169,2023_2024,2024-RS,State Fire Marshal; requiring the promulgation of certain rules; persons to be held liable for violations; emergency.,2024-RS,0
HB3170,2023_2024,2024-RS,Motor vehicles; creating the Motor Vehicle Modernization Act of 2024; effective date.,2024-RS,0
HB3171,2023_2024,2024-RS,Motor vehicles; creating the Motor Vehicle Reform Act of 2024; effective date.,2024-RS,0
HB3172,2023_2024,2024-RS,Motor vehicles; creating the Motor Vehicle Updating Act of 2024; effective date.,2024-RS,0
HB3173,2023_2024,2024-RS,Motor vehicles; creating the Motor Vehicle Efficiency Act of 2024; effective date.,2024-RS,0
HB3174,2023_2024,2024-RS,Counties and county officers; Oklahoma Counties and County Officers Act of 2024; effective date.,2024-RS,0
HB3175,2023_2024,2024-RS,Insurance; the Oklahoma Insurance Reform Act of 2024; effective date.,2024-RS,0
HB3176,2023_2024,2024-RS,Firearms; directing the Department of Public Safety to provide free firearm locks to Oklahoma residents; codification; effective date.,2024-RS,0
HB3177,2023_2024,2024-RS,Schools; creating a tiered assessment model for school performance; directing the State Department of Education to annually determine school attainment levels; effective date; emergency.,2024-RS,0
HB3178,2023_2024,2024-RS,Higher education; Oklahoma State Regents for Higher Education; funds; workshops; courses; rules; effective date.,2024-RS,0
HB3179,2023_2024,2024-RS,Civil procedure; eviction; affidavit and summons; effective date.,2024-RS,0
HB3180,2023_2024,2024-RS,State government; findings; nullification; procedures; effective date.,2024-RS,0
HB3181,2023_2024,2024-RS,Appropriations; creating the Oklahoma Career Tech Higher Education Expansion Revolving Fund; effective date; emergency.,2024-RS,0
HB3182,2023_2024,2024-RS,Drought Relief; Changing Emergency Drought Commission to Emergency Drought Committee; emergency.,2024-RS,0
HB3183,2023_2024,2024-RS,Motor vehicles; providing certain escort exemption for farm tractors and implements of husbandry; effective date.,2024-RS,0
HB3184,2023_2024,2024-RS,Medicolegal investigations; relocation; bodies; vehicles; state trooper; state medical examiner; rural counties; effective date.,2024-RS,0
HB3185,2023_2024,2024-RS,Vehicle excise tax; value of vehicle; effective date; emergency.,2024-RS,0
HB3186,2023_2024,2024-RS,Agriculture; noxious weeds; poison hemlock; Kudzu; effective date.,2024-RS,0
HB3187,2023_2024,2024-RS,Agricultural fairs and expositions; expenditure of funds; county fair association; officers; directors; effective date.,2024-RS,0
HB3188,2023_2024,2024-RS,Agriculture; Oklahoma Agriculture Act of 2024; effective date.,2024-RS,0
HB3189,2023_2024,2024-RS,Childcare; Oklahoma Childcare Act of 2024; effective date.,2024-RS,0
HB3190,2023_2024,2024-RS,Health insurance; Ensuring Transparency in Prior Authorization Act; definitions; disclosure and review of prior authorization; adverse determinations; consultation; reviewing physicians; utilization review entity; exception; retrospective denial; length of prior authorization; continuity of care; standard for transmission of authorization; failure to comply; severability; effective date.,2024-RS,0
HB3191,2023_2024,2024-RS,Driver licenses; allowing certain resident drivers to operate a vehicle without a license; defining term; effective date.,2024-RS,0
HB3192,2023_2024,2024-RS,Forestry administration and enforcement; forestry code; wildfire prevention; effective date.,2024-RS,0
HB3193,2023_2024,2024-RS,Water and water rights; spacing rules; effective date.,2024-RS,0
HB3194,2023_2024,2024-RS,Water and water rights; metering of wells; measuring requirements; data; groundwater usage report; effective date.,2024-RS,0
HB3195,2023_2024,2024-RS,Waters and water rights; critical groundwater management areas; effective date.,2024-RS,0
HB3196,2023_2024,2024-RS,Professions and occupations; Dr. Lee Denney Act of 2024; veterinary training program for rural Oklahoma; updating references; prioritizing certain students; emergency.,2024-RS,0
HB3197,2023_2024,2024-RS,Revenue and taxation; Vision Care and Research Tax Credit Act of 2024; income tax credit; vision services; donations; carryover; effective date.,2024-RS,0
HB3198,2023_2024,2024-RS,Public lands; Commissioners of Land Office; removing harmful woody species; providing for program funding; effective date; emergency.,2024-RS,0
HB3199,2023_2024,2024-RS,Public health and safety; peer review; health care professionals definition; effective date.,2024-RS,0
HB3200,2023_2024,2024-RS,Environment and natural resources; Oklahoma Natural Resources Act of 2024; effective date.,2024-RS,0
HB3201,2023_2024,2024-RS,Environment and natural resources; Oklahoma Natural Resources Act of 2024; effective date.,2024-RS,0
HB3202,2023_2024,2024-RS,Medical marijuana; creating the Medical Marijuana Act of 2024; effective date.,2024-RS,0
HB3203,2023_2024,2024-RS,Medical marijuana; creating the Medical Marijuana Act of 2024; effective date.,2024-RS,0
HB3204,2023_2024,2024-RS,Tourism funding; Oklahoma Tourism and Recreation Department Funding Act of 2024; effective date; emergency.,2024-RS,0
HB3205,2023_2024,2024-RS,Appropriations and budget; Oklahoma FY 25 Budget Implementation Act; effective date; emergency.,2024-RS,0
HB3206,2023_2024,2024-RS,Appropriations and budget; Oklahoma FY 25 Budget Implementation Act; effective date; emergency.,2024-RS,0
HB3207,2023_2024,2024-RS,Appropriations and budget; Oklahoma FY 25 Budget Implementation Act; effective date; emergency.,2024-RS,0
HB3208,2023_2024,2024-RS,Schools; creating the Education Act of 2024; effective date.,2024-RS,0
HB3209,2023_2024,2024-RS,Public safety; creating the Public Safety Act of 2024; effective date.,2024-RS,0
HB3210,2023_2024,2024-RS,Professions and occupations; Oklahoma Professions and Occupations Act of 2024; effective date.,2024-RS,0
HB3211,2023_2024,2024-RS,Professions and occupations; Oklahoma Professions and Occupations Act of 2024; effective date.,2024-RS,0
HB3212,2023_2024,2024-RS,State government; providing for dissolution of board for failing to meet certain percentage of time; requiring Governor to provide certain notice; effective date.,2024-RS,0
HB3213,2023_2024,2024-RS,Motor vehicles; municipal regulation of traffic; boundary lines; effective date.,2024-RS,0
HB3214,2023_2024,2024-RS,Health care; granting certain protections to health care institutions and health care payors; civil actions; discrimination; protections; effective date.,2024-RS,0
HB3215,2023_2024,2024-RS,Professions and occupations; Electrical License Act; requiring continuing education for renewal of certain licenses; codification; effective date.,2024-RS,0
HB3216,2023_2024,2024-RS,Abortion; Oklahoma Life is a Human Right Act; definitions; prescriptions and medications; civil liability; certain procedure; refusal of treatment; physician records; State Department of Health; exception; conduct unprofessional; revocation of license; civil action; Attorney General; right to intervene; severability; effective date.,2024-RS,0
HB3217,2023_2024,2024-RS,State government; Patriotism Not Pride Act; definition; state funds; flag display; effective date; emergency.,2024-RS,0
HB3218,2023_2024,2024-RS,Civil procedure; service of process; electronic means; effective date.,2024-RS,0
HB3219,2023_2024,2024-RS,Public health and safety; amendment of certificate or records; prohibiting amendments to biological sex; effective date.,2024-RS,0
HB3220,2023_2024,2024-RS,Driving under the influence; requiring certain arrested person make bail before release; effective date.,2024-RS,0
HB3221,2023_2024,2024-RS,Firearms; creating the Second Amendment Financial Privacy Act; prohibiting the assignment or use of firearm codes; codification; effective date.,2024-RS,0
HB3222,2023_2024,2024-RS,State government; Firearm Industry Discrimination Elimination Act of 2024; Energy Discrimination Elimination Act of 2022; effective date.,2024-RS,0
HB3223,2023_2024,2024-RS,Public buildings and public works; Public Competitive Bidding Act; local government; bid preferences; effective date; emergency.,2024-RS,0
HB3224,2023_2024,2024-RS,Crimes and punishments; increasing penalties for certain unlawful act; effective date.,2024-RS,0
HB3225,2023_2024,2024-RS,Public buildings and public works; creating the Public Building and Public Works Act of 2024; effective date.,2024-RS,0
HB3226,2023_2024,2024-RS,Higher education; Oklahoma Higher Education Act of 2024; effective date.,2024-RS,0
HB3227,2023_2024,2024-RS,Child custody; Oklahoma Child Custody Reform Act of 2024; effective date.,2024-RS,0
HB3228,2023_2024,2024-RS,Professions and occupations; creating the Professions and Occupations Act of 2024; effective date.,2024-RS,0
HB3229,2023_2024,2024-RS,Professions and occupations; Oklahoma Professions and Occupations Reform Act of 2024; effective date.,2024-RS,0
HB3230,2023_2024,2024-RS,Professions and occupations; Oklahoma Professions and Occupations Act of 2024; effective date.,2024-RS,0
HB3231,2023_2024,2024-RS,Children; Improving Employment and Education Outcomes for Homeless Youth Act; homeless; procedural requirements; written verification; identification cards; exception; age; fee; codification; effective date.,2024-RS,0
HB3232,2023_2024,2024-RS,Route 66; removing expiration date of the Oklahoma Route 66 Commission; modifying conditions for budgeting and expenditures of funds; effective date.,2024-RS,0
HB3233,2023_2024,2024-RS,Revenue and taxation; sales tax; tourism gross receipts tax; use tax; apportionments; effective date; emergency.,2024-RS,0
HB3234,2023_2024,2024-RS,Career and technology education; State Board of Career and Technology Education; high school equivalency credential; criteria; effective date.,2024-RS,0
HB3235,2023_2024,2024-RS,Poor persons; Department of Human Services; application; programs; protocols; systems; codification; effective date.,2024-RS,0
HB3236,2023_2024,2024-RS,Children; Child Abuse Prevention Act of 2024; noncodification; effective date.,2024-RS,0
HB3237,2023_2024,2024-RS,Children; Department of Human Services; advisory committee; appointments; membership; effective date; emergency.,2024-RS,0
HB3238,2023_2024,2024-RS,Long-term care; Oklahoma Health Care Authority; PACE program; agreements; enforcement; regulations; exemption; rules; Adult Day Care Act; Home Care Act; modifying definitions; emergency.,2024-RS,0
HB3239,2023_2024,2024-RS,Driving under the influence; creating a Qualified DUI Municipal Court Not of Record for certain municipalities; effective date.,2024-RS,0
HB3240,2023_2024,2024-RS,County assessors; permanent records and records maintenance; prescribing duty of submission of certain data to the State Data Center; effective date.,2024-RS,0
HB3241,2023_2024,2024-RS,Sales and use tax; apportionments; removing certain limitations; effective date; emergency.,2024-RS,0
HB3242,2023_2024,2024-RS,Guardian and ward; Oklahoma Guardian and Ward Act of 2024; effective date.,2024-RS,0
HB3243,2023_2024,2024-RS,Revenue and taxation; affordable housing tax credit; annual cap; nonrefundable; effective date.,2024-RS,0
HB3244,2023_2024,2024-RS,Schools; directing the Oklahoma State Regents for Higher Education to establish an education partnership grant program; effective date.,2024-RS,0
HB3245,2023_2024,2024-RS,Firearms; repealer; Anti-Red Flag Act; effective date.,2024-RS,0
HB3246,2023_2024,2024-RS,Firearms; allowing municipalities to enact certain ordinances; effective date.,2024-RS,0
HB3247,2023_2024,2024-RS,State employees; Oklahoma State Employee Pay Act of 2024; effective date.,2024-RS,0
HB3248,2023_2024,2024-RS,Higher education; Oklahoma Higher Education Act of 2024; effective date.,2024-RS,0
HB3249,2023_2024,2024-RS,Vaccination exemptions; Oklahoma Child Care Facilities Licensing Act; immunization exemptions; effective date.,2024-RS,0
HB3250,2023_2024,2024-RS,Parents' Bill of Rights; parental involvement in schools; allowing parent to appeal denial of a request for information; effective date; emergency.,2024-RS,0
HB3251,2023_2024,2024-RS,Firearms; authorizing the concealed carry of handguns into buildings and on fairgrounds during the Oklahoma and Tulsa State Fairs; effective date.,2024-RS,0
HB3252,2023_2024,2024-RS,State government; definitions; investment program; income tax deduction; medically indigent persons; eliminating reference to the Department of Commerce; emergency.,2024-RS,0
HB3253,2023_2024,2024-RS,Professions and occupations; State Architectural and Registered Commercial Interior Designers Act; State Board of Licensure for Professional Engineers and Land Surveyors; modifying powers and duties; effective date.,2024-RS,0
