"BillType","BillNumber","Sequence","DateAction","Action","Comment","House","ModDate"
"A",6179,4,1/8/2026 0:00:00,"REP/ACA 2RA",,"A",1/8/2026 0:00:00
"A",6179,5,1/12/2026 0:00:00,"SUB BY","S4877 (3R)","A",1/12/2026 0:00:00
"A",6180,1,12/8/2025 0:00:00,"INT 1RA REF ACW",,"A",12/8/2025 0:00:00
"A",6180,2,12/18/2025 0:00:00,"TRANS AAP",,"A",12/18/2025 0:00:00
"A",6180,3,12/18/2025 0:00:00,"REP 2RA",,"A",12/18/2025 0:00:00
"A",6181,1,12/8/2025 0:00:00,"INT 1RA REF AST",,"A",12/8/2025 0:00:00
"A",6182,1,12/8/2025 0:00:00,"INT 1RA REF AHI",,"A",12/8/2025 0:00:00
"A",6183,1,12/8/2025 0:00:00,"INT 1RA REF AJU",,"A",12/8/2025 0:00:00
"A",6184,1,12/8/2025 0:00:00,"INT 1RA REF AFI",,"A",12/8/2025 0:00:00
"A",6185,1,12/8/2025 0:00:00,"INT 1RA REF ATR",,"A",12/8/2025 0:00:00
"A",6186,1,12/8/2025 0:00:00,"INT 1RA REF AJU",,"A",12/8/2025 0:00:00
"A",6187,1,12/8/2025 0:00:00,"INT 1RA REF AHI",,"A",12/8/2025 0:00:00
"A",6188,1,12/8/2025 0:00:00,"INT 1RA REF AHE",,"A",12/8/2025 0:00:00
"A",6189,1,12/8/2025 0:00:00,"INT 1RA REF AFI",,"A",12/8/2025 0:00:00
"A",6190,1,12/8/2025 0:00:00,"INT 1RA REF ATU",,"A",12/8/2025 0:00:00
"A",6191,1,12/8/2025 0:00:00,"INT 1RA REF AHE",,"A",12/8/2025 0:00:00
"A",6192,1,12/8/2025 0:00:00,"INT 1RA REF ARP",,"A",12/8/2025 0:00:00
"A",6193,1,12/8/2025 0:00:00,"INT 1RA REF ATR",,"A",12/8/2025 0:00:00
"A",6194,1,12/8/2025 0:00:00,"INT 1RA REF ASL",,"A",12/8/2025 0:00:00
"A",6195,1,12/8/2025 0:00:00,"INT 1RA REF AHO",,"A",12/8/2025 0:00:00
"A",6196,1,12/8/2025 0:00:00,"INT 1RA REF ATG",,"A",12/8/2025 0:00:00
"A",6197,1,12/8/2025 0:00:00,"INT 1RA REF ACF",,"A",12/8/2025 0:00:00
"A",6198,1,12/8/2025 0:00:00,"INT 1RA REF AHE",,"A",12/8/2025 0:00:00
"A",6199,1,12/8/2025 0:00:00,"INT 1RA REF AED",,"A",12/8/2025 0:00:00
"A",6200,1,12/8/2025 0:00:00,"INT 1RA REF AHE",,"A",12/8/2025 0:00:00
"A",6201,1,12/8/2025 0:00:00,"INT 1RA REF ASL",,"A",12/8/2025 0:00:00
"A",6201,2,12/18/2025 0:00:00,"TRANS AAP",,"A",12/18/2025 0:00:00
"A",6201,3,12/18/2025 0:00:00,"REP 2RA",,"A",12/18/2025 0:00:00
"A",6201,4,12/22/2025 0:00:00,"PA","(52-19-1)","A",12/23/2025 0:00:00
"A",6201,5,1/6/2026 0:00:00,"R/S REF SBA",,"S",1/6/2026 0:00:00
"A",6201,6,1/8/2026 0:00:00,"REP/SCA 2RS",,"S",1/8/2026 0:00:00
"A",6201,7,1/12/2026 0:00:00,"SUB FOR","S4999 (1R)","S",1/12/2026 0:00:00
"A",6201,8,1/12/2026 0:00:00,"PS","(26-12)","S",1/12/2026 0:00:00
"A",6201,9,1/12/2026 0:00:00,"R/A 2RAC",,"A",1/12/2026 0:00:00
"A",6201,10,1/12/2026 0:00:00,"CONCUR AA","(51-18-0) (Verrelli)","A",1/14/2026 0:00:00
"A",6201,11,1/12/2026 0:00:00,"R/S 2RSC",,"S",1/12/2026 0:00:00
"A",6201,12,1/12/2026 0:00:00,"PS PBH","(24-14)","S",1/12/2026 0:00:00
"A",6201,13,1/20/2026 0:00:00,"APP","P.L.2025, c.395.","G",1/21/2026 0:00:00
"A",6202,1,12/8/2025 0:00:00,"INT 1RA REF APS",,"A",12/8/2025 0:00:00
"A",6202,2,1/5/2026 0:00:00,"REP/ACA 2RA",,"A",1/5/2026 0:00:00
"A",6202,3,1/12/2026 0:00:00,"SUB BY","S4905","A",1/12/2026 0:00:00
"A",6203,1,12/8/2025 0:00:00,"INT 1RA REF APS",,"A",12/8/2025 0:00:00
"A",6203,2,1/5/2026 0:00:00,"REP 2RA",,"A",1/5/2026 0:00:00
"A",6203,3,1/12/2026 0:00:00,"SUB BY","S4904","A",1/12/2026 0:00:00
"A",6204,1,12/8/2025 0:00:00,"INT 1RA REF ASL",,"A",12/8/2025 0:00:00
"A",6205,1,12/8/2025 0:00:00,"INT 1RA REF AED",,"A",12/8/2025 0:00:00
"A",6206,1,12/8/2025 0:00:00,"INT 1RA REF APS",,"A",12/8/2025 0:00:00
"A",6206,2,1/5/2026 0:00:00,"REP/ACA REF AAP",,"A",1/6/2026 0:00:00
"A",6207,1,12/8/2025 0:00:00,"INT 1RA REF ACF",,"A",12/8/2025 0:00:00
"A",6208,1,12/8/2025 0:00:00,"INT 1RA REF AFI",,"A",12/8/2025 0:00:00
"A",6209,1,12/8/2025 0:00:00,"INT 1RA REF AFI",,"A",12/8/2025 0:00:00
"A",6210,1,12/8/2025 0:00:00,"INT 1RA REF AJU",,"A",12/8/2025 0:00:00
"A",6210,2,12/15/2025 0:00:00,"REP 2RA",,"A",12/15/2025 0:00:00
"A",6210,3,12/22/2025 0:00:00,"PA","(48-25-0)","A",12/22/2025 0:00:00
"A",6210,4,1/6/2026 0:00:00,"R/S REF SLP",,"S",1/6/2026 0:00:00
"A",6211,1,12/8/2025 0:00:00,"INT 1RA REF AJU",,"A",12/8/2025 0:00:00
"A",6211,2,12/15/2025 0:00:00,"REP 2RA",,"A",12/15/2025 0:00:00
"A",6211,3,12/22/2025 0:00:00,"PA","(48-24-0)","A",12/22/2025 0:00:00
"A",6211,4,1/6/2026 0:00:00,"R/S REF SLP",,"S",1/6/2026 0:00:00
"A",6212,1,12/8/2025 0:00:00,"INT 1RA REF AHI",,"A",12/8/2025 0:00:00
"A",6212,2,12/11/2025 0:00:00,"REP/ACA REF AAP",,"A",12/11/2025 0:00:00
"A",6212,3,12/18/2025 0:00:00,"REP/ACA 2RA",,"A",12/18/2025 0:00:00
"A",6212,4,12/22/2025 0:00:00,"SUB BY","S4881 (4R)","A",12/22/2025 0:00:00
"A",6213,1,12/4/2025 0:00:00,"INT 1RA REF ALA",,"A",12/4/2025 0:00:00
"A",6213,2,12/15/2025 0:00:00,"REP REF AAP",,"A",12/15/2025 0:00:00
"A",6213,3,12/18/2025 0:00:00,"REP 2RA",,"A",12/18/2025 0:00:00
"A",6213,4,12/22/2025 0:00:00,"PA","(73-0-0)","A",12/22/2025 0:00:00
"A",6213,5,1/6/2026 0:00:00,"R/S REF SSG",,"S",1/6/2026 0:00:00
"A",6213,6,1/8/2026 0:00:00,"TRANS SBA",,"S",1/8/2026 0:00:00
"A",6213,7,1/8/2026 0:00:00,"REP 2RS",,"S",1/8/2026 0:00:00
"A",6213,8,1/12/2026 0:00:00,"SUB FOR","S4967","S",1/12/2026 0:00:00
"A",6213,9,1/12/2026 0:00:00,"PS PBH","(39-0)","S",1/12/2026 0:00:00
"A",6213,10,1/20/2026 0:00:00,"APP","P.L.2025, c.396.","G",1/21/2026 0:00:00
"A",6214,1,12/8/2025 0:00:00,"INT 1RA REF ASL",,"A",12/8/2025 0:00:00
"A",6215,1,12/8/2025 0:00:00,"INT 1RA REF ACE",,"A",12/8/2025 0:00:00
"A",6216,1,12/8/2025 0:00:00,"INT 1RA REF ATU",,"A",12/8/2025 0:00:00
"A",6217,1,12/8/2025 0:00:00,"INT 1RA REF ASL",,"A",12/8/2025 0:00:00
"A",6218,1,12/8/2025 0:00:00,"INT 1RA REF AHO",,"A",12/8/2025 0:00:00
"A",6219,1,12/8/2025 0:00:00,"INT 1RA REF AHO",,"A",12/8/2025 0:00:00
"A",6219,2,1/8/2026 0:00:00,"TRANS AAP",,"A",1/8/2026 0:00:00
"A",6219,3,1/8/2026 0:00:00,"REP 2RA",,"A",1/8/2026 0:00:00
"A",6219,4,1/12/2026 0:00:00,"PA","(51-24-0)","A",1/12/2026 0:00:00
"A",6220,1,12/8/2025 0:00:00,"INT 1RA REF ATG",,"A",12/8/2025 0:00:00
"A",6221,1,12/8/2025 0:00:00,"INT 1RA REF AED",,"A",12/8/2025 0:00:00
"A",6222,1,12/8/2025 0:00:00,"INT 1RA REF AFI",,"A",12/8/2025 0:00:00
"A",6223,1,12/8/2025 0:00:00,"INT 1RA REF APS",,"A",12/8/2025 0:00:00
"A",6224,1,12/8/2025 0:00:00,"INT 1RA REF AOF",,"A",12/8/2025 0:00:00
"A",6225,1,12/8/2025 0:00:00,"INT 1RA REF ASL",,"A",12/8/2025 0:00:00
"A",6226,1,12/8/2025 0:00:00,"INT 1RA REF ATU",,"A",12/8/2025 0:00:00
"A",6227,1,12/8/2025 0:00:00,"INT 1RA REF APS",,"A",12/8/2025 0:00:00
"A",6228,1,12/8/2025 0:00:00,"INT 1RA REF APS",,"A",12/8/2025 0:00:00
"A",6229,1,12/8/2025 0:00:00,"INT 1RA REF ACF",,"A",12/8/2025 0:00:00
"A",6230,1,12/8/2025 0:00:00,"INT 1RA REF ATR",,"A",12/8/2025 0:00:00
"A",6231,1,12/8/2025 0:00:00,"INT 1RA REF APS",,"A",12/8/2025 0:00:00
"A",6233,1,12/8/2025 0:00:00,"INT 1RA REF AOF",,"A",12/8/2025 0:00:00
"A",6235,1,12/4/2025 0:00:00,"INT 1RA REF APS",,"A",12/5/2025 0:00:00
"A",6235,2,12/11/2025 0:00:00,"REP REF AAP",,"A",12/11/2025 0:00:00
"A",6235,3,1/8/2026 0:00:00,"REP/ACS 2RA",,"A",1/8/2026 0:00:00
"A",6235,4,1/12/2026 0:00:00,"SUB BY","S4834 (SS/1R)","A",1/12/2026 0:00:00
"A",6236,1,12/4/2025 0:00:00,"INT 1RA REF APS",,"A",12/5/2025 0:00:00
"A",6236,2,12/11/2025 0:00:00,"REP/ACA REF AAP",,"A",12/11/2025 0:00:00
"A",6237,1,12/8/2025 0:00:00,"INT 1RA REF ALA",,"A",12/8/2025 0:00:00
"A",6237,2,12/15/2025 0:00:00,"REP/ACA 2RA",,"A",12/15/2025 0:00:00
"A",6237,3,1/5/2026 0:00:00,"RCM ACE",,"A",1/5/2026 0:00:00
"A",6237,4,1/5/2026 0:00:00,"REP/ACA 2RA",,"A",1/5/2026 0:00:00
"A",6237,5,1/12/2026 0:00:00,"SUB BY","S4928 (2R)","A",1/12/2026 0:00:00
"A",6238,1,12/8/2025 0:00:00,"INT 1RA REF ATU",,"A",12/8/2025 0:00:00
"A",6239,1,12/11/2025 0:00:00,"INT 1RA REF AEN",,"A",12/11/2025 0:00:00
"A",6240,1,12/11/2025 0:00:00,"INT 1RA REF APS",,"A",12/11/2025 0:00:00
"A",6241,1,12/11/2025 0:00:00,"INT 1RA REF AHE",,"A",12/11/2025 0:00:00
"A",6241,2,12/18/2025 0:00:00,"TRANS AAP",,"A",12/18/2025 0:00:00
"A",6241,3,12/18/2025 0:00:00,"REP/ACA 2RA",,"A",12/18/2025 0:00:00
"A",6241,4,12/22/2025 0:00:00,"SUB BY","S4927 (1R)","A",12/22/2025 0:00:00
"A",6242,1,12/11/2025 0:00:00,"INT 1RA REF ATR",,"A",12/11/2025 0:00:00
"A",6243,1,12/11/2025 0:00:00,"INT 1RA REF ATU",,"A",12/11/2025 0:00:00
"A",6244,1,12/11/2025 0:00:00,"INT 1RA REF AED",,"A",12/11/2025 0:00:00
"A",6245,1,12/11/2025 0:00:00,"INT 1RA REF APS",,"A",12/11/2025 0:00:00
"A",6246,1,12/11/2025 0:00:00,"INT 1RA REF AST",,"A",12/11/2025 0:00:00
"A",6247,1,12/11/2025 0:00:00,"INT 1RA REF AHE",,"A",12/11/2025 0:00:00
"A",6248,1,12/11/2025 0:00:00,"INT 1RA REF ATG",,"A",12/11/2025 0:00:00
"A",6249,1,12/11/2025 0:00:00,"INT 1RA REF ATU",,"A",12/11/2025 0:00:00
"A",6250,1,12/11/2025 0:00:00,"INT 1RA REF AEN",,"A",12/11/2025 0:00:00
"A",6251,1,12/11/2025 0:00:00,"INT 1RA REF AED",,"A",12/11/2025 0:00:00
"A",6252,1,12/11/2025 0:00:00,"INT 1RA REF ATR",,"A",12/11/2025 0:00:00
"A",6253,1,12/11/2025 0:00:00,"INT 1RA REF ATU",,"A",12/11/2025 0:00:00
"A",6254,1,12/11/2025 0:00:00,"INT 1RA REF APS",,"A",12/11/2025 0:00:00
"A",6255,1,12/11/2025 0:00:00,"INT 1RA REF ACW",,"A",12/11/2025 0:00:00
"A",6256,1,12/11/2025 0:00:00,"INT 1RA REF AJU",,"A",12/11/2025 0:00:00
"A",6257,1,12/11/2025 0:00:00,"INT 1RA REF AJU",,"A",12/11/2025 0:00:00
"A",6258,1,12/11/2025 0:00:00,"INT 1RA REF ATU",,"A",12/11/2025 0:00:00
"A",6259,1,12/11/2025 0:00:00,"INT 1RA REF ACE",,"A",12/11/2025 0:00:00
"A",6260,1,12/11/2025 0:00:00,"INT 1RA REF ACE",,"A",12/11/2025 0:00:00
"A",6261,1,12/11/2025 0:00:00,"INT 1RA REF AJU",,"A",12/11/2025 0:00:00
"A",6262,1,12/11/2025 0:00:00,"INT 1RA REF ATU",,"A",12/11/2025 0:00:00
"A",6263,1,12/11/2025 0:00:00,"INT 1RA REF AMV",,"A",12/11/2025 0:00:00
"A",6264,1,12/11/2025 0:00:00,"INT 1RA REF ARP",,"A",12/11/2025 0:00:00
"A",6265,1,12/11/2025 0:00:00,"INT 1RA REF AED",,"A",12/11/2025 0:00:00
"A",6266,1,12/11/2025 0:00:00,"INT 1RA REF ACW",,"A",12/11/2025 0:00:00
"A",6267,1,12/11/2025 0:00:00,"INT 1RA REF AOF",,"A",12/11/2025 0:00:00
"A",6267,2,1/5/2026 0:00:00,"TRANS AHE",,"A",1/5/2026 0:00:00
"A",6267,3,1/5/2026 0:00:00,"REP/ACA REF AAP",,"A",1/5/2026 0:00:00
"A",6267,4,1/8/2026 0:00:00,"REP/ACA 2RA",,"A",1/8/2026 0:00:00
"A",6267,5,1/12/2026 0:00:00,"SUB BY","S4847 (4R)","A",1/12/2026 0:00:00
"A",6268,1,12/15/2025 0:00:00,"INT 1RA REF ASL",,"A",12/15/2025 0:00:00
"A",6268,2,1/8/2026 0:00:00,"TRANS AAP",,"A",1/8/2026 0:00:00
"A",6268,3,1/8/2026 0:00:00,"REP 2RA",,"A",1/8/2026 0:00:00
"A",6268,4,1/12/2026 0:00:00,"SUB BY","S4925","A",1/12/2026 0:00:00
"A",6269,1,12/15/2025 0:00:00,"INT 1RA REF ASL",,"A",12/15/2025 0:00:00
"A",6270,1,12/15/2025 0:00:00,"INT 1RA REF AHO",,"A",12/15/2025 0:00:00
"A",6270,2,1/8/2026 0:00:00,"TRANS AAP",,"A",1/8/2026 0:00:00
"A",6270,3,1/8/2026 0:00:00,"REP 2RA",,"A",1/8/2026 0:00:00
"A",6270,4,1/12/2026 0:00:00,"SUB BY","S4812","A",1/12/2026 0:00:00
"A",6271,1,12/15/2025 0:00:00,"INT 1RA REF ATR",,"A",12/15/2025 0:00:00
"A",6272,1,12/15/2025 0:00:00,"INT 1RA REF ASL",,"A",12/15/2025 0:00:00
"A",6273,1,12/15/2025 0:00:00,"INT 1RA REF AAP",,"A",12/15/2025 0:00:00
"A",6273,2,12/18/2025 0:00:00,"REP 2RA",,"A",12/18/2025 0:00:00
"A",6273,3,12/22/2025 0:00:00,"PA","(75-0-0)","A",12/22/2025 0:00:00
"A",6273,4,12/22/2025 0:00:00,"R/S SWR 2RS",,"S",12/22/2025 0:00:00
"A",6273,5,12/22/2025 0:00:00,"SUB FOR","S4907","S",12/22/2025 0:00:00
"A",6273,6,12/22/2025 0:00:00,"PS PBH","(37-0)","S",12/22/2025 0:00:00
"A",6273,7,12/23/2025 0:00:00,"APP","P.L.2025, c.187.","G",12/24/2025 0:00:00
"A",6274,1,12/15/2025 0:00:00,"INT 1RA REF AAP",,"A",12/15/2025 0:00:00
"A",6274,2,12/18/2025 0:00:00,"REP 2RA",,"A",12/18/2025 0:00:00
"A",6274,3,12/22/2025 0:00:00,"PA","(75-0-0)","A",12/22/2025 0:00:00
"A",6274,4,12/22/2025 0:00:00,"R/S SWR 2RS",,"S",12/22/2025 0:00:00
"A",6274,5,12/22/2025 0:00:00,"SUB FOR","S4922","S",12/22/2025 0:00:00
"A",6274,6,12/22/2025 0:00:00,"PS PBH","(37-0)","S",12/22/2025 0:00:00
"A",6274,7,12/23/2025 0:00:00,"APP","P.L.2025, c.188.","G",12/24/2025 0:00:00
"A",6275,1,12/15/2025 0:00:00,"INT 1RA REF AAP",,"A",12/15/2025 0:00:00
"A",6275,2,12/18/2025 0:00:00,"REP 2RA",,"A",12/18/2025 0:00:00
"A",6275,3,12/22/2025 0:00:00,"PA","(74-0-0)","A",12/22/2025 0:00:00
"A",6275,4,12/22/2025 0:00:00,"R/S SWR 2RS",,"S",12/22/2025 0:00:00
"A",6275,5,12/22/2025 0:00:00,"SUB FOR","S4921","S",12/22/2025 0:00:00
"A",6275,6,12/22/2025 0:00:00,"PS PBH","(36-0)","S",12/22/2025 0:00:00
"A",6275,7,12/23/2025 0:00:00,"APP","P.L.2025, c.189.","G",12/24/2025 0:00:00
"A",6276,1,12/11/2025 0:00:00,"INT 1RA REF AAP",,"A",12/11/2025 0:00:00
"A",6276,2,12/18/2025 0:00:00,"REP/ACA 2RA",,"A",12/18/2025 0:00:00
"A",6276,3,12/22/2025 0:00:00,"PA","(52-21-0)","A",12/22/2025 0:00:00
"A",6276,4,1/6/2026 0:00:00,"R/S REF SBA",,"S",1/6/2026 0:00:00
"A",6276,5,1/8/2026 0:00:00,"REP 2RS",,"S",1/8/2026 0:00:00
"A",6276,6,1/12/2026 0:00:00,"SUB FOR","S5020","S",1/12/2026 0:00:00
"A",6276,7,1/12/2026 0:00:00,"PS PBH","(26-13)","S",1/12/2026 0:00:00
"A",6276,8,1/20/2026 0:00:00,"APP","P.L.2025, c.397.","G",1/21/2026 0:00:00
"A",6277,1,12/18/2025 0:00:00,"INT 1RA REF AED",,"A",12/19/2025 0:00:00
"A",6278,1,12/18/2025 0:00:00,"INT 1RA REF ACE",,"A",12/19/2025 0:00:00
"A",6278,2,1/5/2026 0:00:00,"REP/ACA REF AAP",,"A",1/5/2026 0:00:00
"A",6278,3,1/8/2026 0:00:00,"REP/ACA 2RA",,"A",1/8/2026 0:00:00
"A",6278,4,1/12/2026 0:00:00,"SUB BY","S3446 (SCS)","A",1/12/2026 0:00:00
"A",6279,1,12/18/2025 0:00:00,"INT 1RA REF ACE",,"A",12/19/2025 0:00:00
"A",6280,1,12/18/2025 0:00:00,"INT 1RA REF AHI",,"A",12/19/2025 0:00:00
"A",6281,1,12/18/2025 0:00:00,"INT 1RA REF ACO",,"A",12/19/2025 0:00:00
"A",6282,1,12/18/2025 0:00:00,"INT 1RA REF AHE",,"A",12/19/2025 0:00:00
"A",6283,1,12/18/2025 0:00:00,"INT 1RA REF ACE",,"A",12/19/2025 0:00:00
"A",6283,2,1/5/2026 0:00:00,"REP REF AAP",,"A",1/5/2026 0:00:00
"A",6283,3,1/8/2026 0:00:00,"REP 2RA",,"A",1/8/2026 0:00:00
"A",6283,4,1/12/2026 0:00:00,"PA","(61-9-2)","A",1/12/2026 0:00:00
"A",6284,1,12/18/2025 0:00:00,"INT 1RA REF ACF",,"A",12/19/2025 0:00:00
"A",6285,1,12/18/2025 0:00:00,"INT 1RA REF AMV",,"A",12/19/2025 0:00:00
"A",6286,1,12/18/2025 0:00:00,"INT 1RA REF AJU",,"A",12/19/2025 0:00:00
"A",6287,1,12/18/2025 0:00:00,"INT 1RA REF ASL",,"A",12/19/2025 0:00:00
"A",6288,1,12/18/2025 0:00:00,"INT 1RA REF ATR",,"A",12/19/2025 0:00:00
"A",6289,1,12/18/2025 0:00:00,"INT 1RA REF AED",,"A",12/19/2025 0:00:00
"A",6290,1,12/18/2025 0:00:00,"INT 1RA REF AHU",,"A",12/19/2025 0:00:00
"A",6291,1,12/18/2025 0:00:00,"INT 1RA REF AFI",,"A",12/19/2025 0:00:00
"A",6292,1,12/18/2025 0:00:00,"INT 1RA REF ASL",,"A",12/19/2025 0:00:00
"A",6292,2,1/8/2026 0:00:00,"TRANS AAP",,"A",1/8/2026 0:00:00
"A",6292,3,1/8/2026 0:00:00,"REP 2RA",,"A",1/8/2026 0:00:00
"A",6292,4,1/12/2026 0:00:00,"SUB BY","S5018","A",1/12/2026 0:00:00
"A",6293,1,12/15/2025 0:00:00,"INT 1RA REF AAP",,"A",12/16/2025 0:00:00
"A",6293,2,12/18/2025 0:00:00,"REP 2RA",,"A",12/18/2025 0:00:00
"A",6293,3,12/22/2025 0:00:00,"SUB BY","S2019 (2R)","A",12/22/2025 0:00:00
"A",6294,1,12/15/2025 0:00:00,"INT 1RA REF AAP",,"A",12/16/2025 0:00:00
"A",6294,2,12/18/2025 0:00:00,"REP/ACS 2RA",,"A",12/18/2025 0:00:00
"A",6294,3,1/12/2026 0:00:00,"SUB BY","S5015 (SCS)","A",1/12/2026 0:00:00
"A",6295,1,12/18/2025 0:00:00,"INT 1RA REF AAP",,"A",12/18/2025 0:00:00
"A",6295,2,12/18/2025 0:00:00,"REP 2RA",,"A",12/18/2025 0:00:00
"A",6295,3,12/22/2025 0:00:00,"SUB BY","S4509 (SCS/1R)","A",12/22/2025 0:00:00
"A",6296,1,12/22/2025 0:00:00,"INT 1RA REF AAP",,"A",12/22/2025 0:00:00
"A",6296,2,1/5/2026 0:00:00,"TRANS ASL",,"A",1/5/2026 0:00:00
"A",6296,3,1/5/2026 0:00:00,"REP 2RA",,"A",1/6/2026 0:00:00
"A",6296,4,1/8/2026 0:00:00,"RCM AAP",,"A",1/8/2026 0:00:00
"A",6296,5,1/8/2026 0:00:00,"REP 2RA",,"A",1/8/2026 0:00:00
"A",6296,6,1/12/2026 0:00:00,"SUB BY","S5021","A",1/12/2026 0:00:00
"A",6297,1,12/22/2025 0:00:00,"INT 1RA REF ARP",,"A",12/22/2025 0:00:00
"A",6298,1,12/22/2025 0:00:00,"INT 1RA REF ACE",,"A",12/22/2025 0:00:00
"A",6298,2,1/5/2026 0:00:00,"REP REF AAP",,"A",1/5/2026 0:00:00
"A",6298,3,1/8/2026 0:00:00,"REP/ACA 2RA",,"A",1/8/2026 0:00:00
"A",6298,4,1/12/2026 0:00:00,"PA","(48-25-0)","A",1/12/2026 0:00:00
"A",6298,5,1/12/2026 0:00:00,"R/S SWR 2RS",,"S",1/12/2026 0:00:00
"A",6298,6,1/12/2026 0:00:00,"SUB FOR","S5025 (1R)","S",1/12/2026 0:00:00
"A",6298,7,1/12/2026 0:00:00,"PS PBH","(24-14)","S",1/14/2026 0:00:00
"A",6298,8,1/20/2026 0:00:00,"APP","P.L.2025, c.398.","G",1/21/2026 0:00:00
"A",6299,1,12/22/2025 0:00:00,"INT 1RA REF AFI",,"A",12/22/2025 0:00:00
"A",6300,1,1/2/2026 0:00:00,"INT 1RA REF ATR",,"A",1/2/2026 0:00:00
"A",6301,1,1/2/2026 0:00:00,"INT 1RA REF ATG",,"A",1/2/2026 0:00:00
"A",6302,1,1/2/2026 0:00:00,"INT 1RA REF AED",,"A",1/2/2026 0:00:00
"A",6302,2,1/8/2026 0:00:00,"TRANS AAP",,"A",1/8/2026 0:00:00
"A",6302,3,1/8/2026 0:00:00,"REP 2RA",,"A",1/8/2026 0:00:00
"A",6302,4,1/12/2026 0:00:00,"SUB BY","S5026","A",1/12/2026 0:00:00
"A",6303,1,1/2/2026 0:00:00,"INT 1RA REF AJU",,"A",1/2/2026 0:00:00
"A",6304,1,1/2/2026 0:00:00,"INT 1RA REF AJU",,"A",1/2/2026 0:00:00
"A",6305,1,1/2/2026 0:00:00,"INT 1RA REF ACE",,"A",1/2/2026 0:00:00
"A",6306,1,1/2/2026 0:00:00,"INT 1RA REF ACE",,"A",1/2/2026 0:00:00
"A",6306,2,1/5/2026 0:00:00,"REP REF AAP",,"A",1/5/2026 0:00:00
"A",6306,3,1/8/2026 0:00:00,"REP 2RA",,"A",1/8/2026 0:00:00
"A",6306,4,1/12/2026 0:00:00,"PA","(49-22-0)","A",1/12/2026 0:00:00
"A",6306,5,1/12/2026 0:00:00,"R/S SWR 2RS",,"S",1/12/2026 0:00:00
"A",6306,6,1/12/2026 0:00:00,"SUB FOR","S5031 (1R)","S",1/12/2026 0:00:00
"A",6306,7,1/12/2026 0:00:00,"PS PBH","(31-6)","S",1/12/2026 0:00:00
"A",6306,8,1/20/2026 0:00:00,"APP","P.L.2025, c.399.","G",1/21/2026 0:00:00
"A",6307,1,1/2/2026 0:00:00,"INT 1RA REF ACE",,"A",1/2/2026 0:00:00
"A",6307,2,1/8/2026 0:00:00,"TRANS AAP",,"A",1/8/2026 0:00:00
"A",6307,3,1/8/2026 0:00:00,"REP/ACA 2RA",,"A",1/8/2026 0:00:00
"A",6307,4,1/12/2026 0:00:00,"PA","(59-14-1)","A",1/12/2026 0:00:00
"A",6307,5,1/12/2026 0:00:00,"R/S SWR 2RS",,"S",1/12/2026 0:00:00
"A",6307,6,1/12/2026 0:00:00,"SUB FOR","S5030 (1R)","S",1/12/2026 0:00:00
"A",6307,7,1/12/2026 0:00:00,"PS PBH","(33-4)","S",1/12/2026 0:00:00
"A",6307,8,1/20/2026 0:00:00,"APP","P.L.2025, c.400.","G",1/21/2026 0:00:00
"A",6308,1,1/2/2026 0:00:00,"INT 1RA REF AJU",,"A",1/2/2026 0:00:00
"A",6308,2,1/5/2026 0:00:00,"REP REF AAP",,"A",1/5/2026 0:00:00
"A",6308,3,1/8/2026 0:00:00,"REP/ACA 2RA",,"A",1/8/2026 0:00:00
"A",6308,4,1/12/2026 0:00:00,"MOTION","To Aa (Kanitra)","A",1/12/2026 0:00:00
"A",6308,5,1/12/2026 0:00:00,"MOTION","To Table (Quijano) (42-24-0)","A",1/12/2026 0:00:00
"A",6308,6,1/12/2026 0:00:00,"PA","(48-24-0)","A",1/14/2026 0:00:00
"A",6308,7,1/12/2026 0:00:00,"R/S SWR 2RS",,"S",1/12/2026 0:00:00
"A",6308,8,1/12/2026 0:00:00,"SUB FOR","S5036 (1R)","S",1/12/2026 0:00:00
"A",6308,9,1/12/2026 0:00:00,"MOTION","To Sa (Schepisi)","S",1/12/2026 0:00:00
"A",6308,10,1/12/2026 0:00:00,"MOTION","To Table Sa (25-14) (Ruiz)","S",1/12/2026 0:00:00
"A",6308,11,1/12/2026 0:00:00,"PS PBH","(24-15)","S",1/14/2026 0:00:00
"A",6308,12,1/20/2026 0:00:00,"APP","P.L.2025, c.401.","G",1/21/2026 0:00:00
"A",6309,1,1/2/2026 0:00:00,"INT 1RA REF AJU",,"A",1/2/2026 0:00:00
"A",6309,2,1/5/2026 0:00:00,"REP REF AAP",,"A",1/5/2026 0:00:00
"A",6309,3,1/8/2026 0:00:00,"REP/ACA 2RA",,"A",1/8/2026 0:00:00
"A",6309,4,1/12/2026 0:00:00,"MOTION","To As (Kanitra)","A",1/12/2026 0:00:00
"A",6309,5,1/12/2026 0:00:00,"MOTION","To Table (Quijano) (42-23-0)","A",1/12/2026 0:00:00
"A",6309,6,1/12/2026 0:00:00,"PA","(47-26-0)","A",1/12/2026 0:00:00
"A",6309,7,1/12/2026 0:00:00,"R/S SWR 2RS",,"S",1/12/2026 0:00:00
"A",6309,8,1/12/2026 0:00:00,"SUB FOR","S5037 (1R)","S",1/12/2026 0:00:00
"A",6309,9,1/12/2026 0:00:00,"PS PBH","(23-14)","S",1/12/2026 0:00:00
