bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
A-5826,2024_2025,"Emergency Medical Technician Training Fund-revise law, EMT eligibility for funds",APS,"Stanley, Sterley S.",2025-06-16,,,S-4914,"Revises law related to EMT eligibility for receiving funds from ""Emergency Medical Technician Training Fund."""
A-5827,2024_2025,Film/digital media production tax credit prog-concerns req and availability,SUB,"Pintor Marin, Eliana; Peterpaul, Luanne M.; Donlon, Margie",2025-06-16,,,S-4618,Modifies certain requirements and award availability under film and digital media content production tax credit program.
A-5828,2024_2025,Surgical practices-remove req to be licensed as ambulatory care facilities,AHE,"Speight, Shanique",2025-06-16,,,,Removes requirements for surgical practices to be licensed as ambulatory care facilities and requires surgical practices to register with DOH.
A-5829,2024_2025,"Realtor services, certain-prohibit imposition of costs on residential tenants",AHO,"Speight, Shanique",2025-06-16,,,S-4496,Prohibits imposition of costs of certain realtor services on residential tenants.
A-5830,2024_2025,"Doulas, certified-provide certain employment protections",ALA,"Speight, Shanique",2025-06-16,,,,Provides certain employment protections for certified doulas.
A-5831,2024_2025,"Elevator maintenance & signage-establish consumer-facing portal, cert buildings",AHU,"Speight, Shanique",2025-06-16,,,S-3159,Establishes consumer-facing portal for elevator maintenance for owners of certain buildings to provide information on elevator servicer; requires certain signage; requires DCA to establish senior housing elevator maintenance loan program.
A-5832,2024_2025,"Health insurance carriers-proh making cert changes, during term of contract",AFI,"Hutchison, Dan",2025-06-16,,,,Prohibits health insurance carriers from making certain changes to contract with network providers during term of contract.
A-5833,2024_2025,Substance abuse prevention programs-estab grant program for sch dist to estab,AED,"Fantasia, Dawn",2025-06-16,,,S-4576,Establishes grant program for school districts to establish substance abuse prevention programs for eighth grade students.
A-5834,2024_2025,"Illegal drugs suspected, presence of child-req enforce off follow cert procedure",ACF,"Fantasia, Dawn",2025-06-16,,,,Requires law enforcement officers to follow certain procedures when illegal drugs are suspected of being used in presence of children.
A-5835,2024_2025,"Child abuse & neglect-law enforce officer undergo training, reporter of incident",ACF,"Fantasia, Dawn",2025-06-16,,,,Requires law enforcement officers to undergo training on their responsibilities as mandated reporters of incidents of child abuse and neglect.
A-5836,2024_2025,Plea agreements & controlled dangerous substances-publish annual report,AJU,"Matsikoudis, Michele; Muñoz, Nancy F.",2025-06-16,,,,Requires county prosecutors to publish annual report related to plea agreements and controlled dangerous substances.
A-5837,2024_2025,Defendant charged w/ repeat home invasion-elim presumption of pretrial release,AJU,"Matsikoudis, Michele; Muñoz, Nancy F.; Barlas, Al",2025-06-16,,,S-4624,Eliminates presumption of pretrial release for defendants charged with repeat home invasion offenses.
A-5838,2024_2025,Law enforcement license-certify law enforce off. meets cert criteria for renewal,APS,"McClellan, Antwan L.; Speight, Shanique",2025-06-16,,,S-4612,Permits county sheriffs to certify that law enforcement officer meets certain criteria for renewal of law enforcement license.
A-5839,2024_2025,Utility asst programs-dedicate cert energy sales & use tax receipts to support,ATU,"Rumpf, Brian E.",2025-06-16,,,S-4549,Dedicates certain energy sales and use tax receipts to support utility assistance programs.
A-5840,2024_2025,Power Generation Training Ctr-train in nuclear/non-nuclear power generation,ATU,"Sauickie, Alex",2025-06-16,,,,Establishes Power Generation Training Center to train workers in nuclear and non-nuclear power generation.
A-5841,2024_2025,Grid Reliability Protection Act-concerns electric generation facilities,ATU,"Sauickie, Alex",2025-06-16,,,S-4561,"""Grid Reliability Protection Act""; prohibits State agencies from decommissioning electric generation facilities in State under certain circumstances."
A-5842,2024_2025,"Fishing license fees, resident & nonresident-exempt, under 18 years of age",ACE,"Sauickie, Alex",2025-06-16,,,,Exempts individuals under 18 years of age from resident and nonresident fishing license fees.
A-5843,2024_2025,Basic generation service auctions-require BPU allow certain practices,ATU,"Sauickie, Alex",2025-06-16,,,,Requires BPU to allow certain bidding practices during basic generation service auctions.
A-5844,2024_2025,"Planned real estate developments, cert-modifies capital reserve funding req",SUB,"Lopez, Yvonne; Stanley, Sterley S.; McCoy, Tennille R.",2025-06-12,,,S-3992,Modifies capital reserve funding requirements for certain planned real estate developments.
A-5845,2024_2025,"Land & improvements, cert-sell as surplus property in Town of Morristown",ASL,"Dunn, Aura K.",2025-06-16,,,S-4410,Authorizes State Treasurer to sell as surplus property certain land and improvements in Town of Morristown in Morris County.
A-5846,2024_2025,"Automobile insur, private passenger-revise territorial rating plans by insurers",AFI,"Coughlin, Craig J.",2025-06-16,,,S-4563,Revises territorial rating plans used by insurers writing private passenger automobile insurance.
A-5847,2024_2025,"School district's annual audit, 2024-2025 sch yr-extend deadline for completion",2RAG,"Coughlin, Craig J.; Sarlo, Paul A.",2025-06-16,,,S-4608,Extends deadline for completion of school district's annual audit for 2024-2025 school year.
A-5848,2024_2025,"Child endangerment-modifies statute, include AI technology; estab criminal penal",SLP,"Katz, Andrea; Drulis, Mitchelle; Park, Ellen J.",2025-06-16,,,,Modifies child endangerment statute to include AI technology; establishes criminal penalties.
A-5849,2024_2025,Government Restructuring and Modernization Commission-establish,ASL,"Miller, Cody D.",2025-06-19,,,,Establishes New Jersey Government Restructuring and Modernization Commission.
A-5850,2024_2025,"Disorderly person off-create, person who conceal identity while committing crime",AJU,"Miller, Cody D.; Hutchison, Dan",2025-06-19,,,S-4842,Creates disorderly persons offense for persons who conceal or attempt to conceal their identity while committing another crime or offense.
A-5851,2024_2025,"Scrap tire storage, collection, & disposal-estab hauler license & site permit",APP,"Moen, William F.; McCoy, Tennille R.; McKeon, John F.",2025-06-19,,389.0,S-4630,"Directs DEP to establish scrap tire hauler license and scrap tire storage, collection, and disposal site permit."
A-5852,2024_2025,Scrap metal facilities-require DEP regulate as recycling facilities,SEN,"Moen, William F.; Reynolds-Jackson, Verlina; McCoy, Tennille R.",2025-06-19,,,,Requires DEP to regulate scrap metal facilities as recycling facilities.
A-5853,2024_2025,Regulatory Modernization Commission-establish,ASL,"Miller, Cody D.; Drulis, Mitchelle",2025-06-19,,,,Establishes New Jersey Regulatory Modernization Commission.
A-5854,2024_2025,"Motor vehicle franchisors, cert-sell, lease, or assign vehicles to employees",APP,"Azzariti Jr., John V.; Schepisi, Holly T.; Sarlo, Paul A.",2025-06-19,2025-12-19,176.0,S-4614,"Allows certain motor vehicle franchisors to sell, lease, or assign vehicles to employees."
A-5855,2024_2025,"Controlled dangerous substances, cert-increase penal, manuf/distribute/dispense",AJU,"Guardian, Donald A.",2025-06-19,,,S-4631,"Increases penalty for crime of manufacturing, distributing, or dispensing certain Schedule I or II controlled dangerous substances."
A-5856,2024_2025,State school aid-require certain districts receive additional; authorize approp,AED,"McGuckin, Gregory P.",2025-06-19,,,,Requires certain school districts to receive additional State aid for certain State school aid reductions from previous school years; authorizes appropriation.
A-5857,2024_2025,"Land & improvements, City of Trenton & Twp of Lawrence-sell as surplus property",APP,"Reynolds-Jackson, Verlina; Verrelli, Anthony S.; Greenstein, Linda R.",2025-06-16,2025-11-13,159.0,S-4621,Authorizes State Treasurer to sell as surplus property certain land and improvements in City of Trenton and Township of Lawrence in Mercer County.
A-5858,2024_2025,"Community Hazard Asst. Mitigation Prog-expend cert sums, projects for FY2026",SUB,"Sampson, William B.; Stanley, Sterley S.; Ramirez, Jessica",2025-06-19,,,S-4511,Authorizes NJ Infrastructure Bank to expend certain sums to make loans for Community Hazard Assistance Mitigation Program projects for FY2026.
A-5859,2024_2025,"Local bond ordinances-elim 5% down payment, hazard mitigation/resilience proj",SUB,"Abdelaziz, Al; Tully, Chris; Collazos-Gill, Alixon",2025-06-19,,,S-4472,Eliminates five percent down payment requirement for local bond ordinances involving hazard mitigation and resilience projects.
A-5860,2024_2025,Open space acquisition/park devel/planning project/cert admin expenses;$107.999M,SUB,"Morales, Carmen Theresa; Singh, Balvir; Swain, Lisa",2025-06-19,,,S-4567,"Appropriates $107,999,000 from constitutionally dedicated CBT revenues and various Green Acres funds to DEP for local government open space acquisition, park development, and planning projects, and for certain administrative expenses."
A-5861,2024_2025,Farmland preservation purposes-approp CBT revenue & other preserv funds;$52.798M,SUB,"Egan, Kevin P.; Katz, Andrea; Donlon, Margie",2025-06-19,,,S-4531,"Appropriates $52,798,268 from constitutionally dedicated CBT revenues and other farmland preservation funds to State Agriculture Development Committee for farmland preservation purposes."
A-5862,2024_2025,"Farmland preservation purposes-approp CBT rev, planning incentive grants;$34M",SUB,"Bailey, David; Miller, Cody D.; Freiman, Roy",2025-06-19,,,S-4524,Appropriates $34 million from constitutionally dedicated CBT revenues to State Agriculture Development Committee for county planning incentive grants for farmland preservation purposes.
A-5863,2024_2025,Farmland preservation purposes-approp for municipal planning incentives;$500K,SUB,"Hutchison, Dan; Park, Ellen J.; Bailey, David",2025-06-19,,,S-4566,"Appropriates $500,000 from constitutionally dedicated CBT revenues to State Agriculture Development Committee for municipal planning incentive grants for farmland preservation purposes."
A-5864,2024_2025,"Open space/park devel/planning projects/cert admin expenses, grants;$13.640M",SUB,"Drulis, Mitchelle; Reynolds-Jackson, Verlina; Moen, William F.",2025-06-19,,,S-4569,"Appropriates $13,640,000 to DEP from constitutionally dedicated CBT revenues for grants to certain nonprofit entities for open space acquisition, park development, and planning projects, and for certain administrative expenses."
A-5865,2024_2025,Farmland preservation purposes-appropriate CBT revenues for grants;$3.750M,SUB,"Bagolie, Rosaura; Calabrese, Clinton; Spearman, William W.",2025-06-19,,,S-4551,"Appropriates $3,750,990 from constitutionally dedicated CBT revenues to State Agriculture Development Committee for grants to certain nonprofit organizations for farmland preservation purposes."
A-5866,2024_2025,Ambulatory care facility-revise provisions of State law concerning licensure,AHE,"Verrelli, Anthony S.",2025-06-23,,,,Revises provisions of State law concerning licensure of ambulatory care facility.
A-5867,2024_2025,"Professional barbering svcs-concerns licensure, prov in another state or country",SCM,"Schaer, Gary S.",2025-06-23,,,S-4540,Concerns licensure of persons in New Jersey who provide professional barbering services in another state or foreign country.
A-5868,2024_2025,Driver's license reciprocity agreement-enter with Republic of Ireland,ATR,"Murphy, Carol A.; DeAngelo, Wayne P.; Moen, William F.",2025-06-23,,,S-4648,Directs MVC Chief Administrator to enter into driver's license reciprocity agreement with Republic of Ireland.
A-5869,2024_2025,Intoxicated Driving Prog-impose addl curriculum; req participation by offenders,APS,"Murphy, Carol A.",2025-06-23,,,,"Imposes additional curriculum for Intoxicated Driving Program; requires participation by offenders convicted of, or initially charged with DWI."
A-5870,2024_2025,On-demand micro transit programs-estab requirements for operating in NJ,2RA,"Sampson, William B.; Quijano, Annette",2025-06-23,,,S-3450,Establishes requirements for on-demand micro transit programs operating in NJ.
A-5871,2024_2025,"Real property, privately owned & leased to cert entities-exempt prop taxation",ASL,"DeAngelo, Wayne P.",2025-06-23,,,S-4513,Exempts from property taxation real property privately owned and leased to certain public entities for public purposes.
A-5872,2024_2025,"Youth & sports org., volunteer/employee/organizer-receive background check",APS,"Webber, Jay",2025-06-23,,,S-4727,"Requires volunteers, employees, and organizers of certain youth and sports organizations to receive criminal history record background checks."
A-5873,2024_2025,Sales & use tax-exempt grooming & hygiene products & cert baby products,ACF,"Fantasia, Dawn",2025-06-23,,,S-4580,Exempts grooming and hygiene products and certain baby products from sales and use tax. 
A-5874,2024_2025,"Veterans, honorably discharged-provide property tax deduction up to $5K",ASL,"Sauickie, Alex",2025-06-23,,,,"Provides property tax deduction up to $5,000 to honorably discharged veterans having a service-connected disability rating less than 100 percent."
A-5875,2024_2025,"Daniel's Law-expand to prohibit disclosure of personal info, members of NJ Leg.",AJU,"DePhillips, Christopher P.",2025-06-23,,,S-4683,"Expands ""Daniel's Law"" to prohibit disclosure of personal information of members of NJ Legislature."
A-5876,2024_2025,Oralfacial pain-req NJ St Bd of Dentisty include as a special area of dentistry,ARP,"Dunn, Aura K.",2025-06-23,,,,Requires New Jersey State Board of Dentistry to include oralfacial pain as a special area of dentistry.
A-5877,2024_2025,Nursing homes-revise assessment imposed if permissible under federal law,SBA,"Greenwald, Louis D.",2025-06-23,,,S-4635,Revises assessment imposed on nursing homes if permissible under federal law.
A-5878,2024_2025,Publication of required legal notices-provide on government Internet websites,SUB,"Schnall, Alexander; Inganamort, Michael",2025-06-24,,,S-4654,Provides for publication of required legal notices on government Internet websites and through certain online news publications.
A-5879,2024_2025,Old Courthouse asbestos remediation funding-assign distribution to Jersey City,SUB,"McCann Stamato, Barbara",2025-06-19,,,S-4620,Amends Fiscal Year 2025 annual appropriations act to assign distribution of Old Courthouse asbestos remediation funding from Hudson County to Jersey City.
A-5880,2024_2025,"Alcoholic bev licenses, inactive-allow cert redevelopers be exempt from restrict",AOF,"Bailey, David",2025-06-23,,,S-4628,Allows certain redevelopers to be exempt from inactive alcoholic beverage licenses restriction.
A-5881,2024_2025,Community Power Storage Program-establish,ATU,"DeAngelo, Wayne P.",2025-06-24,,,,"Establishes ""Community Power Storage Program."""
A-5882,2024_2025,Nonprofit Security Grant Program-expand,APS,"Sauickie, Alex",2025-06-24,,,S-4759,"Expands ""New Jersey Nonprofit Security Grant Program."""
A-5883,2024_2025,Impact Fee Act-impose impact fee for development of real property,ASL,"Azzariti Jr., John V.",2025-06-25,,,,"""New Jersey Impact Fee Act""; concerns municipal authority to impose impact fee for development of real property."
A-5884,2024_2025,"Farmland, cert-proh production for purpose other than agricultural/horticultural",ASL,"Sauickie, Alex; Inganamort, Michael; Myhre, Gregory E.",2025-06-25,,,S-4682,Prohibits condemnation of farmland actively supporting agricultural or horticultural production for purpose other than agricultural or horticultural production.
A-5885,2024_2025,Drinking water-establish maximum contaminant level for hexavalent chromium,AEN,"Collazos-Gill, Alixon",2025-06-25,,,S-4634,Requires DEP to establish maximum contaminant level for hexavalent chromium in drinking water.
A-5886,2024_2025,"United States House of Representatives-revise process, filling vacancy from St.",APP,"Collazos-Gill, Alixon; Drulis, Mitchelle; Zwicker, Andrew",2025-06-25,2026-01-15,275.0,S-4664,Revises process for filling vacancy from this State in United States House of Representatives.
A-5888,2024_2025,Private Contractor Registration Act-establish,ALA,"Collazos-Gill, Alixon",2025-06-26,,,,"Establishes ""New Jersey Private Contractor Registration Act."""
A-5889,2024_2025,"Contract set-aside program, State-institute for union business enterprises",ASL,"Sampson, William B.",2025-06-26,,,,Institutes State contract set-aside program for union business enterprises.
A-5890,2024_2025,Secretary of Commerce Act-estab Dept of Commerce as principal dept; make approp,ACE,"Miller, Cody D.",2025-06-26,,,,"""New Jersey Secretary of Commerce Act""; establishes Department of Commerce as principal department in Executive Branch of State government; makes an appropriation."
A-5891,2024_2025,"Public instit of higher ed-estab prog, prov guaranteed admission, cert students",ASL,"Miller, Cody D.; Hutchison, Dan",2025-06-26,,,S-4791,Establishes program to provide guaranteed admission to public institutions of higher education for certain public school students.
A-5892,2024_2025,Water use by large-scale data centers-conduct study of short & long term effects,AEN,"Karabinchak, Robert J.",2025-06-27,,,,Requires DEP to conduct study of short and long term effects of water use by large-scale data centers.
A-5893,2024_2025,Veterans Assistance Trust-establish,AMV,"Murphy, Carol A.",2025-06-27,,,,"Establishes ""New Jersey Veterans Assistance Trust."""
A-5894,2024_2025,Income access services & related provider contracts-creates certain requirements,AFI,"Reynolds-Jackson, Verlina",2025-06-27,,,S-4720,Creates certain requirements for certain earned income access services and related provider contracts.
A-5895,2024_2025,Commission on Environmental Education-revise membership and duties,AED,"Reynolds-Jackson, Verlina; Carter, Linda S.",2025-06-27,,,S-4679,Revises membership and duties of NJ Commission on Environmental Education.
A-5896,2024_2025,Office of Permitting & Broadband Deployment & Devel. Efficiency-establish;$2M,ACE,"Katz, Andrea; Singh, Balvir",2025-06-27,,,,Establishes Office of Permitting and Broadband Deployment and Development Efficiency in Department of State and establishes NJ Permit Fast Track Program; appropriates $2 million.
A-5897,2024_2025,Advanced transmission technology-estab workforce development training prog,ALA,"DeAngelo, Wayne P.",2025-06-27,,,S-4675,Establishes workforce development training program for advanced transmission technology.
A-5898,2024_2025,Advanced transmission technologies-require BPU study potential deployment,2RA,"Calabrese, Clinton; Karabinchak, Robert J.; Hutchison, Dan",2025-06-27,,,S-4676,Requires BPU to study potential deployment of advanced transmission technologies in NJ.
A-5899,2024_2025,"Homicide, law enforcement officer-allow juvenile, tried as adult for committing",AJU,"Barlas, Al",2025-06-27,,,,Allows juvenile regardless of age to be tried as adult for committing homicide against law enforcement officer.
A-5900,2024_2025,Voter registration-require notice be provided upon changes,ASL,"Barlas, Al; Venezia, Michael",2025-06-27,,,,Requires notice be provided upon changes to voter registration; prohibits changes in party affiliation from being processed after statutory deadline.
A-5901,2024_2025,"Preserv. farmland-auth construction/installation/operation, cert energy projects",APP,"Bailey, David; Karabinchak, Robert J.; DeAngelo, Wayne P.",2025-06-27,,390.0,S-4690,Authorizes certain energy projects involving installation of transmission and distribution wires that cross preserved farmland.*
A-5902,2024_2025,Electric capacity & transmission-research and recommend certain action,SEG,"Karabinchak, Robert J.; Bailey, David; Swain, Lisa",2025-06-27,,,S-4693,Requires BPU to work with neighboring states to research and recommend certain action concerning electric capacity and transmission.
A-5903,2024_2025,SHBP plan offerings and governance-make various changes,AAP,"Verrelli, Anthony S.; Reynolds-Jackson, Verlina; DeAngelo, Wayne P.",2025-06-27,,,,Makes various changes to SHBP plan offerings and governance.
A-5904,2024_2025,Advisory Graduate Medical education Council of NJ-revise statutory obligations,AHE,"Murphy, Carol A.; Greenwald, Louis D.",2025-06-30,,,,Revises statutory obligations of Advisory Graduate Medical Education Council of New Jersey.
A-5905,2024_2025,Parolee violates domestic violence restraining order-notify State Parole Board,SJU,"Speight, Shanique; Park, Ellen J.; Reynolds-Jackson, Verlina",2025-06-30,,,,Requires law enforcement to notify State Parole Board when parolee violates domestic violence restraining order.*
A-5906,2024_2025,Megan's Law-req AOC and State Parole Board conduct comprehensive study,AAP,"Katz, Andrea; Haider, Shama A.",2025-06-30,,,S-4962,"Requires AOC, in conjunction with State Parole Board, to conduct comprehensive study on Megan's Law."
A-5907,2024_2025,Automated license plate reader-concerns,SLP,"Drulis, Mitchelle; McCoy, Tennille R.; Swain, Lisa",2025-06-30,,,S-4963,Prohibits sharing automated license plate reader information for interstate investigation concerning reproductive health care services that are legal in NJ.
A-5908,2024_2025,Early childhood ed-amend FY2026 approp act to revise various language provisions,APP,"Pintor Marin, Eliana; Ruiz, M. Teresa",2025-06-27,2025-07-09,102.0,S-4695,Amends FY2026 appropriations act to revise various language provisions concerning early childhood education.
A-5909,2024_2025,"Kindergarten prog, full-day-estab one-time grant prog, free in cert district;$5M",AED,"Clifton, Robert D.; Dunn, Aura K.",2025-07-24,,,S-4762,"Establishes one-time grant program to support implementation of free, full-day kindergarten programs in certain school districts; appropriates $5 million."
A-5910,2024_2025,Class I renewable energy-modifies definition to include nuclear fission,ATU,"Sauickie, Alex",2025-07-24,,,,Modifies definition of Class I renewable energy to include nuclear fission; provides CBT tax credit for production of clean baseload power.
A-5911,2024_2025,Motor vehicle liability coverage-lower minimum amount for autocabs,AFI,"Stanley, Sterley S.",2025-07-24,,,,Lowers minimum amount of motor vehicle liability coverage for autocabs.
A-5912,2024_2025,Public Option Health Care Act-concerns,AFI,"Allen, John",2025-07-24,,,S-4218,"""New Jersey Public Option Health Care Act."""
A-5913,2024_2025,Farm brewery licensees-permit to sell products for consumption on premises,ACE,"Peterpaul, Luanne M.; Donlon, Margie",2025-07-24,,,S-4714,Permits farm brewery licensees to sell products to consumers for consumption on licensed premises. 
A-5914,2024_2025,Health Care Heroes Violence Prevention Act-concerns aggravated assault,AAP,"Donlon, Margie; Speight, Shanique; Greenwald, Louis D.",2025-07-24,,,S-4715,"Revises definition of health care professional in aggravated assault statute to match definition under ""Health Care Heroes Violence Prevention Act."""
A-5915,2024_2025,Automated external defibrillator-require certain golf courses to maintain,AHE,"Donlon, Margie; Sampson, William B.",2025-07-24,,,S-4724,Requires certain golf courses to maintain automated external defibrillator. 
A-5916,2024_2025,Businesses impacted by cert public hwy projects-estab EDA grant program;$1M,ACE,"Kean, Sean T.",2025-07-24,,,S-4673,Establishes EDA grant program to support increased business expenses incurred by certain businesses impacted by certain public highway projects; appropriates $1 million.
A-5917,2024_2025,"Daniel's Law-amend to provide exemptions, land surveyors for cert redaction req.",AJU,"Lopez, Yvonne; Quijano, Annette; Morales, Carmen Theresa",2025-07-24,,,S-4647,"Amends ""Daniel's Law"" to provide exemptions for land surveyors for certain property record redaction requirements."
A-5918,2024_2025,Domestic violence victims-estab mitigating factor for sentencing of defendants,AJU,"Lopez, Yvonne; Pintor Marin, Eliana",2025-07-24,,,S-4586,Establishes mitigating factor for sentencing of defendants who are victims of domestic violence and provides for resentencing and trauma-informed reentry support services.
A-5919,2024_2025,Autonomous vehicle pilot program-establish,ATR,"Karabinchak, Robert J.; Calabrese, Clinton",2025-07-24,,,S-4702,Establishes autonomous vehicle pilot program.
A-5920,2024_2025,Borinqueneers Park-reassign approp for City of Perth Amboy to Education Alliance,SUB,"Collazos-Gill, Alixon",2025-07-24,,,S-4824,Amends Fiscal Year 2026 annual appropriations act to reassign appropriation for Borinqueneer Park from City of Perth Amboy to Borinqueneers Park Education Alliance.  
A-5921,2024_2025,"Dialysis-related drugs & devices, cert-establish pharmacist licensing exemption",ARP,"Quijano, Annette",2025-07-24,,,S-4601,Establishes pharmacist licensing exemption for certain dialysis-related drugs and devices.
A-5922,2024_2025,"Tarriff Transparency Act-require disclosure, tariffs on retail products",ACE,"Quijano, Annette; Bagolie, Rosaura",2025-07-24,,,S-4808,"""Tariff Transparency Act;"" requires disclosure of final retail price attributable to tariffs and other import taxes. "
A-5923,2024_2025,Public institutions of higher ed & cert proprietary institutions-concerns merger,AHI,"Carter, Linda S.; Reynolds-Jackson, Verlina; Miller, Cody D.",2025-07-24,,,S-4597,Establishes process for merger or consolidation of public institution of higher education with other institutions of higher education or certain proprietary institutions; requires executive and legislative approval of merger or consolidation.
A-5924,2024_2025,"Tenants-concerns protection, displaced by fire",AHO,"Carter, Linda S.; Reynolds-Jackson, Verlina",2025-07-24,,,,Concerns protection of tenants displaced by fire.
A-5925,2024_2025,"Educational institutions, post-secondary-collect & report emp data for cert grad",AAP,"Carter, Linda S.; Reynolds-Jackson, Verlina",2025-07-24,,,S-1519,Requires institutions of higher education to collect and report employment data for certain graduates.*
A-5926,2024_2025,"Marijuana-establish crime, selling or purchasing from unlicensed businesses",AOF,"Carter, Linda S.; Reynolds-Jackson, Verlina",2025-07-24,,,S-4154,Establishes crime of selling or purchasing marijuana from unlicensed businesses.
A-5927,2024_2025,Priv. on-site inspection agencies-permit owners/agents/other persons to contract,AHO,"Carter, Linda S.; Reynolds-Jackson, Verlina; Calabrese, Clinton",2025-07-24,,,S-4501,"Permits owners, agents, or other persons to elect to contract with private on-site inspection agencies to complete inspections under the construction code; provides for charging of separate inspection fee."
A-5928,2024_2025,"New Jersey City Univ.-estab protections, cert employees, merger w/ Kean Univ.",AHI,"Sampson, William B.",2025-07-24,,,S-4640,Establishes employee protections for certain employees of New Jersey City University in event of merger with Kean University.
A-5929,2024_2025,EZ-Pass account holders-prohibit charging service fees,ATR,"Sampson, William B.; Sauickie, Alex",2025-07-24,,,S-4585,Prohibits charging service fees for NJ EZ-Pass account holders.
A-5930,2024_2025,Science/tech/engineering/mathematics grant prog-include retired teachers;$3.5M,SUB,"Swain, Lisa; Reynolds-Jackson, Verlina",2025-07-24,,,S-4678,"Includes retired teachers and county college faculty members in science, technology, engineering, and mathematics teacher grant program.*"
A-5931,2024_2025,TPAF-permit teacher who retired return for 2 yrs w/o reenrollment,ASL,"Barlas, Al; Reynolds-Jackson, Verlina",2025-07-24,,,,Permits teacher who retired from TPAF to return to employment for two years without reenrollment in TPAF; provides gross income tax relief for certain rehired teachers.
A-5932,2024_2025,"School teacher, kindergarten through grade 12-prov income tax deduct, cert wages",AED,"Barlas, Al; Reynolds-Jackson, Verlina",2025-07-24,,,,Provides gross income tax deduction for certain wages of kindergarten through grade 12 school teachers.
A-5933,2024_2025,Mosquito control-requires all counties establish commissions & report activities,ACE,"Flynn, Victoria A.",2025-07-24,,,S-0170,Requires all counties to establish mosquito control commissions and report certain mosquito control activities to State Mosquito Control Commission; requires State Mosquito Control Commission to develop guidelines to aid county commissions.
A-5934,2024_2025,Food is Medicine NJ Pilot Program-establish in DHS; appropriate $5M,ACF,"Morales, Carmen Theresa",2025-07-24,,,S-4598,"Establishes the ""Food is Medicine NJ Pilot Program"" in DHS; appropriates $5,000,000."
A-5935,2024_2025,"Charter school-concerns enrollment, student placements, reporting, & athletics",APP,"Peterpaul, Luanne M.; Reynolds-Jackson, Verlina; Stanley, Sterley S.",2025-07-24,2026-01-16,276.0,S-4716,"Concerns charter school enrollment, student placements, reporting, and athletics."
A-5936,2024_2025,Charter schools-estab various req for school/board of trustees memb/mgt org,APP,"Peterpaul, Luanne M.; Reynolds-Jackson, Verlina; Stanley, Sterley S.",2025-07-24,,277.0,S-4713,"Establishes various requirements for charter schools, charter school board of trustees members, charter management organizations, and education management organizations.*"
A-5937,2024_2025,"Information technology projects, cert-req St agencies submit cert documentation",ASL,"Dunn, Aura K.",2025-07-24,,,S-4416,Requires State agencies to submit certain documentation for procurement of certain information technology projects.
A-5938,2024_2025,Electric public utilities-proh billing for cert svcs during service interruption,ATU,"Rumpf, Brian E.; Myhre, Gregory E.",2025-07-24,,,S-4697,Prohibits electric public utilities from billing customers for certain services during service interruptions and requires repair of certain street lights.
A-5939,2024_2025,On-farm dairy processing activities-req Dept. of Agriculture conduct inspections,ACE,"Fantasia, Dawn",2025-07-24,,,S-4711,Requires Department of Agriculture to conduct inspections of on-farm dairy processing activities.
A-5940,2024_2025,Born-Alive Abortion Survivors Protection Act-establish,ACW,"Fantasia, Dawn; Kanitra, Paul",2025-07-24,,,S-4756,"Establishes ""New Jersey Born-Alive Abortion Survivors Protection Act."""
A-5941,2024_2025,"Drug offenses resulting in death, certain-allow juvenile be tried as adult",AJU,"Fantasia, Dawn",2025-07-24,,,,Allows juvenile to be tried as adult regardless of age for certain drug offenses resulting in death; imposes life imprisonment for conviction of strict liability for drug induced deaths if victim was under age 18.
A-5942,2024_2025,National Guard-concerns tuition benefits available to members,AHI,"Dunn, Aura K.",2025-07-24,,,S-4760,Permits member of New Jersey National Guard to transfer certain tuition benefit to spouse of dependent child.
A-5943,2024_2025,"Vehicle Choice Protection Act-concerns reg, new internal combustion vehicles",ATR,"Torrissi, Michael; Fantasia, Dawn",2025-07-24,,,S-4611,"""Vehicle Choice Protection Act""; prohibits State agencies from adopting rules, regulations, or policies that restrict or prohibit sale, registration, or use of new internal combustion vehicles in State."
A-5944,2024_2025,Affordable Home Energy Protection Act-concerns fossil-fuel powered appliances,ATU,"Torrissi, Michael; Fantasia, Dawn",2025-07-24,,,S-4610,"""Affordable Home Energy Protection Act""; prohibits adoption of State or local rules that restrict the use of certain fossil-fuel powered appliances or heating systems."
A-5945,2024_2025,"Shellfishers, lands leased-establish maximum size along Atlantic Coast",ACE,"Simonsen, Erik K.",2025-07-24,,,,Establishes maximum size for lands leased as shellfisheries areas along the Atlantic Coast by Shellfisheries Council.
A-5946,2024_2025,"Juvenile charged w/ delinquent act-prosecuted, county incident/complaint occured",ACW,"Kanitra, Paul; McGuckin, Gregory P.",2025-07-24,,,S-3420,Requires juvenile charged with delinquent act to be prosecuted in county where incident giving rise to complaint occurred.
A-5947,2024_2025,Public Charge Transpatrency Act-concerns government assistance & illegal aliens,AOF,"Kanitra, Paul",2025-07-24,,,,"""Public Charge Transparency Act""; requires State entities which provide government assistance to inquire and record beneficiary's citizenship or immigration status and report cost of government assistance to illegal aliens."
A-5948,2024_2025,"Acupuncturists, licensed-expand scope of practice",ARP,"Stanley, Sterley S.",2025-07-24,,,,Expands scope of practice for licensed acupuncturists.
