"bill_id","session","session_type","primary_sponsor","cosponsors","outchamber_sponsors","status","summary","bill_url","LES_sponsor","term","bill_type","SS","commem","state","introduced","action_in_comm","action_beyond_comm","passed_chamber","law"
"SB0217","RS","RS","Stafsholt","Ballweg; Felzkowski; Feyen; Marklein; Quinn; Wanggaard","Swearingen; Green; Armstrong; Behnke; Bodden; Edming; Magnafici; Moses; O'Connor; Palmeri; Penterman; Sapik; Sortwell; Summerfield; Tusler; VanderMeer","S - Veto Sustained","An Act to amend 23.33 (3) (em) and 23.33 (6r) of the statutes;  Relating to: passenger restrictions on all-terrain vehicles.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb217","stafsholt","2023_2024","SB",0,0,"WI",1,1,1,1,0
"SB0218","RS","RS","Marklein","Felzkowski; James; Quinn; Smith; Spreitzer","Kurtz; Armstrong; Binsfeld; Brandtjen; Duchow; Edming; Green; Gundrum; Moses; Mursau; Nedweski; Novak; Palmeri; Petryk; Rettinger; Spiros; Swearingen","S - Enacted into law","An Act to create 323.29 (2) (g) and 323.29 (5) of the statutes;  Relating to: creating a grant program for public safety interoperable communication system upgrades. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb218","marklein","2023_2024","SB",0,0,"WI",1,1,1,1,1
"SB0219","RS","RS","Jacque and Spreitzer",NA,"Krug; Myers; J. Anderson; Baldeh; Brooks; Murphy; Sinicki; Subeck; Wichgers; Shankland; Cabrera; Mursau","S - Universities and Revenue","An Act to amend 77.52 (13) and 77.53 (10); and to create 77.51 (3h), 77.51 (3pq), 77.51 (4f) and 77.54 (70) of the statutes;  Relating to: sales and use tax exemption for diapers and feminine hygiene products. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb219","jacque","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0220","RS","RS","James","Tomczyk; Spreitzer","Rozar; Edming; Palmeri; Shankland; Snyder","S - Available for Scheduling","An Act to create 20.115 (7) (qg) of the statutes;  Relating to: funding for the Fenwood Creek watershed pilot project. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb220","james","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0221","RS","RS","Marklein","Ballweg; Cabral-Guevara; Cowles; Felzkowski; Nass; Tomczyk","Born; Behnke; Brandtjen; Cabrera; Green; Michalski; Novak; O'Connor; Rettinger; Rozar; Subeck; Mursau","S - Hold (Available for Scheduling)","An Act to amend 256.15 (4) (a) 3. of the statutes;  Relating to: ambulance staffing on aircraft transporting pediatric patients between hospitals.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb221","marklein","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0222","RS","RS","Quinn","Cabral-Guevara; Cowles; Jacque; James; Spreitzer; Testin; Wimberger","Oldenburg; Novak; Andraca; Baldeh; Behnke; Conley; Edming; Green; Kitchens; Krug; Kurtz; Mursau; Palmeri; Rettinger; Shankland; Spiros; Subeck","S - Enacted into law","An Act to create 323.63 of the statutes;  Relating to: a pre-disaster flood resilience grant program. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb222","quinn","2023_2024","SB",0,0,"WI",1,1,1,1,1
"SB0223","RS","RS","Spreitzer","Nass; Carpenter; Wanggaard; Taylor","Schutt; C. Anderson; Jacobson; Edming; Behnke; Cabrera; Conley; Donovan; Drake; Emerson; Joers; S. Johnson; Penterman; Ratcliff; Shankland; Sinicki; Spiros; Subeck; Wichgers; Ortiz-Velez","S - Enacted into law","An Act to create 84.10341 of the statutes;  Relating to: designating and marking the Corporal Benjamin H. Neal Memorial Highway. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb223","spreitzer","2023_2024","SB",0,1,"WI",1,1,1,1,1
"SB0224","RS","RS","Felzkowski","Bradley; Hutton; Quinn; Stroebel; Tomczyk","Steffen; Green; C. Anderson; Behnke; Binsfeld; Bodden; Brandtjen; Brooks; Edming; Gustafson; Hurd; Magnafici; Murphy; Penterman; Rozar; Schmidt; Tranel","A - Rules","An Act to amend 13.121 (4); and to create 13.121 (5) of the statutes;  Relating to: sick leave for state legislators. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb224","felzkowski","2023_2024","SB",0,0,"WI",1,1,1,1,0
"SB0225","RS","RS","Testin","Hesselbein; Feyen; Spreitzer; Wanggaard","Krug; Considine; Conley; Doyle; Green; Joers; Schmidt; Subeck","S - Transportation and Local Government","An Act to amend 218.10 (8m), 340.01 (6m), 340.01 (18m), 340.01 (48r), 341.25 (1) (i), 348.08 (1) (i) and 348.08 (1) (j); and to create 218.10 (1b), 218.10 (1c), 218.10 (1d), 218.10 (1i), 218.10 (1n), 218.10 (1o), 218.10 (1p), 218.10 (1q), 218.10 (1t), 218.10 (2), 218.10 (7m), 218.10 (7w), 218.10 (8u), 218.10 (8v), 218.10 (8w), 218.10 (10), 218.10 (11), 218.161, 218.162, 218.163, 218.164, 218.165, 218.166, 218.167 and 218.17 (1) of the statutes;  Relating to: recreational vehicle manufacturers, distributors, and dealers, the definition of recreational vehicles, and providing a penalty. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb225","testin","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0226","RS","RS","Stroebel","Cabral-Guevara; Cowles","Krug; Brooks; Tusler; Gundrum; Rozar; Gustafson; Allen; Binsfeld; Bodden; Maxey; Penterman; Schmidt","S - Utilities and Technology","An Act to amend 66.0401 (1m) (intro.) and 76.28 (1) (e) (intro.); and to create 66.0401 (1e) (bd), 66.0401 (1e) (bm), 66.0401 (1s), 196.01 (5) (b) 8. and 196.376 of the statutes;  Relating to: authorizing community solar programs and granting rule-making authority. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb226","stroebel","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0227","RS","RS","Cabral-Guevara and Quinn",NA,"Steffen; Allen; Armstrong; Behnke; Gundrum; Kitchens; O'Connor; Rozar","S - Universities and Revenue","An Act to amend 20.835 (2) (f) (title), 20.835 (2) (ff) (title), 20.835 (2) (kf) (title), 49.175 (1) (zh), 71.07 (9e) (title), 71.10 (4) (i), 71.83 (5) (a) 1., 73.03 (48), 73.03 (73) (b), 73.03 (73) (c) 2., 73.03 (73) (c) 3. and 73.03 (73) (f) 1. of the statutes;  Relating to: changing the name of the earned income tax credit. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb227","cabral-guevara","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0229","RS","RS","Cabral-Guevara",NA,"Sortwell; Behnke; Edming; Gundrum; Magnafici; Rozar; Sapik; Wichgers; Ortiz-Velez","S - Universities and Revenue","An Act to amend 71.10 (4) (i); and to create 20.835 (2) (fm), 71.07 (9) (cm), 71.07 (11) and 71.54 (2s) of the statutes;  Relating to: a tax credit for certain property tax increases and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb229","cabral-guevara","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0230","RS","RS","Bradley","Wanggaard; Ballweg; Hutton; Marklein; Nass; Testin","Maxey; Rettinger; Allen; Behnke; Binsfeld; Brandtjen; Donovan; Green; Gundrum; Murphy; Mursau; Penterman; Rozar; Tittl; Wichgers; Duchow; Michalski; Nedweski","S - Hold (Available for Scheduling)","An Act to amend 302.11 (5), 302.113 (6), 302.113 (9g) (cm), 302.113 (9g) (d), 302.113 (9g) (g) 2., 302.114 (5) (c), 302.114 (7), 304.06 (1) (eg), 304.06 (1) (g) and 304.063 (3); and to create 302.113 (9g) (cd), 302.114 (5) (bm) and 304.06 (2d) of the statutes;  Relating to: requirements for releasing a prisoner to parole or extended supervision. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb230","bradley","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0231","RS","RS","Tomczyk","Cabral-Guevara; Felzkowski; Marklein; Nass; Stroebel; Ballweg","Plumer; Moses; Penterman; Behnke; Binsfeld; Bodden; Brandtjen; Brooks; Dallman; Dittrich; Donovan; Edming; Green; Gundrum; Gustafson; Knodl; Magnafici; Murphy; Nedweski; O'Connor; Petersen; Petryk; Rettinger; Rozar; Schmidt; Snyder; Sortwell; Steffen; Michalski","S - Hold (Available for Scheduling)","An Act to renumber 108.04 (2) (ae); to renumber and amend 108.14 (19); to amend 108.04 (2) (bm), 108.04 (2) (g) 2., 108.04 (11) (cm), 108.14 (21) and 108.22 (8) (a); and to create 108.04 (1) (hg), 108.04 (2) (ae) 1., 108.04 (2) (hL), 108.14 (19) (b) and 108.14 (28) of the statutes;  Relating to: various changes to the unemployment insurance law. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb231","tomczyk","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0232","RS","RS","Quinn and Felzkowski",NA,"Petryk; Allen; Armstrong; Behnke; Bodden; Born; Brooks; Dallman; Dittrich; Duchow; Edming; Green; Gundrum; Macco; Magnafici; Michalski; Moses; Mursau; Nedweski; O'Connor; Oldenburg; Penterman; Petersen; Plumer; Rettinger; Schmidt; Wichgers; Wittke; Steffen","S - Hold (Available for Scheduling)","An Act to renumber and amend 108.04 (2) (a) 4., 108.04 (15) (a) 2. and 108.13 (4) (a) 4.; to consolidate, renumber and amend 108.04 (15) (a) (intro.) and 1.; to amend 20.445 (1) (aL), 20.445 (1) (gd), 20.445 (1) (nd), 40.02 (22) (b) 3., 40.65 (5) (b) 2., 49.147 (3) (ac) 2., 49.163 (3) (a) 3. c., 71.67 (7) (title), 105.01 (1) (b) 1., 105.115 (2) (b), 105.115 (2) (c), 105.115 (3) (a) 1., 105.115 (4) (b) 1., 105.115 (4) (b) 3., 106.38 (3) (c) 3., 108.04 (2) (a) 3., 108.04 (12) (b), 108.133 (2) (a) (intro.), 108.133 (2) (am), 108.14 (1), 108.141 (1) (b) 3., 108.142 (1) (h) 3., 108.19 (1m), 111.39 (4) (c), 230.43 (4), 230.85 (3) (d) and 779.01 (2) (am); to repeal and recreate chapter 108 (title); and to create 15.223 (2), 108.01 (2m), 108.013, 108.02 (21r), 108.04 (2) (a) 4. c., 108.04 (2) (a) 5., 108.04 (15) (a) 2. b., 108.04 (15) (am) and (ao) and 108.14 (8o) of the statutes;  Relating to: various changes to the unemployment insurance law, federal Reemployment Services and Eligibility Assessment grants, and granting rule-making authority. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb232","quinn","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0233","RS","RS","Feyen","Bradley; Felzkowski; Marklein; Stroebel","Dallman; Brooks; Allen; Behnke; Binsfeld; Bodden; Dittrich; Green; Gundrum; Knodl; Magnafici; Moses; Murphy; O'Connor; Penterman; Petersen; Plumer; Rettinger; Rozar; Sortwell; Wichgers; Wittke; Edming","S - Economic Development and Technical Colleges","An Act to renumber and amend 108.142 (4); to amend 108.06 (1); and to create 108.06 (1m) and 227.01 (13) (yL) of the statutes;  Relating to: the amount of benefits received under the unemployment insurance law. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb233","feyen","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0234","RS","RS","Feyen","Bradley; Felzkowski","O'Connor; Binsfeld; Bodden; Dittrich; Donovan; Edming; Green; Gundrum; Knodl; Macco; Moses; Murphy; Penterman; Petersen; Petryk; Plumer; Rozar; Wichgers; Rettinger","S - Hold (Available for Scheduling)","An Act to renumber and amend 106.11; to amend 106.11 (title) and 109.07 (1m) (a); and to create 106.11 (2) of the statutes;  Relating to: workforce metrics. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb234","feyen","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0235","RS","RS","Feyen","Felzkowski; Nass; Stroebel","O'Connor; Behnke; Brandtjen; Brooks; Edming; Gundrum; Knodl; Macco; Moses; Nedweski; Petersen; Petryk; Plumer; Rozar; Sortwell; Wichgers; Gustafson; Steffen; Rettinger; Duchow","S - Hold (Available for Scheduling)","An Act to create 108.14 (10m), 108.14 (23m), 108.14 (29) and 108.14 (30) of the statutes;  Relating to: various changes to the unemployment insurance law and authorizing the secretary of administration to transfer employees from any executive branch agency to the Department of Workforce Development for certain purposes. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb235","feyen","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0236","RS","RS","Stroebel","Tomczyk; Ballweg; Felzkowski; Marklein; Nass","Binsfeld; Maxey; Allen; Bodden; Brandtjen; Brooks; Dittrich; Donovan; Edming; Gundrum; Gustafson; Knodl; Macco; Magnafici; Moses; Nedweski; O'Connor; Penterman; Petersen; Plumer; Rettinger; Rozar; Schmidt; Schutt; Sortwell; Wichgers; Duchow","S - Hold (Available for Scheduling)","An Act to create 66.0601 (1) (d) of the statutes;  Relating to: local guaranteed income programs.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb236","stroebel","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0237","RS","RS","Wimberger","Felzkowski; Nass; Stroebel","Armstrong; Behnke; Brooks; Edming; Green; Gundrum; Knodl; Macco; Moses; Murphy; Nedweski; O'Connor; Penterman; Petersen; Petryk; Plumer; Rettinger; Rozar; Schmidt","S - Hold (Available for Scheduling)","An Act to renumber and amend 108.04 (2) (a) 4. and 108.04 (5) (e); to amend 16.54 (2) (a) 1., 108.04 (5) (b), 108.04 (15) (a) 1. and 108.14 (20); and to create 16.54 (14), 108.04 (2) (a) 4. c., 108.04 (5) (e) (intro.), 108.04 (5) (e) 2. and 108.04 (5) (h) of the statutes;  Relating to: various changes to the unemployment insurance law and requiring approval by the Joint Committee on Finance of certain federally authorized unemployment benefits. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb237","wimberger","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0238","RS","RS","Cowles and Tomczyk",NA,"Maxey; Behnke; Binsfeld; Cabrera; Donovan; Edming; Green; Myers; Michalski; Murphy; Mursau; Nedweski; Novak; Ortiz-Velez; Schmidt; Shankland; Sinicki; Wichgers","A - Rules","An Act to amend 36.27 (3n) (a) 1m. (intro.), 36.27 (3n) (am), 36.27 (3n) (bd), 38.24 (7) (a) 1m. (intro.), 38.24 (7) (am) and 38.24 (7) (bd); and to create 36.27 (3n) (a) 1m. c. and 38.24 (7) (a) 1m. c. of the statutes;  Relating to: tuition and fee remission for eligible veterans' spouses and children enrolled in the University of Wisconsin System or a technical college. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb238","cowles","2023_2024","SB",0,0,"WI",1,1,1,1,0
"SB0239","RS","RS","Marklein","Cowles; Feyen; Tomczyk","Swearingen; Bodden; Brooks; Edming; Green; Gundrum; Mursau; Novak; Spiros; Tranel","S - Enacted into law","An Act to repeal 23.33 (9) (b) 8.; to amend 20.370 (5) (ct), 20.370 (5) (cu), 23.33 (9) (a) and 23.33 (9) (b) 7.; and to create 20.370 (3) (au) of the statutes;  Relating to: software, communications equipment, and maps for nonprofit organizations that promote the operation of all-terrain and utility terrain vehicles. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb239","marklein","2023_2024","SB",0,0,"WI",1,1,1,1,1
"SB0240","RS","RS","Tomczyk","James; Agard; Cabral-Guevara; Pfaff; Spreitzer","Snyder; Tusler; Hong; Shankland; C. Anderson; Andraca; Armstrong; Baldeh; Behnke; Cabrera; Clancy; Conley; Considine; Donovan; Doyle; Drake; Emerson; Goyke; Jacobson; Joers; Kitchens; Madison; Mursau; Ortiz-Velez; Palmeri; Ratcliff; Stubbs; Subeck; Vining; Sinicki; Wichgers; Allen","S - Hold (Available for Scheduling)","An Act to amend 118.01 (2) (c) 8. of the statutes;  Relating to: directing school boards to provide instruction on Hmong Americans and Asian Americans.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb240","tomczyk","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0241","RS","RS","Cowles and Felzkowski",NA,"Sortwell; Armstrong; Behnke; Donovan; Green; Kitchens; Mursau; Subeck","A - Rules","An Act to create 20.235 (1) (cp) and 39.396 of the statutes;  Relating to: a school psychologist loan program, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb241","cowles","2023_2024","SB",0,0,"WI",1,1,1,1,0
"SB0242","RS","RS","Cowles and Quinn",NA,"Sortwell; Armstrong; Behnke; Brooks; Donovan; Green; Kitchens; Murphy; Mursau; Allen","S - Licensing, Constitution and Federalism","An Act to create 49.45 (30d) of the statutes;  Relating to: reimbursement of behavioral health services in school-based settings under the Medical Assistance program. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb242","cowles","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0243","RS","RS","Jacque and Spreitzer",NA,"Tittl; Conley; Allen; C. Anderson; Baldeh; Brandtjen; Considine; Donovan; Joers; Mursau; Ortiz-Velez; Palmeri; Stubbs; Subeck; Wichgers; Behnke","S - Universities and Revenue","An Act to amend 71.07 (9e) (b); and to create 71.07 (9e) (ar) of the statutes;  Relating to: allowing certain married persons to claim the earned income tax credit when filing a separate return. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb243","jacque","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0244","RS","RS","Jacque and Spreitzer",NA,"Tittl; Conley; C. Anderson; Baldeh; Brandtjen; Emerson; Joers; Mursau; Ohnstad; Ortiz-Velez; Palmeri; Schmidt; Stubbs; Subeck; Wichgers; Behnke","S - Mental Health, Substance Abuse Prevention, Children and Families","An Act to amend 49.148 (1m) (title) and 49.148 (1m) (a) 2. of the statutes;  Relating to: expanding Wisconsin Works eligibility for at-risk pregnancy. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb244","jacque","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0245","RS","RS","Stafsholt","Cabral-Guevara; Felzkowski; Nass; Stroebel","Penterman; Macco; Allen; Behnke; Bodden; Born; Brandtjen; Dittrich; Edming; Green; Gundrum; Knodl; Magnafici; Moses; Nedweski; Petersen; Plumer; Rettinger; Rozar; Snyder; Sortwell; Steffen; Tittl; Wichgers","S - Economic Development and Technical Colleges","An Act to renumber and amend 49.823; and to create 49.45 (2) (a) 3m., 49.471 (4d) and (4j) and 49.823 (2) of the statutes;  Relating to: disenrollment of ineligible individuals from and redeterminations of eligibility for the BadgerCare Plus program and database confirmation for public assistance program eligibility. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb245","stafsholt","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0246","RS","RS","Taylor","L. Johnson; Wirch; Spreitzer; Larson; Hesselbein","Myers; Stubbs; Drake; Vining; Emerson; Baldeh; Bare; Goyke; Ortiz-Velez; Snodgrass; Shelton; Joers; Ratcliff; Conley; Ohnstad; Subeck; Jacobson; J. Anderson; Haywood; Clancy; C. Anderson; Madison; Palmeri","S - Labor, Regulatory Reform, Veterans and Military Affairs","An Act to renumber 15.04 (1) (g), 48.82 (1), 106.58, 118.13 (1), 118.20 (1), 230.18 and 756.001 (1); and to create 15.04 (1) (g) 1., 16.70 (10p), 16.70 (10t), 36.05 (10g), 36.05 (10r), 38.01 (6g), 38.01 (6r), 47.01 (4), 47.01 (4m), 48.82 (1g), 51.01 (13g), 51.01 (13r), 66.1011 (1m) (f), 66.1011 (1m) (g), 66.1201 (3) (mr), 66.1201 (3) (mv), 66.1213 (4) (ng), 66.1213 (4) (nr), 66.1301 (3) (pg), 66.1301 (3) (pr), 66.1331 (3) (hm), 66.1331 (3) (jm), 66.1333 (2m) (hm), 66.1333 (2m) (im), 106.50 (1m) (pg), 106.50 (1m) (pr), 106.52 (1) (dg), 106.52 (1) (er), 106.58 (1), 111.32 (12k), 111.32 (12L), 111.70 (1) (mg), 111.70 (1) (mr), 111.81 (15p), 111.81 (15u), 118.13 (1) (a), 118.134 (1g), 118.20 (1) (a), 118.40 (4) (ae), 194.01 (11m), 194.01 (12m), 224.71 (12g), 224.71 (12r), 227.01 (10g), 227.01 (10r), 230.18 (1), 234.01 (11), 234.01 (12), 321.01 (10g), 321.01 (10r), 440.40 (5g), 440.40 (5r), 600.03 (40g), 600.03 (40r) and 756.001 (1d) of the statutes;  Relating to: prohibiting discrimination based on traits historically associated with race, including hair texture and protective hairstyles.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb246","taylor","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB0247","RS","RS","Marklein","Tomczyk; Ballweg; Cabral-Guevara; Cowles; Felzkowski; Feyen; James; Pfaff; Quinn; Spreitzer; Testin; Wanggaard; Bradley","Tranel; VanderMeer; Novak; C. Anderson; Armstrong; Behnke; Binsfeld; Callahan; Conley; Dittrich; Edming; Goeben; Green; Gundrum; Gustafson; Hurd; Kitchens; Krug; Kurtz; Magnafici; Murphy; Mursau; O'Connor; Oldenburg; Penterman; Petryk; Plumer; Rettinger; Rozar; Sapik; Schmidt; Schraa; Shankland; Snyder; Sortwell; Spiros; Summerfield; Swearingen; Wittke; Tittl","S - Enacted into law","An Act to renumber 86.31 (1) (a); to amend 86.31 (2) (a); and to create 20.395 (2) (fc), 59.58 (6), 86.31 (1) (ac) and 86.31 (3o) of the statutes;  Relating to: an agricultural roads improvement grant program and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb247","marklein","2023_2024","SB",0,0,"WI",1,1,1,1,1
"SB0248","RS","RS","Ballweg",NA,"Rozar; Schutt; Armstrong; Behnke; Binsfeld; Dittrich; Krug; Mursau; O'Connor","S - Enacted into law","An Act to amend 51.40 (2) (a) 2.; and to create 51.40 (1) (cm) of the statutes;  Relating to: county of residence for care management organization facility placements. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb248","ballweg","2023_2024","SB",0,0,"WI",1,1,1,1,1
"SB0249","RS","RS","Marklein","Ballweg; Felzkowski; James; Nass; Spreitzer; Taylor; Testin; Wanggaard","Kurtz; VanderMeer; C. Anderson; Behnke; Binsfeld; Brandtjen; Donovan; Duchow; Emerson; Goeben; Green; S. Johnson; Kitchens; Macco; Magnafici; Maxey; Michalski; Murphy; Mursau; Nedweski; Novak; O'Connor; Ortiz-Velez; Penterman; Petryk; Rettinger; Shankland; Sinicki; Spiros; Subeck; Tranel; Wichgers; Zimmerman","S - Enacted into law","An Act to create 84.10383 of the statutes;  Relating to: designating and marking the Operations Desert Storm and Desert Shield Memorial Highway. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb249","marklein","2023_2024","SB",0,1,"WI",1,1,1,1,1
"SB0250","RS","RS","Bradley","Stroebel; Tomczyk","Knodl; Rettinger; Allen; Bodden; Brandtjen; Donovan; Duchow; Green; Gundrum; Kitchens; Murphy; Mursau; O'Connor; Penterman; Wichgers","S - Utilities and Technology","An Act to create 20.932 of the statutes;  Relating to: state and local governmental use of certain mobile or online software applications and electronic devices.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb250","bradley","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB0251","RS","RS","Quinn","Hesselbein; Cowles; James; Marklein","Kurtz; Penterman; Jacobson; C. Anderson; Bare; Conley; Considine; Edming; Green; Joers; Novak; O'Connor; Ohnstad; Rozar; Sinicki; Spiros; Stubbs","S - Enacted into law","An Act to repeal 15.497 (2) (h); to renumber 15.497 (2) (b) to (g); to renumber and amend 15.497 (2) (a); to amend 15.497 (2) (intro.); and to create 15.497 (2) (ag) (intro.), 15.497 (2) (am) and 15.497 (2) (ar) of the statutes;  Relating to: members of the Council on Veterans Programs.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb251","quinn","2023_2024","SB",0,0,"WI",1,1,1,1,1
"SB0252","RS","RS","Ballweg","Marklein; Wanggaard","Binsfeld; Allen; Armstrong; Bodden; Brandtjen; Dittrich; Maxey; Michalski; Nedweski; O'Connor; Schmidt; Steffen","S - Education","An Act to renumber and amend 118.019 (5); and to create 118.019 (5) (d) and 118.019 (5) (e) of the statutes;  Relating to: the membership of a human growth and development curriculum advisory committee.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb252","ballweg","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB0253","RS","RS","James","Ballweg; Cabral-Guevara; Cowles; Quinn; Testin; Tomczyk","Steffen; Armstrong; Behnke; Donovan; Goeben; Green; Gundrum; Hurd; Kitchens; Macco; Moses; Mursau; Novak; Plumer; Rettinger; Schraa; Tusler","S - Hold (Available for Scheduling)","An Act  Relating to: a tier I license issued by the Department of Public Instruction and modifying administrative rules promulgated by the Department of Public Instruction.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb253","james","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB0254","RS","RS","Cowles and Ballweg",NA,"Mursau; Behnke; S. Johnson; Kitchens; O'Connor; Steffen","S - Natural Resources and Energy","An Act to amend 15.347 (22) (b) 9. and 23.321 (5) (a); and to create 23.321 (2d) of the statutes;  Relating to: a wetland assured delineation program, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, and granting rule-making authority. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb254","cowles","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB0255","RS","RS","Cowles",NA,"Mursau; Behnke; S. Johnson; Kitchens; O'Connor","S - Enacted into law","An Act to amend 281.36 (3r) (e) of the statutes;  Relating to: public access to wetlands benefitting from the in lieu fee subprogram.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb255","cowles","2023_2024","SB",0,0,"WI",1,1,1,1,1
"SB0256","RS","RS","Tomczyk","Cabral-Guevara; Nass; Quinn","Allen; Behnke; Bodden; Brandtjen; Gundrum; Gustafson; Michalski; Murphy; Wichgers; Green","S - Judiciary and Public Safety","An Act to repeal 175.60 (7) (d) and 175.60 (15) (b) 4. (intro.) and b.; to renumber and amend 175.60 (7) (c), 175.60 (15) (b) 4. a., 948.605 (2) (a) and 948.605 (2) (b) 1r.; to amend 20.455 (2) (gr), 175.60 (2g) (a) and 175.60 (5) (a) 6.; and to create 175.60 (7) (cm) (intro.) and 2., 175.60 (15) (b) 3. (intro.) and b., 948.605 (1) (aj) and 948.605 (2) (bm) 1. of the statutes;  Relating to: possession of a firearm on school grounds by school employees and fees for licenses to carry a concealed weapon. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb256","tomczyk","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB0257","RS","RS","Jacque","Cabral-Guevara; Tomczyk","Wichgers; Maxey; Brandtjen; Murphy; Rettinger; Moses; Behnke","A - Rules","An Act to amend 146.95 (2) (b) (intro.); and to create 146.955 of the statutes;  Relating to: patients' and residents' rights to visitors in a health care facility, restricting visitation, and liability for the actions of visitors.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb257","jacque","2023_2024","SB",0,0,"WI",1,1,1,1,0
