bill_num,ga_num,session,chamber,action_date,action,order,vote_url
HB1676,94th General Assembly,"Regular Session, 2023",Senate,2023-03-31,"Read first time, rules suspended, read second time, referred to AGRICULTURE, FORESTRY & ECONOMIC DEVELOPMENT - SENATE",7,
HB1676,94th General Assembly,"Regular Session, 2023",Senate,2023-03-30,Received from the House.,6,
HB1676,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1676&rcs=739&chamber=House&ddBienniumSession=2023%2F2023R
HB1676,94th General Assembly,"Regular Session, 2023",House,2023-03-29,Returned by the Committee Do Pass,4,
HB1676,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on AGRICULTURE, FORESTRY & ECONOMIC DEVELOPMENT- HOUSE",3,
HB1676,94th General Assembly,"Regular Session, 2023",House,2023-03-17,Filed,2,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-04-11,Notification that HB1677 is now Act 594,17,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-04-06,Correctly enrolled and ordered transmitted to the Governor's Office.,16,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-04-05,TO BE ENROLLED,15,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Returned From  the Senate as passed.,14,
HB1677,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,Returned to the House as Passed.,13,
HB1677,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,Read the third time and passed.,12,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1677&rcs=976&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1677,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,"Returned by the Committee, with the recommendation that it Do Pass",11,
HB1677,94th General Assembly,"Regular Session, 2023",Senate,2023-03-31,"Read first time, rules suspended, read second time, referred to AGRICULTURE, FORESTRY & ECONOMIC DEVELOPMENT - SENATE",10,
HB1677,94th General Assembly,"Regular Session, 2023",Senate,2023-03-30,Received from the House.,9,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1677&rcs=740&chamber=House&ddBienniumSession=2023%2F2023R
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-03-29,Returned by the Committee Do Pass,7,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-03-28,REPORTED CORRECTLY ENGROSSED,6,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-03-28,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-03-28,Placed on second reading for the purpose of amendment.,4,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on AGRICULTURE, FORESTRY & ECONOMIC DEVELOPMENT- HOUSE",3,
HB1677,94th General Assembly,"Regular Session, 2023",House,2023-03-17,Filed,2,
HB1678,94th General Assembly,"Regular Session, 2023",House,2023-04-12,Notification that HB1678 is now Act 742,14,
HB1678,94th General Assembly,"Regular Session, 2023",House,2023-04-07,Correctly enrolled and ordered transmitted to the Governor's Office.,13,
HB1678,94th General Assembly,"Regular Session, 2023",House,2023-04-06,TO BE ENROLLED,12,
HB1678,94th General Assembly,"Regular Session, 2023",House,2023-04-06,Returned From  the Senate as passed.,11,
HB1678,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Returned to the House as passed.,10,
HB1678,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Read the third time and passed.,9,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1678&rcs=1091&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1678,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,"Returned by the Committee, with the recommendation that it Do Pass",8,
HB1678,94th General Assembly,"Regular Session, 2023",Senate,2023-04-03,"Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",7,
HB1678,94th General Assembly,"Regular Session, 2023",Senate,2023-04-03,Received from the House.,6,
HB1678,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1678&rcs=828&chamber=House&ddBienniumSession=2023%2F2023R
HB1678,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Returned by the Committee Do Pass,4,
HB1678,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",3,
HB1678,94th General Assembly,"Regular Session, 2023",House,2023-03-17,Filed,2,
HB1679,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Recommended for study in the Interim by Joint Interim Committee on EDUCATION COMMITTEE- HOUSE,6,
HB1679,94th General Assembly,"Regular Session, 2023",House,2023-04-05,WITHDRAWN BY AUTHOR,5,
HB1679,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Returned by the Committee Do Pass,4,
HB1679,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",3,
HB1679,94th General Assembly,"Regular Session, 2023",House,2023-03-17,Filed,2,
HB1680,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,4,
HB1680,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE",3,
HB1680,94th General Assembly,"Regular Session, 2023",House,2023-03-17,Filed,2,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-04-13,Notification that HB1681 is now Act 822,17,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-04-07,Correctly enrolled and ordered transmitted to the Governor's Office.,16,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-04-06,TO BE ENROLLED,15,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-04-06,Returned From  the Senate as passed.,14,
HB1681,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Returned to the House as passed.,13,
HB1681,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Read the third time and passed.,12,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1681&rcs=1051&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1681,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,"Returned by the Committee, with the recommendation that it Do Pass",11,
HB1681,94th General Assembly,"Regular Session, 2023",Senate,2023-04-03,"Read first time, rules suspended, read second time, referred to PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE - SENATE",10,
HB1681,94th General Assembly,"Regular Session, 2023",Senate,2023-04-03,Received from the House.,9,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1681&rcs=834&chamber=House&ddBienniumSession=2023%2F2023R
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Returned by the Committee Do Pass,7,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-03-28,REPORTED CORRECTLY ENGROSSED,6,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-03-28,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-03-28,Placed on second reading for the purpose of amendment.,4,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",3,
HB1681,94th General Assembly,"Regular Session, 2023",House,2023-03-20,Filed,2,
HB1682,94th General Assembly,"Regular Session, 2023",House,2023-04-06,WITHDRAWN BY AUTHOR,7,
HB1682,94th General Assembly,"Regular Session, 2023",House,2023-03-28,REPORTED CORRECTLY ENGROSSED,6,
HB1682,94th General Assembly,"Regular Session, 2023",House,2023-03-28,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1682,94th General Assembly,"Regular Session, 2023",House,2023-03-28,Placed on second reading for the purpose of amendment.,4,
HB1682,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",3,
HB1682,94th General Assembly,"Regular Session, 2023",House,2023-03-20,Filed,2,
HB1683,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,4,
HB1683,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",3,
HB1683,94th General Assembly,"Regular Session, 2023",House,2023-03-21,Filed,2,
HB1684,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Recommended for study in the Interim by Joint Interim Committee on JUDICIARY COMMITTEE- HOUSE,5,
HB1684,94th General Assembly,"Regular Session, 2023",House,2023-04-04,WITHDRAWN BY AUTHOR,4,
HB1684,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",3,
HB1684,94th General Assembly,"Regular Session, 2023",House,2023-03-22,Filed,2,
HB1685,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Recommended for study in the Interim by Joint Interim Committee on HOUSE RULES,5,
HB1685,94th General Assembly,"Regular Session, 2023",House,2023-04-04,WITHDRAWN BY AUTHOR,4,
HB1685,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on HOUSE RULES",3,
HB1685,94th General Assembly,"Regular Session, 2023",House,2023-03-22,Filed,2,
HB1686,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,8,
HB1686,94th General Assembly,"Regular Session, 2023",House,2023-04-03,In accordance with House Rule 39 Read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE,7,
HB1686,94th General Assembly,"Regular Session, 2023",House,2023-04-03,REPORTED CORRECTLY ENGROSSED,6,
HB1686,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1686,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Placed on second reading for the purpose of amendment.,4,
HB1686,94th General Assembly,"Regular Session, 2023",House,2023-03-27,In accordance with House Rule 39 Read the first time and referred to the Committee on HOUSE JOURNAL; ENGROSSED AND ENROLLED BILLS,3,
HB1686,94th General Assembly,"Regular Session, 2023",House,2023-03-22,Filed,2,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-12,Notification that HB1687 is now Act 743,19,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-10,Correctly enrolled and ordered transmitted to the Governor's Office.,18,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-07,TO BE ENROLLED,17,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-07,Returned From  the Senate as passed.,16,
HB1687,94th General Assembly,"Regular Session, 2023",Senate,2023-04-07,Returned to the House as passed.,15,
HB1687,94th General Assembly,"Regular Session, 2023",Senate,2023-04-07,EMERGENCY CLAUSE ADOPTED,14,
HB1687,94th General Assembly,"Regular Session, 2023",Senate,2023-04-07,Read the third time and passed.,13,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1687&rcs=1133&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1687,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,"Returned by the Committee, with the recommendation that it Do Pass",12,
HB1687,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,"Read first time, rules suspended, read second time, referred to STATE AGENCIES & GOVT'L AFFAIRS-SENATE",11,
HB1687,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,Received from the House.,10,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-04,EMERGENCY CLAUSE ADOPTED,9,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1687&rcs=922&chamber=House&ddBienniumSession=2023%2F2023R
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-04,REPORTED CORRECTLY ENGROSSED,7,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Amendment No. 1 read and adopted and the bill ordered engrossed.,6,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Placed on second reading for the purpose of amendment.,5,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Returned by the Committee with the recommendation that it do pass as amended 1,4,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE",3,
HB1687,94th General Assembly,"Regular Session, 2023",House,2023-03-22,Filed,2,
HB1688,94th General Assembly,"Regular Session, 2023",House,2023-04-12,Notification that HB1688 is now Act 744,16,
HB1688,94th General Assembly,"Regular Session, 2023",House,2023-04-07,Correctly enrolled and ordered transmitted to the Governor's Office.,15,
HB1688,94th General Assembly,"Regular Session, 2023",House,2023-04-06,TO BE ENROLLED,14,
HB1688,94th General Assembly,"Regular Session, 2023",House,2023-04-06,Returned From  the Senate as passed.,13,
HB1688,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Returned to the House as passed.,12,
HB1688,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,EMERGENCY CLAUSE ADOPTED,11,
HB1688,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Read the third time and passed.,10,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1688&rcs=1052&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1688,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,"Returned by the Committee, with the recommendation that it Do Pass",9,
HB1688,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,"Read first time, rules suspended, read second time, referred to EDUCATION COMMITTEE - SENATE",8,
HB1688,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,Received from the House.,7,
HB1688,94th General Assembly,"Regular Session, 2023",House,2023-04-04,EMERGENCY CLAUSE ADOPTED,6,
HB1688,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1688&rcs=870&chamber=House&ddBienniumSession=2023%2F2023R
HB1688,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Returned by the Committee Do Pass,4,
HB1688,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",3,
HB1688,94th General Assembly,"Regular Session, 2023",House,2023-03-23,Filed,2,
HB1689,94th General Assembly,"Regular Session, 2023",Senate,2023-05-01,Died on Senate Calendar at Sine Die adjournment.,17,
HB1689,94th General Assembly,"Regular Session, 2023",Senate,2023-04-07,Motion to expunge the vote by which HB1689 failed. Motion Carried.,16,
HB1689,94th General Assembly,"Regular Session, 2023",Senate,2023-04-07,Read the third time and failed.,15,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1689&rcs=1134&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1689,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,"Returned by the Committee, with the recommendation that it Do Pass",14,
HB1689,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,"Read first time, rules suspended, read second time, referred to EDUCATION COMMITTEE - SENATE",13,
HB1689,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,Received from the House.,12,
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Read the third time and passed and ordered transmitted to the Senate.,11,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1689&rcs=892&chamber=House&ddBienniumSession=2023%2F2023R
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-04-03,REPORTED CORRECTLY ENGROSSED,10,
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Amendment No. 2 read and adopted and the bill ordered engrossed.,9,
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Placed on second reading for the purpose of amendment.,8,
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Returned by the Committee with the recommendation that it do pass as amended 2,7,
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-03-29,REPORTED CORRECTLY ENGROSSED,6,
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-03-29,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-03-29,Placed on second reading for the purpose of amendment.,4,
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",3,
HB1689,94th General Assembly,"Regular Session, 2023",House,2023-03-24,Filed,2,
HB1690,94th General Assembly,"Regular Session, 2023",House,2023-04-10,Notification that HB1690 is now Act 527,14,
HB1690,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Correctly enrolled and ordered transmitted to the Governor's Office.,13,
HB1690,94th General Assembly,"Regular Session, 2023",House,2023-04-05,TO BE ENROLLED,12,
HB1690,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Returned From  the Senate as passed.,11,
HB1690,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,Returned to the House as Passed.,10,
HB1690,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,Read the third time and passed.,9,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1690&rcs=927&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1690,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,"Returned by the Committee, with the recommendation that it Do Pass",8,
HB1690,94th General Assembly,"Regular Session, 2023",Senate,2023-03-31,"Read first time, rules suspended, read second time, referred to AGRICULTURE, FORESTRY & ECONOMIC DEVELOPMENT - SENATE",7,
HB1690,94th General Assembly,"Regular Session, 2023",Senate,2023-03-30,Received from the House.,6,
HB1690,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1690&rcs=741&chamber=House&ddBienniumSession=2023%2F2023R
HB1690,94th General Assembly,"Regular Session, 2023",House,2023-03-29,Returned by the Committee Do Pass,4,
HB1690,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on AGRICULTURE, FORESTRY & ECONOMIC DEVELOPMENT- HOUSE",3,
HB1690,94th General Assembly,"Regular Session, 2023",House,2023-03-24,Filed,2,
HB1691,94th General Assembly,"Regular Session, 2023",House,2023-04-12,Notification that HB1691 is now Act 745,14,
HB1691,94th General Assembly,"Regular Session, 2023",House,2023-04-07,Correctly enrolled and ordered transmitted to the Governor's Office.,13,
HB1691,94th General Assembly,"Regular Session, 2023",House,2023-04-06,TO BE ENROLLED,12,
HB1691,94th General Assembly,"Regular Session, 2023",House,2023-04-06,Returned From  the Senate as passed.,11,
HB1691,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Returned to the House as Passed.,10,
HB1691,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Read the third time and passed.,9,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1691&rcs=1054&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1691,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,"Returned by the Committee, with the recommendation that it Do Pass",8,
HB1691,94th General Assembly,"Regular Session, 2023",Senate,2023-04-03,"Read first time, rules suspended, read second time, referred to EDUCATION COMMITTEE - SENATE",7,
HB1691,94th General Assembly,"Regular Session, 2023",Senate,2023-04-03,Received from the House.,6,
HB1691,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1691&rcs=819&chamber=House&ddBienniumSession=2023%2F2023R
HB1691,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Returned by the Committee Do Pass,4,
HB1691,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",3,
HB1691,94th General Assembly,"Regular Session, 2023",House,2023-03-24,Filed,2,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-04-13,Notification that HB1692 is now Act 823,17,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-04-07,Correctly enrolled and ordered transmitted to the Governor's Office.,16,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-04-06,TO BE ENROLLED,15,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-04-06,Returned From  the Senate as passed.,14,
HB1692,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Returned to the House as Passed.,13,
HB1692,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Read the third time and passed.,12,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1692&rcs=1059&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1692,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,"Returned by the Committee, with the recommendation that it Do Pass",11,
HB1692,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,"Read first time, rules suspended, read second time, referred to TRANSPORTATION, TECHNOLOGY & LEGISLATIVE AFFAIRS - SENATE",10,
HB1692,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,Received from the House.,9,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1692&rcs=879&chamber=House&ddBienniumSession=2023%2F2023R
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-04-03,REPORTED CORRECTLY ENGROSSED,7,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Amendment No. 1 read and adopted and the bill ordered engrossed.,6,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Placed on second reading for the purpose of amendment.,5,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Returned by the Committee with the recommendation that it do pass as amended 1,4,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",3,
HB1692,94th General Assembly,"Regular Session, 2023",House,2023-03-24,Filed,2,
HB1693,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,4,
HB1693,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",3,
HB1693,94th General Assembly,"Regular Session, 2023",House,2023-03-24,Filed,2,
HB1694,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,4,
HB1694,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",3,
HB1694,94th General Assembly,"Regular Session, 2023",House,2023-03-24,Filed,2,
HB1695,94th General Assembly,"Regular Session, 2023",House,2023-04-10,Notification that HB1695 is now Act 528,14,
HB1695,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Correctly enrolled and ordered transmitted to the Governor's Office.,13,
HB1695,94th General Assembly,"Regular Session, 2023",House,2023-04-05,TO BE ENROLLED,12,
HB1695,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Returned From  the Senate as passed.,11,
HB1695,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,Returned to the House as Passed.,10,
HB1695,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,Read the third time and passed.,9,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1695&rcs=928&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1695,94th General Assembly,"Regular Session, 2023",Senate,2023-04-03,"Returned by the Committee, with the recommendation that it Do Pass",8,
HB1695,94th General Assembly,"Regular Session, 2023",Senate,2023-03-31,"Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",7,
HB1695,94th General Assembly,"Regular Session, 2023",Senate,2023-03-30,Received from the House.,6,
HB1695,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1695&rcs=727&chamber=House&ddBienniumSession=2023%2F2023R
HB1695,94th General Assembly,"Regular Session, 2023",House,2023-03-29,Returned by the Committee Do Pass,4,
HB1695,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on AGING, CHILDREN AND YOUTH, LEGISLATIVE & MILITARY AFFAIRS- HOUSE",3,
HB1695,94th General Assembly,"Regular Session, 2023",House,2023-03-27,Filed,2,
HB1696,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in the House at Sine Die Adjournment,12,
HB1696,94th General Assembly,"Regular Session, 2023",House,2023-04-06,Returned From  the Senate having failed to pass.,11,
HB1696,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Returned To the House as Failed to Pass,10,
HB1696,94th General Assembly,"Regular Session, 2023",Senate,2023-04-06,Read the third time and failed.,9,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1696&rcs=1092&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1696,94th General Assembly,"Regular Session, 2023",Senate,2023-04-05,"Returned by the Committee, with the recommendation that it Do Pass",8,
HB1696,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,"Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",7,
HB1696,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,Received from the House.,6,
HB1696,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1696&rcs=877&chamber=House&ddBienniumSession=2023%2F2023R
HB1696,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Returned by the Committee Do Pass,4,
HB1696,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",3,
HB1696,94th General Assembly,"Regular Session, 2023",House,2023-03-27,Filed,2,
HB1697,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,4,
HB1697,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC TRANSPORTATION- HOUSE",3,
HB1697,94th General Assembly,"Regular Session, 2023",House,2023-03-27,Filed,2,
HB1698,94th General Assembly,"Regular Session, 2023",House,2023-04-07,Recommended for study in the Interim by Joint Interim Committee on EDUCATION COMMITTEE- HOUSE,5,
HB1698,94th General Assembly,"Regular Session, 2023",House,2023-04-07,WITHDRAWN BY AUTHOR,4,
HB1698,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",3,
HB1698,94th General Assembly,"Regular Session, 2023",House,2023-03-27,Filed,2,
HB1699,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,4,
HB1699,94th General Assembly,"Regular Session, 2023",House,2023-03-27,"Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",3,
HB1699,94th General Assembly,"Regular Session, 2023",House,2023-03-27,Filed,2,
