bill_id,term,session,summary,commem
AB1001,2023_2024,RS,An Act to repeal 20.505 (4) (dw); and to create 20.505 (4) (dw) of the statutes;  Relating to: school safety grants for public and private schools and making an appropriation. (FE),0
AB1002,2023_2024,RS,"An Act to amend 51.61 (1) (o); and to create 48.67 (6) and 51.044 (4) of the statutes;  Relating to: video monitoring or recording in psychiatric residential treatment facilities, residential care centers for children and youth, group homes, and shelter care facilities and granting rule-making authority.",0
AB1003,2023_2024,RS,"An Act to create 49.46 (2) (b) 14c., 49.46 (2) (bv) and 51.044 of the statutes;  Relating to: psychiatric residential treatment facilities, providing an exemption from emergency rule procedures, and granting rule-making authority. (FE)",0
AB1004,2023_2024,RS,An Act to create 66.0443 of the statutes;  Relating to: requiring local governments to designate an individual for consultation required under a federal program regarding refugee resettlement and assistance. (FE),0
AB1005,2023_2024,RS,An Act to renumber and amend 115.28 (7g) (b); to amend 118.19 (3) (a); and to create 115.28 (7g) (b) 1. to 3. and 118.19 (19) of the statutes;  Relating to: student teaching requirement for teacher preparatory programs and granting rule-making authority. (FE),0
AB1006,2023_2024,RS,"An Act to amend 102.03 (2), 102.81 (5), 102.82 (1) and 814.04 (intro.); and to create 102.80 (1) (dm), 102.81 (4g) and 103.08 of the statutes;  Relating to: prohibiting abusive work environments and creating a cause of action. (FE)",0
AB1007,2023_2024,RS,An Act to create 50.032 (5m) and 50.033 (5m) of the statutes;  Relating to: closure or change of services and relocation of residents in adult family homes. (FE),0
AB1008,2023_2024,RS,An Act to repeal 146.905 of the statutes;  Relating to: reducing or eliminating coinsurance and deductibles for health care expenses.,0
AB1009,2023_2024,RS,An Act to create 632.32 (6) (d) of the statutes;  Relating to: prohibiting motor vehicle insurance coverage for exposing a person to or infecting a person with an infectious disease.,0
AB1010,2023_2024,RS,An Act to create 710.15 (6) of the statutes;  Relating to: residents' right to purchase a mobile or manufactured home community. (FE),0
AB1011,2023_2024,RS,"An Act to create 961.573 (4) and 961.574 (4) of the statutes;  Relating to: pill tableting devices, pill encapsulation devices, and providing a penalty.",0
AB1012,2023_2024,RS,"An Act to amend 224.50 (2) (a) and 224.50 (3) (bm); and to create 20.144 (3) (ti), 69.20 (3) (b) 6. and 7., 224.50 (1) (d) and 224.50 (3m) of the statutes;  Relating to: creating a WisKids savings account program within the college savings program and making an appropriation. (FE)",0
AB1013,2023_2024,RS,An Act to amend 20.435 (4) (bt); and to create 49.79 (7w) of the statutes;  Relating to: healthy food incentive program. (FE),0
AB1014,2023_2024,RS,"An Act to create 71.05 (6) (b) 57., 71.26 (1) (j), 71.45 (1) (e) and 253.17 of the statutes;  Relating to: childhood obesity prevention and management grants. (FE)",0
AB1015,2023_2024,RS,An Act to amend 20.435 (1) (b) of the statutes;  Relating to: childhood obesity prevention and management grants and making an appropriation. (FE),0
AB1016,2023_2024,RS,An Act to create 118.07 (1m) of the statutes;  Relating to: requiring public and private schools to offer a minimum amount of physical activity each week.,0
AB1017,2023_2024,RS,An Act to repeal 20.255 (1) (fc); and to create 20.255 (1) (fc) and 20.255 (2) (fc) of the statutes;  Relating to: early literacy programs administered by the Department of Public Instruction.,0
AB1018,2023_2024,RS,"An Act to repeal 40.26 (5m), 40.26 (6) and 323.19 (3); to amend 40.22 (1), 40.22 (2m) (intro.), 40.22 (2r) (intro.), 40.22 (3) (intro.), 40.26 (1m) and 40.26 (5) (intro.); and to create 40.04 (5) (am) and 40.26 (7) and (8) of the statutes;  Relating to: rehired annuitants in the Wisconsin Retirement System. (FE)",0
AB1019,2023_2024,RS,"An Act to amend 341.14 (1a), 341.14 (1e) (a), 341.14 (1m), 341.14 (1q), 343.51 (1) and 343.62 (4) (a) 4. of the statutes;  Relating to: authorizing physical therapists to make certifications for acquiring disabled parking plates and cards. (FE)",0
AB1020,2023_2024,RS,"An Act to repeal 71.06 (1), (1m), (1n) and (1p), 71.06 (1q), 71.06 (2) (a) to (h), 71.06 (2) (i), 71.06 (2) (j) and 71.06 (2e) (a) and (b); to amend 71.06 (1q) (intro.), 71.06 (2) (i) (intro.), 71.06 (2) (j) (intro.) and 71.06 (2m); and to create 71.06 (1r), 71.06 (2) (k), 71.06 (2) (L) and 71.06 (2e) (bm) of the statutes;  Relating to: expansion of the second individual income tax bracket. (FE)",0
AB1021,2023_2024,RS,"An Act to amend 71.05 (1) (am), 71.05 (1) (an), 71.05 (6) (b) 4. (intro.), 71.05 (6) (b) 54. (intro.) and 71.83 (1) (a) 6.; and to create 71.05 (6) (b) 54m. and 71.05 (6) (b) 54mn. of the statutes;  Relating to: increasing and expanding the retirement income subtraction. (FE)",0
AB1022,2023_2024,RS,An Act to amend 71.07 (6) (am) 2. d.; and to create 71.07 (6) (am) 2. e. of the statutes;  Relating to: the married persons credit. (FE),0
AB1023,2023_2024,RS,An Act to renumber and amend 71.07 (9g) (b); and to create 71.07 (9g) (b) 2. and 71.07 (9g) (c) 5. of the statutes;  Relating to: expanding the child and dependent care credit. (FE),0
AB1024,2023_2024,RS,An Act to create 118.16 (2) (cg) 2m. of the statutes;  Relating to: notice to the parent or guardian of a habitually truant child.,0
AB1025,2023_2024,RS,An Act to amend 118.16 (1) (a) and 118.16 (1) (c) of the statutes;  Relating to: definitions related to truancy.,0
AB1026,2023_2024,RS,"An Act to create 118.33 (6) (a) 4., 118.33 (6) (b) 2r., 118.33 (6) (c) 4. and 118.33 (6) (cr) 4. of the statutes;  Relating to: prohibiting grade promotion on the basis of absences from school. (FE)",0
AB1027,2023_2024,RS,An Act to create 20.255 (2) (dw) of the statutes;  Relating to: funding a truancy reduction grant program and making an appropriation. (FE),0
AB1028,2023_2024,RS,An Act to create 115.448 of the statutes;  Relating to: a truancy reduction grant program. (FE),0
AB1029,2023_2024,RS,An Act to amend 115.385 (1g) (e); and to create 115.385 (1) (g) of the statutes;  Relating to: including truancy information in the school district and school accountability report.,0
AB1030,2023_2024,RS,An Act to repeal 29.016 (4); and to create 29.016 (4) of the statutes;  Relating to: the regulation of deer hunting in the northern forest zone.,0
AB1031,2023_2024,RS,"An Act to repeal 215.03 (6), 215.21 (2), 215.25 and 215.26 (5); and to amend 215.02 (11) (a), 215.02 (14) (a), 215.13 (39), 215.21 (5) (a), 215.21 (14), 215.21 (15), 215.21 (28), 215.33 (4), 215.51 (2) and 215.71 (2) of the statutes;  Relating to: operations of state-chartered savings and loan associations.",0
AB1032,2023_2024,RS,An Act to create 758.20 (4) of the statutes;  Relating to: the availability of information on crimes through the consolidated court automation programs.,0
AB1033,2023_2024,RS,"An Act to amend 71.05 (6) (a) 15., 71.10 (4) (i), 71.21 (4) (a), 71.26 (2) (a) 4., 71.30 (3) (f), 71.34 (1k) (g), 71.45 (2) (a) 10. and 71.49 (1) (f); and to create 20.835 (2) (de), 71.07 (11), 71.28 (11), 71.47 (11), 71.748 and 73.03 (78) of the statutes;  Relating to: creating a digital interactive media tax credit, granting rule-making authority, and making an appropriation. (FE)",0
AB1034,2023_2024,RS,"An Act to amend 19.32 (1) and 19.82 (1); and to create 19.32 (1db), 19.36 (14) and (15), 19.82 (1m) and 118.1335 of the statutes;  Relating to: participation in interscholastic athletics and application of the public records and open meetings laws to interscholastic athletic associations.",0
AB1035,2023_2024,RS,An Act to amend 119.04 (1); and to create 118.143 of the statutes;  Relating to: requiring the community approach to four-year-old kindergarten. (FE),0
AB1036,2023_2024,RS,"An Act to amend 29.563 (2) (b) 2., 29.563 (2) (b) 3m., 29.563 (2) (b) 4., 29.563 (2) (b) 6., 29.563 (2) (b) 6m., 29.563 (2) (b) 7., 29.563 (2) (b) 8., 29.563 (2) (d) 1., 29.563 (2) (g), 29.563 (3) (b) 6., 29.563 (3) (b) 7., 29.563 (3) (cm) 2., 29.563 (4) (b) 1., 29.563 (4) (b) 1m., 29.563 (4) (b) 2., 29.563 (4) (b) 2m., 29.563 (4) (b) 3., 29.563 (5) (b) 1., 29.563 (5) (b) 2., 29.563 (5) (b) 3., 29.563 (6) (am), 29.563 (6) (b) 1., 29.563 (6) (d), 29.563 (7) (b) 1., 29.563 (7) (b) 2., 29.563 (10) (b) 2. and 29.563 (10) (b) 6. of the statutes;  Relating to: changes to certain nonresident hunting, trapping, and fishing approval fees. (FE)",0
AB1037,2023_2024,RS,"An Act to renumber 6.87 (9); to renumber and amend 6.87 (6d); to amend 6.86 (6) and 6.87 (2) (intro.); and to create 6.87 (6d) (a) to (g) and 6.87 (9) (b) of the statutes;  Relating to:  witness address requirements on absentee ballot certificates, curing defects on absentee ballot certificates, and providing a penalty.",0
AB1038,2023_2024,RS,"An Act to repeal 29.889 (2) (c), 29.889 (2) (d), 29.889 (3), 29.889 (4) (a), 29.889 (6) (a), 29.889 (7) (bm) and 29.89 (3) (a); to renumber 29.889 (5) (c) and 29.889 (6) (em); to renumber and amend 29.889 (6) (f); to amend 20.370 (5) (fq), 29.885 (5) (a), 29.889 (1) (intro.), 29.889 (2) (a), 29.889 (4) (b), 29.889 (4) (c), 29.889 (5) (a), 29.889 (5) (b), 29.889 (5) (bm), 29.889 (5) (bs), 29.889 (6) (d), 29.889 (7) (a), 29.889 (7) (b) (intro.), 29.889 (7) (b) 2., 29.889 (7) (b) 3., 29.889 (7) (b) 4., 29.889 (7) (d) 2., 29.889 (7m) (a), 29.889 (7m) (ae) 1., 29.889 (7m) (ae) 4. (intro.), 29.889 (8g), 29.889 (8r) (a), (b) and (c) and 29.89 (5) (b) 2. c.; and to create 29.885 (3) (bm), 29.889 (5) (c) 2., 29.889 (5) (d), 29.889 (6) (em) 2., 29.889 (6) (f) 2. and 3., 29.889 (7m) (au) and 29.889 (7m) (av) of the statutes;  Relating to: the wildlife damage abatement program and the wildlife damage claim program. (FE)",0
AB1039,2023_2024,RS,"An Act to repeal 23.33 (11) (am) 3. c.; to renumber 23.33 (1) (ja), 23.33 (1) (jc), 23.33 (1) (jd) and 23.33 (1) (je); to renumber and amend 23.33 (11m); to amend 23.33 (3) (a), 23.33 (4) (d) 3. b., 23.33 (11) (am) 3. (intro.), 23.33 (11) (am) 4., 340.01 (3) (a), 340.01 (3) (b), 340.01 (3) (c), 340.01 (3) (d), 340.01 (3) (dg), 340.01 (3) (dh) and 340.01 (3) (dm) (intro.); and to create 23.33 (1) (jb), 23.33 (1) (jf), 23.33 (1) (jg), 23.33 (1) (jh), 23.33 (4) (d) 8., 23.33 (11m) (b), 23.33 (13) (g) and 340.01 (37r) of the statutes;  Relating to: operation of all-terrain and utility terrain vehicles, off-highway motorcycles, and snowmobiles and revision of the Department of Transportation highway maintenance manual.",0
AB1040,2023_2024,RS,"An Act to renumber 450.07 (1m) and 943.895 (4); to renumber and amend 450.071 (1), 961.385 (1) (af) and 961.385 (1) (aj); to amend 15.01 (6), 59.54 (25) (a) (intro.), 66.0107 (1) (bm), 66.0125 (3) (a), 66.0125 (3) (c) 1. b., 66.1011 (1), 66.1201 (2m), 66.1213 (3), 66.1301 (2m), 66.1331 (2m), 66.1333 (3) (e) 2., 106.50 (1), 106.50 (1m) (h), 106.50 (1m) (nm), 106.50 (5m) (f) 1., 108.04 (5) (a) (intro.), 111.34 (1) (b), 175.60 (2) (b), 224.77 (1) (o), 234.29, 452.14 (3) (n), 961.38 (title), 961.385 (1) (ae), 961.385 (2) (intro.), 961.385 (2) (b), 961.385 (2) (cm) 3. a., 961.385 (2) (f), 961.385 (3) (b), 961.385 (5) (a) 2. and 961.385 (6) (b); to repeal and recreate 66.0418 (title); and to create 15.194 (2), 48.024, 66.0125 (1) (c), 66.0408 (4), 66.0418 (3), 77.54 (71), 94.57, 111.32 (9m), 111.32 (12c), 111.34 (3), 224.30 (6), chapter 259, 450.01 (16) (L), 450.03 (1) (eg) and (er), 450.07 (1m) (b), 450.071 (1) (b) 2., 450.10 (2m), 767.445, 943.895 (4) (b), 961.01 (3u), 961.01 (12q), 961.01 (14g), 961.01 (20hm), 961.01 (20t), 961.33, 961.38 (1p), 961.385 (1) (af) 2., 961.385 (1) (aj) 2., 961.385 (2) (am), 961.385 (2) (bc), 961.385 (2) (ct), 961.55 (8) (c) and 961.571 (1) (b) 4. of the statutes;  Relating to: medical cannabis, granting rule-making authority, and providing a penalty. (FE)",0
AB1041,2023_2024,RS,"An Act to amend 341.14 (6r) (e) and 341.14 (6r) (fm) 7.; and to create 341.14 (6r) (b) 23., 341.14 (6r) (cm) and 341.14 (6r) (f) 70. of the statutes;  Relating to: special registration plates with white lettering on a black background. (FE)",0
AB1042,2023_2024,RS,"An Act to repeal 20.255 (2) (fu), 48.78 (2) (L), 49.32 (6m), 69.20 (3) (h), 103.005 (14m), 115.7915 (8m), 118.30 (2) (b) 5., 118.301 (3) (c), 118.33 (6) (c), 118.38 (4), 118.60 (title) and (1) (am), 118.60 (2) (a) 1. b., c. and d., 118.60 (2) (a) 2., 118.60 (2) (a) 3., 118.60 (2) (a) 6. c. and d., 118.60 (2) (a) 7. a., 118.60 (2) (ag) (intro.), 118.60 (2) (ag) 1. b. and c., 118.60 (2) (ag) 2. a., 118.60 (2) (ag) 2. b., 118.60 (2) (ag) 4., 118.60 (2) (be), (bm) and (bs), 118.60 (3) (ar), 118.60 (3) (b), 118.60 (3) (c), 118.60 (3) (d), 118.60 (4) (bg) 1., 2. and 4., 118.60 (4) (bg) 5., 118.60 (4v), 118.60 (6m) (intro.) and (a) (intro.) and (b), 118.60 (7) (am) 2m. c., 118.60 (7) (b) (intro.) and 2m., 118.60 (7) (d) (intro.) and 3., 118.60 (12), 119.23, 119.23 (2) (ag) 1. b. and c., 119.23 (2) (ag) 2. b., 121.08 (4) (b) 1. and 3. and 938.78 (2) (L); to renumber 118.60 (6p) (a) 2.; to renumber and amend 118.60 (1) (intro.), (ab), (ad), (af), (ag), (bn), (c), (cm), (d) and (g), 118.60 (2) (a) (intro.), 118.60 (2) (a) 1. a., 118.60 (2) (a) 4., 118.60 (2) (a) 5., 118.60 (2) (a) 6. a., 118.60 (2) (a) 6. b., 118.60 (2) (a) 7. b., 118.60 (2) (a) 7. c., 118.60 (2) (a) 8., 118.60 (2) (a) 9., 118.60 (2) (ag) 1., 118.60 (2) (ag) 2. c., 118.60 (2) (ag) 5., 118.60 (2) (ar), 118.60 (2) (c) 1., 118.60 (2) (c) 2., 118.60 (2) (d), 118.60 (3) (a) (intro.), 118.60 (3) (a) 1m., 2m., 3., 4. and 5., 118.60 (3m) (a), 118.60 (3m) (am), 118.60 (3m) (b), 118.60 (3m) (c), 118.60 (4) (a), 118.60 (4) (bg) 3., 118.60 (4) (c), 118.60 (4d) (a), 118.60 (4d) (b), 118.60 (4m), 118.60 (4r), 118.60 (4s), 118.60 (5), 118.60 (6), 118.60 (6m) (a) 1. to 9., 118.60 (6m) (bm), 118.60 (6m) (c), 118.60 (6m) (d), 118.60 (6p) (a) 1., 118.60 (6p) (b), 118.60 (7) (ad) 1., 118.60 (7) (ad) 2., 118.60 (7) (ad) 3., 118.60 (7) (ag), 118.60 (7) (am) 1m., 118.60 (7) (am) 2m. b., 118.60 (7) (am) 3., 118.60 (7) (an), 118.60 (7) (b) 1., 118.60 (7) (b) 2., 118.60 (7) (b) 3., 118.60 (7) (b) 3m., 118.60 (7) (b) 4. to 6., 118.60 (7) (c), 118.60 (7) (d) 1. a., 118.60 (7) (d) 1. b., 118.60 (7) (dr), 118.60 (7) (e), 118.60 (7) (em) 1. and 2., 118.60 (7) (g), 118.60 (7) (h), 118.60 (7m) (a) (intro.), 1. and 2., (b) and (c), 118.60 (9), 118.60 (9m), 118.60 (10) (a) (intro.), 1., 2., 3., 5., 6., 7. and 8., 118.60 (10) (am), 118.60 (10) (ar), 118.60 (10) (b), 118.60 (10) (c), 118.60 (10) (d) and 118.60 (11); to consolidate, renumber and amend 118.60 (2) (ag) 1. (intro.) and a., 118.60 (6p) (intro.) and (a) (intro.), 118.60 (7) (am) 2m. (intro.) and a., 118.60 (7) (b) 7. a. and b., 119.23 (2) (ag) 1. (intro.) and a. and 121.08 (4) (b) (intro.) and 2.; to amend 20.255 (1) (j), 20.255 (2) (fr), 20.255 (2) (fv), 39.51 (2), 39.51 (3) (e), 39.51 (4) (intro.), 49.83, 115.28 (54m), 115.364 (1) (am), 115.383 (1) (c), 115.383 (2) (intro.), 115.383 (3) (b), 115.383 (4), 115.383 (5), 115.385 (2), 115.385 (3) (intro.), 115.385 (3) (b), 115.385 (4), 115.39 (1) (b) 2., 115.39 (3) (a) 2. b., 115.7915 (4m) (e) 2., 115.7915 (6) (e), 115.7915 (6) (i), 115.7915 (6) (k), 118.015 (1m) (c) and (d), 118.015 (5), 118.124 (1) (a), 118.125 (4), 118.30 (1g) (a) 3., 118.30 (1g) (a) 4., 118.30 (1s) (intro.), 118.30 (1s) (a), 118.30 (1s) (b), 118.30 (1s) (bm), 118.30 (1s) (c), 118.30 (1s) (cm), 118.30 (1s) (d), 118.30 (1t), 118.30 (2) (b) 1., 118.30 (2) (b) 2., 118.30 (2) (b) 6., 118.30 (5m), 118.301 (3) (d), 118.301 (4) (a), 118.33 (1) (f) 2m., 118.33 (1) (f) 2r., 118.33 (1) (f) 3., 118.33 (1m) (a) 1., 118.33 (1m) (a) 2. a., 118.33 (1m) (a) 2. b., 118.33 (1m) (a) 3., 118.33 (1m) (b), 118.33 (6) (cr), 118.40 (2r) (e) 2p. a., 118.56 (1), 118.57 (1), 118.57 (2), 118.60 (2) (a) 3. a., 118.60 (2) (ag) 2. a., 118.60 (2) (ag) 4., 118.60 (2) (ar), 119.23 (2) (a) 3., 119.23 (2) (ag) 2. a., 119.23 (2) (ag) 4., 119.23 (2) (ar), 119.33 (2) (b) 3. c., 119.46 (1), 119.9002 (2) (d) 3. (intro.), 121.07 (2) (b), 121.085, 121.137 (2), 121.91 (2m) (c) 1., 121.91 (2m) (c) 4., 121.91 (2m) (d) 1., 121.91 (2m) (d) 4., 121.91 (4) (n) 1., 146.89 (1) (d) 2., 146.89 (1) (g) 3. and 938.49 (2) (b); to repeal and recreate 115.7915 (1) and 115.7915 (2) (c); and to create 115.001 (3t), 115.7915 (2) (i), 115.7915 (2m), 115.7915 (4) (c), 115.7915 (4m) (g), 115.7915 (6) (em), 115.7915 (6) (L), 115.7915 (6) (m), 115.7915 (6) (n), 115.7915 (8) (am), 115.7915 (8) (ap), subchapter I (title) of chapter 118 [precedes 118.001], 118.60 (2) (ag) 2. c., subchapter II (title) of chapter 118 [precedes 118.70], 118.70 (3), (6), (7), (8), (9), (11), (12), (16), (17), (18) and (20), 118.71, 118.72 (title), 118.72 (1) (b), 118.72 (1) (c), 118.72 (2), 118.72 (3) (title), 118.72 (3) (d), 118.72 (4), 118.73 (title) and (1), 118.74 (title), 118.74 (3) (title), 118.74 (3) (a) 2., 118.74 (3) (b) 2., 118.74 (4) (title), 118.75 (title), 118.75 (2), 118.75 (3) (intro.), 118.76 (title) and (2) (title), 118.76 (1) (a) 1. and 2., 118.76 (4), 118.76 (5), 118.76 (7), 118.77 (title), 118.77 (1) (b), 118.77 (1) (d), 118.77 (2) (b) to (e), 118.78 (title), 118.78 (1) (intro.), 118.79 (title), 118.79 (5), 118.80 (title), 118.80 (4) (a) and (b), 118.80 (9) (title), 118.80 (9) (d) 2., 118.81 (title), 118.81 (1) (title), 118.81 (1) (c), 118.81 (2) (title), 118.82 (title), 118.82 (4) (title), 118.83 (title), 118.83 (2) (title), 118.84 (title), 118.84 (1), 118.84 (2) (title), 118.84 (4) (title), 118.84 (4) (a) 1., 118.84 (7), 118.85 (title) and (3) (title), 118.87 (6) and 119.23 (2) (ag) 2. c. of the statutes;  Relating to: combining the choice programs and granting rule-making authority. (FE)",0
AB1043,2023_2024,RS,An Act to amend 6.86 (1) (b) of the statutes;  Relating to: expanding the period for voting by in person absentee ballot. (FE),0
AB1044,2023_2024,RS,An Act to amend 609.83; and to create 632.895 (12r) of the statutes;  Relating to: cost-sharing cap on epinephrine auto-injectors under health insurance policies and plans.,0
AB1045,2023_2024,RS,"An Act to amend 6.02 (1), 6.02 (2), 6.10 (3), 6.10 (4), 6.15 (1), 6.15 (2) (a), 6.18 (form), 6.22 (7), 6.29 (2) (a), 6.55 (2) (a) (form), 6.85 (2), 6.87 (2) (form), 6.94 and 7.52 (5) (b) of the statutes;  Relating to: residency requirement for purposes of voting.",0
AB1046,2023_2024,RS,An Act to amend 5.02 (6m) (f) of the statutes;  Relating to: student identification used for voting. (FE),0
AB1047,2023_2024,RS,An Act to create 5.05 (11r) and 20.510 (1) (ff) of the statutes;  Relating to: grants for the purchase of election supplies and equipment and making an appropriation. (FE),0
AB1048,2023_2024,RS,"An Act to create 36.39, 38.25 and 39.43 of the statutes;  Relating to: name, image, and likeness compensation for students at institutions of higher education.",0
AB1049,2023_2024,RS,An Act to renumber and amend 77.51 (9) (e); and to create 77.51 (9) (e) 1. and 2. of the statutes;  Relating to: the sales and use tax exemption for personal farm property or household goods sold by auction on the Internet. (FE),0
AB1050,2023_2024,RS,An Act to amend 20.455 (2) (gr) and 175.60 (7) (c) of the statutes;  Relating to: position authorizations in the Office of School Safety and making an appropriation. (FE),0
AB1051,2023_2024,RS,"An Act to create 15.253 (4), 20.923 (4) (c) 7., 165.29 and 230.08 (2) (wd) of the statutes;  Relating to: creating an office of gun violence prevention in the Department of Justice and making an appropriation. (FE)",0
AB1052,2023_2024,RS,"An Act to create 940.302 (4), 948.051 (4), 950.04 (1v) (eg) and 950.04 (2w) (fg) of the statutes;  Relating to: courtroom supports for and sealing the identifying information of child victims and child witnesses of human trafficking crimes. (FE)",0
AB1053,2023_2024,RS,"An Act to amend 440.08 (2) (a) (intro.), 457.08 (1) (intro.), 457.08 (2) (intro.), 457.08 (3) (intro.) and 457.08 (4) (intro.); and to create 457.08 (6) and 457.085 of the statutes;  Relating to: provisional social worker certificates and licenses.",0
AB1054,2023_2024,RS,"An Act to repeal 440.03 (14) (a) 1. b. and 440.03 (14) (b); to renumber 440.01 (2) (cv); to renumber and amend 440.03 (14) (a) 1. (intro.), a. and c., 440.03 (14) (a) 2., 440.03 (14) (a) 3., 440.03 (14) (am), 440.03 (14) (c), 440.03 (14) (d), 440.03 (14) (e) and 440.03 (14) (f); to amend 457.02 (6) (b) 1.; and to create 15.407 (3m), subchapter X of chapter 440 [precedes 440.960], 440.968 (title) and (2) and 440.9685 of the statutes;  Relating to: music therapists, the practice of music therapy, granting rule-making authority, and providing a penalty. (FE)",0
AB1055,2023_2024,RS,"An Act to repeal 15.347 (2), 20.370 (4) (eq), 20.370 (6) (eq), 20.370 (9) (nq), 25.17 (1) (d) and 25.48; to amend 20.566 (1) (r), 25.46 (2m), 77.9964 (3) and 292.65 (14); to repeal and recreate 25.43 (2s); and to create 20.370 (6) (et), 20.370 (6) (eu), 25.46 (1) (s) and 292.66 of the statutes;  Relating to: repealing the dry cleaner environmental response program and creating the revitalize Wisconsin program. (FE)",0
AB1056,2023_2024,RS,An Act to create 46.995 (2g) (c) and 46.995 (2m) of the statutes;  Relating to: funding methodology under the Children's Long-Term Support program. (FE),0
AB1057,2023_2024,RS,"An Act to create 253.13 (6) of the statutes;  Relating to: the procedure for adding federal newborn screening recommendations to the state-required newborn screenings, granting rule-making authority, and providing an exemption from emergency rule procedures. (FE)",0
AB1058,2023_2024,RS,An Act to create 973.06 (1) (k) of the statutes;  Relating to: recovery of law enforcement agency costs for administration of naloxone or another opioid antagonist. (FE),0
AB1059,2023_2024,RS,"An Act to repeal 285.675 (1) (a), 285.675 (3) (d), 299.83 and 299.85; to consolidate, renumber and amend 285.675 (1) (intro.) and (b); to amend 23.50 (1) and 299.95; and to create 66.0441 and 299.87 of the statutes;  Relating to: eliminating the green tier program and the environmental compliance audit program and restricting governmental actions with regard to certain international programs and organizations. (FE)",0
AB1060,2023_2024,RS,An Act to amend 196.372 (1) (b); and to create 66.0627 (8) (as) and 196.372 (4) of the statutes;  Relating to: assistance to replace customer-side water service lines containing lead. (FE),0
AB1061,2023_2024,RS,"An Act to amend 255.15 (4); and to create 255.15 (3) (d) of the statutes;  Relating to: public health campaign for prevention of tobacco and electronic cigarette use, grants to organizations working on youth vaping and cessation services, and making an appropriation. (FE)",0
AB1062,2023_2024,RS,An Act to repeal and recreate 101.123 (1) (h); and to create 101.123 (1) (ah) of the statutes;  Relating to: applying the indoor smoking ban to electronic smoking devices and marijuana.,0
AB1063,2023_2024,RS,An Act to create 118.07 (6) of the statutes;  Relating to: prohibiting vaping on public and private school property.,0
AB1064,2023_2024,RS,An Act to create 20.285 (1) (cm) of the statutes;  Relating to: funding for the University of Wisconsin System's Wisconsin Institute for Citizenship and Civil Dialogue and making an appropriation. (FE),0
AB1065,2023_2024,RS,"An Act to create 36.13, 38.235 and 801.50 (5d) of the statutes;  Relating to: prohibiting University of Wisconsin System institutions and technical colleges from using loyalty pledges and requiring them to make certain information publicly available.",0
AB1066,2023_2024,RS,"An Act to renumber and amend 175.51 (1m) (a); to amend 165.785 (2m) (a) 1. and 2., 165.785 (2m) (b), 175.51 (title) and 175.51 (1m) (b); and to create 175.51 (1m) (a) 2. of the statutes;  Relating to: expanding alerts for missing adults to include certain missing children. (FE)",0
AB1067,2023_2024,RS,"An Act to repeal 8.05 (1), 8.05 (3) (c), 8.05 (4) (d), 8.50 (3) (d), 11.1205 (1) (a) 3. and 60.24 (3) (b); and to amend 8.05 (3) (a), 8.05 (4) (a), 8.05 (6), 8.10 (3) (ks), 8.11 (1m) (a), 10.06 (3) (bm), 11.0101 (1) (a) 2., 19.42 (3s), 19.42 (4), 19.43 (4), 61.193 (2), 117.22 (2) (d), 120.06 (6) (a), 120.06 (6) (b) 2., 120.06 (6) (b) 3., 120.06 (6) (b) 4. and 120.06 (7) (a) of the statutes;  Relating to: the filing of nomination papers by certain candidates for local elective office. (FE)",0
AB1068,2023_2024,RS,An Act to create 16.42 (4) (b) 3. and 16.503 of the statutes;  Relating to: use of artificial intelligence by state agencies and staff reduction goals. (FE),0
AB1069,2023_2024,RS,"An Act to affect 2023 Wisconsin Act 20, section 27 (2) (a) 2. (intro.), 2023 Wisconsin Act 20, section 27 (2) (a) 2. a. to f., 2023 Wisconsin Act 20, section 27 (2) (a) 2m. (intro.) and 2023 Wisconsin Act 20, section 27 (2) (a) 2m. cm.;  Relating to: mandatory early literacy professional development.",0
AB1070,2023_2024,RS,An Act to create 101.05 (7) of the statutes;  Relating to: regulation of amusement rides located at campgrounds. (FE),0
AB1071,2023_2024,RS,"An Act to renumber 346.485 (2); to renumber and amend 346.49 (3); to amend 346.485 (3) and 346.485 (4) (a); and to create 85.56, 346.485 (2) (bm), 346.49 (3) (b), 346.496, 814.75 (28), 814.78 (13) and 814.79 (11) of the statutes;  Relating to: a school bus camera grant program, a school bus safety camera surcharge, owner liability for illegally passing a school bus, and providing a penalty. (FE)",0
AB1072,2023_2024,RS,An Act to create 20.395 (5) (db) and 20.395 (5) (dc) of the statutes;  Relating to: appropriations for school bus camera grants and making an appropriation.,0
AB1073,2023_2024,RS,"An Act to repeal 102.51 (1) (a) 2.; to renumber and amend 102.32 (6m); to amend 102.11 (1) (intro.), 102.13 (1) (a), 102.13 (1) (b) (intro.), 1., 3. and 4., 102.13 (1) (d) 1., 2., 3. and 4., 102.13 (2) (a), 102.13 (2) (b), 102.17 (1) (d) 1. and 2., 102.17 (4) (a), 102.29 (3), 102.42 (2) (a), 102.51 (1) (a) 1., 102.61 (1), 102.61 (1g) (b), 102.61 (1g) (c), 102.61 (1m) (a), 102.81 (1) (c) 1. and 102.81 (1) (c) 2.; and to create 102.18 (1) (b) 1d., 102.18 (1) (b) 1h., 102.18 (1) (b) 1p., 102.18 (1) (b) 1t. and 102.32 (6m) (b) of the statutes;  Relating to: various changes to the worker's compensation law. (FE)",0
