bill_number,session_year,session_type,action_date,action,order
HB383,2024,RS,2024-02-01,to Education (H),3
HB383,2024,RS,2024-02-06,"reported favorably, 1st reading, to Calendar",4
HB383,2024,RS,2024-02-07,"2nd reading, to Rules",5
HB383,2024,RS,2024-03-27,taken from the Orders of the Day,6
HB383,2024,RS,2024-03-27,recommitted to Appropriations & Revenue (H),7
HB384,2024,RS,2024-01-25,introduced in House,1
HB384,2024,RS,2024-01-25,to Committee on Committees (H),2
HB385,2024,RS,2024-01-25,introduced in House,1
HB385,2024,RS,2024-01-25,to Committee on Committees (H),2
HB385,2024,RS,2024-02-06,to Judiciary (H),3
HB385,2024,RS,2024-02-07,"reported favorably, 1st reading, to Calendar",4
HB385,2024,RS,2024-02-08,"2nd reading, to Rules",5
HB385,2024,RS,2024-02-20,"posted for passage in the Regular Orders of the Day for Wednesday, February 21, 2024",6
HB385,2024,RS,2024-02-21,"3rd reading, passed 95-0",7
HB385,2024,RS,2024-02-22,received in Senate,8
HB385,2024,RS,2024-02-22,to Committee on Committees (S),9
HB385,2024,RS,2024-02-28,to Judiciary (S),10
HB385,2024,RS,2024-03-21,"reported favorably, 1st reading, to Consent Calendar",11
HB385,2024,RS,2024-03-22,"2nd reading, to Rules as a consent bill",12
HB385,2024,RS,2024-03-25,"posted for passage in the Consent Orders of the Day for Tuesday, March 26, 2024",13
HB385,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,14
HB385,2024,RS,2024-03-27,passed over and retained in the Consent Orders of the Day,15
HB385,2024,RS,2024-03-28,"3rd reading, passed 38-0",16
HB385,2024,RS,2024-03-28,received in House,17
HB385,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",18
HB385,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",19
HB385,2024,RS,2024-03-28,delivered to Governor,20
HB385,2024,RS,2024-04-09,signed by Governor (Acts Ch. 138),21
HB386,2024,RS,2024-01-25,introduced in House,1
HB386,2024,RS,2024-01-25,to Committee on Committees (H),2
HB386,2024,RS,2024-01-31,to Small Business & Information Technology (H),3
HB386,2024,RS,2024-02-07,"reported favorably, 1st reading, to Calendar",4
HB386,2024,RS,2024-02-08,"2nd reading, to Rules",5
HB386,2024,RS,2024-02-08,"posted for passage in the Regular Orders of the Day for Friday, February 09, 2024",6
HB386,2024,RS,2024-02-12,"3rd reading, passed 80-9",7
HB386,2024,RS,2024-02-13,received in Senate,8
HB386,2024,RS,2024-02-13,to Committee on Committees (S),9
HB386,2024,RS,2024-02-20,to Health Services (S),10
HB386,2024,RS,2024-03-13,"reported favorably, 1st reading, to Consent Calendar",11
HB386,2024,RS,2024-03-14,"2nd reading, to Rules as a consent bill",12
HB386,2024,RS,2024-03-15,"posted for passage in the Consent Orders of the Day for Friday, March 22, 2024",13
HB386,2024,RS,2024-03-22,passed over and retained in the Consent Orders of the Day,14
HB386,2024,RS,2024-03-25,passed over and retained in the Consent Orders of the Day,15
HB386,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,16
HB386,2024,RS,2024-03-27,"3rd reading, passed 37-0",17
HB386,2024,RS,2024-03-27,received in House,18
HB386,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",19
HB386,2024,RS,2024-03-27,"enrolled, signed by President of the Senate",20
HB386,2024,RS,2024-03-27,delivered to Governor,21
HB386,2024,RS,2024-04-05,filed without Governor's signature with the Secretary of State,22
HB386,2024,RS,2024-04-09,became law without Governor's Signature (Acts Ch. 117),23
HB387,2024,RS,2024-01-25,introduced in House,1
HB387,2024,RS,2024-01-25,to Committee on Committees (H),2
HB387,2024,RS,2024-02-01,to Education (H),3
HB387,2024,RS,2024-02-06,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB387,2024,RS,2024-02-07,"2nd reading, to Rules",5
HB387,2024,RS,2024-02-12,"posted for passage in the Regular Orders of the Day for Tuesday, February 13, 2024",6
HB387,2024,RS,2024-02-14,"3rd reading, passed 88-4 with Committee Substitute (1)",7
HB387,2024,RS,2024-02-15,received in Senate,8
HB387,2024,RS,2024-02-15,to Committee on Committees (S),9
HB387,2024,RS,2024-03-26,to Education (S),10
HB387,2024,RS,2024-03-26,taken from Education (S),11
HB387,2024,RS,2024-03-26,1st reading,12
HB387,2024,RS,2024-03-26,returned to Education (S),13
HB387,2024,RS,2024-03-27,taken from Education (S),14
HB387,2024,RS,2024-03-27,2nd reading,15
HB387,2024,RS,2024-03-27,returned to Education (S),16
HB387,2024,RS,2024-03-28,"reported favorably, to Rules with Committee Substitute (1) and Committee Amendment (1-title) as a consent bill",17
HB387,2024,RS,2024-03-28,"posted for passage in the Consent Orders of the Day for Thursday, March 28, 2024",18
HB387,2024,RS,2024-03-28,"3rd reading, passed 34-4 with Committee Substitute (1) and  Committee Amendment (1-title)",19
HB387,2024,RS,2024-03-28,received in House,20
HB387,2024,RS,2024-03-28,to Rules (H),21
HB387,2024,RS,2024-04-15,posted for passage for concurrence in Senate Committee Substitute (1) and Committee Amendment (1-title),22
HB387,2024,RS,2024-04-15,House concurred in Senate Committee Substitute (1) and  Committee Amendment (1-title),23
HB387,2024,RS,2024-04-15,passed 94-0,24
HB387,2024,RS,2024-04-15,"enrolled, signed by Speaker of the House",25
HB387,2024,RS,2024-04-15,"enrolled, signed by President of the Senate",26
HB387,2024,RS,2024-04-15,delivered to Governor,27
HB387,2024,RS,2024-04-19,signed by Governor (Acts Ch. 221),28
HB388,2024,RS,2024-01-25,introduced in House,1
HB388,2024,RS,2024-01-25,to Committee on Committees (H),2
HB388,2024,RS,2024-01-31,to Local Government (H),3
HB388,2024,RS,2024-02-07,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB388,2024,RS,2024-02-08,"2nd reading, to Rules",5
HB388,2024,RS,2024-02-08,"posted for passage in the Regular Orders of the Day for Friday, February 09, 2024",6
HB388,2024,RS,2024-02-12,floor amendment (1) filed to Committee Substitute,7
HB388,2024,RS,2024-02-13,3rd reading,8
HB388,2024,RS,2024-02-13,Floor Amendment (1) defeated,9
HB388,2024,RS,2024-02-13,passed 70-20 with Committee Substitute (1),10
HB388,2024,RS,2024-02-14,received in Senate,11
HB388,2024,RS,2024-02-14,to Committee on Committees (S),12
HB388,2024,RS,2024-02-26,to State & Local Government (S),13
HB388,2024,RS,2024-03-14,taken from State & Local Government (S),14
HB388,2024,RS,2024-03-14,1st reading,15
HB388,2024,RS,2024-03-14,returned to State & Local Government (S),16
HB388,2024,RS,2024-03-15,taken from State & Local Government (S),17
HB388,2024,RS,2024-03-15,2nd reading,18
HB388,2024,RS,2024-03-15,returned to State & Local Government (S),19
HB388,2024,RS,2024-03-21,"reported favorably, to Rules with Committee Substitute (1)",20
HB388,2024,RS,2024-03-22,"posted for passage in the Regular Orders of the Day for Monday, March 25, 2024",21
HB388,2024,RS,2024-03-22,floor amendments (1) (2) and (4) filed to Committee Substitute,22
HB388,2024,RS,2024-03-22,floor amendment (3) filed,23
HB388,2024,RS,2024-03-25,3rd reading,24
HB388,2024,RS,2024-03-25,floor amendment (3) withdrawn,25
HB388,2024,RS,2024-03-25,floor amendment (4) defeated,26
HB388,2024,RS,2024-03-25,passed 25-11 with Committee Substitute (1) and  Floor Amendments (1) and (2),27
HB388,2024,RS,2024-03-25,received in House,28
HB388,2024,RS,2024-03-25,to Rules (H),29
HB388,2024,RS,2024-03-26,posted for passage for concurrence in Senate Floor Amendments (1) and (2) and Committee Substitute (1),30
HB388,2024,RS,2024-03-28,House concurred in Senate Committee Substitute (1) and  Floor Amendments (1) and (2),31
HB388,2024,RS,2024-03-28,passed 79-21 with Committee Substitute (1) and  Floor Amendments (1) and (2),32
HB388,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",33
HB388,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",34
HB388,2024,RS,2024-03-28,delivered to Governor,35
HB388,2024,RS,2024-04-08,Vetoed,36
HB388,2024,RS,2024-04-12,received in House,37
HB388,2024,RS,2024-04-12,to Rules (H),38
HB388,2024,RS,2024-04-12,taken from Rules,39
HB388,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,40
HB388,2024,RS,2024-04-12,veto overridden,41
HB388,2024,RS,2024-04-12,passed 71-22,42
HB388,2024,RS,2024-04-12,received in Senate,43
HB388,2024,RS,2024-04-12,to Rules (S),44
HB388,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,45
HB388,2024,RS,2024-04-12,veto overridden,46
HB388,2024,RS,2024-04-12,passed 22-10,47
HB388,2024,RS,2024-04-12,received in House,48
HB388,2024,RS,2024-04-12,"enrolled, signed by Speaker of the House",49
HB388,2024,RS,2024-04-12,"enrolled, signed by President of the Senate",50
HB388,2024,RS,2024-04-12,delivered to Secretary of State (Acts Ch. 181),51
HJR54,2024,RS,2024-01-25,introduced in House,1
HJR54,2024,RS,2024-01-25,to Committee on Committees (H),2
HR55,2024,RS,2024-01-25,introduced in House,1
HR55,2024,RS,2024-01-25,to Committee on Committees (H),2
SB13,2024,RS,2024-01-25,introduced in Senate,1
SB13,2024,RS,2024-01-25,to Committee on Committees (S),2
SB13,2024,RS,2024-03-01,"to Veterans, Military Affairs, & Public Protection (S)",3
SB131,2024,RS,2024-01-25,introduced in Senate,1
SB131,2024,RS,2024-01-25,to Committee on Committees (S),2
SB131,2024,RS,2024-01-29,to State & Local Government (S),3
SB131,2024,RS,2024-02-21,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SB131,2024,RS,2024-02-22,"2nd reading, to Rules",5
SB131,2024,RS,2024-02-22,"floor amendment (1) filed to Committee Substitute , floor amendment (2-title) filed to bill",6
SB131,2024,RS,2024-02-22,"posted for passage in the Regular Orders of the Day for Friday, February 23, 2024",7
SB131,2024,RS,2024-02-23,"3rd reading, passed 37-0 with Committee Substitute (1),  Floor Amendment (1) and  Floor Amendment (2-title)",8
SB131,2024,RS,2024-02-26,received in House,9
SB131,2024,RS,2024-02-26,to Committee on Committees (H),10
SB131,2024,RS,2024-03-07,"to Elections, Const. Amendments & Intergovernmental Affairs (H)",11
SB132,2024,RS,2024-01-25,introduced in Senate,1
SB132,2024,RS,2024-01-25,to Committee on Committees (S),2
SB132,2024,RS,2024-01-29,to Judiciary (S),3
SB133,2024,RS,2024-01-25,introduced in Senate,1
SB133,2024,RS,2024-01-25,to Committee on Committees (S),2
SB133,2024,RS,2024-02-07,to State & Local Government (S),3
SR100,2024,RS,2024-01-25,introduced in Senate,1
SR100,2024,RS,2024-01-25,to Committee on Committees (S),2
SR100,2024,RS,2024-01-29,to Senate Floor,3
SR100,2024,RS,2024-02-14,adopted by voice vote,4
SR101,2024,RS,2024-01-25,introduced in Senate,1
SR101,2024,RS,2024-01-25,to Committee on Committees (S),2
SR101,2024,RS,2024-01-29,to Senate Floor,3
SR101,2024,RS,2024-02-16,adopted by voice vote,4
HB355,2024,RS,2024-01-24,introduced in House,1
HB355,2024,RS,2024-01-24,to Committee on Committees (H),2
HB356,2024,RS,2024-01-24,introduced in House,1
HB356,2024,RS,2024-01-24,to Committee on Committees (H),2
HB356,2024,RS,2024-01-26,to Local Government (H),3
HB357,2024,RS,2024-01-24,introduced in House,1
HB357,2024,RS,2024-01-24,to Committee on Committees (H),2
HB357,2024,RS,2024-01-30,to Banking & Insurance (H),3
HB357,2024,RS,2024-02-21,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB357,2024,RS,2024-02-22,"2nd reading, to Rules",5
HB357,2024,RS,2024-02-22,"posted for passage in the Regular Orders of the Day for Friday, February 23, 2024",6
HB357,2024,RS,2024-02-26,floor amendment (1) filed to Committee Substitute,7
HB357,2024,RS,2024-02-27,3rd reading,8
HB357,2024,RS,2024-02-27,Floor Amendment (1) ruled out of order,9
HB357,2024,RS,2024-02-27,passed 78-18 with Committee Substitute (1),10
HB357,2024,RS,2024-02-28,received in Senate,11
HB357,2024,RS,2024-02-28,to Committee on Committees (S),12
HB357,2024,RS,2024-03-01,"to Veterans, Military Affairs, & Public Protection (S)",13
HB357,2024,RS,2024-03-07,"reported favorably, 1st reading, to Calendar",14
HB357,2024,RS,2024-03-08,"2nd reading, to Rules",15
HB357,2024,RS,2024-03-11,"posted for passage in the Regular Orders of the Day for Wednesday, March 13, 2024",16
HB357,2024,RS,2024-03-13,"3rd reading, passed 32-6",17
HB357,2024,RS,2024-03-13,received in House,18
HB357,2024,RS,2024-03-14,"enrolled, signed by Speaker of the House",19
HB357,2024,RS,2024-03-14,"enrolled, signed by President of the Senate",20
HB357,2024,RS,2024-03-14,delivered to Governor,21
HB357,2024,RS,2024-03-26,filed without Governor's signature with the Secretary of State,22
HB357,2024,RS,2024-03-27,became law without Governor's Signature (Acts Ch.14),23
HB358,2024,RS,2024-01-24,introduced in House,1
HB358,2024,RS,2024-01-24,to Committee on Committees (H),2
HB359,2024,RS,2024-01-24,introduced in House,1
HB359,2024,RS,2024-01-24,to Committee on Committees (H),2
HB360,2024,RS,2024-01-24,introduced in House,1
HB360,2024,RS,2024-01-24,to Committee on Committees (H),2
HB360,2024,RS,2024-03-05,to Families & Children (H),3
HB361,2024,RS,2024-01-24,introduced in House,1
HB361,2024,RS,2024-01-24,to Committee on Committees (H),2
HB361,2024,RS,2024-01-29,"to Licensing, Occupations, & Administrative Regulations (H)",3
HB361,2024,RS,2024-01-31,"reported favorably, 1st reading, to Calendar",4
HB361,2024,RS,2024-02-01,"2nd reading, to Rules",5
HB361,2024,RS,2024-02-07,"posted for passage in the Regular Orders of the Day for Thursday, February 08, 2024",6
HB361,2024,RS,2024-02-09,"3rd reading, passed 90-0",7
HB361,2024,RS,2024-02-12,received in Senate,8
HB361,2024,RS,2024-02-12,to Committee on Committees (S),9
HB361,2024,RS,2024-02-28,to Licensing & Occupations (S),10
HB361,2024,RS,2024-03-12,"reported favorably, 1st reading, to Consent Calendar with Committee Substitute (1) and Committee Amendment (1-title)",11
HB361,2024,RS,2024-03-13,"2nd reading, to Rules as a consent bill",12
HB361,2024,RS,2024-03-13,"posted for passage in the Consent Orders of the Day for Thursday, March 14, 2024",13
HB361,2024,RS,2024-03-14,passed over and retained in the Consent Orders of the Day,14
HB361,2024,RS,2024-03-15,passed over and retained in the Consent Orders of the Day,15
HB361,2024,RS,2024-03-21,"3rd reading, passed 38-0 with Committee Substitute (1) and  Committee Amendment (1-title)",16
HB361,2024,RS,2024-03-22,received in House,17
HB361,2024,RS,2024-03-22,to Rules (H),18
HB361,2024,RS,2024-03-25,posted for passage for concurrence in Senate Committee Substitute (1) and Committee Amendment (1-title),19
HB361,2024,RS,2024-03-27,House concurred in Senate Committee Substitute (1) and  Committee Amendment (1-title),20
HB361,2024,RS,2024-03-27,passed 94-0,21
HB361,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",22
HB361,2024,RS,2024-03-27,"enrolled, signed by President of the Senate",23
HB361,2024,RS,2024-03-27,delivered to Governor,24
HB361,2024,RS,2024-04-04,signed by Governor (Acts Ch.30),25
HB362,2024,RS,2024-01-24,introduced in House,1
HB362,2024,RS,2024-01-24,to Committee on Committees (H),2
HB363,2024,RS,2024-01-24,introduced in House,1
HB363,2024,RS,2024-01-24,to Committee on Committees (H),2
HB364,2024,RS,2024-01-24,introduced in House,1
HB364,2024,RS,2024-01-24,to Committee on Committees (H),2
HB365,2024,RS,2024-01-24,introduced in House,1
HB365,2024,RS,2024-01-24,to Committee on Committees (H),2
HB366,2024,RS,2024-01-24,introduced in House,1
HB366,2024,RS,2024-01-24,to Committee on Committees (H),2
HB367,2024,RS,2024-01-24,introduced in House,1
HB367,2024,RS,2024-01-24,to Committee on Committees (H),2
HB367,2024,RS,2024-02-12,to Families & Children (H),3
HB367,2024,RS,2024-02-15,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB367,2024,RS,2024-02-16,"2nd reading, to Rules",5
HB367,2024,RS,2024-02-20,"posted for passage in the Regular Orders of the Day for Wednesday, February 21, 2024",6
HB367,2024,RS,2024-02-22,"3rd reading, passed 61-33 with Committee Substitute (1)",7
HB367,2024,RS,2024-02-23,received in Senate,8
HB367,2024,RS,2024-02-23,to Committee on Committees (S),9
HB367,2024,RS,2024-02-26,"to Economic Development, Tourism, & Labor (S)",10
HB368,2024,RS,2024-01-24,introduced in House,1
HB368,2024,RS,2024-01-24,to Committee on Committees (H),2
HB369,2024,RS,2024-01-24,introduced in House,1
HB369,2024,RS,2024-01-24,to Committee on Committees (H),2
HB370,2024,RS,2024-01-24,introduced in House,1
HB370,2024,RS,2024-01-24,to Committee on Committees (H),2
HB371,2024,RS,2024-01-24,introduced in House,1
HB371,2024,RS,2024-01-24,to Committee on Committees (H),2
HB371,2024,RS,2024-01-30,to Banking & Insurance (H),3
HB371,2024,RS,2024-01-31,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB371,2024,RS,2024-02-01,"2nd reading, to Rules",5
HB371,2024,RS,2024-02-05,"posted for passage in the Regular Orders of the Day for Tuesday, February 06, 2024",6
HB371,2024,RS,2024-02-06,"3rd reading, passed 95-0 with Committee Substitute (1)",7
HB371,2024,RS,2024-02-07,received in Senate,8
HB371,2024,RS,2024-02-07,to Committee on Committees (S),9
HB371,2024,RS,2024-02-20,to Banking & Insurance (S),10
HB371,2024,RS,2024-03-05,"reported favorably, 1st reading, to Consent Calendar with Committee Substitute (1)",11
HB371,2024,RS,2024-03-06,"2nd reading, to Rules as a consent bill",12
HB371,2024,RS,2024-03-08,"posted for passage in the Consent Orders of the Day for Monday, March 11, 2024",13
HB371,2024,RS,2024-03-11,passed over and retained in the Consent Orders of the Day,14
HB371,2024,RS,2024-03-12,passed over and retained in the Consent Orders of the Day,15
HB371,2024,RS,2024-03-13,passed over and retained in the Consent Orders of the Day,16
HB371,2024,RS,2024-03-14,passed over and retained in the Consent Orders of the Day,17
HB371,2024,RS,2024-03-15,passed over and retained in the Consent Orders of the Day,18
HB371,2024,RS,2024-03-21,"3rd reading, passed 38-0 with Committee Substitute (1)",19
HB371,2024,RS,2024-03-22,received in House,20
HB371,2024,RS,2024-03-22,to Rules (H),21
HB371,2024,RS,2024-03-25,posted for passage for concurrence in Senate Committee Substitute (1),22
HB371,2024,RS,2024-03-27,House concurred in Senate Committee Substitute (1),23
HB371,2024,RS,2024-03-27,passed 96-0,24
HB371,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",25
HB371,2024,RS,2024-03-27,"enrolled, signed by President of the Senate",26
HB371,2024,RS,2024-03-27,delivered to Governor,27
HB371,2024,RS,2024-04-04,signed by Governor (Acts Ch.31),28
HB372,2024,RS,2024-01-24,introduced in House,1
HB372,2024,RS,2024-01-24,to Committee on Committees (H),2
HB373,2024,RS,2024-01-24,introduced in House,1
HB373,2024,RS,2024-01-24,to Committee on Committees (H),2
HB374,2024,RS,2024-01-24,introduced in House,1
HB374,2024,RS,2024-01-24,to Committee on Committees (H),2
HB375,2024,RS,2024-01-24,introduced in House,1
HB375,2024,RS,2024-01-24,to Committee on Committees (H),2
HB375,2024,RS,2024-02-02,to Transportation (H),3
HB375,2024,RS,2024-02-06,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB375,2024,RS,2024-02-07,"2nd reading, to Rules",5
HB375,2024,RS,2024-02-13,"posted for passage in the Regular Orders of the Day for Wednesday, February 14, 2024",6
HB375,2024,RS,2024-02-14,"3rd reading, passed 93-0 with Committee Substitute (1)",7
HB375,2024,RS,2024-02-15,received in Senate,8
HB375,2024,RS,2024-02-15,to Committee on Committees (S),9
HB375,2024,RS,2024-03-04,to Transportation (S),10
HB375,2024,RS,2024-03-21,"reported favorably, 1st reading, to Consent Calendar with Committee Substitute (1) and Committee Amendment (1-title)",11
HB375,2024,RS,2024-03-22,"2nd reading, to Rules as a consent bill",12
HB375,2024,RS,2024-03-25,"posted for passage in the Consent Orders of the Day for Tuesday, March 26, 2024",13
HB375,2024,RS,2024-03-26,"3rd reading, passed 38-0 with Committee Substitute (1) and  Committee Amendment (1-title)",14
HB375,2024,RS,2024-03-26,received in House,15
HB375,2024,RS,2024-03-26,to Rules (H),16
HB375,2024,RS,2024-03-27,posted for passage for concurrence in Senate Committee Substitute (1) and committee amendment (1-title),17
HB375,2024,RS,2024-03-27,House concurred in Senate Committee Substitute (1) and Committee Amendment (1-title),18
HB375,2024,RS,2024-03-27,passed 87-0,19
HB375,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",20
HB375,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",21
HB375,2024,RS,2024-03-28,delivered to Governor,22
HB375,2024,RS,2024-04-04,signed by Governor (Acts Ch. 45),23
HR53,2024,RS,2024-01-24,introduced in House,1
HR53,2024,RS,2024-01-24,to Committee on Committees (H),2
HR53,2024,RS,2024-01-26,to House Floor,3
HR53,2024,RS,2024-01-26,adopted by voice vote,4
SB130,2024,RS,2024-01-24,introduced in Senate,1
SB130,2024,RS,2024-01-24,to Committee on Committees (S),2
SB130,2024,RS,2024-02-07,to State & Local Government (S),3
SB130,2024,RS,2024-03-06,"reported favorably, 1st reading, to Consent Calendar with Committee Substitute (1)",4
SB130,2024,RS,2024-03-07,"2nd reading, to Rules as a consent bill",5
SB130,2024,RS,2024-03-07,"posted for passage in the Consent Orders of the Day for Friday, March 08, 2024",6
SB130,2024,RS,2024-03-08,"3rd reading, passed 37-0 with Committee Substitute (1)",7
SB130,2024,RS,2024-03-11,received in House,8
SB130,2024,RS,2024-03-11,to Committee on Committees (H),9
SR97,2024,RS,2024-01-24,introduced in Senate,1
SR97,2024,RS,2024-01-24,to Committee on Committees (S),2
SR97,2024,RS,2024-01-26,to Senate Floor,3
SR97,2024,RS,2024-01-26,adopted by voice vote,4
SR98,2024,RS,2024-01-24,introduced in Senate,1
SR98,2024,RS,2024-01-24,to Committee on Committees (S),2
SR98,2024,RS,2024-01-26,to Senate Floor,3
SR98,2024,RS,2024-02-12,adopted by voice vote,4
SR99,2024,RS,2024-01-24,introduced in Senate,1
SR99,2024,RS,2024-01-24,to Committee on Committees (S),2
SR99,2024,RS,2024-01-26,to Senate Floor,3
SR99,2024,RS,2024-03-14,adopted by voice vote,4
HB342,2024,RS,2024-01-23,introduced in House,1
HB342,2024,RS,2024-01-23,to Committee on Committees (H),2
HB343,2024,RS,2024-01-23,introduced in House,1
HB343,2024,RS,2024-01-23,to Committee on Committees (H),2
HB344,2024,RS,2024-01-23,introduced in House,1
HB344,2024,RS,2024-01-23,to Committee on Committees (H),2
HB345,2024,RS,2024-01-23,introduced in House,1
HB345,2024,RS,2024-01-23,to Committee on Committees (H),2
HB345,2024,RS,2024-02-13,to Appropriations & Revenue (H),3
HB346,2024,RS,2024-01-23,introduced in House,1
HB346,2024,RS,2024-01-23,to Committee on Committees (H),2
HB346,2024,RS,2024-02-08,to Health Services (H),3
HB346,2024,RS,2024-02-29,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB346,2024,RS,2024-03-01,"2nd reading, to Rules",5
HB346,2024,RS,2024-03-01,floor amendment (1) filed to Committee Substitute,6
HB346,2024,RS,2024-03-04,"floor amendments (2), (3) and (4) filed to Committee Substitute",7
HB346,2024,RS,2024-03-05,floor amendments (5) and (6) filed to Committee Substitute,8
HB346,2024,RS,2024-03-06,floor amendment (7) filed to Committee Substitute,9
HB346,2024,RS,2024-03-07,floor amendment (8) filed to Committee Substitute,10
HB346,2024,RS,2024-03-08,"posted for passage in the Regular Orders of the Day for Monday, March 11, 2024",11
HB346,2024,RS,2024-03-11,floor amendments (9) and (10) filed to Committee Substitute,12
HB346,2024,RS,2024-03-22,taken from the Orders of the Day,13
HB346,2024,RS,2024-03-22,recommitted to Rules (H),14
HB346,2024,RS,2024-03-27,taken from the Orders of the Day,15
HB346,2024,RS,2024-03-27,recommitted to Appropriations & Revenue (H),16
HB347,2024,RS,2024-01-23,introduced in House,1
HB347,2024,RS,2024-01-23,to Committee on Committees (H),2
HB347,2024,RS,2024-03-12,to Families & Children (H),3
HB348,2024,RS,2024-01-23,introduced in House,1
HB348,2024,RS,2024-01-23,to Committee on Committees (H),2
HB349,2024,RS,2024-01-23,introduced in House,1
HB349,2024,RS,2024-01-23,to Committee on Committees (H),2
HB349,2024,RS,2024-02-07,to State Government (H),3
HB349,2024,RS,2024-02-22,"reported favorably, 1st reading, to Calendar",4
HB349,2024,RS,2024-02-23,"2nd reading, to Rules",5
HB349,2024,RS,2024-03-27,taken from the Orders of the Day,6
HB349,2024,RS,2024-03-27,recommitted to Appropriations & Revenue (H),7
HB350,2024,RS,2024-01-23,introduced in House,1
HB350,2024,RS,2024-01-23,to Committee on Committees (H),2
HB351,2024,RS,2024-01-23,introduced in House,1
HB351,2024,RS,2024-01-23,to Committee on Committees (H),2
HB352,2024,RS,2024-01-23,introduced in House,1
HB352,2024,RS,2024-01-23,to Committee on Committees (H),2
HB353,2024,RS,2024-01-23,introduced in House,1
HB353,2024,RS,2024-01-23,to Committee on Committees (H),2
HB353,2024,RS,2024-02-27,to Judiciary (H),3
HB354,2024,RS,2024-01-23,introduced in House,1
HB354,2024,RS,2024-01-23,to Committee on Committees (H),2
HB354,2024,RS,2024-02-20,to State Government (H),3
HB354,2024,RS,2024-02-22,"reported favorably, 1st reading, to Calendar",4
HB354,2024,RS,2024-02-23,"2nd reading, to Rules",5
HB354,2024,RS,2024-02-27,"posted for passage in the Regular Orders of the Day for Wednesday, February 28, 2024",6
HB354,2024,RS,2024-02-28,"3rd reading, passed 98-0",7
HB354,2024,RS,2024-02-29,received in Senate,8
HB354,2024,RS,2024-02-29,to Committee on Committees (S),9
HB354,2024,RS,2024-03-15,to State & Local Government (S),10
HB354,2024,RS,2024-03-28,taken from State & Local Government (S),11
HB354,2024,RS,2024-03-28,1st reading,12
HB354,2024,RS,2024-03-28,returned to State & Local Government (S),13
HB354,2024,RS,2024-04-12,"reported favorably, 2nd reading, to Rules as a consent bill",14
HB354,2024,RS,2024-04-12,floor amendments (1-title) and (2) filed,15
HB354,2024,RS,2024-04-15,"posted for passage in the Regular Orders of the Day for Monday, April 15, 2024",16
HB354,2024,RS,2024-04-15,3rd reading,17
HB354,2024,RS,2024-04-15,floor amendment (2) withdrawn,18
HB354,2024,RS,2024-04-15,floor amendment (1-title) ruled out of order,19
HB354,2024,RS,2024-04-15,passed 37-0,20
HB354,2024,RS,2024-04-15,received in House,21
HB354,2024,RS,2024-04-15,"enrolled, signed by Speaker of the House",22
HB354,2024,RS,2024-04-15,"enrolled, signed by President of the Senate",23
HB354,2024,RS,2024-04-15,delivered to Governor,24
HB354,2024,RS,2024-04-18,signed by Governor,25
HB354,2024,RS,2024-04-18,signed by Governor (Acts Ch. 214),26
SB4,2024,RS,2024-01-23,introduced in Senate,1
SB4,2024,RS,2024-01-23,to Committee on Committees (S),2
SB4,2024,RS,2024-01-25,to State & Local Government (S),3
SB4,2024,RS,2024-02-07,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SB4,2024,RS,2024-02-08,"2nd reading, to Rules",5
SB4,2024,RS,2024-02-13,"posted for passage in the Regular Orders of the Day for Wednesday, February 14, 2024",6
SB4,2024,RS,2024-02-14,"3rd reading, passed 24-12 with Committee Substitute (1)",7
SB4,2024,RS,2024-02-15,received in House,8
SB4,2024,RS,2024-02-15,to Committee on Committees (H),9
SB4,2024,RS,2024-02-28,to State Government (H),10
SB4,2024,RS,2024-03-26,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",11
SB4,2024,RS,2024-03-26,"floor amendment (1) filed to Committee Substitute , floor amendment (2) filed to bill",12
SB4,2024,RS,2024-03-27,"2nd reading, to Rules",13
SB123,2024,RS,2024-01-23,introduced in Senate,1
SB123,2024,RS,2024-01-23,to Committee on Committees (S),2
SB123,2024,RS,2024-01-25,to Licensing & Occupations (S),3
