bill_number,session_year,session_type,title,sponsors,summary,bill_url
SB159,2023,RS,AN ACT relating to building codes.,B. Smith,Permit the use of safe refrigerant alternatives if used in equipment listed and installed in accordance with safety standards.,https://apps.legislature.ky.gov/record/23rs/SB159.html
SB160,2023,RS,AN ACT relating to STABLE Kentucky accounts.,D. Carroll,"Amend KRS 41.415 to make technical corrections and to conform; amend KRS 164A.260 to exempt moneys in a STABLE Kentucky accounts from attachment, execution, or garnishment; to require that moneys in a STABLE Kentucky account to be disregarded for the purpose of determining eligibility for or the amount of public assistance; and to require that moneys in a STABLE Kentucky account be transferred to the estate of the designated beneficiary upon the death of the designated beneficiary.",https://apps.legislature.ky.gov/record/23rs/SB160.html
SB161,2023,RS,AN ACT relating to the Kentucky River Authority.,R. Webb; G. Williams; J. Carpenter; D. Douglas; A. Mays Bledsoe; B. Smith; A. Southworth; B. Storm; R. Thomas; J. Turner; S. West,"Create a new section of KRS Chapter 151 to establish definitions for KRS 151.700 to 151.730, regarding the Kentucky River Authority; amend KRS 151.710 to clarify requirements for members of the Kentucky River Authority.",https://apps.legislature.ky.gov/record/23rs/SB161.html
SB162,2023,RS,"AN ACT relating to public safety, making an appropriation therefor, and declaring an emergency.",D. Carroll; B. Storm; L. Tichenor,Amend KRS 15A.061 to require the Justice and Public Safety Cabinet to maintain a comprehensive data system for the Department of Juvenile Justice; amend KRS 15A.305 to provide additional requirements for facilities operated under the statewide juvenile detention plan; require the Department for Medicaid Services to apply for an amendment to the submitted waiver to allow Medicaid coverage for youth incarcerated in DJJ facilities; direct the Justice and Public Safety Cabinet to promulgate regulations expediting the investigation of complaints; and require the Justice and Public Safety Cabinet to submit and implement various plans within specified time frames with reporting to the Legislative Research Commission.,https://apps.legislature.ky.gov/record/23rs/SB162.html
SB163,2023,RS,AN ACT relating to transportation and declaring an emergency.,P. Wheeler; J. Higdon; G. Boswell; D. Carroll; M. Deneen; D. Douglas; S. Funke Frommeyer; J. Howell; R. Mills; J. Schickel; B. Storm; D. Thayer; L. Tichenor; J. Turner; S. West; G. Williams; M. Wilson; M. Wise,"Amend KRS 177.074 to require the Transportation Cabinet Secretary, upon passage of a joint resolution of the General Assembly, to direct the placement of signs denoting inclusion of an artist as an honoree on the Country Music Highway on United States Route 23; amend KRS 186.240 to identify the mottos and slogans that may appear on a standard issue motor vehicle license plate; amend KRS 186.240 (Effective January 1, 2024) to conform.",https://apps.legislature.ky.gov/record/23rs/SB163.html
SR91,2023,RS,A RESOLUTION confirming the reappointment of Franklin A. Stivers as a member of the Kentucky Workers' Compensation Board.,B. Storm,"Confirm the reappointment of Franklin A. Stivers as a member of the Kentucky Workers' Compensation Board for a term expiring January 4, 2027.",https://apps.legislature.ky.gov/record/23rs/SR91.html
SR92,2023,RS,A RESOLUTION honoring Dr. Mary Beth Emmick Morris for being named the 2022-2023 Kentucky Optometric Association President.,G. Boswell,Honor Dr. Mary Beth Emmick Morris for being named the 2022-2023 Kentucky Optometric Association President.,https://apps.legislature.ky.gov/record/23rs/SR92.html
HB301,2023,RS,AN ACT relating to consumer data privacy.,J. Decker; P. Pratt,"Creates new sections of KRS Chapter 367 to establish consumer rights relating to personal data, including the rights to confirm whether data is being processed, to delete personal data provided by the consumer, to obtain a copy of the consumer's personal data that was previously provided, and to opt out of targeted advertising and the sale of data; define terms; set forth the types of data and the persons or entities to which the statutory provisions do and do not apply; set forth requirements for persons or entities that control and process consumer data; establish that the Attorney General has exclusive authority to enforce the consumer data privacy rights; create a consumer privacy fund in the State Treasury to be administered by the Office of the Attorney General; EFFECTIVE January 1, 2025.",https://apps.legislature.ky.gov/record/23rs/HB301.html
HB302,2023,RS,AN ACT relating to elections.,J. Decker; J. Branscum; D. Fister; D. Osborne; R. Roberts; J. Tipton,"Amend KRS 15.243 to require the Attorney General to select six counties at random and six counties with the highest rate of irregularities for his or her independent inquiry; require the Attorney General to promulgate administrative regulations to establish a uniform procedure for independent inquiries; amend KRS 117.066 to require that petitions for the consolidation of precincts include parking accommodations for the proposed voting location; amend KRS 117.235 to prohibit electioneering during any of the days that in-person absentee voting is conducted or during training for election officers; amend KRS 117.265 to prohibit any candidate who was defeated in a primary from running for the same office during the regular election; amend KRS 117.995 to prescribe criminal penalties for people who have previously been convicted of a felony who then attempt to register to vote; amend KRS 118.105 to remove withdrawal, disqualification, or severe disabling condition as reasons to fill a vacancy in nomination of candidacy; amend KRS 118.125 to conform; EMERGENCY.",https://apps.legislature.ky.gov/record/23rs/HB302.html
HB303,2023,RS,AN ACT relating to economic development.,J. Branscum,"Amend KRS 11.200 and 12.020 to rename the Office of Entrepreneurship and Small Business Innovation to the Office of Entrepreneurship and Innovation within the Cabinet for Economic Development; amend KRS 12.020 to rename the Department for Business Development to the Department for Business and Community Development, the Incentive Administration Division to the Program Administration Division, the Office of Marketing and Public Affairs to the Office of Strategy and Public Affairs, the Communications Division to the Marketing and Communications Division, the Graphic Design Division to the Research and Strategy Division, and eliminate the Office of Workforce, Community Development and Research; amend KRS 12.020 to create the Development and Retention Division - West Kentucky, the Development, Retention, and Administrative Division - Central and East Kentucky, and Community and Workforce Development Division within the Department for Business and Community Development; amend KRS 154.12-2035, 154.20-230, 154.12-277, 154.12-278, 154.12-310, 154.60-010,  154.60-020, 164.6017, 164.6021 and 164.6023 to reflect the new name of the Office of Entrepreneurship and Innovation; amend KRS 154.12-204 to include companies engaged in hydrogen transmission as qualified companies in the Bluegrass State Skills Corporation Grant-in-Aid and Skills Training Investment Credit programs; amend KRS 154.12-207 to increase the application limit from $200,000 to $500,000; amend KRS 154.12-223 to reorganize the Department for Business and Community Development; amend KRS 154.12-224 to reorganize the Department for Financial Services within the Cabinet for Economic Development; amend KRS 154.12-275 to reorganize the Office of Strategy and Public Affairs within the Cabinet for Economic Development; amend KRS 154.20-190 to change reporting deadline to November 1; amend KRS 154.20-583, 154.20-586, and 154.20-589 to modify the Western Kentucky Risk Assistance Fund to specify that eligible companies may apply for other programs administered by the Cabinet for Economic Development, to change the cap on the amount of loan loss payments to $100,000,000 that is proportionally reduced as the loss payments are disbursed, and to provide for a 1% administrative fee; amend KRS 154.25-040 to address recent changes in the income tax statutes;  amend KRS 154.31-010 to include companies engaged in hydrogen transmission as eligible companies in the Kentucky Enterprise Initiative Act and to add a definition for ""tourism attraction""; amend KRS 154.32-010 and 154.32-020 to include companies engaged in hydrogen transmission as eligible companies in the Kentucky Business Initiative program; amend KRS 154.32-050 to allow disaster relief areas declared by state or federal agencies on or after December 1, 2022, to be included in the enhanced county classification; amend KRS 154.32-090 to change the wage assessment calculation under the Kentucky Business Initiative program to address recent changes in the income tax statutes; amend KRS 154.34-010 to include companies engaged in hydrogen transmission as eligible companies in the Kentucky Reinvestment Act;  amend KRS 154.61-010 to include the definitions of ""cabinet"" and ""loan-out entity"" and to expand the definition of ""employee""; amend KRS 154.61-020 and 154.61-030 to revise the duties and responsibilities of the Cabinet for Economic Development and the approved companies under the Kentucky Entertainment Initiative program; amend KRS 141.310, 141.350, and 141.383 to conform; repeal KRS 141.401, 154.12-276, 154.23-005, 154.23-010, 154.23-015, 154.23-020, 154.23-025, 154.23-030, 154.23-035, 154.23-040, 154.23-045, 154.23-050, 154.23-055, 154.23-060, 154.23-065, 154.23-070, 154.23-075, 154.23-079, 154.23-080, 154.47-040, 154.47-065, 154.80-140, and 154.80-310; amend KRS 141.0205, 154.20-170, 154.47-005 and 174.205 to conform.",https://apps.legislature.ky.gov/record/23rs/HB303.html
HB304,2023,RS,AN ACT relating to individual-directed care at the end of life.,J. Raymond,"Create new sections of KRS Chapter 311 to define terms; establish a qualified terminally ill individual's right to voluntarily request medication to self-administer to cause death; require conditions for making the request; permit individual to rescind the request at any time; permit an attending health care provider to provide medication; establish requirements for the attending health care provider to inform individuals and document request; require disposal of unused medications; establish residency requirements for qualified individuals; require a report by the Cabinet for Health and Family Services; establish provisions for contracts, insurance policies, and beneficiaries; state that a health care provider is not required to provide medication to a qualified individual; permit health care providers to prohibit persons or entities from participating in a qualified individual's request during or on the premises of employment; prohibit reporting a health care provider to a licensing board for participating in a qualified individual's request; state that actions do not constitute suicide or homicide; create a form for a qualified individual to make a request; create a new section of subtitle 12 of KRS Chapter 304 to establish provisions for insurance policies and beneficiaries of qualified individuals; amend KRS 507.020 and 507.030 to create an affirmative defense to a charge of murder and manslaughter in the first degree; provide a severability clause; provide that the Act may be cited as the ""Kentucky Our Care, Our Options Act.""",https://apps.legislature.ky.gov/record/23rs/HB304.html
HB305,2023,RS,AN ACT relating to the Child Care Assistance Program.,J. Raymond,"Amend KRS 199.894 to define ""Child Care and Development Fund"" and ""Child Care Assistance Program""; create a new section of KRS 199.892 to 199.896 to establish eligibility requirements for the Child Care Assistance Program.",https://apps.legislature.ky.gov/record/23rs/HB305.html
HB306,2023,RS,AN ACT relating to radon testing and mitigation and making an appropriation therefor.,J. Raymond,Amend KRS 199.894 to adjust statutory range; create a new section of KRS 199.892 to 199.8996 to require licensed child-care centers to be tested for radon at least once every five years as part of their initial licensure and license renewal; require the Cabinet for Health and Family Services to encourage that specific radon measurement devices be used when licensed child-care centers are tested for radon; require the most current report to be posted in a public place within the child-care center; amend KRS 309.434 to establish new duties for the Kentucky Board of Radon Safety related to financial assistance for child-care centers and schools for radon testing and mitigation; amend KRS 309.442 to require an insurance policy for a radon laboratory; amend KRS 309.448 to establish when an administrative hearing is conducted related to radon testing and mitigation providers; amend KRS 309.452 to specify licensure requirements for a radon laboratory; amend KRS 309.454 to include grants and state and federal moneys as a part of the radon mitigation and control fund; create a new section of KRS Chapter 383 to require a landlord to conduct lead testing and inform tenants of result; APPROPRIATION.,https://apps.legislature.ky.gov/record/23rs/HB306.html
HB307,2023,RS,AN ACT relating to testing for lead content prior to a home sale or rental and making an appropriation therefor.,J. Raymond,"Create a new section of KRS Chapter 382 to require a seller of residential property to conduct and pay for tests to determine lead content as a condition of sale; create a new section of KRS Chapter 211 to establish a lead mitigation and control fund; create a new section of KRS Chapter 383 to require a landlord to conduct lead testing and inform tenants of results; amend KRS 324.360 to add additional disclosures to the seller's disclosure of conditions form; APPROPRIATION; EFFECTIVE January 1, 2024.",https://apps.legislature.ky.gov/record/23rs/HB307.html
HB308,2023,RS,AN ACT relating to bereavement leave following the death of a child.,S. Stalker; C. Aull; B. Chester-Burton; D. Grossberg; K. Herron; J. Raymond; L. Swann,"Create a new section of KRS Chapter 337 to define ""child""; allow use of paid vacation or sick leave provided by the employer for bereavement following the death of a child; allow donation of time by other employees to the employee taking the leave.",https://apps.legislature.ky.gov/record/23rs/HB308.html
HB309,2023,RS,AN ACT relating to mechanic's and materialman's liens.,M. Dossett,Amend KRS 376.010 to establish a mechanism for protection for owners and lessors of leased property from liens arising from work performed through a contract with the lessee when the lessee is prohibited from entering into such an agreement by the lease; require the filing of notice documents with the county clerk to apprise the prospective provider of labor or materials; amend KRS 371.325 to conform.,https://apps.legislature.ky.gov/record/23rs/HB309.html
HB310,2023,RS,"AN ACT relating to the dissemination of cigarettes, tobacco products, alternative nicotine products, and vapor products, and making an appropriation therefor.",W. Lawrence; T. Truett; C. Fugate; B. Reed; K. Timoney,"Amend KRS 438.310 to increase penalties for violations related to the sale of tobacco products, alternative nicotine products, or vapor products; amend KRS 438.313 to increase penalties for violations related to the distribution of cigarettes, tobacco products, alternative nicotine products, or vapor products; amend KRS 138.195 to conform; APPROPRIATION.",https://apps.legislature.ky.gov/record/23rs/HB310.html
HB311,2023,RS,AN ACT relating to telehealth.,R. Raymer; C. Aull; B. Chester-Burton; J. Raymond,Amend KRS 205.559 to prohibit the Department for Medicaid Services and any Medicaid managed care organization from requiring that a health professional or medical group maintain a physical location or address in this state to be eligible for enrollment as a Medicaid provider if the provider or group exclusively offers services via telehealth.,https://apps.legislature.ky.gov/record/23rs/HB311.html
HB312,2023,RS,AN ACT relating to certificates of need.,M. Proctor; S. Rawlings; S. Doan; M. Hart; S. Maddox; C. Massaroni; F. Rabourn,"Amend KRS 216B.020 to exempt any group of three contiguous counties from obtaining a certificate of need if each county borders another state and each county has a population of 90,000 or more according to the most recent federal decennial census.",https://apps.legislature.ky.gov/record/23rs/HB312.html
HB313,2023,RS,AN ACT relating to economic development.,A. Bowling; J. Petrie; K. Timoney,"Amend KRS 154.21-015 to redefine ""eligible project"" to include matching funds are available for a project either on publicly owned property or meets certain conditions if the project includes property acquisition or a due diligence study, and redefine ""eligible use"" to include building construction or renovation; amend KRS 154.21-020 to reference adoption, eliminate the eligible grant recipient 10% match requirement, base program eligibility on census population, cap the available funding at $2,000,000 per county, and disqualify projects that receive discretionary mega-development project funding from program participation; and amend KRS 154.21-035 to conform.",https://apps.legislature.ky.gov/record/23rs/HB313.html
HB314,2023,RS,AN ACT relating to intimidation of a sports official.,D. Hale,Create a new section of KRS Chapter 518 to create the crime of intimidation of a sports official as a Class A misdemeanor.,https://apps.legislature.ky.gov/record/23rs/HB314.html
HB315,2023,RS,AN ACT relating to prevention-oriented child abuse awareness instruction.,N. Tate,"Amend KRS 158.4416 to require a trauma-informed team to incorporate age-appropriate and evidence-based child abuse and neglect awareness and prevention into the training, guidance, and assistance provided by the team; require the trauma-informed toolkit to include recommendations regarding child abuse and neglect awareness and prevention; require a school's trauma-informed plan to include strategies for child abuse and neglect awareness and prevention; require the Kentucky Department of Education to send annual notification of where the standards for child abuse and neglect awareness and prevention can be found within the academic standards for health; provide that the Act may be cited as Erin's Law.",https://apps.legislature.ky.gov/record/23rs/HB315.html
HB316,2023,RS,AN ACT relating to local school board teacher representatives.,T. Bojanowski; K. Timoney; G. Brown Jr.; B. Chester-Burton; J. Raymond; S. Stalker,Create a new section of KRS Chapter 160 to require each local school board to include at least one teacher representative; require each local school board to adopt a school board teacher representative policy.,https://apps.legislature.ky.gov/record/23rs/HB316.html
HB317,2023,RS,AN ACT relating to metropolitan correctional services departments.,J. Nemes,"Amend KRS 67B.020 to define ""peace officer""; create new sections of KRS Chapter 67B to provide the general police powers of each officer employed by a metropolitan correctional services department; establish a system of disciplinary protocols relating to proceedings against an officer accused of misconduct; define ""critical incident""; allow an officer to take 48 hours leave after being involved in a critical incident.",https://apps.legislature.ky.gov/record/23rs/HB317.html
HB318,2023,RS,AN ACT relating to the Child Care Assistance Program.,A. Tackett Laferty; G. Brown Jr.; J. Raymond,"Amend KRS 199.894 to define ""Child Care and Development Fund"" and ""Child Care Assistance Program""; create a new section of KRS 199.892 to 199.896 to establish income eligibility requirements for the Child Care Assistance Program.",https://apps.legislature.ky.gov/record/23rs/HB318.html
HB319,2023,RS,AN ACT relating to teachers.,J. Tipton; J. Bauman; B. Chester-Burton; D. Grossberg; DJ Johnson,"Create a new section of KRS Chapter 161 to implement the Interstate Teacher Mobility Compact; create a new section of KRS Chapter 160 requiring exit surveys from school personnel leaving employment; require the Kentucky Department of Education to develop a system for reporting exit survey data; create a new section of KRS Chapter 164 to direct the Council on Postsecondary Education to develop a marketing program to promote the teaching profession; require CPE to provide a report on the status of the program to the Interim Joint Committee on Education by November 1, 2024; establish a trust fund for the marketing program; create a new section of KRS Chapter 160 to direct the Kentucky Department of Education to create an online statewide job posting system for school job openings, if funds are available; amend KRS 160.380 to conform; amend KRS 164.769 to revise requirements for the Teacher Scholarship program; require the Kentucky Higher Education Assistance Authority to submit an annual program report to the Interim Joint Committee on Education; amend KRS 161.048 to require the Education Professional Standards Board to establish a process for candidates to obtain an eligible for hire letter; direct the Kentucky Department of Education to expand the GoTeachKY ambassador program to all school districts, as funds are available; require the Kentucky Department of Education to review the alternative pathway teacher certification options and processes to identify areas for improvement; require KDE to present its findings to the Interim Joint Committee on Education by October 1, 2023; APPROPRIATION.",https://apps.legislature.ky.gov/record/23rs/HB319.html
HB320,2023,RS,AN ACT relating to commercial driver's licenses.,C. Freeland,Amend KRS 281A.160 to allow an applicant who has a nonresident operator's license and a commercial driver's instruction permit to take the CDL skills test within the Commonwealth; establish a nonresident testing fee of $150.,https://apps.legislature.ky.gov/record/23rs/HB320.html
HB321,2023,RS,AN ACT relating to animals.,K. Bratcher; J. Nemes; K. Banta; S. Heavrin; K. Moser; K. Timoney; S. Witten,"Create or repeal and reenacted sections of KRS Chapter 525 to define terms; establish crimes of animal abuse in the first degree and animal abuse in the second degree; authorize law enforcement and animal control officers to seize and hold animals who are victims of cruelty or abuse; allow a seizing agency to seek forfeiture and reimbursement for reasonable costs of caring for seized animals from the owner of the animal in the criminal case; provide that the costs of caring for a seized animal shall apply to any offspring born to that animal while in custody; grant civil immunity to a person who enters a car containing a dog or cat believed in good faith to be in danger of death, subject to certain parameters; amend KRS 525.125 and 525.130 to provide for the seizure of animals from a person charged with cruelty to animals in the first degree and from a person charged with cruelty to animals in the second degree with additional available penalties; amend KRS 525.137 to allow seizure of an animal that has been the object of sexual crimes against an animal.",https://apps.legislature.ky.gov/record/23rs/HB321.html
HB322,2023,RS,AN ACT relating to workers' compensation.,J. Bauman; D. Elliott; R. Webber,"Amend KRS 342.120 to require the Division of Workers' Compensation Funds to create a program to issue lump-sum settlements for outstanding claims; amend KRS 342.122 to set the special fund assessment rate at a minimum of six percent; require the remaining claims balance to fund the programs in the Education and Labor Cabinet, with exceptions.",https://apps.legislature.ky.gov/record/23rs/HB322.html
HB323,2023,RS,AN ACT relating to juvenile justice and making an appropriation therefor.,K. Herron; L. Willner; G. Brown Jr.; B. Chester-Burton; D. Grossberg,Create a new section of KRS Chapter 15A to create the juvenile services fund within the Department of Juvenile Justice; appropriate moneys to the fund; APPROPRIATION.,https://apps.legislature.ky.gov/record/23rs/HB323.html
HB324,2023,RS,AN ACT relating to juvenile justice.,K. Herron; L. Willner; G. Brown Jr.; B. Chester-Burton; J. Raymond,Create new sections of KRS Chapter 600 to create regional citizen juvenile justice review boards and the State Citizen Juvenile Justice Review Board to periodically review the cases of all incarcerated children and develop policy recommendations; establish duties of the review boards; establish membership of the review boards.,https://apps.legislature.ky.gov/record/23rs/HB324.html
HB325,2023,RS,AN ACT relating to destruction of firearms.,K. Herron; G. Brown Jr.; B. Chester-Burton; J. Raymond,"Amend KRS 500.090 to allow consolidated local governments to destroy firearms abandoned, confiscated, or forfeited under the Kentucky Penal Code.",https://apps.legislature.ky.gov/record/23rs/HB325.html
HB326,2023,RS,AN ACT relating to creation of the Office of Safer Communities in the Department for Public Health and making an appropriation therefor.,K. Herron; C. Aull; G. Brown Jr.; B. Chester-Burton; D. Grossberg; J. Raymond,"Amend KRS 194A.030 to place the Office of Safer Communities under the oversight of the Department for Public Health; create a new section of KRS Chapter 194A to establish the Office of Safer Communities; appropriate $3,000,000 in fiscal year 2023-2024 to fund the office; APPROPRIATION.",https://apps.legislature.ky.gov/record/23rs/HB326.html
HB327,2023,RS,AN ACT relating to historical instruction.,K. Herron; J. Nemes; G. Brown Jr.; B. Chester-Burton; J. Raymond; L. Willner,"Create a new section of KRS Chapter 158 to require African history instruction in certain middle and high school world history and civilization courses; require Native American history instruction in certain middle and high school United States history courses; require the Kentucky Board of Education to promulgate administrative regulations establishing academic standards for the required historical instructions; require superintendents to adopt curricula for required instruction; require the Kentucky Department of Education to collaborate with the Kentucky African American Heritage and the Kentucky Native American Heritage Commission to develop recommended curricula and instruction guidelines for the required historical instruction, elective high school course offerings in African history and Native American history, and relevant professional development materials.",https://apps.legislature.ky.gov/record/23rs/HB327.html
HB328,2023,RS,AN ACT relating to membership dates in the state-administered retirement systems.,DJ Johnson; J. Blanton; D. Frazier Gordon; D. Osborne,"Amend KRS 78.510 to provide that the participation date in the County Employees Retirement System (CERS) for those individuals who entered the Kentucky Department of Criminal Justice Training's Police Corps program prior to July 1, 2003, through an agreement with a CERS employer, and who subsequently began participating in CERS as a sworn officer upon completion of the program, shall be the date training began in the Police Corps program.",https://apps.legislature.ky.gov/record/23rs/HB328.html
HB329,2023,RS,AN ACT relating to government contract review and declaring an emergency.,M. Hart; A. Bowling; C. Fugate; D. Hale; M. Koch; M. Pollock,"Amend KRS 45A.705 to require the State Treasurer to either revise, cancel, or keep effective any contract in which the Government Contract Review Committee issues nonbinding recommendations; require the Treasurer to submit contract revisions pursuant to the committee's nonbinding recommendations to the secretary of the Finance and Administration Cabinet or designee; require the secretary of the Finance and Administration Cabinet or designee to either issue the contract with the Treasurer's revisions or cancel the contract; require the secretary of the Finance and Administration Cabinet or designee to revise, cancel, or keep effective any contract issued pursuant to the Governor's constitutional powers in which the committee has issued a nonbinding recommendation; provide severability clause; EMERGENCY.",https://apps.legislature.ky.gov/record/23rs/HB329.html
HB330,2023,RS,AN ACT relating to involuntary treatment for substance use disorder.,M. Dossett,Amend KRS 222.433 to include an advanced practice registered nurse as a qualified health professional who is authorized to examine an individual in a case where a court is considering the individual for involuntary treatment for substance use disorder treatment.,https://apps.legislature.ky.gov/record/23rs/HB330.html
HB331,2023,RS,AN ACT relating to the emergency medical preparedness of schools.,R. Palumbo; K. Timoney; K. Moser; C. Aull; J. Bauman; D. Bentley; J. Blanton; T. Bojanowski; A. Bowling; J. Branscum; K. Bratcher; S. Bratcher; R. Bridges; G. Brown Jr.; B. Chester-Burton; J. Decker; S. Dietz; M. Dossett; R. Dotson; R. Duvall; D. Elliott; D. Fister; P. Flannery; C. Fugate; A. Gentry; J. Gooch Jr.; D. Grossberg; D. Hale; M. Hart; S. Heavrin; T. Huff; M. Imes; DJ Johnson; J. Justice; K. King; S. Lewis; M. Lockett; S. McPherson; M. Meredith; A. Neighbors; M. Pollock; S. Rawlings; R. Raymer; B. Reed; S. Riley; T. Smith; S. Stalker; C. Stevenson; P. Stevenson; N. Tate; W. Thomas; T. Truett; K. Upchurch; B. Wesley; W. Williams; L. Willner; N. Wilson,Amend KRS 158.162 to direct local boards of education to require schools to maintain a portable automated external defibrillator in every middle and high school building and at school-sponsored events; require local boards to adopt policies and procedures for portable automated external defibrillators and ensure training requirements are met; amend KRS 158.302 to conform; amend KRS 160.445 to require all interscholastic coaches to be trained in CPR and use of portable automated external defibrillators; require all schools that participate in interscholastic athletics to maintain a portable automated external defibrillator at every practice or competition and meet training requirements; require venue-specific emergency plans to identify the location of a portable automated external defibrillator and the procedures for use; require schools that participate in interscholastic athletics to annually certify compliance with portable automated external defibrillator requirements and venue-specific emergency plan requirements.,https://apps.legislature.ky.gov/record/23rs/HB331.html
HB332,2023,RS,AN ACT relating to adult-size changing tables.,J. Nemes; A. Gentry; T. Bojanowski; S. Heavrin; J. Raymond; R. Roarx,"Create a new section of KRS 198B.010 to 198B.290 to define terms and require the Department of Housing, Buildings and Construction to promulgate administrative regulations to require certain public buildings, structures, and facilities constructed on or after January 1, 2025, to contain and provide access to at least one powered, height-adjustable, adult-size changing table; provide that the Act may be cited as Trayton's Bill.",https://apps.legislature.ky.gov/record/23rs/HB332.html
HB333,2023,RS,AN ACT relating to the valuation of multi-unit rental housing subject to government restriction on use.,J. Nemes; S. Heavrin,"Amend KRS 132.010 to add definitions for ""government restriction on use,"" ""low-income,"" and ""multi-unit rental housing""; amend KRS 132.191 to allow the valuation of multi-unit rental housing that is subject to government restriction on use to be calculated using specific methods; disallow the inclusion of income tax credits in the methods; require the owner of the multi-unit rental housing to provide notifications and file a form with the property valuation administrator; allow penalty up to $200 for noncompliance; require the Department of Revenue to promulgate administrative regulations.",https://apps.legislature.ky.gov/record/23rs/HB333.html
HR44,2023,RS,A RESOLUTION honoring Kosair Charities and commemorating its 100 years of service to Kentucky children.,D. Osborne,Honor Kosair Charities on its 100 years of service to Kentucky children.,https://apps.legislature.ky.gov/record/23rs/HR44.html
SB136,2023,RS,AN ACT relating to the National Guard.,A. Southworth,Create a new section of KRS Chapter 38 to restrict the use of the Kentucky National Guard outside of state active duty unless Congress officially declares war or has taken official action pursuant to the United States Constitution and has satisfied any outstanding balance to the Kentucky National Guard; establish a short title of Defend the Guard Act.,https://apps.legislature.ky.gov/record/23rs/SB136.html
SB137,2023,RS,AN ACT relating to recovery of medical costs in tort actions.,W. Westerfield,Amend KRS 411.182 to limit recoverable medical costs to amounts owed in tort actions.,https://apps.legislature.ky.gov/record/23rs/SB137.html
SB138,2023,RS,AN ACT relating to substitute teacher certification.,L. Tichenor,Amend KRS 161.102 to require the Education Professional Standards Board to issue substitute teacher certificates based on education attained; specify what type of employment the certificates are valid for.,https://apps.legislature.ky.gov/record/23rs/SB138.html
SB139,2023,RS,AN ACT relating to employers.,S. West; S. Meredith; A. Southworth,Create a new section of KRS Chapter 344 to require employers that mandate employee immunization to allow exceptions based on religious belief or conscientious objection to immunizations; provide sample form for employee affirmation; amend KRS 344.040 to make it an unlawful practice for employers to require immunizations as a condition of employment from employees who hold sincere religious beliefs against or conscientiously object to immunization.,https://apps.legislature.ky.gov/record/23rs/SB139.html
SB140,2023,RS,AN ACT relating to restricting the use of tax dollars for promotional items.,L. Tichenor; J. Schickel; D. Douglas; S. Meredith; A. Southworth; G. Williams,"Create a new section of KRS Chapter 48 to prohibit any agency, department, division, cabinet, or branch of state government from using appropriated funds for purchases of personal gifts, novelty items, souvenirs, trinkets, or promotional items that market, advertise, or promote any administrative body of the Commonwealth.",https://apps.legislature.ky.gov/record/23rs/SB140.html
SB141,2023,RS,AN ACT relating to local governments and declaring an emergency.,A. Mays Bledsoe,"Create a new section of KRS 65.8801 to KRS 65.8839  to allow cities that have chosen to use their own collection procedure for the collection of property taxes to place unpaid code enforcement liens on the property tax bill; establish certain requirements for the lien and make provisions for the collection of the unpaid or delinquent lien; amend KRS 91.481 to include any city adopting these provisions within the definition of ""collector.""",https://apps.legislature.ky.gov/record/23rs/SB141.html
SB142,2023,RS,AN ACT relating to driving under the influence.,M. Deneen,"Amend KRS 189A.010 to provide that a third or subsequent offense of driving under the influence within a 10-year period is a Class D felony; provide that if a person is convicted of a third or subsequent offense of driving under the influence the minimum term of imprisonment shall be 120 days; amend KRS 189A.110 to require a person arrested for a violation of driving under the influence to remain in custody for 8 hours prior to release; amend KRS 189A.040, 189A.200, 189A.240, and 281A.2102 to conform.",https://apps.legislature.ky.gov/record/23rs/SB142.html
SB143,2023,RS,AN ACT relating to transitional living support for foster youth.,J. Adams; D. Carroll,Amend KRS 620.140 to remove the 90 day grace period between a foster youth’s exit from state care and the opportunity for the foster youth to return to state care before reaching the age of 20.,https://apps.legislature.ky.gov/record/23rs/SB143.html
SB144,2023,RS,AN ACT relating to the Kentucky battlefield preservation fund.,R. Girdler,Amend KRS 171.394 to require that matching nonstate funds from nonprofit organizations be dollar for dollar for Civil War sites and one dollar to each three dollars for Revolutionary War sites in order to receive funds from the Kentucky battlefield preservation fund; require approval of the state historic preservation officer for grants exceeding 50% of the appraised value of the land or permanent protective interests.,https://apps.legislature.ky.gov/record/23rs/SB144.html
SB145,2023,RS,AN ACT relating to interscholastic athletics.,S. Funke Frommeyer,Amend KRS 156.070  to remove the statutory eligibility restriction for nonresident student participation in interscholastic athletics; retain eligibility authority with the agency designated to manage interscholastic athletics.,https://apps.legislature.ky.gov/record/23rs/SB145.html
SB146,2023,RS,AN ACT relating to the authority of local governments and declaring an emergency.,G. Williams,"Create a new section of KRS Chapter 65 to permit a local government to exempt a health facility or health service from the certificate of need requirement if a need is demonstrated; require an exemption to be granted for the useful lifetime of any health facility established or equipment purchased; require health services provided under KRS Chapter 205 to be eligible for reimbursement for facilities or services under an exemption; exempt pain management, long-term care, abortion facilities, and ambulance services; limit opposition to an application for certificate of need; exempt facilities granted an exemption from application consideration; EMERGENCY.",https://apps.legislature.ky.gov/record/23rs/SB146.html
