bill_number,session_year,session_type,action_date,action,order
SB156,2023,RS,2023-03-14,"posted for passage in the Regular Orders of the Day for Wednesday, March 15, 2023",14
SB156,2023,RS,2023-03-15,"3rd reading, passed 100-0",15
SB156,2023,RS,2023-03-15,received in Senate,16
SB156,2023,RS,2023-03-15,"enrolled, signed by President of the Senate",17
SB156,2023,RS,2023-03-15,"enrolled, signed by Speaker of the House",18
SB156,2023,RS,2023-03-15,delivered to Governor,19
SB156,2023,RS,2023-03-22,signed by Governor (Acts Ch. 55),20
SB157,2023,RS,2023-02-16,introduced in Senate,1
SB157,2023,RS,2023-02-16,to Committee on Committees (S),2
SB157,2023,RS,2023-02-21,to Transportation (S),3
SB158,2023,RS,2023-02-16,introduced in Senate,1
SB158,2023,RS,2023-02-16,to Committee on Committees (S),2
SB158,2023,RS,2023-02-21,to Appropriations & Revenue (S),3
SB158,2023,RS,2023-03-01,"reported favorably, 1st reading, to Calendar with Committee Amendment (1-title)",4
SB158,2023,RS,2023-03-01,floor amendment (1) filed,5
SB158,2023,RS,2023-03-02,"2nd reading, to Rules",6
SB158,2023,RS,2023-03-03,"posted for passage in the Regular Orders of the Day for Tuesday, March 07, 2023",7
SB158,2023,RS,2023-03-07,"3rd reading, passed 36-0 with Floor Amendment (1) and Committee Amendment (1-title)",8
SB158,2023,RS,2023-03-07,received in House,9
SB158,2023,RS,2023-03-07,to Committee on Committees (H),10
SB158,2023,RS,2023-03-09,taken from Committee on Committees (H),11
SB158,2023,RS,2023-03-09,1st reading,12
SB158,2023,RS,2023-03-09,returned to Committee on Committees (H),13
SB158,2023,RS,2023-03-10,taken from Committee on Committees (H),14
SB158,2023,RS,2023-03-10,2nd reading,15
SB158,2023,RS,2023-03-10,returned to Committee on Committees (H),16
SB158,2023,RS,2023-03-10,to Appropriations & Revenue (H),17
SB159,2023,RS,2023-02-16,introduced in Senate,1
SB159,2023,RS,2023-02-16,to Committee on Committees (S),2
SB159,2023,RS,2023-03-02,to Licensing & Occupations (S),3
SB160,2023,RS,2023-02-16,introduced in Senate,1
SB160,2023,RS,2023-02-16,to Committee on Committees (S),2
SB160,2023,RS,2023-02-21,to Families & Children (S),3
SB160,2023,RS,2023-02-28,"reported favorably, 1st reading, to Consent Calendar",4
SB160,2023,RS,2023-03-01,"2nd reading, to Rules",5
SB160,2023,RS,2023-03-01,"posted for passage in the Consent Orders of the Day for Friday, March 03, 2023",6
SB160,2023,RS,2023-03-03,"3rd reading, passed 34 -0",7
SB160,2023,RS,2023-03-03,received in House,8
SB160,2023,RS,2023-03-03,to Committee on Committees (H),9
SB160,2023,RS,2023-03-10,to Families & Children (H),10
SB160,2023,RS,2023-03-13,taken from Families & Children (H),11
SB160,2023,RS,2023-03-13,1st reading,12
SB160,2023,RS,2023-03-13,returned to Families & Children (H),13
SB160,2023,RS,2023-03-14,"reported favorably, 2nd reading, to Rules",14
SB160,2023,RS,2023-03-14,"posted for passage in the Regular Orders of the Day for Wednesday, March 15, 2023",15
SB160,2023,RS,2023-03-30,"3rd reading, passed 97-0",16
SB160,2023,RS,2023-03-30,received in Senate,17
SB160,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",18
SB160,2023,RS,2023-03-30,"enrolled, signed by Speaker of the House",19
SB160,2023,RS,2023-03-30,delivered to Governor,20
SB160,2023,RS,2023-03-31,signed by Governor (Acts Ch. 157),21
SB161,2023,RS,2023-02-16,introduced in Senate,1
SB161,2023,RS,2023-02-16,to Committee on Committees (S),2
SB161,2023,RS,2023-02-21,to Natural Resources & Energy (S),3
SB161,2023,RS,2023-03-14,taken from Natural Resources & Energy (S),4
SB161,2023,RS,2023-03-14,1st reading,5
SB161,2023,RS,2023-03-14,returned to Natural Resources & Energy (S),6
SB161,2023,RS,2023-03-15,"reported favorably, 2nd reading, to Rules as a consent bill",7
SB162,2023,RS,2023-02-16,introduced in Senate,1
SB162,2023,RS,2023-02-16,to Committee on Committees (S),2
SB162,2023,RS,2023-02-21,to Appropriations & Revenue (S),3
SB162,2023,RS,2023-03-01,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",4
SB162,2023,RS,2023-03-02,"2nd reading, to Rules",5
SB162,2023,RS,2023-03-02,"Floor Amendments (1), (2) and (3) filed",6
SB162,2023,RS,2023-03-03,"floor amendment (4) filed to Committee Substitute , floor amendment (5-title) filed to bill",7
SB162,2023,RS,2023-03-03,"posted for passage in the Regular Orders of the Day for Tuesday, March 07, 2023",8
SB162,2023,RS,2023-03-07,3rd reading,9
SB162,2023,RS,2023-03-07,committee amendment (1-title) withdrawn,10
SB162,2023,RS,2023-03-07,"passed 37-0 with Committee Substitute (1), Floor Amendments (1), (2), (3), and (4) and Floor Amendment (5-title)",11
SB162,2023,RS,2023-03-07,received in House,12
SB162,2023,RS,2023-03-07,to Committee on Committees (H),13
SB162,2023,RS,2023-03-09,taken from Committee on Committees (H),14
SB162,2023,RS,2023-03-09,1st reading,15
SB162,2023,RS,2023-03-09,returned to Committee on Committees (H),16
SB162,2023,RS,2023-03-09,to Appropriations & Revenue (H),17
SB162,2023,RS,2023-03-10,taken from Appropriations & Revenue (H),18
SB162,2023,RS,2023-03-10,2nd reading,19
SB162,2023,RS,2023-03-10,returned to Appropriations & Revenue (H),20
SB162,2023,RS,2023-03-16,"reported favorably, to Rules with Committee Substitute (1)",21
SB162,2023,RS,2023-03-16,taken from Rules,22
SB162,2023,RS,2023-03-16,placed in the Orders of the Day,23
SB162,2023,RS,2023-03-16,"3rd reading, passed 98-0 with Committee Substitute (1)",24
SB162,2023,RS,2023-03-16,received in Senate,25
SB162,2023,RS,2023-03-16,to Rules (S),26
SB162,2023,RS,2023-03-16,posted for passage for concurrence in House Committee Substitute (1),27
SB162,2023,RS,2023-03-16,Senate concurred in House Committee Substitute (1),28
SB162,2023,RS,2023-03-16,passed 37-0,29
SB162,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",30
SB162,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",31
SB162,2023,RS,2023-03-16,delivered to Governor,32
SB162,2023,RS,2023-03-27,signed by Governor  (Acts Ch. 106),33
SB163,2023,RS,2023-02-16,introduced in Senate,1
SB163,2023,RS,2023-02-16,to Committee on Committees (S),2
SB163,2023,RS,2023-02-21,to Transportation (S),3
SB163,2023,RS,2023-02-22,"reported favorably, 1st reading, to Calendar",4
SB163,2023,RS,2023-02-23,"2nd reading, to Rules",5
SB163,2023,RS,2023-02-28,"posted for passage in the Regular Orders of the Day for Tuesday, February 28, 2023",6
SB163,2023,RS,2023-02-28,"3rd reading, passed 35-0",7
SB163,2023,RS,2023-02-28,received in House,8
SB163,2023,RS,2023-02-28,to Committee on Committees (H),9
SB163,2023,RS,2023-03-02,to Transportation (H),10
SB163,2023,RS,2023-03-07,"reported favorably, 1st reading, to Calendar",11
SB163,2023,RS,2023-03-08,"2nd reading, to Rules",12
SB163,2023,RS,2023-03-08,"posted for passage in the Regular Orders of the Day for Thursday, March 09, 2023",13
SB163,2023,RS,2023-03-13,floor amendments (1) and (2-title) filed,14
SB163,2023,RS,2023-03-14,floor amendments (3) and (4-title) filed,15
SB163,2023,RS,2023-03-15,"3rd reading, passed 87-12 with Floor Amendments (1) and (3) and  Floor Amendment (4-title)",16
SB163,2023,RS,2023-03-15,received in Senate,17
SB163,2023,RS,2023-03-15,to Rules (S),18
SB163,2023,RS,2023-03-15,"posted for passage for concurrence in House Floor Amendments (1), (3) and (4-title)",19
SB163,2023,RS,2023-03-16,"Senate concurred in House floor amendments (1), (3) and (4-title)",20
SB163,2023,RS,2023-03-16,passed 32-2,21
SB163,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",22
SB163,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",23
SB163,2023,RS,2023-03-16,delivered to Governor,24
SB163,2023,RS,2023-03-28,filed without Governor's signature with the Secretary of State,25
SB163,2023,RS,2023-03-29,became law without Governor's Signature   (Acts Ch. 129),26
SR91,2023,RS,2023-02-16,introduced in Senate,1
SR91,2023,RS,2023-02-16,to Committee on Committees (S),2
SR91,2023,RS,2023-02-21,"to Economic Development, Tourism, & Labor (S)",3
SR91,2023,RS,2023-03-02,"reported favorably, to Rules as a consent bill",4
SR91,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR91,2023,RS,2023-03-30,adopted 35-1,6
SR92,2023,RS,2023-02-16,introduced in Senate,1
SR92,2023,RS,2023-02-16,to Committee on Committees (S),2
SR92,2023,RS,2023-02-21,to Senate Floor,3
SR92,2023,RS,2023-02-23,adopted by voice vote,4
HB301,2023,RS,2023-02-15,introduced in House,1
HB301,2023,RS,2023-02-15,to Committee on Committees (H),2
HB301,2023,RS,2023-02-17,to Small Business & Information Technology (H),3
HB302,2023,RS,2023-02-15,introduced in House,1
HB302,2023,RS,2023-02-15,to Committee on Committees (H),2
HB302,2023,RS,2023-03-01,"to Elections, Const. Amendments & Intergovernmental Affairs (H)",3
HB302,2023,RS,2023-03-02,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",4
HB302,2023,RS,2023-03-03,"2nd reading, to Rules",5
HB302,2023,RS,2023-03-03,"posted for passage in the Regular Orders of the Day for Tuesday, March 07, 2023",6
HB302,2023,RS,2023-03-07,"3rd reading, passed 78-20 with Committee Substitute (1) and  Committee Amendment (1-title)",7
HB302,2023,RS,2023-03-08,received in Senate,8
HB302,2023,RS,2023-03-08,to Committee on Committees (S),9
HB302,2023,RS,2023-03-10,to State & Local Government (S),10
HB302,2023,RS,2023-03-13,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",11
HB302,2023,RS,2023-03-13,"floor amendments (1), (2) and (3) filed to Committee Substitute",12
HB302,2023,RS,2023-03-14,"2nd reading, to Rules",13
HB302,2023,RS,2023-03-14,floor amendments (4) and (5) filed to Committee Substitute,14
HB302,2023,RS,2023-03-15,floor amendment (6) filed,15
HB302,2023,RS,2023-03-15,"posted for passage in the Regular Orders of the Day for Wednesday, March 15, 2023",16
HB302,2023,RS,2023-03-15,passed over and retained in the Orders of the Day,17
HB302,2023,RS,2023-03-16,3rd reading,18
HB302,2023,RS,2023-03-16,Committee Substitute (1) withdrawn,19
HB302,2023,RS,2023-03-16,"Floor Amendments (1), (2), (3), (4) and (5) withdrawn",20
HB302,2023,RS,2023-03-16,passed 29-7 with Floor Amendment (6),21
HB302,2023,RS,2023-03-16,received in House,22
HB302,2023,RS,2023-03-16,to Rules (H),23
HB302,2023,RS,2023-03-16,taken from Rules,24
HB302,2023,RS,2023-03-16,posted for passage for concurrence in Senate Floor Amendment (6),25
HB302,2023,RS,2023-03-16,House concurred in Senate Floor Amendment (6),26
HB302,2023,RS,2023-03-16,passed 76-19,27
HB302,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",28
HB302,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",29
HB302,2023,RS,2023-03-16,delivered to Governor,30
HB302,2023,RS,2023-03-23,signed by Governor (Acts Ch. 74),31
HB303,2023,RS,2023-02-15,introduced in House,1
HB303,2023,RS,2023-02-15,to Committee on Committees (H),2
HB303,2023,RS,2023-02-17,to Economic Development & Workforce Investment (H),3
HB303,2023,RS,2023-02-23,"reported favorably, 1st reading, to Calendar",4
HB303,2023,RS,2023-02-24,"2nd reading, to Rules",5
HB303,2023,RS,2023-03-01,"posted for passage in the Regular Orders of the Day for Thursday, March 02, 2023",6
HB303,2023,RS,2023-03-02,"3rd reading, passed 96-0",7
HB303,2023,RS,2023-03-03,received in Senate,8
HB303,2023,RS,2023-03-03,to Committee on Committees (S),9
HB303,2023,RS,2023-03-07,"to Economic Development, Tourism, & Labor (S)",10
HB303,2023,RS,2023-03-13,"taken from Economic Development, Tourism, & Labor (S)",11
HB303,2023,RS,2023-03-13,1st reading,12
HB303,2023,RS,2023-03-13,"returned to Economic Development, Tourism, & Labor (S)",13
HB303,2023,RS,2023-03-14,"taken from Economic Development, Tourism, & Labor (S)",14
HB303,2023,RS,2023-03-14,2nd reading,15
HB303,2023,RS,2023-03-14,"returned to Economic Development, Tourism, & Labor (S)",16
HB303,2023,RS,2023-03-16,"reported favorably, to Rules with Committee Substitute (1) as a consent bill",17
HB303,2023,RS,2023-03-16,"posted for passage in the Consent Orders of the Day for Thursday, March 16, 2023",18
HB303,2023,RS,2023-03-16,"3rd reading, passed 37 -0  with Committee Substitute (1)",19
HB303,2023,RS,2023-03-16,received in House,20
HB303,2023,RS,2023-03-16,to Rules (H),21
HB303,2023,RS,2023-03-16,taken from Rules,22
HB303,2023,RS,2023-03-16,posted for passage for concurrence in Senate Committee Substitute (1),23
HB303,2023,RS,2023-03-16,House concurred in Senate Committee Substitute (1),24
HB303,2023,RS,2023-03-16,passed 93-0,25
HB303,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",26
HB303,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",27
HB303,2023,RS,2023-03-16,delivered to Governor,28
HB303,2023,RS,2023-03-23,signed by Governor (Acts Ch. 75),29
HB304,2023,RS,2023-02-15,introduced in House,1
HB304,2023,RS,2023-02-15,to Committee on Committees (H),2
HB305,2023,RS,2023-02-15,introduced in House,1
HB305,2023,RS,2023-02-15,to Committee on Committees (H),2
HB306,2023,RS,2023-02-15,introduced in House,1
HB306,2023,RS,2023-02-15,to Committee on Committees (H),2
HB307,2023,RS,2023-02-15,introduced in House,1
HB307,2023,RS,2023-02-15,to Committee on Committees (H),2
HB308,2023,RS,2023-02-15,introduced in House,1
HB308,2023,RS,2023-02-15,to Committee on Committees (H),2
HB309,2023,RS,2023-02-15,introduced in House,1
HB309,2023,RS,2023-02-15,to Committee on Committees (H),2
HB309,2023,RS,2023-03-01,to Judiciary (H),3
HB310,2023,RS,2023-02-15,introduced in House,1
HB310,2023,RS,2023-02-15,to Committee on Committees (H),2
HB311,2023,RS,2023-02-15,introduced in House,1
HB311,2023,RS,2023-02-15,to Committee on Committees (H),2
HB311,2023,RS,2023-02-17,to Health Services (H),3
HB311,2023,RS,2023-03-02,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB311,2023,RS,2023-03-03,"2nd reading, to Rules",5
HB311,2023,RS,2023-03-07,"posted for passage in the Regular Orders of the Day for Wednesday, March 08, 2023",6
HB311,2023,RS,2023-03-08,"3rd reading, passed 93-0 with Committee Substitute (1)",7
HB311,2023,RS,2023-03-09,received in Senate,8
HB311,2023,RS,2023-03-09,to Committee on Committees (S),9
HB311,2023,RS,2023-03-14,taken from Committee on Committees (S),10
HB311,2023,RS,2023-03-14,1st reading,11
HB311,2023,RS,2023-03-14,returned to Committee on Committees (S),12
HB311,2023,RS,2023-03-14,to Health Services (S),13
HB311,2023,RS,2023-03-15,taken from Health Services (S),14
HB311,2023,RS,2023-03-15,2nd reading,15
HB311,2023,RS,2023-03-15,returned to Health Services (S),16
HB311,2023,RS,2023-03-29,"reported favorably, to Rules as a consent bill",17
HB311,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",18
HB311,2023,RS,2023-03-30,"3rd reading, passed 37-0",19
HB311,2023,RS,2023-03-30,received in House,20
HB311,2023,RS,2023-03-30,"enrolled, signed by Speaker of the House",21
HB311,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",22
HB311,2023,RS,2023-03-30,delivered to Governor,23
HB311,2023,RS,2023-04-06,signed by Governor (Acts Ch. 181),24
HB312,2023,RS,2023-02-15,introduced in House,1
HB312,2023,RS,2023-02-15,to Committee on Committees (H),2
HB313,2023,RS,2023-02-15,introduced in House,1
HB313,2023,RS,2023-02-15,to Committee on Committees (H),2
HB313,2023,RS,2023-02-17,to Appropriations & Revenue (H),3
HB313,2023,RS,2023-02-21,"reported favorably, 1st reading, to Calendar",4
HB313,2023,RS,2023-02-22,"2nd reading, to Rules",5
HB313,2023,RS,2023-02-22,"posted for passage in the Regular Orders of the Day for Thursday, February 23, 2023",6
HB313,2023,RS,2023-02-23,"3rd reading, passed 99-0",7
HB313,2023,RS,2023-02-24,received in Senate,8
HB313,2023,RS,2023-02-24,to Committee on Committees (S),9
HB313,2023,RS,2023-03-03,"to Economic Development, Tourism, & Labor (S)",10
HB313,2023,RS,2023-03-09,"reported favorably, 1st reading, to Consent Calendar",11
HB313,2023,RS,2023-03-10,"2nd reading, to Rules as a consent bill",12
HB313,2023,RS,2023-03-13,floor amendment (1) filed,13
HB313,2023,RS,2023-03-14,"posted for passage in the Regular Orders of the Day for Tuesday, March 14, 2023",14
HB313,2023,RS,2023-03-14,"3rd reading, passed 36-0 with Floor Amendment (1)",15
HB313,2023,RS,2023-03-15,received in House,16
HB313,2023,RS,2023-03-15,to Rules (H),17
HB313,2023,RS,2023-03-15,taken from Rules,18
HB313,2023,RS,2023-03-15,posted for passage for concurrence in Senate Floor Amendment (1),19
HB313,2023,RS,2023-03-15,House concurred in Senate Floor Amendment (1),20
HB313,2023,RS,2023-03-15,passed 98-0,21
HB313,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",22
HB313,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",23
HB313,2023,RS,2023-03-16,delivered to Governor,24
HB313,2023,RS,2023-03-17,signed by Governor (Acts Ch. 12),25
HB314,2023,RS,2023-02-15,introduced in House,1
HB314,2023,RS,2023-02-15,to Committee on Committees (H),2
HB315,2023,RS,2023-02-15,introduced in House,1
HB315,2023,RS,2023-02-15,to Committee on Committees (H),2
HB316,2023,RS,2023-02-15,introduced in House,1
HB316,2023,RS,2023-02-15,to Committee on Committees (H),2
HB317,2023,RS,2023-02-15,introduced in House,1
HB317,2023,RS,2023-02-15,to Committee on Committees (H),2
HB317,2023,RS,2023-02-17,to Local Government (H),3
HB318,2023,RS,2023-02-15,introduced in House,1
HB318,2023,RS,2023-02-15,to Committee on Committees (H),2
HB319,2023,RS,2023-02-15,introduced in House,1
HB319,2023,RS,2023-02-15,to Committee on Committees (H),2
HB319,2023,RS,2023-02-17,to Education (H),3
HB319,2023,RS,2023-02-21,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB319,2023,RS,2023-02-22,"2nd reading, to Rules",5
HB319,2023,RS,2023-02-24,recommitted to Appropriations & Revenue (H),6
HB319,2023,RS,2023-03-07,"reported favorably, to Rules with Committee Substitute (2) and Committee Amendment (1-title)",7
HB319,2023,RS,2023-03-07,"posted for passage in the Regular Orders of the Day for Wednesday, March 08, 2023",8
HB319,2023,RS,2023-03-08,"3rd reading, passed 95-0 with Committee Substitute (2) and  Committee Amendment (1-title)",9
HB319,2023,RS,2023-03-09,received in Senate,10
HB319,2023,RS,2023-03-09,to Committee on Committees (S),11
HB319,2023,RS,2023-03-14,to Education (S),12
HB319,2023,RS,2023-03-15,taken from Education (S),13
HB319,2023,RS,2023-03-15,1st reading,14
HB319,2023,RS,2023-03-15,returned to Education (S),15
HB319,2023,RS,2023-03-16,"reported favorably, 2nd reading, to Rules with Committee Substitute (1) and Committee Amendment (1-title) as a consent bill",16
HB319,2023,RS,2023-03-29,"posted for passage in the Consent Orders of the Day for Wednesday, March 29, 2023",17
HB319,2023,RS,2023-03-29,passed over and retained in the Consent Orders of the Day,18
HB319,2023,RS,2023-03-30,"3rd reading, passed 36-1 with Committee Substitute (1) and Committee Amendment (1-title)",19
HB319,2023,RS,2023-03-30,received in House,20
HB319,2023,RS,2023-03-30,to Rules (H),21
HB319,2023,RS,2023-03-30,posted for passage for concurrence in Senate Committee Substitute (1) and Committee Amendment (1-title),22
HB319,2023,RS,2023-03-30,House concurred in Senate Committee Substitute (1) and Committee Amendment (1-title),23
HB319,2023,RS,2023-03-30,passed 99-0,24
HB319,2023,RS,2023-03-30,"enrolled, signed by Speaker of the House",25
HB319,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",26
HB319,2023,RS,2023-03-30,delivered to Governor,27
HB319,2023,RS,2023-03-31,signed by Governor (Acts Ch. 164),28
HB320,2023,RS,2023-02-15,introduced in House,1
HB320,2023,RS,2023-02-15,to Committee on Committees (H),2
HB320,2023,RS,2023-02-23,to Transportation (H),3
HB320,2023,RS,2023-03-07,"reported favorably, 1st reading, to Calendar",4
HB320,2023,RS,2023-03-08,"2nd reading, to Rules",5
HB320,2023,RS,2023-03-08,"posted for passage in the Regular Orders of the Day for Thursday, March 09, 2023",6
HB320,2023,RS,2023-03-09,"3rd reading, passed 97-0",7
HB320,2023,RS,2023-03-10,received in Senate,8
HB320,2023,RS,2023-03-10,to Committee on Committees (S),9
HB320,2023,RS,2023-03-13,to Transportation (S),10
HB320,2023,RS,2023-03-14,taken from Transportation (S),11
HB320,2023,RS,2023-03-14,1st reading,12
HB320,2023,RS,2023-03-14,returned to Transportation (S),13
HB320,2023,RS,2023-03-15,"reported favorably, 2nd reading, to Rules as a consent bill",14
HB320,2023,RS,2023-03-16,"posted for passage in the Consent Orders of the Day for Thursday, March 16, 2023",15
HB320,2023,RS,2023-03-16,"3rd reading, passed 37-0",16
HB320,2023,RS,2023-03-16,received in House,17
HB320,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",18
HB320,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",19
HB320,2023,RS,2023-03-16,delivered to Governor,20
HB320,2023,RS,2023-03-22,signed by Governor (Acts Ch. 66),21
HB321,2023,RS,2023-02-15,introduced in House,1
HB321,2023,RS,2023-02-15,to Committee on Committees (H),2
HB321,2023,RS,2023-02-23,to Judiciary (H),3
HB322,2023,RS,2023-02-15,introduced in House,1
HB322,2023,RS,2023-02-15,to Committee on Committees (H),2
HB322,2023,RS,2023-02-17,to Appropriations & Revenue (H),3
HB323,2023,RS,2023-02-15,introduced in House,1
HB323,2023,RS,2023-02-15,to Committee on Committees (H),2
HB323,2023,RS,2023-02-23,to Appropriations & Revenue (H),3
HB324,2023,RS,2023-02-15,introduced in House,1
HB324,2023,RS,2023-02-15,to Committee on Committees (H),2
HB325,2023,RS,2023-02-15,introduced in House,1
HB325,2023,RS,2023-02-15,to Committee on Committees (H),2
HB326,2023,RS,2023-02-15,introduced in House,1
HB326,2023,RS,2023-02-15,to Committee on Committees (H),2
HB326,2023,RS,2023-02-23,to Appropriations & Revenue (H),3
HB327,2023,RS,2023-02-15,introduced in House,1
HB327,2023,RS,2023-02-15,to Committee on Committees (H),2
HB328,2023,RS,2023-02-15,introduced in House,1
HB328,2023,RS,2023-02-15,to Committee on Committees (H),2
HB328,2023,RS,2023-02-23,"to Veterans, Military Affairs, & Public Protection (H)",3
HB328,2023,RS,2023-03-07,"reported favorably, 1st reading, to Calendar",4
HB328,2023,RS,2023-03-08,"2nd reading, to Rules",5
HB328,2023,RS,2023-03-08,"posted for passage in the Regular Orders of the Day for Thursday, March 09, 2023",6
HB328,2023,RS,2023-03-09,"3rd reading, passed 97-0",7
HB328,2023,RS,2023-03-10,received in Senate,8
HB328,2023,RS,2023-03-10,to Committee on Committees (S),9
HB328,2023,RS,2023-03-13,to State & Local Government (S),10
HB329,2023,RS,2023-02-15,introduced in House,1
HB329,2023,RS,2023-02-15,to Committee on Committees (H),2
HB329,2023,RS,2023-02-24,to State Government (H),3
HB329,2023,RS,2023-03-02,"reported favorably, 1st reading, to Calendar",4
HB329,2023,RS,2023-03-03,"2nd reading, to Rules",5
HB329,2023,RS,2023-03-03,"posted for passage in the Regular Orders of the Day for Tuesday, March 07, 2023",6
HB329,2023,RS,2023-03-07,"3rd reading, passed 78-20",7
HB329,2023,RS,2023-03-08,received in Senate,8
HB329,2023,RS,2023-03-08,to Committee on Committees (S),9
HB329,2023,RS,2023-03-10,to State & Local Government (S),10
HB329,2023,RS,2023-03-14,taken from State & Local Government (S),11
HB329,2023,RS,2023-03-14,1st reading,12
HB329,2023,RS,2023-03-14,returned to State & Local Government (S),13
HB329,2023,RS,2023-03-15,"reported favorably, 2nd reading, to Rules as a consent bill",14
HB329,2023,RS,2023-03-16,"posted for passage in the Consent Orders of the Day for Thursday, March 16, 2023",15
HB329,2023,RS,2023-03-16,"3rd reading, passed 37 -0",16
HB329,2023,RS,2023-03-16,received in House,17
HB329,2023,RS,2023-03-16,to Committee on Committees (H),18
HB329,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",19
HB329,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",20
HB329,2023,RS,2023-03-16,delivered to Governor,21
HB329,2023,RS,2023-03-24,Vetoed,22
HB329,2023,RS,2023-03-29,received in House,23
HB329,2023,RS,2023-03-29,to Rules (H),24
HB329,2023,RS,2023-03-29,taken from Rules,25
HB329,2023,RS,2023-03-29,posted for passage for consideration of Governor's veto,26
HB329,2023,RS,2023-03-29,veto overridden,27
HB329,2023,RS,2023-03-29,passed 79-19,28
HB329,2023,RS,2023-03-29,received in Senate,29
HB329,2023,RS,2023-03-29,to Rules (S),30
HB329,2023,RS,2023-03-29,posted for passage for consideration of Governor's veto,31
HB329,2023,RS,2023-03-29,veto overridden,32
HB329,2023,RS,2023-03-29,passed 34 -2,33
HB329,2023,RS,2023-03-29,received in House,34
HB329,2023,RS,2023-03-29,"enrolled, signed by Speaker of the House",35
HB329,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",36
HB329,2023,RS,2023-03-30,delivered to Secretary of State  (Acts Ch. 141),37
HB330,2023,RS,2023-02-15,introduced in House,1
HB330,2023,RS,2023-02-15,to Committee on Committees (H),2
HB331,2023,RS,2023-02-15,introduced in House,1
HB331,2023,RS,2023-02-15,to Committee on Committees (H),2
HB331,2023,RS,2023-02-23,to Education (H),3
HB331,2023,RS,2023-02-28,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",4
HB331,2023,RS,2023-02-28,floor amendment (1) filed to Committee Substitute,5
HB331,2023,RS,2023-03-01,"2nd reading, to Rules",6
HB331,2023,RS,2023-03-01,"posted for passage in the Regular Orders of the Day for Thursday, March 02, 2023",7
HB331,2023,RS,2023-03-01,floor amendment (2) filed to Committee Substitute,8
HB331,2023,RS,2023-03-02,"3rd reading, passed 96-0 with Committee Substitute (1),  Floor Amendments (1) and (2) and  Committee Amendment (1-title)",9
HB331,2023,RS,2023-03-03,received in Senate,10
HB331,2023,RS,2023-03-03,to Committee on Committees (S),11
HB331,2023,RS,2023-03-07,to Health Services (S),12
HB331,2023,RS,2023-03-14,taken from Health Services (S),13
HB331,2023,RS,2023-03-14,1st reading,14
HB331,2023,RS,2023-03-14,returned to Health Services (S),15
HB331,2023,RS,2023-03-15,taken from Health Services (S),16
HB331,2023,RS,2023-03-15,2nd reading,17
HB331,2023,RS,2023-03-15,returned to Health Services (S),18
HB331,2023,RS,2023-03-29,"reported favorably, to Rules with Committee Substitute (1) as a consent bill",19
HB331,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",20
HB331,2023,RS,2023-03-30,"3rd reading, passed 37-0 with Committee Substitute (1)",21
HB331,2023,RS,2023-03-30,received in House,22
HB331,2023,RS,2023-03-30,to Rules (H),23
HB331,2023,RS,2023-03-30,posted for passage for concurrence in Senate Committee Substitute (1),24
HB331,2023,RS,2023-03-30,House concurred in Senate Committee Substitute (1),25
HB331,2023,RS,2023-03-30,passed 99-0,26
HB331,2023,RS,2023-03-30,"enrolled, signed by Speaker of the House",27
HB331,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",28
HB331,2023,RS,2023-03-30,delivered to Governor,29
HB331,2023,RS,2023-03-31,signed by Governor (Acts Ch. 165),30
HB332,2023,RS,2023-02-15,introduced in House,1
HB332,2023,RS,2023-02-15,to Committee on Committees (H),2
HB333,2023,RS,2023-02-15,introduced in House,1
HB333,2023,RS,2023-02-15,to Committee on Committees (H),2
HB333,2023,RS,2023-02-23,to Appropriations & Revenue (H),3
