bill_number,session_year,session_type,title,sponsors,summary,bill_url
SB142,2024,RS,AN ACT relating to paid parental leave.,A. Mays Bledsoe; C. Armstrong; S. Funke Frommeyer; J. Howell; G. Neal; B. Storm; W. Westerfield; P. Wheeler; D. Yates,"Create a new section of KRS 18A.005 to 18A.200 to provide an employee of the Commonwealth a paid leave of absence of up to four weeks for the birth, surrogacy, or adoption of a child, or up to two weeks for the placement of a child in foster care or kinship care; establish requirements; amend KRS 18A.025 and 18A.110 to conform.",https://apps.legislature.ky.gov/record/24rs/SB142.html
SB143,2024,RS,AN ACT proposing to amend Sections 145 and 155 of the Constitution of Kentucky relating to persons entitled to vote.,J. Howell; G. Boswell; M. Deneen; D. Douglas; G. Elkins; S. Meredith; R. Mills; B. Storm; P. Wheeler; M. Wilson; M. Wise; D. Yates,"Proposes to amend Sections 145 and 155 of the Constitution of Kentucky to prohibit persons who are not citizens of the United States from being allowed to vote in the Commonwealth of Kentucky, and provides ballot language and submission to voters for their ratification or rejection.",https://apps.legislature.ky.gov/record/24rs/SB143.html
SB144,2024,RS,AN ACT relating to the abolition of the death penalty.,S. Meredith; K. Berg; D. Harper Angel; W. Westerfield,"Create a new section of KRS Chapter 532 to abolish the death penalty and replace it with life imprisonment without parole for inmates presently sentenced to death; amend KRS 532.030 to remove the death penalty; amend KRS 640.040 to prohibit life imprisonment without benefit of parole for a juvenile offender convicted of a capital offense; amend KRS 640.010 to define ""serious intellectual disability"" and ""significant subaverage general intellectual functioning""; amend KRS 422.285, 532.050, 532.100, and 533.010 to conform; repeal KRS 431.213, 431.2135, 431.218, 431.220, 431.223, 431.224, 431.240, 431.250, 431.260, 431.270, 507A.060, 532.025, 532.075, 532.130, 532.135, 532.140, 532.300, 532.305, and 532.309.",https://apps.legislature.ky.gov/record/24rs/SB144.html
SB145,2024,RS,AN ACT relating to healthcare.,J. Adams; G. Neal; B. Storm,".Creates a new section of KRS Chapter 216 to allow health facilities or health care providers enrolled in the Kentucky Medicaid program to submit a current or prospective employee to a check of the child abuse and neglect or adult abuse registries maintained by the Cabinet for Health and Family Services, and to require the cabinet to promulgate administrative regulations; and amends KRS 209.032 to direct the cabinet to promulgate administrative regulations to establish a process of notification by which the cabinet shall notify a vulnerable adult services provider if a prospective or current employee has appealed a substantiated finding of adult abuse, neglect, or exploitation.",https://apps.legislature.ky.gov/record/24rs/SB145.html
SB146,2024,RS,AN ACT relating to barbers and cosmetologists.,D. Harper Angel,Amend KRS 317.450 to require all licensed barbers receive up to one hour of domestic violence training as a condition of licensure and at no cost to the applicant or licensee; require the board to make training available online; provide civil and criminal immunity; amend KRS 317A.050 to require all persons licensed under the Board of Cosmetology to receive up to one hour of domestic violence training as a condition of licensure and at no cost to the applicant or licensee; require board to make training available online; provide civil and criminal immunity.,https://apps.legislature.ky.gov/record/24rs/SB146.html
SCR111,2024,RS,A CONCURRENT RESOLUTION calling upon Governor Andy Beshear to support Texas Governor Greg Abbott in securing the Texas border.,J. Turner; L. Tichenor; G. Boswell; G. Elkins; R. Mills; A. Southworth; B. Storm; D. Thayer; S. West; P. Wheeler; G. Williams; M. Wilson; M. Wise,Call upon Governor Andy Beshear to support Texas Governor Greg Abbott in securing the Texas border.,https://apps.legislature.ky.gov/record/24rs/SCR111.html
SR106,2024,RS,A RESOLUTION honoring Dr. Clifford Lowdenback for his service as the current president of the Kentucky Dental Association.,R. Thomas; M. Wise,Honor Dr. Clifford Lowdenback for serving as the current president of the Kentucky Dental Association.,https://apps.legislature.ky.gov/record/24rs/SR106.html
SR107,2024,RS,A RESOLUTION honoring the Lexington Woman's Club for over 75 years of service to the community of Fayette County and the Commonwealth of Kentucky.,A. Mays Bledsoe,Honor the Lexington Woman's Club and recognize its 75 years of service.,https://apps.legislature.ky.gov/record/24rs/SR107.html
SR108,2024,RS,"A RESOLUTION designating February 2, 2024, as Wear Red Day.",S. Meredith; D. Douglas,"Designate February 2, 2024, as Wear Red Day to raise awareness about cardiovascular disease and women's health.",https://apps.legislature.ky.gov/record/24rs/SR108.html
SR109,2024,RS,"A RESOLUTION recognizing February 26 to March 1, 2024, as Public Schools Week in the Commonwealth of Kentucky.",M. Deneen,"Recognize February 26 to March 1, 2024, as Public Schools Week.",https://apps.legislature.ky.gov/record/24rs/SR109.html
SR110,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of James Henry Holland.,M. Wilson,Adjourn in honor and loving memory of James Henry Holland.,https://apps.legislature.ky.gov/record/24rs/SR110.html
SR112,2024,RS,A RESOLUTION honoring the work of the Kentucky Main Street Program and its participating communities.,R. Webb; S. West; J. Carpenter; D. Carroll; G. Elkins; J. Howell; R. Mills; B. Storm; J. Turner; P. Wheeler; M. Wise,Honor the work of the Kentucky Main Street Program and its participating communities.,https://apps.legislature.ky.gov/record/24rs/SR112.html
HB2,2024,RS,AN ACT proposing to create a new section of the Constitution of Kentucky relating to education funding.,S. Miles; J. Tipton; S. Baker; J. Bauman; K. Bratcher; J. Decker; S. Dietz; K. Fleming; DJ Johnson; S. McPherson; K. Moser; J. Nemes; D. Osborne; W. Thomas; R. White,Proposes a new section of the Constitution of Kentucky to authorize the General Assembly to provide for financial support for the education of students outside of the public school system; provides ballot language; and provides for submittal to voters for ratification or rejection.,https://apps.legislature.ky.gov/record/24rs/HB2.html
HB389,2024,RS,AN ACT relating to motor vehicle usage tax and declaring an emergency.,E. Callaway; C. Aull; S. Bratcher,"Amend KRS 138.470 to exempt active members of the Armed Forces assigned to Kentucky who are on temporary duty in other locations and members of the Kentucky National Guard from motor vehicle usage tax on vehicles purchased from Kentucky motor vehicle dealers; EFFECTIVE July 1, 2024; EMERGENCY.",https://apps.legislature.ky.gov/record/24rs/HB389.html
HB390,2024,RS,AN ACT relating to sex-based classifications.,D. Hale; J. Calloway; R. Heath; K. King; C. Massaroni; M. Proctor; S. Rawlings,"Create new sections of KRS Chapter 61 to define ""boy,"" ""equal,"" ""female,"" ""girl,"" ""male,"" ""man,"" ""sex,"" and ""woman""; prohibit any state or local law, regulation, ordinance, or policy from treating males or females unfairly from similiarly situated members of the opposite sex, but permit separation of the sexes if in the interest of maintaining safety, privacy, and fairness; provide a non-exhaustive list of examples of areas in which public entities may distinguish between the sexes; require any public school, public school district, state agency, department, local government, special district, or any political subdivision of those entities that collects vital statistics to identify each person as either male or female; provide that the Act may be cited as the Kentucky Women's Bill of Rights.",https://apps.legislature.ky.gov/record/24rs/HB390.html
HB391,2024,RS,AN ACT relating to civil rights.,K. Herron; L. Willner; C. Aull; T. Bojanowski; G. Brown Jr.; L. Burke; A. Camuel; B. Chester-Burton; A. Gentry; D. Graham; D. Grossberg; N. Kulkarni; R. Palumbo; J. Raymond; R. Roarx; R. Roberts; S. Stalker; C. Stevenson,"Repeal and reenact KRS 344.010 to define various terms; amend KRS 344.020, relating to the purpose of the Kentucky's civil rights chapter, to prohibit discrimination on the basis of sexual orientation or gender identity; amend KRS 344.025, 344.040, 344.050, 344.060, 344.070, and 344.080, relating to prohibited discrimination in various labor and employment practices, to include discrimination on the basis of sexual orientation or gender identity; amend KRS 344.100 and 344.110 to conform; amend KRS 344.120 and 342.140, relating to prohibited discrimination in places of public accommodation and advertisements therefor, to include discrimination on the basis of sexual orientation or gender identity; amend KRS 344.170, 344.180, 344.190, 344.300, and 344.310, relating to the state and local human rights commissions, to include prohibition of discrimination on the basis of sexual orientation or gender identity in the scope of their powers and duties; amend KRS 344.360, 344.370, 344.380, and 344.680, relating to prohibited discrimination in certain housing, real estate, and other financial transactions, to include discrimination on the basis of sexual orientation or gender identity; amend KRS 344.367, relating to prohibited discrimination in certain insurance sales, to include discrimination on the basis of sexual orientation or gender identity; amend KRS 344.400, relating to prohibited discrimination in certain credit transactions, to include discrimination on the basis of sexual orientation or gender identity; make various technical amendments; amend KRS 18A.095 to conform.",https://apps.legislature.ky.gov/record/24rs/HB391.html
HJR56,2024,RS,A JOINT RESOLUTION authorizing the release of capital construction funds to the Department of Parks for improvements to Kentucky State Parks and declaring an emergency.,J. Petrie; A. Bowling; J. Bray; L. Burke; K. King; N. Kulkarni; W. Thomas,Authorizes the Office of State Budget Director to release capital construction funds totaling $71 million to the Department of Parks for specific upgrades to state parks; and requires reporting on the status of state park projects by the Department of Parks to the Legislative Research Commission and the Interim Joint Committee on Appropriations and Revenue; APPROPRIATION; EMERGENCY.,https://apps.legislature.ky.gov/record/24rs/HJR56.html
SB134,2024,RS,AN ACT relating to civil rights.,G. Neal; R. Thomas,"Amend KRS 344.010 to include definitions for ""sexual orientation"" and ""gender identity""; amend KRS 344.020, relating to the purpose of the Kentucky's civil rights chapter, to prohibit discrimination on the basis of sexual orientation or gender identity; amend KRS 344.025, 344.040, 344.050, 344.060, 344.070, and 344.080, relating to prohibited discrimination in various labor and employment practices, to include discrimination on the basis of sexual orientation or gender identity; amend KRS 344.100 and 344.110 to conform; amend KRS 344.120 and 344.140, relating to prohibited discrimination in places of public accommodation, to include discrimination on the basis of sexual orientation or gender identity; amend KRS 344.170, 344.180, 344.190, 344.300, and 344.310, relating to the state and local human rights commissions, to include prohibition of discrimination on the basis of sexual orientation or gender identity in the scope of their powers and duties; amend KRS 344.360, 344.370, 344.380, and 344.680, relating to prohibited discrimination in certain housing, real estate, and other financial transactions, to include discrimination on the basis of sexual orientation or gender identity; amend KRS 344.367, relating to prohibited discrimination in certain insurance sales, to include discrimination on the basis of sexual orientation or gender identity; amend KRS 344.400, relating to prohibited discrimination in certain credit transactions, to include discrimination on the basis of sexual orientation or gender identity; make various technical amendments; amend KRS 18A.095 to conform.",https://apps.legislature.ky.gov/record/24rs/SB134.html
SB135,2024,RS,AN ACT relating to drugs and medicines and declaring an emergency.,A. Southworth; G. Elkins; S. Meredith; L. Tichenor; J. Turner; S. West,Create a new section of KRS Chapter 164 to provide that an independent institution or postsecondary education institution that requires a student to receive an immunization for disease shall allow exemptions; establish a cause of action related to any violation of the requirement; amend KRS 209.552 to allow vaccine requirement exemptions at long-term care facilities and make technical corrections; create a new section of KRS Chapter 216B to provide that a health facility that requires an employee to receive an immunization for disease shall allow exemptions; establish a cause of action related to any violation of the requirement; create a new section of KRS Chapter 338 to provide that an employer that requires an employee to receive an immunization for disease shall allow exemptions; establish a cause of action related to any violation of the requirement; EMERGENCY.,https://apps.legislature.ky.gov/record/24rs/SB135.html
SB136,2024,RS,AN ACT relating to certificates of need.,G. Williams,"Create a new section of KRS Chapter 216B to require that all  health services, equipment, programs, centers, facilities, beds, agencies, technologies, or hospitals listed in the state health plan except nursing facility beds or long-term care beds, to be granted a nonsubstantive review of an application for certificate of need by the Cabinet for Health and Family Services unless otherwise exempt from a certificate of need requirement, regardless of any law to the contrary; require the cabinet to amend the state health plan and any necessary administrative regulations by December 31, 2024.",https://apps.legislature.ky.gov/record/24rs/SB136.html
SB137,2024,RS,AN ACT relating to certificate of need.,G. Williams; L. Tichenor,"Create a new section of KRS Chapter 216B to require that when a certificate of need for a health service or health facility is considered orphaned the need for the health service or health facility shall be presumed, an application by a new entity must be granted a nonsubstantive review, and the Cabinet for Health and Family Services may not receive consideration of opposition from any previous entity that had been granted a certificate of need.",https://apps.legislature.ky.gov/record/24rs/SB137.html
SB138,2024,RS,AN ACT relating to education.,G. Williams,"Amend KRS 165A.370, relating to proprietary schools,  to allow a license holder or applicant to seek a single accreditation for all the school locations it operates in the state; amend KRS 161.048 to specify that adjunct instructors may be employed by a district in a part-time or full-time position; amend KRS 161.046 to conform.",https://apps.legislature.ky.gov/record/24rs/SB138.html
SB139,2024,RS,AN ACT relating to investment advisers.,C. McDaniel; M. Deneen,"Creates a new section of KRS Chapter 292 to establish a registration exemption for private fund advisers, to establish requirements for the exemption, to direct where filings shall be made, to require that investment advisers comply with registration requirements within 90 days of becoming ineligible for exemption, and to permit the commissioner of the Department of Financial Institutions to waive certain provisions; and amends KRS 292.330 to conform and to make technical amendments.",https://apps.legislature.ky.gov/record/24rs/SB139.html
SR102,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of the life and legacy of Dexter Scott King.,G. Neal,Adjourn the Senate in honor and loving memory of the life and legacy of Dexter Scott King.,https://apps.legislature.ky.gov/record/24rs/SR102.html
SR103,2024,RS,A RESOLUTION designating February 2024 as American Heart Month in order to raise awareness about cardiovascular disease and the importance of knowing one's cholesterol.,S. Meredith; D. Douglas,Designate February 2024 as American Heart Month and to raise awareness about cardiovascular disease and the importance of knowing one's cholesterol.,https://apps.legislature.ky.gov/record/24rs/SR103.html
SR104,2024,RS,"A RESOLUTION recognizing February 8, 2024, as Kentucky Nurses Day in the Commonwealth.",S. Funke Frommeyer; L. Tichenor,"Proclaim February 8, 2024, as Kentucky Nurses Day and adjourn in honor of Kentucky nurses.",https://apps.legislature.ky.gov/record/24rs/SR104.html
SR105,2024,RS,,G. Williams; C. McDaniel,,https://apps.legislature.ky.gov/record/24rs/SR105.html
HB376,2024,RS,AN ACT relating to children and declaring an emergency.,S. Stalker; A. Camuel; C. Aull; T. Bojanowski; L. Burke; D. Grossberg; R. Palumbo,"Amend KRS 158.1415 to remove provisions related to parental rights and courses, curriculums, or programs on human sexuality, provide for a process for parents to opt out of their child receiving instruction on the subject of human sexuality; amend KRS 158.191 to remove provisions requiring a school obtain parental consent prior to providing health services or mental health services to students; remove language concerning policies to encourage or facilitate conversations between parents and students; remove language limiting Kentucky Board of Education or Department of Education policies regarding student confidential information and the use of pronouns; require a local school district to use pronouns for students that the student requests; amend KRS 158.189 to remove findings and requirements that a local board of education adopt a policy on privacy and the use of student facilities; require a school to provide an accommodation to a students who asserts to school officials that their gender is different from their biological sex that includes the use of facilities designated for the gender of which the students identify; permit alternate accommodations upon the student's request; repeal KRS 311.372, which prohibits treatments to a minor for purposes of attempting to alter the appearance or perception of the minor's sex; EMERGENCY.",https://apps.legislature.ky.gov/record/24rs/HB376.html
HB377,2024,RS,"AN ACT relating to teacher recruitment and retention, making an appropriation therefor, and declaring an emergency.",K. Banta; J. Petrie; B. Chester-Burton; M. Clines; K. Timoney,"Creates new sections of KRS Chapter 164 to establish the Teacher Recruitment Student Loan Forgiveness Pilot Program, to defines eligibility for the program, to direct the Kentucky Higher Education Assistance Authority to administer the program, to provides monetary awards for student loan repayment for eligible students who complete qualified teaching service, to establish the Teacher Recruitment Student Loan Forgiveness Pilot Program fund, to establish the Student Teacher Stipend Program; defines eligibility for the program, to direct the Kentucky Higher Education Assistance Authority to administer the program, and to provide an award of up to $5,000 to an eligible student teacher; APPROPRIATION; EMERGENCY.",https://apps.legislature.ky.gov/record/24rs/HB377.html
HB378,2024,RS,AN ACT relating to state symbols.,A. Gentry; C. Stevenson; T. Bojanowski; K. Bratcher; G. Brown Jr.; A. Camuel; B. Chester-Burton; M. Clines; P. Flannery; D. Graham; D. Grossberg; R. Heath; K. Herron; J. Hodgson; DJ Johnson; M. Koch; N. Kulkarni; D. Meade; A. Neighbors; J. Nemes; M. Pollock; S. Rawlings; R. Raymer; J. Raymond; R. Roberts; P. Stevenson; N. Tate; W. Williams; L. Willner; S. Witten,Amends KRS 2.091 to designate coal as the official rock of Kentucky; amends KRS 2.092 to designate Kentucky agate as the official gemstone of Kentucky; and amends KRS 2.094 to designate calcite as the official mineral of Kentucky.,https://apps.legislature.ky.gov/record/24rs/HB378.html
HB379,2024,RS,AN ACT relating to workers' compensation.,A. Gentry; G. Brown Jr.,Amend KRS 342.610 to remove the presumption that the use of an illegal substance prior to an accident caused the injury; provide that the use of an illegal substance shall be the proximate cause of the injury.,https://apps.legislature.ky.gov/record/24rs/HB379.html
HB380,2024,RS,AN ACT relating to supports for pregnant women and children and making an appropriation therefor.,N. Tate; K. Moser,"Create a new section of Subtitle 17A of KRS Chapter 304 to require insurers and any exchange to provide a special enrollment period for pregnant individuals; specify requirements for the coverage; require group plan insurers to provide notice of special enrollment rights; amend KRS 18A.225 and 164.2871 to require the state employee health plan and self-insured state postsecondary education institution group health plans to comply with the special enrollment requirements; create a new section of KRS Chapter 205 to require Medicaid to cover lactation support services and breastfeeding supplies; amend KRS 199.894 to define terms related to the Child Care Assistance Program; create a new section of KRS Chapter 199.892 to 199.896 to establish the Child Care Assistance Program; amend KRS 139.010 and 139.480 to exempt certain postnatal supplies from the sales and use tax; amend KRS 141.067 to make the existing child and dependent care tax credit refundable for tax years 2025 to 2028; create new sections of KRS Chapter 141 to establish a refundable adoption services tax credit for tax years 2025 to 2028 and establish a nonrefundable qualified contribution tax credit for tax years 2025 to 2028; amend KRS 141.019 and 141.039 to disallow the charitable contribution deduction if the qualified contribution tax credit is take for the same contribution; amend KRS 141.0205 for ordering of tax credits; amend KRS 131.190 to allow the Department of Revenue to report on newly created tax credits; appropriate to the Cabinet for Health and Family Services in the 2024-2026 biennium: $200,000 for expansion of the Women, Infants, and Children Farmers Market Nutrition Assistance Program to include Jefferson County; APPROPRIATION; EFFECTIVE, in part, January 1, 2025, and August 1, 2024.",https://apps.legislature.ky.gov/record/24rs/HB380.html
HB381,2024,RS,AN ACT relating to local school board student representatives.,L. Willner; T. Bojanowski; C. Aull; B. Chester-Burton; D. Graham; R. Roarx; C. Stevenson,"Create a new section of KRS Chapter 160 to require each local school board to include at least one student representative; require each local school board to adopt a school board student representative policy, set minimum requirements for the school board student representative policy.",https://apps.legislature.ky.gov/record/24rs/HB381.html
HB382,2024,RS,AN ACT relating to respirator masks in health facilities.,R. Palumbo,"Create a new section of KRS Chapter 216 to require employees, visitors, and patients wear respirator masks while inside a health facility; establish exemptions.",https://apps.legislature.ky.gov/record/24rs/HB382.html
HB383,2024,RS,AN ACT relating to technology in public schools.,J. Bray; J. Tipton; K. Bratcher; J. Calloway,"Amend KRS 158.165 to require local boards of education to adopt a policy to, at a minimum, prohibit student use of a personal telecommunications device during instructional time with specific exceptions.",https://apps.legislature.ky.gov/record/24rs/HB383.html
HB384,2024,RS,AN ACT relating to the control of vehicular traffic.,J. Decker; S. Maddox; D. Bentley; K. Bratcher; E. Callaway; J. Calloway; S. Dietz; S. Doan; R. Dotson; R. Duvall; D. Fister; D. Frazier Gordon; C. Freeland; C. Fugate; D. Hale; M. Hart; R. Heath; J. Hodgson; T. Huff; M. Imes; DJ Johnson; W. Lawrence; D. Lewis; M. Lockett; C. Massaroni; B. McCool; S. McPherson; K. Moser; M. Proctor; F. Rabourn; S. Rawlings; R. Raymer; T. Truett; B. Wesley; R. White,Amend KRS 56.580 to prohibit closing portions of Capital Avenue in Frankfort; provide exceptions for emergency personnel.,https://apps.legislature.ky.gov/record/24rs/HB384.html
HB385,2024,RS,AN ACT relating to mental capacity.,K. Moser; B. Chester-Burton; S. Dietz,"Amends KRS 311.631, relating to living wills and advance directives, to include an adult friend as an individual authorized to make health care decisions on behalf of a patient who lacks decisional capacity; amends KRS 504.060 to define “examiner” and “secretary”; amends KRS 504.070 to allow a defendant to introduce evidence of an intellectual disability bearing on the issue of guilt, punishment, or both, and to require, if a court orders an examination of the defendant’s mental condition, that the condition be reported to the court; amends KRS 504.080 to establish reasons the court may order an examination of the defendant’s mental health, to establish criteria for the examination, to establish what the court may order if the examiner concludes the defendant needs an inpatient examination, to establish that the examiner shall submit a report regarding the defendant’s mental health, to establish that the examiner’s report shall be placed under seal with a notice of filing, and to establish that the court shall schedule a status conference or a hearing within 30 days of the filing of the report; amends KRS 504.100 to establish that the court shall order the defendant to be examined for his or her mental condition if the court has reasonable grounds to believe the defendant is incompetent to stand trial and to require that the court schedule a status conference or a hearing within 30 days after the filing of the report; amends KRS 504.110 to conform; and provides that the Act may be cited as Seth’s Law.",https://apps.legislature.ky.gov/record/24rs/HB385.html
HB386,2024,RS,AN ACT relating to purchase limits for pseudoephedrine.,R. Duvall; K. Bratcher; D. Elliott; J. Justice; S. McPherson,Amends KRS 218A.1446 to remove annual and package purchase limits for pseudoephedrine.,https://apps.legislature.ky.gov/record/24rs/HB386.html
HB387,2024,RS,AN ACT relating to education.,T. Truett; K. Timoney; A. Bowling; J. Bray; P. Flannery; D. Frazier Gordon; C. Freeland; C. Fugate; J. Gooch Jr.; K. Jackson; J. Justice; D. Lewis; S. Lewis; P. Pratt; T. Smith,"Creates a new section of KRS Chapter 156 to allow the Kentucky Department of Education to enter into an agreement with any building and construction trade organization to develop a training program for school counselors on building and construction trades, to provide professional development credit to school counselors, and teachers if resources allow, who participate in the program, and to require the department to include the training program on the electronic consumer bulletin board; and amends KRS 161.102 to require the Education Professional Standards Board to issue substitute teacher certificates based on education attained, to provide a one-year certificate to an applicant with a high school equivalency diploma, to provide a five-year substitute teaching certificate to an applicant with a bachelor’s degree, to provide a 10-year substitute teaching certificate to an applicant who holds a Kentucky statement of eligibility, previously held a Kentucky teaching certificate, or holds or previously held a valid out-of-state teaching certificate that required completion of a four-year teacher preparation program, and to specify the type of employment each certificate allows.",https://apps.legislature.ky.gov/record/24rs/HB387.html
HB388,2024,RS,AN ACT relating to local government and declaring an emergency.,J. Nemes; K. Fleming; J. Bauman; K. Bratcher; E. Callaway; J. Hodgson; S. Witten,"Creates a new section of KRS Chapter 65 to provide that members of local boards, commissions, committees, and other bodies created by or appointed by consolidated local governments have geographic diversity; amends KRS 67C.103 to require that the election of council members in a consolidated local government be nonpartisan; amends KRS 67C.105 to require that the election of a mayor in a consolidated local government be nonpartisan; amends KRS 67C.111, regarding incorporation and annexation of cities in a county containing a consolidated local government, to adjust the number of signatures required in a petition for mandatory action, to prohibit a mayoral veto of the consolidated local government council, and to prohibit a city in a county containing a consolidated local government from annexing commercial real estate, as defined, primarily for the purpose of obtaining occupational license, net profits, or gross receipts taxes revenue unless the annexation is consented to by each property owner in the area to be annexed; amends KRS 67C.147, relating to urban service taxing districts in consolidated local governments, to require that the consolidated local government reimburse fire districts operating under KRS Chapter 75 that made emergency medical runs within the area of the urban service tax district, to index that reimbursement to the increase in the consumer price index, to prohibit a consolidated local government from charging a fire district for any expenses it did not charge the district prior to January 1, 2024, and to establish graduated percentages of internal funding for the urban service district for the services it provides from 85 percent to 100 percent running from 2025 to 2034, with increases in the percentage every three years; amends KRS 67C.321, relating to disciplinary procedures of police officers in consolidated local governments, to allow for a pre-disciplinary hearing and establishes procedures; amends KRS 67C.323, relating to disciplinary procedures of police officers in consolidated local governments and disciplinary review by the board, to stipulate that executive session discussions be without the parties to the appeal; amends KRS 67C.326, relating to complaints regarding consolidated local government police officers, to define “citizen,” “complaint,” “disciplinary action,” “interrogation,” and “misconduct,” to make technical changes, to establish procedures for hearings for an officer accused of misconduct by individuals within the officer’s department or by citizens, to set conditions for notices of interrogation of the police officer and requirements for written reports of the alleged incident leading to the complaint, to expand written notice from 72 hours to 12 days for notice to a police officer of a hearing and for the review of documents, to stipulate that the board, rather than an appointing authority, legislative body, or other body as designated by the Kentucky Revised Statutes, has the duty to subpoena for witnesses and the production of documentary evidence, to stipulate that officers who have been suspended without pay and who are found not guilty are reinstated with full back pay and benefits, to allow the hearing to be conducted in a closed session unless the police officer requests otherwise, to specify that the provisions of the section do not affect rights given to the police officer by statute, ordinance, or agreement, to permit a consolidated local government to investigate and charge an officer, to allow the suspension or reassignment of a police officer during an investigation and pending the final disposition of charges, to establish the Property Valuation Review Commission to review assessments in a county containing a consolidated local government, to ensure that the assessments are consistent and uniform, to provide for appointments by the mayor from recommendations of various entities, to require that the commission report to the Legislative Research Commission, the mayor and metro council of the consolidated local government, and the Finance and Administration Cabinet no later than December 31, 2024, to prohibit consolidated local governments from amending their land development code zoning classifications in their land development code to change permitted, conditional, or any other uses involving residential uses or change the characteristics of those uses that could increase the allowable density of residential units per acre or any other unit describing land size or inhabitants of any residential units in any zoning district classifications within the prescribed time limits from the effective date of the Act and prior to April 15, 2025, and to require the mayors of consolidated local governments to conduct a review of planning and zoning statutes relative to consolidated local governments and the governments’ needs relative to housing and their land development code; amends KRS 117.125 to conform; and amends KRS 177.360 to direct consolidated local governments to establish procedures to prioritize projects undertaken with county road aid funds; Sections 4, 5, 6, 8, 9, and 10 EFFECTIVE January 1, 2025; EMERGENCY, in part.",https://apps.legislature.ky.gov/record/24rs/HB388.html
HJR54,2024,RS,A JOINT RESOLUTION designating the Bud and John Blanton Memorial Bridge in Johnson County.,B. McCool,Designate the Bud and John Blanton Memorial Bridge in Johnson County and erect appropriate signage.,https://apps.legislature.ky.gov/record/24rs/HJR54.html
HR55,2024,RS,A RESOLUTION honoring classified employees in public schools.,S. Lewis; C. Aull; T. Bojanowski; C. Fugate; D. Grossberg; R. Palumbo; J. Raymond; R. Roarx; R. Roberts; T. Truett,Honor classified employees in public schools.,https://apps.legislature.ky.gov/record/24rs/HR55.html
SB13,2024,RS,AN ACT relating to crisis aversion and rights retention orders.,W. Westerfield; D. Yates; C. Armstrong; D. Harper Angel; R. Thomas,"Establish KRS Chapter 202D and create new sections thereof relating to crisis aversion and rights retention orders; provide limitations on interpretation of the Act; define terms; allow law enforcement officers to petition a court to issue orders when a respondent presents an immediate and present danger of causing serious physical injury to themselves or others through purchasing, possessing, or receiving a firearm; establish procedures for the filing, review, hearing, service of process, termination, or renewal of the petition and orders; provide court processes and evidentiary standards; allow entry of the orders into law enforcement systems; prescribe issuance and service procedures for additional proceedings; establish procedures for the surrender, storage, transfer, and return of firearms; establish penalties for violations; allow for recognition and enforcement of foreign orders; amend KRS 431.076 to conform.",https://apps.legislature.ky.gov/record/24rs/SB13.html
SB131,2024,RS,AN ACT relating to elections and declaring an emergency.,A. Mays Bledsoe; G. Neal; B. Storm; R. Thomas,"Amend KRS 117.001 to define ""electioneering communication,"" ""information content provider,"" ""interactive computer service,"" ""sponsor,"" and ""synthetic media""; create a new section of KRS Chapter 117 to establish a cause of action for the use of synthetic media in an electioneering communication; establish an affirmative defense that the electioneering communication includes a conspicuous disclosure; provide that the sponsor of the electioneering communication may be held liable, but the medium is not liable, except in certain circumstances.",https://apps.legislature.ky.gov/record/24rs/SB131.html
SB132,2024,RS,AN ACT relating to wanton endangerment.,A. Mays Bledsoe; M. Deneen,Amend KRS 508.060 to provide an enhanced penalty for discharging a firearm in the commission of an offense constituting wanton endangerment in the first degree; amend KRS 439.3401 to add a Class C felony violation of KRS 508.060 to the definition of violent offender; require a violent offender who has been convicted of a Class C felony violation of KRS 508.060 to serve at least 85 percent of his or her sentence.,https://apps.legislature.ky.gov/record/24rs/SB132.html
SB133,2024,RS,AN ACT relating to the emergency powers of the Governor.,A. Southworth; L. Tichenor,"Amend KRS 39A.010 to remove potential, threatened, or impending occurrences from enumerated emergency management system items; amend KRS 39A.020 to define ""executive action"" to include all orders and guidelines, including industry-specific or agency specific guidelines related to a declared emergency; amend KRS 39A.030 to remove hazards from list of enumerated items that the emergency management program is responsible; amend KRS 39A.050 to limit the powers of the Division of Emergency Management; amend KRS Chapter 39A.070 to prohibit the director of the Division of Emergency Management from promulgating administrative regulations or from issuing orders and directives, but allow the director to issues standards, rules, procedures, guidance, or recommended practices; allow the director to request increased readiness activities, implementation of local emergency operations plans, or the mobilization or deployment of trained forces of state or local government; allow the director to make recommendations to the Governor and the General Assembly; amend KRS 39A.090 to limit the effect of any promulgated administrative regulation issued by the Governor related to an emergency or disaster that restricts in-person meeting or imposes mandatory quarantine or isolation requirements to 30 days; amend KRS 39A.100 to remove certain emergency powers from the Governor; repeal KRS 39A.190 and 118.027.",https://apps.legislature.ky.gov/record/24rs/SB133.html
SR100,2024,RS,A RESOLUTION designating February 2024 as American Heart Month in order to raise awareness about cardiovascular disease and the importance of knowing one's cholesterol.,J. Adams,Designate February 2024 as American Heart Month and to raise awareness about cardiovascular disease and the importance of known one's cholesterol.,https://apps.legislature.ky.gov/record/24rs/SR100.html
