bill_id,session,chamber,action_date,action,order,journal_page
HB2065,2023_2024_RS,House,2023-02-06,Committee Report recommending bill be passed as amended byCommittee on Judiciary,4,
HB2065,2023_2024_RS,House,2023-01-30,"Hearing: Monday, January 30, 2023, 3:30 PM Room 582-N",3,
HB2065,2023_2024_RS,House,2023-01-18,Referred toCommittee on Judiciary,2,
HB2065,2023_2024_RS,House,2023-01-18,Introduced,1,
HB2066,2023_2024_RS,House,2024-04-30,Died on Calendar,5,
HB2066,2023_2024_RS,House,2023-02-13,Committee Report recommending bill be passed as amended byCommittee on Taxation,4,
HB2066,2023_2024_RS,House,2023-02-02,"Hearing: Thursday, February 2, 2023, 3:30 PM Room 346-S",3,
HB2066,2023_2024_RS,House,2023-01-18,Referred toCommittee on Taxation,2,
HB2066,2023_2024_RS,House,2023-01-18,Introduced,1,
HB2067,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2067,2023_2024_RS,House,2023-01-18,Referred toCommittee on Corrections and Juvenile Justice,2,87
HB2067,2023_2024_RS,House,2023-01-18,Introduced,1,79
HB2068,2023_2024_RS,House,2023-02-23,Stricken from Calendar by Rule 1507,5,
HB2068,2023_2024_RS,House,2023-02-02,Committee Report recommending bill be passed byCommittee on Corrections and Juvenile Justice,4,
HB2068,2023_2024_RS,House,2023-01-24,"Hearing: Tuesday, January 24, 2023, 1:30 PM Room 546-S",3,
HB2068,2023_2024_RS,House,2023-01-18,Referred toCommittee on Corrections and Juvenile Justice,2,
HB2068,2023_2024_RS,House,2023-01-18,Introduced,1,
HB2069,2023_2024_RS,Senate,2024-04-30,Died on Senate Calendar,12,
HB2069,2023_2024_RS,Senate,2023-03-29,Committee of the Whole - Passed over and retain a place on the calendar,11,
HB2069,2023_2024_RS,Senate,2023-03-27,Committee Report recommending substitute bill be passed byCommittee on Judiciary,10,
HB2069,2023_2024_RS,Senate,2023-03-09,"Hearing: Thursday, March 9, 2023, 10:30 AM Room 346-S",9,
HB2069,2023_2024_RS,Senate,2023-02-10,Referred toCommittee on Judiciary,8,
HB2069,2023_2024_RS,Senate,2023-02-09,Received and Introduced,7,
HB2069,2023_2024_RS,House,2023-02-08,Final Action - Passed; Yea: 123 Nay: 0,6,
HB2069,2023_2024_RS,House,2023-02-07,Committee of the Whole - Be passed,5,
HB2069,2023_2024_RS,House,2023-02-01,Committee Report recommending bill be passed byCommittee on Corrections and Juvenile Justice,4,
HB2069,2023_2024_RS,House,2023-01-24,"Hearing: Tuesday, January 24, 2023, 1:30 PM Room 546-S",3,
HB2069,2023_2024_RS,House,2023-01-18,Referred toCommittee on Corrections and Juvenile Justice,2,
HB2069,2023_2024_RS,House,2023-01-18,Introduced,1,
HB2070,2023_2024_RS,House,2024-04-30,Died in Conference,21,
HB2070,2023_2024_RS,Senate,2024-04-05,Conference committee report now available,20,
HB2070,2023_2024_RS,House,2024-04-04,"Conference Committee Report agree to disagree adopted; Representative Humphries, Representative Lewis and Representative Osman appointed as second conferees",19,
HB2070,2023_2024_RS,Senate,2024-04-04,"Conference Committee Report agree to disagree adopted; Senator Warren, Senator Wilborn and Senator Corson appointed as second conferees",18,
HB2070,2023_2024_RS,Senate,2024-04-04,Conference committee report now available,17,
HB2070,2023_2024_RS,House,2024-04-04,"Representative Humphries, Representative Lewis, and Representative Osman are appointed to replace Representative Concannon, Representative Johnson, and Representative Ousley on the Conference Committee",16,
HB2070,2023_2024_RS,Senate,2023-04-04,"Motion to accede adopted; Senator Warren, Senator Wilborn and Senator Corson appointed as conferees",15,
HB2070,2023_2024_RS,House,2023-04-03,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Concannon , Representative Johnson and Representative Ousley as conferees",14,
HB2070,2023_2024_RS,Senate,2023-03-29,Final Action - Substitute passed; Yea: 40 Nay: 0,13,
HB2070,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Substitute bill be passed,12,
HB2070,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Committee Report be adopted recommending substitute bill be passed,11,
HB2070,2023_2024_RS,Senate,2023-03-27,Committee Report recommending substitute bill be passed byCommittee on Judiciary,10,
HB2070,2023_2024_RS,Senate,2023-03-09,"Hearing: Thursday, March 9, 2023, 10:30 AM Room 346-S",9,
HB2070,2023_2024_RS,Senate,2023-02-10,Referred toCommittee on Judiciary,8,
HB2070,2023_2024_RS,Senate,2023-02-09,Received and Introduced,7,
HB2070,2023_2024_RS,House,2023-02-08,Final Action - Passed; Yea: 123 Nay: 0,6,
HB2070,2023_2024_RS,House,2023-02-07,Committee of the Whole - Be passed,5,
HB2070,2023_2024_RS,House,2023-02-01,Committee Report recommending bill be passed byCommittee on Corrections and Juvenile Justice,4,
HB2070,2023_2024_RS,House,2023-01-24,"Hearing: Tuesday, January 24, 2023, 1:30 PM Room 546-S",3,
HB2070,2023_2024_RS,House,2023-01-18,Referred toCommittee on Corrections and Juvenile Justice,2,
HB2070,2023_2024_RS,House,2023-01-18,Introduced,1,
HB2071,2023_2024_RS,House,2023-02-23,Stricken from Calendar by Rule 1507,5,
HB2071,2023_2024_RS,House,2023-02-06,Committee Report recommending bill be passed byCommittee on Corrections and Juvenile Justice,4,
HB2071,2023_2024_RS,House,2023-01-25,"Hearing: Wednesday, January 25, 2023, 1:30 PM Room 546-S",3,
HB2071,2023_2024_RS,House,2023-01-18,Referred toCommittee on Corrections and Juvenile Justice,2,
HB2071,2023_2024_RS,House,2023-01-18,Introduced,1,
HB2072,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2072,2023_2024_RS,House,2023-01-18,Referred toCommittee on Corrections and Juvenile Justice,2,87
HB2072,2023_2024_RS,House,2023-01-18,Introduced,1,80
HB2073,2023_2024_RS,House,2023-02-23,Stricken from Calendar by Rule 1507,5,
HB2073,2023_2024_RS,House,2023-02-13,Committee Report recommending bill be passed as amended byCommittee on Corrections and Juvenile Justice,4,
HB2073,2023_2024_RS,House,2023-01-26,"Hearing: Thursday, January 26, 2023, 1:30 PM Room 546-S",3,
HB2073,2023_2024_RS,House,2023-01-18,Referred toCommittee on Corrections and Juvenile Justice,2,
HB2073,2023_2024_RS,House,2023-01-18,Introduced,1,
HB2074,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2074,2023_2024_RS,House,2023-01-18,Referred toCommittee on Judiciary,2,88
HB2074,2023_2024_RS,House,2023-01-18,Introduced,1,80
HB2075,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2075,2023_2024_RS,House,2023-01-18,Referred toCommittee on Elections,2,88
HB2075,2023_2024_RS,House,2023-01-18,Introduced,1,80
HB2076,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2076,2023_2024_RS,House,2023-01-18,Referred toCommittee on Child Welfare and Foster Care,2,87
HB2076,2023_2024_RS,House,2023-01-18,Introduced,1,80
HB2077,2023_2024_RS,Senate,2024-04-30,Died on Senate Calendar,15,
HB2077,2023_2024_RS,Senate,2023-03-28,Committee Report recommending bill be passed as amended byCommittee on Ways and Means,14,
HB2077,2023_2024_RS,Senate,2023-03-23,"Hearing: Thursday, March 23, 2023, 10:30 AM Room 548-S",13,
HB2077,2023_2024_RS,Senate,2023-03-09,Referred toCommittee on Ways and Means,12,
HB2077,2023_2024_RS,Senate,2023-03-08,Received and Introduced,11,
HB2077,2023_2024_RS,House,2023-03-08,Final Action - Substitute passed as amended; Yea: 123 Nay: 0,10,
HB2077,2023_2024_RS,House,2023-03-08,"Engrossed on Tuesday, March 7, 2023",9,
HB2077,2023_2024_RS,House,2023-03-07,Committee of the Whole - Substitute bill be passed as amended,8,
HB2077,2023_2024_RS,House,2023-03-07,Committee of the Whole - Amendment by Representative Curtis was adopted,7,
HB2077,2023_2024_RS,House,2023-03-07,Committee of the Whole - Motion to Amend - Offered by Representative Curtis,6,
HB2077,2023_2024_RS,House,2023-03-07,Committee of the Whole - Committee Report be adopted recommending substitute bill be passed,5,
HB2077,2023_2024_RS,House,2023-02-09,Committee Report recommending substitute bill be passed byCommittee on Appropriations,4,
HB2077,2023_2024_RS,House,2023-01-31,"Hearing: Tuesday, January 31, 2023, 9:00 AM Room 112-N",3,
HB2077,2023_2024_RS,House,2023-01-18,Referred toCommittee on Appropriations,2,
HB2077,2023_2024_RS,House,2023-01-18,Introduced,1,
HB2078,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2078,2023_2024_RS,House,2023-01-31,"Hearing: Tuesday, January 31, 2023, 9:00 AM Room 112-N",3,
HB2078,2023_2024_RS,House,2023-01-18,Referred toCommittee on Appropriations,2,87
HB2078,2023_2024_RS,House,2023-01-18,Introduced,1,80
HB2079,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2079,2023_2024_RS,House,2023-01-18,Referred toCommittee on Agriculture and Natural Resources Budget,2,87
HB2079,2023_2024_RS,House,2023-01-18,Introduced,1,80
HB2080,2023_2024_RS,House,2023-04-24,"Approved by Governor on Friday, April 7, 2023",17,
HB2080,2023_2024_RS,House,2023-04-03,"Enrolled and presented to Governor on Friday, March 31, 2023",16,
HB2080,2023_2024_RS,Senate,2023-03-28,Final Action - Passed; Yea: 34 Nay: 5,15,
HB2080,2023_2024_RS,Senate,2023-03-27,Committee of the Whole - Be passed,14,
HB2080,2023_2024_RS,Senate,2023-03-09,Committee Report recommending bill be passed byCommittee on Education,13,
HB2080,2023_2024_RS,Senate,2023-03-07,"Hearing: Tuesday, March 7, 2023, 1:30 PM Room 144-S",12,
HB2080,2023_2024_RS,Senate,2023-03-02,Referred toCommittee on Education,11,
HB2080,2023_2024_RS,Senate,2023-03-01,Received and Introduced,10,
HB2080,2023_2024_RS,House,2023-02-23,Final Action - Passed as amended; Yea: 87 Nay: 35,9,
HB2080,2023_2024_RS,House,2023-02-23,"Engrossed on Thursday, February 23, 2023",8,
HB2080,2023_2024_RS,House,2023-02-22,Committee of the Whole - Be passed as amended,7,
HB2080,2023_2024_RS,House,2023-02-22,Committee of the Whole - Committee Report be adopted,6,
HB2080,2023_2024_RS,House,2023-02-16,Committee Report recommending bill be passed as amended byCommittee on Education,5,
HB2080,2023_2024_RS,House,2023-02-02,"Hearing: Thursday, February 2, 2023, 1:30 PM Room 218-N - CANCELED",4,
HB2080,2023_2024_RS,House,2023-01-31,"Hearing: Tuesday, January 31, 2023, 1:30 PM Room 218-N",3,
HB2080,2023_2024_RS,House,2023-01-19,Referred toCommittee on Education,2,
HB2080,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2081,2023_2024_RS,House,2023-02-23,Stricken from Calendar by Rule 1507,6,
HB2081,2023_2024_RS,House,2023-02-22,Committee of the Whole - Passed over and retain a place on the calendar,5,
HB2081,2023_2024_RS,House,2023-02-16,Committee Report recommending bill be passed byCommittee on Education,4,
HB2081,2023_2024_RS,House,2023-02-15,"Hearing: Wednesday, February 15, 2023, 1:30 PM Room 218-N",3,
HB2081,2023_2024_RS,House,2023-01-19,Referred toCommittee on Education,2,
HB2081,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2082,2023_2024_RS,House,2023-04-24,"Approved by Governor on Friday, April 7, 2023",14,
HB2082,2023_2024_RS,House,2023-04-03,"Enrolled and presented to Governor on Friday, March 31, 2023",13,
HB2082,2023_2024_RS,Senate,2023-03-28,Final Action - Passed; Yea: 38 Nay: 2,12,
HB2082,2023_2024_RS,Senate,2023-03-27,Committee of the Whole - Be passed,11,
HB2082,2023_2024_RS,Senate,2023-03-21,Committee Report recommending bill be passed byCommittee on Local Government,10,
HB2082,2023_2024_RS,Senate,2023-03-07,"Hearing: Tuesday, March 7, 2023, 9:30 AM Room 142-S",9,
HB2082,2023_2024_RS,Senate,2023-03-01,Referred toCommittee on Local Government,8,
HB2082,2023_2024_RS,Senate,2023-02-22,Received and Introduced,7,
HB2082,2023_2024_RS,House,2023-02-22,Final Action - Passed; Yea: 119 Nay: 5,6,
HB2082,2023_2024_RS,House,2023-02-21,Committee of the Whole - Be passed,5,
HB2082,2023_2024_RS,House,2023-02-14,Committee Report recommending bill be passed byCommittee on Local Government,4,
HB2082,2023_2024_RS,House,2023-01-30,"Hearing: Monday, January 30, 2023, 9:00 AM Room 281-N",3,
HB2082,2023_2024_RS,House,2023-01-19,Referred toCommittee on Local Government,2,
HB2082,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2083,2023_2024_RS,Senate,2024-04-30,Died in Senate Committee,21,
HB2083,2023_2024_RS,Senate,2024-01-09,"Withdrawn from Calendar, Rereferred toCommittee on Local Government",20,
HB2083,2023_2024_RS,Senate,2023-04-05,Withdrawn from Committee on Local Government and re-referred to Committee of the Whole,19,
HB2083,2023_2024_RS,Senate,2023-03-29,Committee of the Whole - Motion by Senator Olson to rerefer to Committee on Local Government passed,18,
HB2083,2023_2024_RS,Senate,2023-03-29,Committee of the Whole - Motion to Amend - Offered by Senator Francisco,17,
HB2083,2023_2024_RS,Senate,2023-03-29,Committee of the Whole - Amendment by Senator McGinn was adopted,16,
HB2083,2023_2024_RS,Senate,2023-03-29,Committee of the Whole - Motion to Amend - Offered by Senator McGinn,15,
HB2083,2023_2024_RS,Senate,2023-03-23,Committee Report recommending bill be passed byCommittee on Local Government,14,
HB2083,2023_2024_RS,Senate,2023-03-21,"Hearing: Tuesday, March 21, 2023, 9:30 AM Room 142-S",13,
HB2083,2023_2024_RS,Senate,2023-03-09,Referred toCommittee on Local Government,12,
HB2083,2023_2024_RS,Senate,2023-03-08,Received and Introduced,11,
HB2083,2023_2024_RS,House,2023-03-08,Final Action - Passed as amended; Yea: 87 Nay: 36,10,
HB2083,2023_2024_RS,House,2023-03-08,"Engrossed on Tuesday, March 7, 2023",9,
HB2083,2023_2024_RS,House,2023-03-07,Committee of the Whole - Be passed as amended,8,
HB2083,2023_2024_RS,House,2023-03-07,Committee of the Whole - Committee Report be adopted,7,
HB2083,2023_2024_RS,House,2023-03-01,Withdrawn from Committee on Appropriations and re-referred to Committee of the Whole,6,
HB2083,2023_2024_RS,House,2023-02-23,Withdrawn from Calendar; Referred toCommittee on Appropriations,5,
HB2083,2023_2024_RS,House,2023-02-16,Committee Report recommending bill be passed as amended byCommittee on Local Government,4,
HB2083,2023_2024_RS,House,2023-02-01,"Hearing: Wednesday, February 1, 2023, 9:00 AM Room 281-N",3,
HB2083,2023_2024_RS,House,2023-01-19,Referred toCommittee on Local Government,2,
HB2083,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2084,2023_2024_RS,House,2024-04-30,Died on Calendar,5,
HB2084,2023_2024_RS,House,2023-02-15,Committee Report recommending bill be passed as amended byCommittee on Federal and State Affairs,4,
HB2084,2023_2024_RS,House,2023-02-01,"Hearing: Wednesday, February 1, 2023, 9:00 AM Room 346-S",3,
HB2084,2023_2024_RS,House,2023-01-19,Referred toCommittee on Federal and State Affairs,2,
HB2084,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2085,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2085,2023_2024_RS,House,2023-01-19,Referred toCommittee on Financial Institutions and Pensions,2,91
HB2085,2023_2024_RS,House,2023-01-19,Introduced,1,83
HB2086,2023_2024_RS,Senate,2024-04-30,Died on Senate Calendar,15,
HB2086,2023_2024_RS,Senate,2023-03-28,Committee Report recommending bill be passed as amended byCommittee on Federal and State Affairs,14,
HB2086,2023_2024_RS,Senate,2023-03-20,"Hearing: Monday, March 20, 2023, 10:30 AM Room 144-S",13,
HB2086,2023_2024_RS,Senate,2023-03-02,Referred toCommittee on Federal and State Affairs,12,
HB2086,2023_2024_RS,Senate,2023-03-01,Received and Introduced,11,
HB2086,2023_2024_RS,House,2023-02-23,"Engrossed on Thursday, February 23, 2023",10,
HB2086,2023_2024_RS,House,2023-02-23,Final Action - Passed as amended; Yea: 122 Nay: 0,9,
HB2086,2023_2024_RS,House,2023-02-22,Committee of the Whole - Be passed as amended,8,
HB2086,2023_2024_RS,House,2023-02-22,Committee of the Whole - Amendment by Representative Proctor was adopted,7,
HB2086,2023_2024_RS,House,2023-02-22,Committee of the Whole - Motion to Amend - Offered by Representative Proctor,6,
HB2086,2023_2024_RS,House,2023-02-22,Committee of the Whole - Committee Report be adopted,5,
HB2086,2023_2024_RS,House,2023-02-13,Committee Report recommending bill be passed as amended byCommittee on Elections,4,
HB2086,2023_2024_RS,House,2023-02-07,"Hearing: Tuesday, February 7, 2023, 3:30 PM Room 218-N",3,
HB2086,2023_2024_RS,House,2023-01-19,Referred toCommittee on Elections,2,
HB2086,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2087,2023_2024_RS,House,2023-04-24,"Approved by Governor on Friday, April 14, 2023",19,
HB2087,2023_2024_RS,House,2023-04-05,"Enrolled and presented to Governor on Tuesday, April 4, 2023",18,
HB2087,2023_2024_RS,Senate,2023-03-29,Final Action - Passed; Yea: 39 Nay: 1,17,
HB2087,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Be passed,16,
HB2087,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Amendment by Senator Haley was rejected,15,
HB2087,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Motion to Amend - Offered by Senator Haley,14,
HB2087,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Amendment by Senator Haley was rejected,13,
HB2087,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Motion to Amend - Offered by Senator Haley,12,
HB2087,2023_2024_RS,Senate,2023-03-27,Withdrawn from Consent Calendar and placed on General Orders,11,
HB2087,2023_2024_RS,Senate,2023-03-22,Committee Report recommending bill be passed and placed on Consent Calendar by,10,
HB2087,2023_2024_RS,Senate,2023-03-21,"Hearing: Tuesday, March 21, 2023, 10:30 AM Room 144-S",9,
HB2087,2023_2024_RS,Senate,2023-03-02,Referred toCommittee on Federal and State Affairs,8,
HB2087,2023_2024_RS,Senate,2023-03-01,Received and Introduced,7,
HB2087,2023_2024_RS,House,2023-02-23,Final Action - Passed; Yea: 122 Nay: 0,6,
HB2087,2023_2024_RS,House,2023-02-22,Committee of the Whole - Be passed,5,
HB2087,2023_2024_RS,House,2023-02-13,Committee Report recommending bill be passed byCommittee on Elections,4,
HB2087,2023_2024_RS,House,2023-02-07,"Hearing: Tuesday, February 7, 2023, 3:30 PM Room 218-N",3,
HB2087,2023_2024_RS,House,2023-01-19,Referred toCommittee on Elections,2,
HB2087,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2088,2023_2024_RS,House,2023-02-23,Stricken from Calendar by Rule 1507,5,
HB2088,2023_2024_RS,House,2023-02-01,Committee Report recommending bill be passed byCommittee on Veterans and Military,4,
HB2088,2023_2024_RS,House,2023-01-26,"Hearing: Thursday, January 26, 2023, 9:00 AM Room 281-N",3,
HB2088,2023_2024_RS,House,2023-01-19,Referred toCommittee on Veterans and Military,2,
HB2088,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2089,2023_2024_RS,House,2024-04-30,Died in Conference,23,
HB2089,2023_2024_RS,Senate,2023-04-27,Conference committee report now available,22,
HB2089,2023_2024_RS,House,2023-04-27,Representative Winn is appointed to replace Representative Poskin on the Conference Committee,21,
HB2089,2023_2024_RS,House,2023-04-26,"Conference Committee Report agree to disagree adopted; Representative Williams, K., Representative Landwehr and Representative Poskin appointed as second conferees",20,
HB2089,2023_2024_RS,Senate,2023-04-26,"Conference Committee Report agree to disagree adopted; Senator Baumgardner, Senator Erickson and Senator Sykes appointed as second conferees",19,
HB2089,2023_2024_RS,Senate,2023-04-26,Conference committee report now available,18,
HB2089,2023_2024_RS,Senate,2023-04-26,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,17,
HB2089,2023_2024_RS,Senate,2023-04-25,"Senator Baumgardner, Senator Erickson, and Senator Sykes are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",16,
HB2089,2023_2024_RS,House,2023-04-25,"Representative Williams, K., Representative Landwehr, and Representative Poskin are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",15,
HB2089,2023_2024_RS,Senate,2023-03-28,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Holscher appointed as conferees",14,
HB2089,2023_2024_RS,House,2023-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Sutton , Representative Penn and Representative Neighbor as conferees",13,
HB2089,2023_2024_RS,Senate,2023-03-22,Final Action - Passed as amended; Yea: 36 Nay: 2,12,
HB2089,2023_2024_RS,Senate,2023-03-21,Committee of the Whole - Be passed as amended,11,
HB2089,2023_2024_RS,Senate,2023-03-21,Committee of the Whole - Committee Report be adopted,10,
HB2089,2023_2024_RS,Senate,2023-03-15,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,9,
HB2089,2023_2024_RS,Senate,2023-03-07,"Hearing: Tuesday, March 7, 2023, 9:30 AM Room 546-S",8,
HB2089,2023_2024_RS,Senate,2023-02-22,Referred toCommittee on Financial Institutions and Insurance,7,
HB2089,2023_2024_RS,Senate,2023-02-21,Received and Introduced,6,
HB2089,2023_2024_RS,House,2023-02-21,Final Action - Passed; Yea: 123 Nay: 0,5,
HB2089,2023_2024_RS,House,2023-02-14,Committee Report recommending bill be passed and placed on Consent Calendar by,4,
HB2089,2023_2024_RS,House,2023-01-30,"Hearing: Monday, January 30, 2023, 3:30 PM Room 218-N",3,
HB2089,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,
HB2089,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2090,2023_2024_RS,House,2023-04-24,"Approved by Governor on Wednesday, April 19, 2023",19,
HB2090,2023_2024_RS,House,2023-04-24,"Enrolled and presented to Governor on Friday, April 14, 2023",18,
HB2090,2023_2024_RS,House,2023-04-05,Conference Committee Report was adopted; Yea: 122 Nay: 1,17,
HB2090,2023_2024_RS,Senate,2023-04-05,Conference Committee Report was adopted; Yea: 37 Nay: 3,16,
HB2090,2023_2024_RS,Senate,2023-04-05,Conference committee report now available,15,
HB2090,2023_2024_RS,Senate,2023-03-28,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Holscher appointed as conferees",14,
HB2090,2023_2024_RS,House,2023-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Sutton , Representative Penn and Representative Neighbor as conferees",13,
HB2090,2023_2024_RS,Senate,2023-03-22,Final Action - Passed as amended; Yea: 36 Nay: 2,12,
HB2090,2023_2024_RS,Senate,2023-03-21,Committee of the Whole - Be passed as amended,11,
HB2090,2023_2024_RS,Senate,2023-03-21,Committee of the Whole - Committee Report be adopted,10,
HB2090,2023_2024_RS,Senate,2023-03-15,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,9,
HB2090,2023_2024_RS,Senate,2023-03-07,"Hearing: Tuesday, March 7, 2023, 9:30 AM Room 546-S",8,
HB2090,2023_2024_RS,Senate,2023-02-22,Referred toCommittee on Financial Institutions and Insurance,7,
HB2090,2023_2024_RS,Senate,2023-02-21,Received and Introduced,6,
HB2090,2023_2024_RS,House,2023-02-21,Final Action - Passed; Yea: 123 Nay: 0,5,
HB2090,2023_2024_RS,House,2023-02-14,Committee Report recommending bill be passed and placed on Consent Calendar by,4,
HB2090,2023_2024_RS,House,2023-02-01,"Hearing: Wednesday, February 1, 2023, 3:30 PM Room 218-N",3,
HB2090,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,
HB2090,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2091,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2091,2023_2024_RS,House,2023-02-16,"Hearing: Thursday, February 16, 2023, 3:30 PM Room 112-N",3,
HB2091,2023_2024_RS,House,2023-01-19,Referred toCommittee on Agriculture and Natural Resources,2,90
HB2091,2023_2024_RS,House,2023-01-19,Introduced,1,84
HB2092,2023_2024_RS,House,2023-04-03,"Approved by Governor on Friday, March 31, 2023",19,
HB2092,2023_2024_RS,House,2023-03-28,"Enrolled and presented to Governor on Tuesday, March 28, 2023",18,
HB2092,2023_2024_RS,Senate,2023-03-23,Final Action - Passed; Yea: 38 Nay: 0,17,
HB2092,2023_2024_RS,Senate,2023-03-22,Committee of the Whole - Be passed,16,
HB2092,2023_2024_RS,Senate,2023-03-22,Committee of the Whole - Amendment by Senator Tyson was withdrawn,15,
HB2092,2023_2024_RS,Senate,2023-03-22,Committee of the Whole - Motion to Amend - Offered by Senator Tyson,14,
HB2092,2023_2024_RS,Senate,2023-03-16,Committee Report recommending bill be passed byCommittee on Education,13,
HB2092,2023_2024_RS,Senate,2023-03-15,"Hearing: Wednesday, March 15, 2023, 1:30 PM Room 144-S",12,
HB2092,2023_2024_RS,Senate,2023-03-13,"Hearing: Monday, March 13, 2023, 1:30 PM Room 144-S - CANCELED",11,
HB2092,2023_2024_RS,Senate,2023-03-01,Referred toCommittee on Education,10,
HB2092,2023_2024_RS,Senate,2023-02-22,Received and Introduced,9,
HB2092,2023_2024_RS,House,2023-02-22,Final Action - Passed as amended; Yea: 124 Nay: 0,8,
HB2092,2023_2024_RS,House,2023-02-22,"Engrossed on Tuesday, February 21, 2023",7,
HB2092,2023_2024_RS,House,2023-02-21,Committee of the Whole - Be passed as amended,6,
HB2092,2023_2024_RS,House,2023-02-21,Committee of the Whole - Committee Report be adopted,5,
HB2092,2023_2024_RS,House,2023-02-14,Committee Report recommending bill be passed as amended byCommittee on Local Government,4,
HB2092,2023_2024_RS,House,2023-02-06,"Hearing: Monday, February 6, 2023, 9:00 AM Room 281-N",3,
HB2092,2023_2024_RS,House,2023-01-19,Referred toCommittee on Local Government,2,
HB2092,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2093,2023_2024_RS,House,2023-04-24,"Approved by Governor on Wednesday, April 19, 2023",20,
HB2093,2023_2024_RS,House,2023-04-24,"Enrolled and presented to Governor on Friday, April 14, 2023",19,
HB2093,2023_2024_RS,House,2023-04-05,Conference Committee Report was adopted; Yea: 122 Nay: 1,18,
HB2093,2023_2024_RS,Senate,2023-04-05,Conference Committee Report was adopted; Yea: 40 Nay: 0,17,
HB2093,2023_2024_RS,Senate,2023-04-05,Conference committee report now available,16,
HB2093,2023_2024_RS,Senate,2023-03-28,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Holscher appointed as conferees",15,
HB2093,2023_2024_RS,House,2023-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Sutton , Representative Penn and Representative Neighbor as conferees",14,
HB2093,2023_2024_RS,Senate,2023-03-23,Final Action - Passed as amended; Yea: 38 Nay: 0,13,
HB2093,2023_2024_RS,Senate,2023-03-22,Committee of the Whole - Be passed as amended,12,
HB2093,2023_2024_RS,Senate,2023-03-22,Committee of the Whole - Committee Report be adopted,11,
HB2093,2023_2024_RS,Senate,2023-03-15,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,10,
HB2093,2023_2024_RS,Senate,2023-03-01,"Hearing: Wednesday, March 1, 2023, 9:30 AM Room 546-S",9,
HB2093,2023_2024_RS,Senate,2023-02-20,Referred toCommittee on Financial Institutions and Insurance,8,
HB2093,2023_2024_RS,Senate,2023-02-17,Received and Introduced,7,
HB2093,2023_2024_RS,House,2023-02-16,Emergency Final Action - Passed; Yea: 120 Nay: 1,6,
HB2093,2023_2024_RS,House,2023-02-16,Committee of the Whole - Be passed,5,
HB2093,2023_2024_RS,House,2023-02-09,Committee Report recommending bill be passed byCommittee on Insurance,4,
HB2093,2023_2024_RS,House,2023-02-06,"Hearing: Monday, February 6, 2023, 3:30 PM Room 218-N",3,
HB2093,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,
HB2093,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2094,2023_2024_RS,Senate,2023-04-27,Motion to override veto prevailed; Yea: 28 Nay: 12,27,
HB2094,2023_2024_RS,House,2023-04-26,Motion to override veto prevailed; Yea: 84 Nay: 40,26,
