bill_id,term,session,title,keywords,summary,commem
HB2061,2023_2024,RS2,subsequent active management area; removal,ACTIVE MANAGEMENT AREAS; PROCEDURES; REMOVAL; SUBSEQUENT ACTIVE MANAGEMENT AREA; WATERS - TITLE 45,subsequent active management area; removal,0
HB2062,2023_2024,RS2,assured water supply; certificate; model,ASSURED WATER SUPPLY; CERTIFICATE; DELAYED REPEAL; EMERGENCY; MODEL; REVIEW,assured water supply; certificate; model,0
HB2063,2023_2024,RS2,exempt wells; certificate; groundwater use,CERTIFICATE; DEFINITIONS (S); EXEMPT WELLS; EXEMPTION OF SMALL NON-IRRIGATION WELLS (S); GROUNDWATER CODE; GROUNDWATER USE; WATERS - TITLE 45,exempt wells; certificate; groundwater use,0
HB2064,2023_2024,RS2,school safety zone; offenses; sentencing,CRIMINAL CODE - TITLE 13; OFFENSES; SCHOOL SAFETY ZONE; SENTENCING,school safety zone; offenses; sentencing,0
HB2065,2023_2024,RS2,early ballots; Friday deadline,EARLY BALLOTS; EARLY VOTING; ELECTIONS AND ELECTORS - TITLE 16; FRIDAY DEADLINE; REPEAL,early ballots; Friday deadline,0
HB2066,2023_2024,RS2,behavioral health transportation; providers; technicians,BEHAVIORAL HEALTH TRANSPORTATION; DUTIES; EMERGENCY MEDICAL SERVICES; EMS; PROVIDERS; PUBLIC HEALTH AND SAFETY - TITLE 36; RULES; TECHNICIANS,behavioral health transportation; providers; technicians,0
HB2067,2023_2024,RS2,involuntary evaluation; service of process,INVOLUNTARY EVALUATION; MENTAL HEALTH SERVICES; PUBLIC HEALTH AND SAFETY - TITLE 36; SERVICE OF PROCESS,involuntary evaluation; service of process,0
HB2068,2023_2024,RS2,behavior analysts; regulatory board,APPROPRIATING MONIES; BEHAVIOR ANALYSTS; EFFECT; EFFECTIVE DATE; MEETINGS; POWERS AND DUTIES; PROFESSIONS AND OCCUPATIONS - TITLE 32; PUBLIC HEALTH AND SAFETY - TITLE 36; PURPOSE; REGULATORY BOARD; STATE BOARD OF BEHAVIOR ANALYSTS FUND; STATE GOVERNMENT - TITLE 41; SUCCESSION; TRANSFER; TRANSFER AND RENUMBER,behavior analysts; regulatory board,0
HB2069,2023_2024,RS2,dental board; formal hearings,DENTAL BOARD; FORMULA HEARINGS; PROFESSIONS AND OCCUPATIONS - TITLE 32; STATE BOARD OF DENTAL EXAMINERS,dental board; formal hearings,0
HB2070,2023_2024,RS2,dental board; rules; assistance; repeal,ASSISTANCE; DENTAL BOARD; PROFESSIONS AND OCCUPATIONS - TITLE 32; REPEAL; RULES; STATE BOARD OF DENTAL EXAMINERS,dental board; rules; assistance; repeal,0
HB2071,2023_2024,RS2,dentists; registration; civil penalty; repeal,CIVIL PENALTY; DENTISTS; PROFESSIONS AND OCCUPATIONS - TITLE 32; REGISTRATION; REPEAL; STATE BOARD OF DENTAL EXAMINERS,dentists; registration; civil penalty; repeal,0
HB2072,2023_2024,RS2,dental board; licensure; testing,DENTAL BOARD; LICENSURE; PROFESSIONS AND OCCUPATIONS - TITLE 32; STATE BOARD OF DENTAL EXAMINERS; TESTING,dental board; licensure; testing,0
HB2073,2023_2024,RS2,criminal justice data collection; system,ACJC (SEE ALSO: ARIZONA CRIMINAL JUSTICE COMMISSION); APPROPRIATING MONIES; ARIZONA CRIMINAL JUSTICE COMMISSION (ACJC); CRIMINAL CODE - TITLE 13; CRIMINAL JUSTICE DATA COLLECTION; EXEMPTION; REPORTING REQUIREMENTS; STATE GOVERNMENT - TITLE 41; SYSTEM; VICTIM'S RIGHT TO PRIVACY,criminal justice data collection; system,0
HB2074,2023_2024,RS2,wildfire flooding mitigation fund; appropriation,APPROPRIATING MONIES; APPROPRIATION; EMERGENCY AND MILITARY AFFAIRS; EXEMPTION; MILITARY AFFAIRS AND EMERGENCY MANAGEMENT - TITLE 26; WILDFIRE FLOODING MITIGATION FUND,wildfire flooding mitigation fund; appropriation,0
HB2075,2023_2024,RS2,appropriation; STEM; learning; workforce development,"ACA (SEE ALSO: ARIZONA COMMERCE AUTHORITY); APPROPRIATION; ARIZONA COMMERCE AUTHORITY (ACA); EXEMPTION; INTENT; REPORT; SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS (STEM); STEM (SEE ALSO: SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS); WORKFORCE DEVELOPMENT",appropriation; STEM; learning; workforce development,0
HB2076,2023_2024,RS2,domestic violence; definition; animal abuse,ANIMAL ABUSE; CRIMINAL CODE - TITLE 13; DEFINITION; DOMESTIC VIOLENCE; FAMILY OFFENSES,domestic violence; definition; animal abuse,0
HB2077,2023_2024,RS2,ROC; contractors; licensing; administrative decisions,ADMINISTRATIVE DECISIONS; CONTRACTORS; LICENSING; PROFESSIONS AND OCCUPATIONS - TITLE 32; REGISTRAR OF CONTRACTORS; ROC; STATE GOVERNMENT - TITLE 41,ROC; contractors; licensing; administrative decisions,0
HB2078,2023_2024,RS2,advisory committee; subcommittee; exemption,ADVISORY COMMITTEE; EXCEPTIONS; EXEMPTION; LIMITATIONS; PUBLIC MEETINGS; PUBLIC OFFICERS AND EMPLOYEES - TITLE 38; PUBLIC PROCEEDINGS; SUBCOMMITTEE,advisory committee; subcommittee; exemption,0
HB2079,2023_2024,RS2,food handler certificate; volunteers; limits,COUNTIES - TITLE 11; DEFINITION (S); EXEMPTION; FOOD HANDLER CERTIFICATE (S); FOOD HANDLER CERTIFICATES; LIMITS; VOLUNTEERS,food handler certificate; volunteers; limits,0
HB2080,2023_2024,RS2,elections; municipal vacancies; primary,CITIES AND TOWNS - TITLE 9; CITY AND TOWN ELECTIONS; ELECTIONS; MUNICIPAL VACANCIES; PRIMARY; VACANCIES,elections; municipal vacancies; primary,0
HB2081,2023_2024,RS2,cremation.,CREMATION; FUNERAL INDUSTRY PROFESSIONALS; PROFESSIONS AND OCCUPATIONS - TITLE 32,cremation.,0
HB2082,2023_2024,RS2,executive clemency; medical confinement release,APPLICATIONS; ELIGIBILITY; EXECUTIVE CLEMENCY; HEARING; MEDICAL CONFINEMENT RELEASE; PLAN; PRISONERS; PRISONS AND PRISONERS - TITLE 31,executive clemency; medical confinement release,0
HB2083,2023_2024,RS2,homeowners' associations; assessments,ASSESSMENTS; CONDOMINIUMS AND PLANNED COMMUNITIES; HOA (SEE ALSO: HOMEOWNERS' ASSOCIATION); HOMEOWNERS' ASSOCIATION (HOA); PROPERTY - TITLE 33,homeowners' associations; assessments,0
HB2084,2023_2024,RS2,homeowners' associations; annual meeting,ANNUAL MEETING; BALLOT REQUIREMENTS; CONDOMINIUMS AND PLANNED COMMUNITIES; HOA (SEE ALSO: HOMEOWNERS' ASSOCIATION); HOMEOWNERS' ASSOCIATION (HOA); PROPERTY - TITLE 33; PROXIES,homeowners' associations; annual meeting,0
HB2085,2023_2024,RS2,homeowners' associations; records requests,APPLICABILITY; ASSOCIATION FINANCIAL AND OTHER RECORDS; CONDOMINIUMS AND PLANNED COMMUNITIES; HOA (SEE ALSO: HOMEOWNERS' ASSOCIATION); HOMEOWNERS' ASSOCIATION (HOA); PROPERTY - TITLE 33; RECORDS REQUESTS,homeowners' associations; records requests,0
HB2086,2023_2024,RS2,county school superintendents; qualifications,COUNTY SCHOOL SUPERINTENDENT; EDUCATION - TITLE 15; LOCAL EDUCATION AGENCY; QUALIFICATIONS; TRAVEL EXPENSES,county school superintendents; qualifications,0
HB2087,2023_2024,RS2,self-storage facilities; valuation; vehicles; towing,PROPERTY - TITLE 33; SELF-SERVICE STORAGE; SELF-STORAGE FACILITIES; TOWING; VALUATION; VEHICLES,self-storage facilities; valuation; vehicles; towing,0
HB2088,2023_2024,RS2,bond; override; contributions; contracts; prohibition,BOND; BOND OR BUDGET OVERRIDE; CITIES AND TOWNS - TITLE 9; CONTRACTING; CONTRACTS; CONTRIBUTIONS; COUNTIES - TITLE 11; LOCAL ELECTIONS; OVERRIDE; PROHIBITION,bond; override; contributions; contracts; prohibition,0
HB2089,2023_2024,RS2,community colleges; expenditure limitation,COMMUNITY COLLEGES; EXCEPTIONS; EXPENDITURE LIMITATION; RETROACTIVITY; WITHHOLDING,community colleges; expenditure limitation,0
HB2090,2023_2024,RS2,apprenticeship programs; completion; ROC filings,APPRENTICESHIP PROGRAM; APPRENTICESHIP PROGRAMS (S); CERTIFICATE OF COMPLETION (S); COMPLETION; CONTRACTORS; FILING WITH REGISTRAR (S); PROFESSIONS AND OCCUPATIONS - TITLE 32; REGISTRAR OF CONTRACTORS (S); ROC FILINGS,apprenticeship programs; completion; ROC filings,0
HB2091,2023_2024,RS2,registrar of contractors agency; continuation,AGENCY CONTINUATIONS; BOARD OF TECHNICAL REGISTRATION (S); CERTIFICATION OF HOME INSPECTORS (S); COMMERCIAL CONTRACTOR OVERSIGHT (S); COMMERCIAL CONTRACTOR REMOVAL (S); COMMITTEES OF REFERENCE (S); CONTINUATION; CONTRACTORS; INSURANCE (S); LABOR - TITLE 23; LEGISLATION (S); POWERS AND DUTIES (S); PROFESSIONS AND OCCUPATIONS - TITLE 32; PURPOSE; QUALIFICATIONS FOR LICENSE (S); REGISTRAR OF CONTRACTORS (S); REGISTRAR OF CONTRACTORS AGENCY; REPEAL; REPEALING (S); RETROACTIVITY; REVIEW (S); STATE AGENCIES; STATE GOVERNMENT - TITLE 41; STUDY (S); SUNSET TERMINATION (S); TECHNICAL REGISTRATION; TERMINATION (S),(NOW: agency continuations; technical registration; contractors),0
HB2092,2023_2024,RS2,contractor licensure; penalties; handyman exemption,CIVIL PENALTY; CONTRACTOR LICENSURE; CONTRACTORS; HANDYMAN EXEMPTION; PENALTIES; PROFESSIONS AND OCCUPATIONS - TITLE 32,contractor licensure; penalties; handyman exemption,0
HB2093,2023_2024,RS2,emergency services; prudent layperson; definition,DEFINITION; EMERGENCY HEALTH CARE; EMERGENCY SERVICES; INSURANCE - TITLE 20; PRUDENT LAYPERSON,emergency services; prudent layperson; definition,0
HB2094,2023_2024,RS2,child preference; custody; parenting time,BEST INTEREST OF CHILD; CHILD PREFERENCE; CUSTODY; LEGAL DECISION-MAKING; MARITAL AND DOMESTIC RELATIONS - TITLE 25; PARENTING TIME,child preference; custody; parenting time,0
HB2095,2023_2024,RS2,scholarships; requirements; foster care students,CORPORATE DONATIONS (S); FOSTER CARE STUDENTS; LOW-INCOME SCHOLARSHIPS (S); NOTICE (S); OPERATIONAL REQUIREMENTS (S); QUALIFIED SCHOOLS (S); REQUIREMENTS; RULES (S); SCHOLARSHIPS; SCHOOL TUITION ORGANIZATION (STO); SCHOOL TUITION ORGANIZATIONS (S); SPECIAL PROVISIONS (S); STO (SEE ALSO: SCHOOL TUITION ORGANIZATION); TAXATION OF INCOME - TITLE 43; UNABLE TO ATTEND (S),scholarships; requirements; foster care students,0
HB2096,2023_2024,RS2,tiny homes; construction; requirements; exemptions,ACCESSORY DWELLING UNITS; APPLICABILITY; BUILDING PERMITS; CONSTRUCTION; COTTAGE HOMES ACT; COUNTIES - TITLE 11; DETACHED GARAGES; EXEMPTION; GREENHOUSES; INSPECTIONS; PERMITS; RELIEF; REQUIREMENTS; RURAL LAND; SHORT TITLE,(NOW: cottage homes; construction; requirements; exemptions),0
HB2097,2023_2024,RS2,gray water; definition; residential standards,AGGREGATE MINING REGULATION (S); BUILDING PERMITS (S); CIVIL PENALTIES (S); CLASSIFICATION (S); COMPOSTING TOILETS (S); COUNTIES - TITLE 11; COUNTY ZONING INSPECTOR (S); DEFINITION; DEFINITIONS (S); DEPUTIES (S); ENFORCEMENT (S); EXCEPTIONS (S); GRAY WATER; HEARING OFFICERS AND PROCEDURES (S); LEGISLATIVE INTENT; RESIDENTIAL STANDARDS; RESTRICTION ON REGULATION (S); RULES (S); THE ENVIRONMENT - TITLE 49; TOILET FLUSHING (S); USE OR DISCHARGE (S); VIOLATIONS (S); WATER QUALITY; ZONING DISTRICTS (S); ZONING ORDINANCES (S),gray water; definition; residential standards,0
HB2098,2023_2024,RS2,tax liens; redemption; property sale,APPLICABILITY; COUNTIES - TITLE 11; COURTS AND CIVIL PROCEEDINGS - TITLE 12; EMERGENCY; HEADING CHANGE; NOTICE; NOTICE OF DELINQUENT TAXES; NOTICE OF PROPOSED SALE; NOTICE OF SALE; PROPERTY EQUITY PROTECTION ACT; PROPERTY INFORMATION REPORT; PROPERTY SALE; PROPERTY TAX; REDEMPTION; SHORT TITLE; TAX LIEN FORECLOSURE ACTIONS; TAX LIENS; TAXATION - TITLE 42; THIRD PARTY CONTRACTOR,(NOW: property sale; redemption; tax liens),0
HB2099,2023_2024,RS2,active management area; groundwater right,ACTIVE MANAGEMENT AREAS; DOUGLAS ACTIVE MANAGEMENT AREA; EMERGENCY; GROUNDWATER CODE; GROUNDWATER RIGHTS; IRRIGATION GRANDFATHERED RIGHT; WATERS - TITLE 45,active management area; groundwater right,0
HB2100,2023_2024,RS2,administrative completeness review; licensing,ADMINISTRATIVE COMPLETENESS REVIEW; LICENSING; LICENSING TIME FRAMES; STATE GOVERNMENT - TITLE 41,administrative completeness review; licensing,0
HB2101,2023_2024,RS2,land division; applicant submissions; review,APPLICANT SUBMISSIONS; BUILDING PERMITS; COUNTIES - TITLE 11; LAND; LAND DIVISION; PROFESSIONS AND OCCUPATIONS - TITLE 32; PROPERTY - TITLE 33; REPEAL; REVIEW,land division; applicant submissions; review,0
HB2102,2023_2024,RS2,appropriation; Arizona geological survey,APPROPRIATION; ARIZONA GEOLOGICAL SURVEY; INTENT; UNIVERSITY OF ARIZONA (UOFA); UOFA (SEE ALSO: UNIVERSITY OF ARIZONA),appropriation; Arizona geological survey,0
HB2103,2023_2024,RS2,traumatic event counseling; constables,CONSTABLES; DEPUTY CONSTABLES; PEACE OFFICERS; PUBLIC OFFICERS AND EMPLOYEES - TITLE 38; TRAUMATIC EVENT COUNSELING,(NOW: constables; traumatic event counseling),0
HB2104,2023_2024,RS2,misconduct investigations; time limit; applicability,APPLICABILITY; DELAYED REPEAL; LAW ENFORCEMENT MISCONDUCT INVESTIGATIONS; MISCONDUCT INVESTIGATIONS; TIME LIMIT,misconduct investigations; time limit; applicability,0
HB2105,2023_2024,RS2,psilocybin research,ADVISORY COUNCIL; DELAYED REPEAL; EMERGENCY; EXEMPTION; PSILOCYBIN RESEARCH,psilocybin research,0
HB2106,2023_2024,RS2,custody; parenting time; child preference.,BEST INTEREST OF CHILD; CHILD PREFERENCE; CUSTODY; LEGAL DECISION-MAKING; MARITAL AND DOMESTIC RELATIONS - TITLE 25; PARENTING TIME,custody; parenting time; child preference.,0
HB2107,2023_2024,RS2,department of homeland security; continuation,ARIZONA DEPARTMENT OF HOMELAND SECURITY (AZDOHS); AZDOHS (SEE ALSO: ARIZONA DEPARTMENT OF HOMELAND SECURITY); CONTINUATION; PURPOSE; REPEAL; RETROACTIVITY; STATE GOVERNMENT - TITLE 41,department of homeland security; continuation,0
HB2108,2023_2024,RS2,technical correction; state highways,STATE HIGHWAYS; STATE ROUTES; TECHNICAL CORRECTION; TRANSPORTATION - TITLE 28,technical correction; state highways,0
HB2109,2023_2024,RS2,off-premises vehicle sales; technical correction,AUTOMOTIVE RECYCLERS; OFF-PREMISES VEHICLE SALES; TECHNICAL CORRECTION; TRANSPORTATION - TITLE 28; TRANSPORTERS; VEHICLE DEALERS,off-premises vehicle sales; technical correction,0
HB2110,2023_2024,RS2,mechanics' liens; notice,CONTENT (S); CONTRACT (S); DEFINITIONS (S); ELECTION (S); EMERGENCY; MATERIALMEN'S LIENS; MECHANICS' LIENS; NOTICE; PRELIMINARY TWENTY DAY NOTICE (S); PROPERTY - TITLE 33; SERVICE (S); SINGLE SERVICE (S); WAIVER (S),mechanics' liens; notice,0
HB2111,2023_2024,RS2,licensed facilities; transfer; sale; prohibition,ASSISTED LIVING FACILITIES; CHANGE OF OWNERSHIP; HEALTH CARE INSTITUTIONS; LEGAL ACTION; LICENSED FACILITIES; LICENSURE; PROHIBITION; PUBLIC HEALTH AND SAFETY - TITLE 36; SALE; SOBER LIVING HOMES; TRANSFER,licensed facilities; transfer; sale; prohibition,0
HB2112,2023_2024,RS2,insurance coverage; hearing aids; children,APPLICABILITY; CHILDREN; HEALTH CARE SERVICES ORGANIZATIONS; HEARING AIDS; INSURANCE - TITLE 20; INSURANCE COVERAGE,insurance coverage; hearing aids; children,0
HB2113,2023_2024,RS2,medical assistants; scope of practice,ARIZONA MEDICAL BOARD; MEDICAL ASSISTANTS; PROFESSIONS AND OCCUPATIONS - TITLE 32; SCOPE OF PRACTICE,medical assistants; scope of practice,0
HB2114,2023_2024,RS2,marriage and family therapists; endorsement,BOARD OF BEHAVIORAL HEALTH EXAMINERS; ENDORSEMENT; LICENSURE BY ENDORSEMENT; MARRIAGE AND FAMILY THERAPISTS; PROFESSIONS AND OCCUPATIONS - TITLE 32,marriage and family therapists; endorsement,0
HB2115,2023_2024,RS2,legislature; random drug testing,DRUG TESTING; LEGISLATORS; LEGISLATURE; PUBLIC OFFICERS AND EMPLOYEES - TITLE 38; RANDOM DRUG TESTING,legislature; random drug testing,0
HB2116,2023_2024,RS2,fatality review; information; access,ACCESS; ACCESS TO INFORMATION (S); CHILD FATALITIES; CLASSIFICATION (S); CONFIDENTIALITY (S); FATALITY REVIEW; INFORMATION; PUBLIC HEALTH AND SAFETY - TITLE 36; VIOLATION (S),fatality review; information; access,0
HB2117,2023_2024,RS2,workers' compensation; occupational disease; presumption,LABOR - TITLE 23; LEGISLATIVE INTENT; OCCUPATIONAL DISEASE; PRESUMPTION; WORKERS' COMPENSATION,workers' compensation; occupational disease; presumption,0
HB2118,2023_2024,RS2,employment; employee communication; elected officials,ELECTED OFFICIALS; EMPLOYEE COMMUNICATION; EMPLOYERS; EMPLOYMENT; LABOR - TITLE 23,employment; employee communication; elected officials,0
HB2119,2023_2024,RS2,homeowner's associations; fees; related parties,CONDOMINIUMS AND PLANNED COMMUNITIES; DEFINITIONS (S); EXCEPTIONS (S); FEES; HOA (SEE ALSO: HOMEOWNER'S ASSOCIATION) (S); HOA (SEE ALSO: HOMEOWNERS' ASSOCIATION); HOMEOWNER'S ASSOCIATION (HOA) (S); HOMEOWNERS' ASSOCIATION (HOA); PROHIBITION; PROPERTY - TITLE 33; REAL PROPERTY; RELATED PARTIES; TRANSFER FEES,(NOW: homeowner's associations; fees),0
HB2120,2023_2024,RS2,law enforcement; defunding; prohibition,ALLOCATION (S); APPLICABILITY (S); BUDGET DECREASE; CITIES AND TOWNS - TITLE 9; DEFINITION (S); DEFUNDING; DISTRIBUTION OF MONIES (S); DISTRIBUTION WITHHOLDING (S); EFFECTIVE DATE; LAW ENFORCEMENT; PROHIBITION; REMISSION (S); TAXATION - TITLE 42; TAXATION OF INCOME - TITLE 43; URBAN REVENUE SHARING FUND (S); WITHHOLDING DEFINITIONS (S),law enforcement; defunding; prohibition,0
HB2121,2023_2024,RS2,cell-cultured animal product; prohibition,AGRICULTURE - TITLE 3; CELL-CULTURED ANIMAL PRODUCT; CIVIL PENALTY; LEGISLATIVE FINDINGS; PROHIBITION; RIGHT OF ACTION; SALE OF MEAT,cell-cultured animal product; prohibition,0
HB2122,2023_2024,RS2,unfair practices; goods; services; pricing,CONSUMER FRAUD; GOODS; PRICING; SERVICES; TRADE AND COMMERCE - TITLE 44; UNFAIR PRACTICES; UNLAWFUL PRACTICES,unfair practices; goods; services; pricing,0
HB2123,2023_2024,RS2,wells; water measuring devices; prohibition,PROHIBITION; WATER MEASURING DEVICES; WATERS - TITLE 45; WELLS,wells; water measuring devices; prohibition,0
HB2124,2023_2024,RS2,agricultural operations; water; protection; definition,ABATEMENT (S); AGRICULTURAL OPERATIONS; AGRICULTURAL PROTECTION (S); AGRICULTURE - TITLE 3; AGRICULTURE PROTECTION; CLASSIFICATION (S); CRIMINAL CODE - TITLE 13; DAMAGES (S); DEFINITION; DEFINITIONS (S); NUISANCE LIABILITY (S); PROTECTION; PUBLIC NUISANCE (S); STATE PREEMPTION (S); WATER,agricultural operations; water; protection; definition,0
HB2125,2023_2024,RS2,annexation; notice; approval,ANNEXATION; APPROVAL; CITIES AND TOWNS - TITLE 9; NOTICE; PETITIONS,annexation; notice; approval,0
HB2126,2023_2024,RS2,homeowners' associations; financial approvals; members,CONDOMINIUMS AND PLANNED COMMUNITIES; FINANCIAL APPROVALS; HOA (SEE ALSO: HOMEOWNERS' ASSOCIATION); HOMEOWNERS' ASSOCIATION (HOA); MEMBERS; PROPERTY - TITLE 33,homeowners' associations; financial approvals; members,0
HB2127,2023_2024,RS2,assured water supply certificate; effluent,ASSURED WATER SUPPLY CERTIFICATE; EFFLUENT; GROUNDWATER; WATERS - TITLE 45,assured water supply certificate; effluent,0
HB2128,2023_2024,RS2,mine inspector; mine safety; appropriation,APPROPRIATION; MINE INSPECTOR; MINE SAFETY; STATE MINE INSPECTOR,mine inspector; mine safety; appropriation,0
HB2129,2023_2024,RS2,improved lot or parcel; definition,DEFINITION; IMPROVED LOT OR PARCEL; PROFESSIONS AND OCCUPATIONS - TITLE 32; REAL ESTATE,improved lot or parcel; definition,0
HB2130,2023_2024,RS2,counties; maximum acreage; energy production,COUNTIES; COUNTIES - TITLE 11; COUNTY BOARD OF SUPERVISORS; ENERGY PRODUCTION; MAXIMUM ACREAGE,counties; maximum acreage; energy production,0
HB2131,2023_2024,RS2,residential utility consumer office; businesses,ARIZONA UTILITY CONSUMER OFFICE; BUSINESSES; DIRECTOR; POWERS AND DUTIES; PUBLIC UTILITIES AND CARRIERS - TITLE 40; RESIDENTIAL UTILITY CONSUMER OFFICE,(NOW: Arizona utility consumer office),0
HB2132,2023_2024,RS2,municipal land sales; public notice,CITIES AND TOWNS - TITLE 9; MUNICIPAL LAND SALES; MUNICIPAL POWERS; PUBLIC HEARINGS; PUBLIC NOTICE; SALE OF REAL PROPERTY; TRANSPORTATION - TITLE 28,municipal land sales; public notice,0
HB2133,2023_2024,RS2,solar panel disposal fund,ANNUAL REPORT; EXEMPTION; FEES; PURPOSE; SOLAR PANEL DISPOSAL FUND; SOLAR PANELS; THE ENVIRONMENT - TITLE 49; TWO-THIRDS VOTE REQUIREMENT; USE,solar panel disposal fund,0
HB2134,2023_2024,RS2,aggravated unlawful flight; law enforcement.,AGGRAVATED UNLAWFUL FLIGHT; CLASSIFICATION (S); LAW ENFORCEMENT; MARKED VEHICLES; PURSUING LAW ENFORCEMENT VEHICLE (S); TRAFFIC LAWS; TRANSPORTATION - TITLE 28; UNMARKED VEHICLES; VIOLATION,aggravated unlawful flight; law enforcement.,0
HB2135,2023_2024,RS2,adult incarceration contracts,ADULT INCARCERATION CONTRACTS; PRIVATE PRISON CONTRACT REFORM ACT; SHORT TITLE; STATE GOVERNMENT - TITLE 41,adult incarceration contracts,0
HB2136,2023_2024,RS2,ADOA; continuation,ADOA (SEE ALSO: DEPARTMENT OF ADMINISTRATION); CONTINUATION; DEPARTMENT OF ADMINISTRATION (ADOA); PURPOSE; REPEAL; RETROACTIVITY; STATE GOVERNMENT - TITLE 41,ADOA; continuation,0
HB2137,2023_2024,RS2,infants; toddlers; developmental delays,DEVELOPMENTAL DELAYS; EARLY INTERVENTION PROGRAM; INDIVIDUAL SERVICE PLANS; INFANTS; INTERAGENCY AGREEMENTS; STATE GOVERNMENT - TITLE 41; TODDLERS,(NOW: developmental delays; infants; toddlers),0
HB2138,2023_2024,RS2,sexual exploitation; minor; computer generated,CHILDREN; COMPUTER GENERATED; CRIMINAL CODE - TITLE 13; MINORS; SEXUAL EXPLOITATION,sexual exploitation; minor; computer generated,0
HB2139,2023_2024,RS2,medical records; minors; confidentiality; consent,CONFIDENTIALITY; CONSENT; COURTS AND CIVIL PROCEEDINGS - TITLE 12; MEDICAL RECORDS; MINORS,medical records; minors; confidentiality; consent,0
HB2140,2023_2024,RS2,funeral services; alkaline hydrolysis,ADVISORY COMMITTEE (S); ALKALINE HYDROLYSIS; DEFINITIONS (S); DEPARTMENT (S); DISCIPLINARY ACTIONS (S); EMBALMERS; FEES; FUNERAL SERVICES; LICENSE (S); LICENSURE (S); POWER AND DUTIES (S); PROFESSIONS AND OCCUPATIONS - TITLE 32; RECORDS; REPEAL; REQUIREMENTS (S),funeral services; alkaline hydrolysis,0
HB2141,2023_2024,RS2,condominiums; interior improvements; approvals,APPROVAL; CONDOMINIUMS; CONSENT; INTERIOR IMPROVEMENTS; PROPERTY - TITLE 33,condominiums; interior improvements; approvals,0
HB2142,2023_2024,RS2,move over law study committee,DELAYED REPEAL; DUTIES; MEMBERSHIP; MOVE OVER LAW STUDY COMMITTEE; REPORT,move over law study committee,0
HB2143,2023_2024,RS2,driver license fees; homeless exemption,ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); DEPARTMENT OF TRANSPORTATION (ADOT); DRIVER LICENSE FEES; FEES; HOMELESS EXEMPTION; TRANSPORTATION - TITLE 28,driver license fees; homeless exemption,0
HB2144,2023_2024,RS2,special education vouchers; amount,ADVANCES; AMOUNT; EDUCATION - TITLE 15; SPECIAL EDUCATION; SPECIAL EDUCATION VOUCHERS,special education vouchers; amount,0
HB2145,2023_2024,RS2,candidate challenges; primary residence,CANDIDATE CHALLENGES; ELECTIONS AND ELECTORS - TITLE 16; NOMINATING PROCEDURES; PRESUMPTION; PRIMARY RESIDENCE,candidate challenges; primary residence,0
HB2146,2023_2024,RS2,mobile homes; cooling; prohibition,ARIZONA MOBILE HOME PARKS RESIDENTIAL LANDLORD AND TENANT ACT; COOLING; EMERGENCY; EMERGENCY CLAUSE (S); MOBILE HOMES; PROHIBITION; PROPERTY - TITLE 33,mobile homes; cooling; prohibition,0
HB2147,2023_2024,RS2,school-sponsored media; student journalists,EDUCATION - TITLE 15; SCHOOL-SPONSORED MEDIA; SCHOOL-SPONSORED STUDENT ACTIVITIES; STUDENT JOURNALISTS; WRITTEN POLICIES,school-sponsored media; student journalists,0
HB2148,2023_2024,RS2,fire protection systems; inspections,CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; ENFORCEMENT DATE; FIRE PROTECTION SYSTEMS; INSPECTIONS,fire protection systems; inspections,0
HB2149,2023_2024,RS2,watercraft operation; minors; safety education,AMUSEMENTS AND SPORTS - TITLE 5; APPLICABILITY; BOATING AND WATER SPORTS; BOATING SAFETY EDUCATION; CERTIFICATE OF COMPLETION; MINORS; SAFETY EDUCATION; WATERCRAFT OPERATION,watercraft operation; minors; safety education,0
HB2150,2023_2024,RS2,groundwater sales; online exchange,ADWR (SEE ALSO: DEPARTMENT OF WATER RESOURCES); DEPARTMENT OF WATER RESOURCES (ADWR); GROUNDWATER CODE; GROUNDWATER SALES; ONLINE EXCHANGE; RIGHT TO BUY AND SELL; WATERS - TITLE 45,groundwater sales; online exchange,0
HB2151,2023_2024,RS2,technical correction; underground storage; closure,CLOSURE; TECHNICAL CORRECTION; THE ENVIRONMENT - TITLE 49; UNDERGROUND STORAGE; UNDERGROUND STORAGE TANKS,technical correction; underground storage; closure,0
HB2152,2023_2024,RS2,technical correction; food standards,FOOD STANDARDS; PUBLIC HEALTH AND SAFETY - TITLE 36; TECHNICAL CORRECTION,technical correction; food standards,0
HB2153,2023_2024,RS2,mail ballot elections; technical correction,ELECTIONS AND ELECTORS - TITLE 16; MAIL BALLOT ELECTIONS; TECHNICAL CORRECTION,mail ballot elections; technical correction,0
HB2154,2023_2024,RS2,certificate of election; technical correction,CERTIFICATE OF ELECTION; CONDUCT OF ELECTIONS; ELECTIONS AND ELECTORS - TITLE 16; TECHNICAL CORRECTION,certificate of election; technical correction,0
HB2155,2023_2024,RS2,technical correction; obstructing governmental operations,CRIMINAL CODE - TITLE 13; OBSTRUCTING GOVERNMENTAL OPERATIONS; OBSTRUCTION OF PUBLIC ADMINISTRATION; TECHNICAL CORRECTION,technical correction; obstructing governmental operations,0
